location,date,epiweek,epiyear,population,count,weekly_rate
Colorado,2021-03-06,9,2021,5803748,417,7.185012167999024
Connecticut,2021-03-06,9,2021,3621089,532,14.69171290736019
Delaware,2021-03-06,9,2021,1014872,90,8.868113417258531
District of Columbia,2021-03-06,9,2021,668576,113,16.901593835255827
Florida,2021-03-06,9,2021,22183852,3873,17.45864514422473
Georgia,2021-03-06,9,2021,10855454,1623,14.951009879457828
Hawaii,2021-03-06,9,2021,1398977,14,1.000731248619527
Idaho,2021-03-06,9,2021,1935521,109,5.631558634600193
Illinois,2021-03-06,9,2021,12563096,927,7.378754408945056
Indiana,2021-03-06,9,2021,6831941,531,7.772315363964648
Iowa,2021-03-06,9,2021,3200224,221,6.905766596338256
Kansas,2021-03-06,9,2021,2916451,214,7.337685426568113
Kentucky,2021-03-06,9,2021,4494379,1223,27.211768299914183
Louisiana,2021-03-06,9,2021,4575074,508,11.103645536662357
Maine,2021-03-06,9,2021,1384543,52,3.7557518979186635
Maryland,2021-03-06,9,2021,6133130,670,10.924275206949796
Massachusetts,2021-03-06,9,2021,6978662,705,10.102223033584375
Michigan,2021-03-06,9,2021,10032075,753,7.505924746375999
Minnesota,2021-03-06,9,2021,5716548,234,4.0933794310832345
Mississippi,2021-03-06,9,2021,2927305,254,8.676922971811956
Missouri,2021-03-06,9,2021,6164537,482,7.8189164895920005
Montana,2021-03-06,9,2021,1119563,109,9.735941612932903
Nebraska,2021-03-06,9,2021,1961505,114,5.811863849442138
Nevada,2021-03-06,9,2021,3165539,320,10.108862977205462
New Hampshire,2021-03-06,9,2021,1394692,77,5.520932220160437
New Jersey,2021-03-06,9,2021,9254137,1582,17.09505705394247
New Mexico,2021-03-06,9,2021,2100079,253,12.047165844713462
New York,2021-03-06,9,2021,19657190,3865,19.66201679894227
North Carolina,2021-03-06,9,2021,10596562,849,8.012032581888352
North Dakota,2021-03-06,9,2021,772061,40,5.1809377756420805
Ohio,2021-03-06,9,2021,11749303,1136,9.668658642985035
Oklahoma,2021-03-06,9,2021,4001266,567,14.170515031992375
Oregon,2021-03-06,9,2021,4238665,137,3.2321497452617747
Pennsylvania,2021-03-06,9,2021,12969276,1464,11.288216859599565
Puerto Rico,2021-03-06,9,2021,3221789,79,2.4520538123384243
Rhode Island,2021-03-06,9,2021,1090390,80,7.336824438962206
South Carolina,2021-03-06,9,2021,5246039,532,10.140984464659908
South Dakota,2021-03-06,9,2021,906458,63,6.950128963504101
Tennessee,2021-03-06,9,2021,7030607,567,8.064737511284587
Texas,2021-03-06,9,2021,29914599,4078,13.632139946117947
US,2021-03-06,9,2021,332200066,36273,10.919022514583125
Utah,2021-03-06,9,2021,3376238,220,6.516128306120599
Vermont,2021-03-06,9,2021,646910,32,4.946592261674731
Virginia,2021-03-06,9,2021,8583866,922,10.74108100009949
Washington,2021-03-06,9,2021,7735834,272,3.516104404515402
West Virginia,2021-03-06,9,2021,1774977,132,7.436716081391477
Wisconsin,2021-03-06,9,2021,5891022,437,7.4180676969123525
Wyoming,2021-03-06,9,2021,578583,21,3.62955703848886
Alabama,2021-03-13,10,2021,5063778,470,9.281607527028239
Alaska,2021-03-13,10,2021,711426,31,4.357445468678401
Arizona,2021-03-13,10,2021,7341018,642,8.745381090197572
Arkansas,2021-03-13,10,2021,3041878,200,6.5748856463013965
California,2021-03-13,10,2021,38886551,2629,6.760692147781375
Colorado,2021-03-13,10,2021,5803748,374,6.444111632689772
Connecticut,2021-03-13,10,2021,3621089,518,14.30508888348229
Delaware,2021-03-13,10,2021,1014872,77,7.587163701432299
District of Columbia,2021-03-13,10,2021,668576,125,18.69645335758388
Florida,2021-03-13,10,2021,22183852,3411,15.376049209127432
Georgia,2021-03-13,10,2021,10855454,1696,15.623482905459321
Hawaii,2021-03-13,10,2021,1398977,24,1.7155392833477605
Idaho,2021-03-13,10,2021,1935521,116,5.9932183634277285
Illinois,2021-03-13,10,2021,12563096,928,7.386714230313929
Indiana,2021-03-13,10,2021,6831941,466,6.820901995494399
Iowa,2021-03-13,10,2021,3200224,225,7.0307578469507135
Kansas,2021-03-13,10,2021,2916451,188,6.446190935489744
Kentucky,2021-03-13,10,2021,4494379,1065,23.696265935738843
Louisiana,2021-03-13,10,2021,4575074,416,9.09274910088886
Maine,2021-03-13,10,2021,1384543,52,3.7557518979186635
Maryland,2021-03-13,10,2021,6133130,722,11.772129402116049
Massachusetts,2021-03-13,10,2021,6978662,630,9.027518455543484
Michigan,2021-03-13,10,2021,10032075,965,9.619146587321167
Minnesota,2021-03-13,10,2021,5716548,294,5.142963900591756
Mississippi,2021-03-13,10,2021,2927305,226,7.7204117780689065
Missouri,2021-03-13,10,2021,6164537,412,6.683389198572415
Montana,2021-03-13,10,2021,1119563,106,9.467979917164108
Nebraska,2021-03-13,10,2021,1961505,94,4.792238612697903
Nevada,2021-03-13,10,2021,3165539,287,9.066386482681148
New Hampshire,2021-03-13,10,2021,1394692,80,5.736033475491363
New Jersey,2021-03-13,10,2021,9254137,1664,17.981147242579183
New Mexico,2021-03-13,10,2021,2100079,145,6.904502163966213
New York,2021-03-13,10,2021,19657190,3743,19.041378752507352
North Carolina,2021-03-13,10,2021,10596562,796,7.511870359461871
North Dakota,2021-03-13,10,2021,772061,58,7.512359774681016
Ohio,2021-03-13,10,2021,11749303,1099,9.35374634563429
Oklahoma,2021-03-13,10,2021,4001266,435,10.87155915152854
Oregon,2021-03-13,10,2021,4238665,128,3.0198187400985925
Pennsylvania,2021-03-13,10,2021,12969276,1495,11.527243309495457
Puerto Rico,2021-03-13,10,2021,3221789,81,2.5141311240431947
Rhode Island,2021-03-13,10,2021,1090390,96,8.804189326754647
South Carolina,2021-03-13,10,2021,5246039,477,9.09257441662176
South Dakota,2021-03-13,10,2021,906458,45,4.964377831074358
Tennessee,2021-03-13,10,2021,7030607,530,7.5384671622236885
Texas,2021-03-13,10,2021,29914599,3672,12.274943080467166
US,2021-03-13,10,2021,332200066,33854,10.190846861541562
Utah,2021-03-13,10,2021,3376238,208,6.160703125786749
Vermont,2021-03-13,10,2021,646910,35,5.410335286206736
Virginia,2021-03-13,10,2021,8583866,824,9.599404277746181
Washington,2021-03-13,10,2021,7735834,276,3.567811822228864
West Virginia,2021-03-13,10,2021,1774977,138,7.774748630545635
Wisconsin,2021-03-13,10,2021,5891022,422,7.163442947590418
Wyoming,2021-03-13,10,2021,578583,18,3.1110488901333087
Alabama,2021-03-20,11,2021,5063778,526,10.387501189823093
Alaska,2021-03-20,11,2021,711426,42,5.903635796273963
Arizona,2021-03-20,11,2021,7341018,543,7.396794286568975
Arkansas,2021-03-20,11,2021,3041878,216,7.100876498005508
California,2021-03-20,11,2021,38886551,2490,6.403242087476465
Colorado,2021-03-20,11,2021,5803748,431,7.42623559809971
Connecticut,2021-03-20,11,2021,3621089,508,14.028928866426646
Delaware,2021-03-20,11,2021,1014872,101,9.951993946034573
District of Columbia,2021-03-20,11,2021,668576,126,18.84602498444455
Florida,2021-03-20,11,2021,22183852,3233,14.573663762271764
Georgia,2021-03-20,11,2021,10855454,1513,13.937694360825443
Hawaii,2021-03-20,11,2021,1398977,22,1.5725776764021138
Idaho,2021-03-20,11,2021,1935521,133,6.871534847723171
Illinois,2021-03-20,11,2021,12563096,970,7.721026727806585
Indiana,2021-03-20,11,2021,6831941,417,6.103682686955288
Iowa,2021-03-20,11,2021,3200224,229,7.155749097563171
Kansas,2021-03-20,11,2021,2916451,166,5.691849443038817
Kentucky,2021-03-20,11,2021,4494379,874,19.446513077780043
Louisiana,2021-03-20,11,2021,4575074,332,7.25671322474784
Maine,2021-03-20,11,2021,1384543,51,3.683525899881766
Maryland,2021-03-20,11,2021,6133130,759,12.375410271753575
Massachusetts,2021-03-20,11,2021,6978662,611,8.75525996243979
Michigan,2021-03-20,11,2021,10032075,1358,13.536581415111032
Minnesota,2021-03-20,11,2021,5716548,359,6.280013742559321
Mississippi,2021-03-20,11,2021,2927305,184,6.285644987454331
Missouri,2021-03-20,11,2021,6164537,401,6.504949195697909
Montana,2021-03-20,11,2021,1119563,83,7.413606916270009
Nebraska,2021-03-20,11,2021,1961505,94,4.792238612697903
Nevada,2021-03-20,11,2021,3165539,271,8.560943333820875
New Hampshire,2021-03-20,11,2021,1394692,79,5.664333057047721
New Jersey,2021-03-20,11,2021,9254137,1799,19.4399542604567
New Mexico,2021-03-20,11,2021,2100079,138,6.571181369843706
New York,2021-03-20,11,2021,19657190,3756,19.107512314832384
North Carolina,2021-03-20,11,2021,10596562,759,7.162700506069799
North Dakota,2021-03-20,11,2021,772061,38,4.921890886859976
Ohio,2021-03-20,11,2021,11749303,1010,8.596254603358174
Oklahoma,2021-03-20,11,2021,4001266,362,9.047136581272028
Oregon,2021-03-20,11,2021,4238665,133,3.1377804096336934
Pennsylvania,2021-03-20,11,2021,12969276,1644,12.6761123751241
Puerto Rico,2021-03-20,11,2021,3221789,66,2.048551286257418
Rhode Island,2021-03-20,11,2021,1090390,62,5.68603894019571
South Carolina,2021-03-20,11,2021,5246039,458,8.730396400026763
South Dakota,2021-03-20,11,2021,906458,46,5.074697338431566
Tennessee,2021-03-20,11,2021,7030607,595,8.46299615381716
Texas,2021-03-20,11,2021,29914599,3116,10.416318801398608
US,2021-03-20,11,2021,332200066,32980,9.92775239243932
Utah,2021-03-20,11,2021,3376238,225,6.664222131259704
Vermont,2021-03-20,11,2021,646910,31,4.792011253497395
Virginia,2021-03-20,11,2021,8583866,786,9.156713303772449
Washington,2021-03-20,11,2021,7735834,290,3.7487877842259802
West Virginia,2021-03-20,11,2021,1774977,147,8.281797454276873
Wisconsin,2021-03-20,11,2021,5891022,377,6.3995686996246155
Wyoming,2021-03-20,11,2021,578583,20,3.4567209890370094
Alabama,2021-03-27,12,2021,5063778,470,9.281607527028239
Alaska,2021-03-27,12,2021,711426,33,4.638570982786685
Arizona,2021-03-27,12,2021,7341018,501,6.824666551696236
Arkansas,2021-03-27,12,2021,3041878,134,4.4051733830219355
California,2021-03-27,12,2021,38886551,2140,5.503187978795034
Colorado,2021-03-27,12,2021,5803748,441,7.59853804817163
Connecticut,2021-03-27,12,2021,3621089,589,16.26582500457735
Delaware,2021-03-27,12,2021,1014872,110,10.838805287760428
District of Columbia,2021-03-27,12,2021,668576,127,18.99559661130522
Florida,2021-03-27,12,2021,22183852,3186,14.361797942034594
Georgia,2021-03-27,12,2021,10855454,1548,14.260112934935748
Hawaii,2021-03-27,12,2021,1398977,33,2.3588665146031706
Idaho,2021-03-27,12,2021,1935521,142,7.3365259276442885
Illinois,2021-03-27,12,2021,12563096,1194,9.504026714434085
Indiana,2021-03-27,12,2021,6831941,521,7.625944076507687
Iowa,2021-03-27,12,2021,3200224,235,7.343235973481856
Kansas,2021-03-27,12,2021,2916451,158,5.4175434457839335
Kentucky,2021-03-27,12,2021,4494379,743,16.531761117609353
Louisiana,2021-03-27,12,2021,4575074,338,7.387858644472199
Maine,2021-03-27,12,2021,1384543,50,3.611299901844869
Maryland,2021-03-27,12,2021,6133130,926,15.098326629306733
Massachusetts,2021-03-27,12,2021,6978662,677,9.700999991115776
Michigan,2021-03-27,12,2021,10032075,2068,20.61388097676702
Minnesota,2021-03-27,12,2021,5716548,397,6.944750573248051
Mississippi,2021-03-27,12,2021,2927305,148,5.055844881213266
Missouri,2021-03-27,12,2021,6164537,396,6.423840103482224
Montana,2021-03-27,12,2021,1119563,75,6.699042394219887
Nebraska,2021-03-27,12,2021,1961505,75,3.82359463779088
Nevada,2021-03-27,12,2021,3165539,257,8.118680578568137
New Hampshire,2021-03-27,12,2021,1394692,81,5.807733893935005
New Jersey,2021-03-27,12,2021,9254137,2103,22.724971545158667
New Mexico,2021-03-27,12,2021,2100079,108,5.142663680747248
New York,2021-03-27,12,2021,19657190,4012,20.409834772925326
North Carolina,2021-03-27,12,2021,10596562,687,6.483234845414956
North Dakota,2021-03-27,12,2021,772061,41,5.310461220033132
Ohio,2021-03-27,12,2021,11749303,1240,10.553817532835778
Oklahoma,2021-03-27,12,2021,4001266,316,7.897500441110388
Oregon,2021-03-27,12,2021,4238665,144,3.397296082610916
Pennsylvania,2021-03-27,12,2021,12969276,1843,14.210507972842894
Puerto Rico,2021-03-27,12,2021,3221789,133,4.1281412283672205
Rhode Island,2021-03-27,12,2021,1090390,67,6.144590467630848
South Carolina,2021-03-27,12,2021,5246039,427,8.139474372950716
South Dakota,2021-03-27,12,2021,906458,73,8.05332403707618
Tennessee,2021-03-27,12,2021,7030607,723,10.283607091108918
Texas,2021-03-27,12,2021,29914599,2885,9.644120584735232
US,2021-03-27,12,2021,332200066,34415,10.35972100017584
Utah,2021-03-27,12,2021,3376238,181,5.360996470035584
Vermont,2021-03-27,12,2021,646910,29,4.482849237142725
Virginia,2021-03-27,12,2021,8583866,812,9.459607128070266
Washington,2021-03-27,12,2021,7735834,251,3.2446404615197277
West Virginia,2021-03-27,12,2021,1774977,164,9.239556343546987
Wisconsin,2021-03-27,12,2021,5891022,354,6.009144083997649
Wyoming,2021-03-27,12,2021,578583,29,5.012245434103663
Alabama,2021-04-03,13,2021,5063778,401,7.9189885496560075
Alaska,2021-04-03,13,2021,711426,49,6.887575095652956
Arizona,2021-04-03,13,2021,7341018,478,6.511358506408784
Arkansas,2021-04-03,13,2021,3041878,139,4.569545524179471
California,2021-04-03,13,2021,38886551,2004,5.153452667993107
Colorado,2021-04-03,13,2021,5803748,491,8.460050298531225
Connecticut,2021-04-03,13,2021,3621089,640,17.67424109156113
Delaware,2021-04-03,13,2021,1014872,138,13.59777390646308
District of Columbia,2021-04-03,13,2021,668576,127,18.99559661130522
Florida,2021-04-03,13,2021,22183852,3318,14.956825352062392
Georgia,2021-04-03,13,2021,10855454,1325,12.205846019890094
Hawaii,2021-04-03,13,2021,1398977,40,2.859232138912934
Idaho,2021-04-03,13,2021,1935521,115,5.941552687880938
Illinois,2021-04-03,13,2021,12563096,1362,10.841276704404711
Indiana,2021-04-03,13,2021,6831941,608,8.89937427738325
Iowa,2021-04-03,13,2021,3200224,244,7.624466287359885
Kansas,2021-04-03,13,2021,2916451,153,5.246102197499632
Kentucky,2021-04-03,13,2021,4494379,769,17.110261506650865
Louisiana,2021-04-03,13,2021,4575074,345,7.540861634150617
Maine,2021-04-03,13,2021,1384543,60,4.333559882213843
Maryland,2021-04-03,13,2021,6133130,1021,16.647291024322
Massachusetts,2021-04-03,13,2021,6978662,716,10.259846371697039
Michigan,2021-04-03,13,2021,10032075,3094,30.841077244737505
Minnesota,2021-04-03,13,2021,5716548,513,8.97394721429786
Mississippi,2021-04-03,13,2021,2927305,126,4.304300371843727
Missouri,2021-04-03,13,2021,6164537,374,6.066960097733212
Montana,2021-04-03,13,2021,1119563,66,5.895157306913501
Nebraska,2021-04-03,13,2021,1961505,110,5.60793880209329
Nevada,2021-04-03,13,2021,3165539,247,7.802778610530466
New Hampshire,2021-04-03,13,2021,1394692,86,6.1662359861532154
New Jersey,2021-04-03,13,2021,9254137,2178,23.535419888423956
New Mexico,2021-04-03,13,2021,2100079,107,5.095046424444033
New York,2021-04-03,13,2021,19657190,3769,19.173645877157416
North Carolina,2021-04-03,13,2021,10596562,771,7.275944782845606
North Dakota,2021-04-03,13,2021,772061,60,7.77140666346312
Ohio,2021-04-03,13,2021,11749303,1215,10.341038953544734
Oklahoma,2021-04-03,13,2021,4001266,309,7.722555811085791
Oregon,2021-04-03,13,2021,4238665,161,3.798365759030261
Pennsylvania,2021-04-03,13,2021,12969276,2175,16.770404145921486
Puerto Rico,2021-04-03,13,2021,3221789,149,4.624759722005383
Rhode Island,2021-04-03,13,2021,1090390,84,7.703665660910317
South Carolina,2021-04-03,13,2021,5246039,494,9.416628431469915
South Dakota,2021-04-03,13,2021,906458,51,5.626294875217606
Tennessee,2021-04-03,13,2021,7030607,690,9.814230833838387
Texas,2021-04-03,13,2021,29914599,2649,8.855208120957931
US,2021-04-03,13,2021,332200066,36001,10.837144144336202
Utah,2021-04-03,13,2021,3376238,160,4.739002404451345
Vermont,2021-04-03,13,2021,646910,34,5.255754278029401
Virginia,2021-04-03,13,2021,8583866,803,9.35475926581333
Washington,2021-04-03,13,2021,7735834,345,4.45976477778608
West Virginia,2021-04-03,13,2021,1774977,218,12.28184928593441
Wisconsin,2021-04-03,13,2021,5891022,385,6.535368565929647
Wyoming,2021-04-03,13,2021,578583,35,6.0492617308147665
Alabama,2021-04-10,14,2021,5063778,381,7.524026527229275
Alaska,2021-04-10,14,2021,711426,44,6.184761310382246
Arizona,2021-04-10,14,2021,7341018,465,6.3342713503767465
Arkansas,2021-04-10,14,2021,3041878,182,5.983145938134271
California,2021-04-10,14,2021,38886551,1776,4.567131705766346
Colorado,2021-04-10,14,2021,5803748,601,10.355377249322334
Connecticut,2021-04-10,14,2021,3621089,687,18.97219317172265
Delaware,2021-04-10,14,2021,1014872,136,13.400704719412891
District of Columbia,2021-04-10,14,2021,668576,143,21.388742641075957
Florida,2021-04-10,14,2021,22183852,3508,15.813304199829679
Georgia,2021-04-10,14,2021,10855454,1370,12.620384186603342
Hawaii,2021-04-10,14,2021,1398977,51,3.6455209771139914
Idaho,2021-04-10,14,2021,1935521,124,6.406543767802054
Illinois,2021-04-10,14,2021,12563096,1622,12.91083026031163
Indiana,2021-04-10,14,2021,6831941,652,9.54340794219388
Iowa,2021-04-10,14,2021,3200224,287,8.968122231443798
Kansas,2021-04-10,14,2021,2916451,152,5.211813947842772
Kentucky,2021-04-10,14,2021,4494379,880,19.580013167558857
Louisiana,2021-04-10,14,2021,4575074,316,6.906992105482884
Maine,2021-04-10,14,2021,1384543,65,4.694689872398329
Maryland,2021-04-10,14,2021,6133130,1144,18.652792293657562
Massachusetts,2021-04-10,14,2021,6978662,719,10.302834554818675
Michigan,2021-04-10,14,2021,10032075,4078,40.64961635553961
Minnesota,2021-04-10,14,2021,5716548,668,11.685373760528208
Mississippi,2021-04-10,14,2021,2927305,122,4.167655915594719
Missouri,2021-04-10,14,2021,6164537,411,6.667167380129278
Montana,2021-04-10,14,2021,1119563,76,6.788362959476153
Nebraska,2021-04-10,14,2021,1961505,135,6.882470348023584
Nevada,2021-04-10,14,2021,3165539,286,9.034796285877382
New Hampshire,2021-04-10,14,2021,1394692,109,7.815345610356982
New Jersey,2021-04-10,14,2021,9254137,2192,23.68670357916681
New Mexico,2021-04-10,14,2021,2100079,110,5.237898193353678
New York,2021-04-10,14,2021,19657190,3626,18.446176691582064
North Carolina,2021-04-10,14,2021,10596562,770,7.266507759780955
North Dakota,2021-04-10,14,2021,772061,100,12.9523444391052
Ohio,2021-04-10,14,2021,11749303,1410,12.000711872014875
Oklahoma,2021-04-10,14,2021,4001266,306,7.64757954107525
Oregon,2021-04-10,14,2021,4238665,173,4.081473765914504
Pennsylvania,2021-04-10,14,2021,12969276,2457,18.944773786909924
Puerto Rico,2021-04-10,14,2021,3221789,203,6.300847138034179
Rhode Island,2021-04-10,14,2021,1090390,80,7.336824438962206
South Carolina,2021-04-10,14,2021,5246039,480,9.149760419242023
South Dakota,2021-04-10,14,2021,906458,71,7.832685022361765
Tennessee,2021-04-10,14,2021,7030607,717,10.198265953423368
Texas,2021-04-10,14,2021,29914599,2686,8.978893549600983
US,2021-04-10,14,2021,332200066,38787,11.675795392527105
Utah,2021-04-10,14,2021,3376238,168,4.975952524673912
Vermont,2021-04-10,14,2021,646910,46,7.110726376157425
Virginia,2021-04-10,14,2021,8583866,826,9.622703802692167
Washington,2021-04-10,14,2021,7735834,350,4.524399049927907
West Virginia,2021-04-10,14,2021,1774977,257,14.479060855436437
Wisconsin,2021-04-10,14,2021,5891022,533,9.047666092572731
Wyoming,2021-04-10,14,2021,578583,36,6.222097780266617
Alabama,2021-04-17,15,2021,5063778,367,7.247553111530561
Alaska,2021-04-17,15,2021,711426,33,4.638570982786685
Arizona,2021-04-17,15,2021,7341018,447,6.089073749717001
Arkansas,2021-04-17,15,2021,3041878,173,5.687276084050708
California,2021-04-17,15,2021,38886551,1925,4.950297597747869
Colorado,2021-04-17,15,2021,5803748,556,9.5800162239987
Connecticut,2021-04-17,15,2021,3621089,635,17.53616108303331
Delaware,2021-04-17,15,2021,1014872,163,16.06113874459045
District of Columbia,2021-04-17,15,2021,668576,118,17.649451969559184
Florida,2021-04-17,15,2021,22183852,3768,16.98532788624807
Georgia,2021-04-17,15,2021,10855454,1432,13.191525660741595
Hawaii,2021-04-17,15,2021,1398977,35,2.5018281215488174
Idaho,2021-04-17,15,2021,1935521,110,5.683224310146984
Illinois,2021-04-17,15,2021,12563096,1897,15.099781136751641
Indiana,2021-04-17,15,2021,6831941,663,9.704416358396537
Iowa,2021-04-17,15,2021,3200224,271,8.46815722899397
Kansas,2021-04-17,15,2021,2916451,165,5.657561193381956
Kentucky,2021-04-17,15,2021,4494379,874,19.446513077780043
Louisiana,2021-04-17,15,2021,4575074,376,8.21844630272647
Maine,2021-04-17,15,2021,1384543,89,6.428113825283866
Maryland,2021-04-17,15,2021,6133130,1172,19.10932916797785
Massachusetts,2021-04-17,15,2021,6978662,702,10.059234850462738
Michigan,2021-04-17,15,2021,10032075,4339,43.25127154651455
Minnesota,2021-04-17,15,2021,5716548,735,12.85740975147939
Mississippi,2021-04-17,15,2021,2927305,134,4.577589284341741
Missouri,2021-04-17,15,2021,6164537,411,6.667167380129278
Montana,2021-04-17,15,2021,1119563,67,5.984477872169767
Nebraska,2021-04-17,15,2021,1961505,127,6.47462025332589
Nevada,2021-04-17,15,2021,3165539,301,9.508649237933888
New Hampshire,2021-04-17,15,2021,1394692,140,10.038058582109885
New Jersey,2021-04-17,15,2021,9254137,1803,19.483178172097517
New Mexico,2021-04-17,15,2021,2100079,121,5.761688012689047
New York,2021-04-17,15,2021,19657190,3292,16.747052859538925
North Carolina,2021-04-17,15,2021,10596562,903,8.521631827379483
North Dakota,2021-04-17,15,2021,772061,78,10.102828662502056
Ohio,2021-04-17,15,2021,11749303,1537,13.08162705481338
Oklahoma,2021-04-17,15,2021,4001266,289,7.222714011015514
Oregon,2021-04-17,15,2021,4238665,205,4.8364284509391515
Pennsylvania,2021-04-17,15,2021,12969276,2552,19.677274197881207
Puerto Rico,2021-04-17,15,2021,3221789,298,9.249519444010765
Rhode Island,2021-04-17,15,2021,1090390,79,7.2451141334751785
South Carolina,2021-04-17,15,2021,5246039,473,9.016326413128077
South Dakota,2021-04-17,15,2021,906458,66,7.281087485575725
Tennessee,2021-04-17,15,2021,7030607,719,10.22671299931855
Texas,2021-04-17,15,2021,29914599,2939,9.824634453565633
US,2021-04-17,15,2021,332200066,39864,11.999997615894513
Utah,2021-04-17,15,2021,3376238,148,4.383577224117494
Vermont,2021-04-17,15,2021,646910,30,4.6374302453200595
Virginia,2021-04-17,15,2021,8583866,806,9.389708553232309
Washington,2021-04-17,15,2021,7735834,434,5.610254821910605
West Virginia,2021-04-17,15,2021,1774977,217,12.225510527742049
Wisconsin,2021-04-17,15,2021,5891022,605,10.269864889318017
Wyoming,2021-04-17,15,2021,578583,45,7.777622225333271
Alabama,2021-04-24,16,2021,5063778,467,9.222363223664228
Alaska,2021-04-24,16,2021,711426,50,7.028137852707098
Arizona,2021-04-24,16,2021,7341018,482,6.565846862110949
Arkansas,2021-04-24,16,2021,3041878,167,5.490029514661666
California,2021-04-24,16,2021,38886551,1689,4.343403970179819
Colorado,2021-04-24,16,2021,5803748,676,11.647645624861727
Connecticut,2021-04-24,16,2021,3621089,553,15.27164894317704
Delaware,2021-04-24,16,2021,1014872,162,15.962604151065356
District of Columbia,2021-04-24,16,2021,668576,133,19.893026372469247
Florida,2021-04-24,16,2021,22183852,3791,17.089006904662003
Georgia,2021-04-24,16,2021,10855454,1390,12.80462337180923
Hawaii,2021-04-24,16,2021,1398977,37,2.644789728494464
Idaho,2021-04-24,16,2021,1935521,106,5.4765616079598205
Illinois,2021-04-24,16,2021,12563096,1778,14.152562393855781
Indiana,2021-04-24,16,2021,6831941,722,10.56800695439261
Iowa,2021-04-24,16,2021,3200224,242,7.561970662053656
Kansas,2021-04-24,16,2021,2916451,172,5.897578940979979
Kentucky,2021-04-24,16,2021,4494379,829,18.445262404438967
Louisiana,2021-04-24,16,2021,4575074,321,7.016279955253183
Maine,2021-04-24,16,2021,1384543,94,6.789243815468353
Maryland,2021-04-24,16,2021,6133130,1130,18.424523856497416
Massachusetts,2021-04-24,16,2021,6978662,660,9.45740028675984
Michigan,2021-04-24,16,2021,10032075,3493,34.818320237837135
Minnesota,2021-04-24,16,2021,5716548,647,11.318019196200224
Mississippi,2021-04-24,16,2021,2927305,169,5.773228276520554
Missouri,2021-04-24,16,2021,6164537,438,7.105156478093975
Montana,2021-04-24,16,2021,1119563,74,6.609721828963623
Nebraska,2021-04-24,16,2021,1961505,114,5.811863849442138
Nevada,2021-04-24,16,2021,3165539,276,8.71889431783971
New Hampshire,2021-04-24,16,2021,1394692,114,8.173847702575193
New Jersey,2021-04-24,16,2021,9254137,1614,17.440848347068993
New Mexico,2021-04-24,16,2021,2100079,128,6.0950088068115535
New York,2021-04-24,16,2021,19657190,2851,14.503598937589757
North Carolina,2021-04-24,16,2021,10596562,945,8.917986796094809
North Dakota,2021-04-24,16,2021,772061,69,8.937117662982589
Ohio,2021-04-24,16,2021,11749303,1386,11.796444435895474
Oklahoma,2021-04-24,16,2021,4001266,287,7.1727298310084855
Oregon,2021-04-24,16,2021,4238665,280,6.605853493965671
Pennsylvania,2021-04-24,16,2021,12969276,2534,19.538484646328754
Puerto Rico,2021-04-24,16,2021,3221789,303,9.404712723272691
Rhode Island,2021-04-24,16,2021,1090390,82,7.520245049936261
South Carolina,2021-04-24,16,2021,5246039,434,8.272908379064662
South Dakota,2021-04-24,16,2021,906458,82,9.046199603291052
Tennessee,2021-04-24,16,2021,7030607,727,10.340501182899287
Texas,2021-04-24,16,2021,29914599,2686,8.978893549600983
US,2021-04-24,16,2021,332200066,37753,11.36453717622079
Utah,2021-04-24,16,2021,3376238,171,5.064808819757375
Vermont,2021-04-24,16,2021,646910,41,6.337821335270749
Virginia,2021-04-24,16,2021,8583866,786,9.156713303772449
Washington,2021-04-24,16,2021,7735834,491,6.347085524327436
West Virginia,2021-04-24,16,2021,1774977,237,13.352285691589243
Wisconsin,2021-04-24,16,2021,5891022,604,10.252889906029887
Wyoming,2021-04-24,16,2021,578583,39,6.740605928622168
Alabama,2021-05-01,17,2021,5063778,403,7.958484751898681
Alaska,2021-05-01,17,2021,711426,48,6.7470123385988146
Arizona,2021-05-01,17,2021,7341018,519,7.069864152355981
Arkansas,2021-05-01,17,2021,3041878,245,8.054234916719212
California,2021-05-01,17,2021,38886551,1712,4.402550383036027
Colorado,2021-05-01,17,2021,5803748,784,13.508512085638452
Connecticut,2021-05-01,17,2021,3621089,513,14.167008874954469
Delaware,2021-05-01,17,2021,1014872,148,14.583119841714028
District of Columbia,2021-05-01,17,2021,668576,101,15.106734312927776
Florida,2021-05-01,17,2021,22183852,3572,16.101802338024974
Georgia,2021-05-01,17,2021,10855454,1364,12.565112431041577
Hawaii,2021-05-01,17,2021,1398977,40,2.859232138912934
Idaho,2021-05-01,17,2021,1935521,109,5.631558634600193
Illinois,2021-05-01,17,2021,12563096,1622,12.91083026031163
Indiana,2021-05-01,17,2021,6831941,758,11.09494358923767
Iowa,2021-05-01,17,2021,3200224,202,6.312058155929085
Kansas,2021-05-01,17,2021,2916451,208,7.131955928626951
Kentucky,2021-05-01,17,2021,4494379,843,18.75676261392286
Louisiana,2021-05-01,17,2021,4575074,351,7.672007053874975
Maine,2021-05-01,17,2021,1384543,98,7.0781478076159425
Maryland,2021-05-01,17,2021,6133130,881,14.364606652720552
Massachusetts,2021-05-01,17,2021,6978662,520,7.451285074416844
Michigan,2021-05-01,17,2021,10032075,2677,26.684409755708565
