location,date,epiweek,season,epiyear,population,pop_served,count,weekly_rate,type
Michigan,2018-11-24,47,2018-19,2018,10032075,1304169.75,12,0.9,Crude Rate
Minnesota,2018-11-24,47,2018-19,2018,5716548,3144101.4000000004,28,0.9,Crude Rate
New Mexico,2018-11-24,47,2018-19,2018,2100079,672025.28,1,0.1,Crude Rate
New York,2018-11-24,47,2018-19,2018,19657190,1769147.0999999999,9,0.5,Crude Rate
Oregon,2018-11-24,47,2018-19,2018,4238665,1822625.95,5,0.3,Crude Rate
Tennessee,2018-11-24,47,2018-19,2018,7030607,1827957.82,26,1.4,Crude Rate
Utah,2018-11-24,47,2018-19,2018,3376238,1215445.68,1,0.1,Crude Rate
California,2018-12-01,48,2018-19,2018,38886551,3499789.59,14,0.4,Crude Rate
Colorado,2018-12-01,48,2018-19,2018,5803748,2843836.52,6,0.2,Crude Rate
Connecticut,2018-12-01,48,2018-19,2018,3621089,869061.36,10,1.1,Crude Rate
Georgia,2018-12-01,48,2018-19,2018,10855454,4233627.0600000005,68,1.6,Crude Rate
Maryland,2018-12-01,48,2018-19,2018,6133130,2821239.8000000003,23,0.8,Crude Rate
Michigan,2018-12-01,48,2018-19,2018,10032075,1304169.75,12,0.9,Crude Rate
Minnesota,2018-12-01,48,2018-19,2018,5716548,3144101.4000000004,44,1.4,Crude Rate
New Mexico,2018-12-01,48,2018-19,2018,2100079,672025.28,2,0.3,Crude Rate
New York,2018-12-01,48,2018-19,2018,19657190,1769147.0999999999,25,1.4,Crude Rate
Oregon,2018-12-01,48,2018-19,2018,4238665,1822625.95,2,0.1,Crude Rate
Tennessee,2018-12-01,48,2018-19,2018,7030607,1827957.82,40,2.2,Crude Rate
Utah,2018-12-01,48,2018-19,2018,3376238,1215445.68,10,0.8,Crude Rate
California,2018-12-08,49,2018-19,2018,38886551,3499789.59,24,0.7,Crude Rate
Colorado,2018-12-08,49,2018-19,2018,5803748,2843836.52,6,0.2,Crude Rate
Connecticut,2018-12-08,49,2018-19,2018,3621089,869061.36,6,0.7,Crude Rate
Georgia,2018-12-08,49,2018-19,2018,10855454,4233627.0600000005,38,0.9,Crude Rate
Maryland,2018-12-08,49,2018-19,2018,6133130,2821239.8000000003,20,0.7,Crude Rate
Michigan,2018-12-08,49,2018-19,2018,10032075,1304169.75,23,1.8,Crude Rate
Minnesota,2018-12-08,49,2018-19,2018,5716548,3144101.4000000004,50,1.6,Crude Rate
New Mexico,2018-12-08,49,2018-19,2018,2100079,672025.28,2,0.3,Crude Rate
New York,2018-12-08,49,2018-19,2018,19657190,1769147.0999999999,32,1.8,Crude Rate
Oregon,2018-12-08,49,2018-19,2018,4238665,1822625.95,9,0.5,Crude Rate
Tennessee,2018-12-08,49,2018-19,2018,7030607,1827957.82,40,2.2,Crude Rate
Utah,2018-12-08,49,2018-19,2018,3376238,1215445.68,2,0.2,Crude Rate
California,2018-12-15,50,2018-19,2018,38886551,3499789.59,21,0.6,Crude Rate
Colorado,2018-12-15,50,2018-19,2018,5803748,2843836.52,11,0.4,Crude Rate
Connecticut,2018-12-15,50,2018-19,2018,3621089,869061.36,6,0.7,Crude Rate
Georgia,2018-12-15,50,2018-19,2018,10855454,4233627.0600000005,47,1.1,Crude Rate
Maryland,2018-12-15,50,2018-19,2018,6133130,2821239.8000000003,28,1,Crude Rate
Michigan,2018-12-15,50,2018-19,2018,10032075,1304169.75,33,2.5,Crude Rate
Minnesota,2018-12-15,50,2018-19,2018,5716548,3144101.4000000004,69,2.2,Crude Rate
New Mexico,2018-12-15,50,2018-19,2018,2100079,672025.28,1,0.1,Crude Rate
New York,2018-12-15,50,2018-19,2018,19657190,1769147.0999999999,35,2,Crude Rate
Oregon,2018-12-15,50,2018-19,2018,4238665,1822625.95,13,0.7,Crude Rate
Tennessee,2018-12-15,50,2018-19,2018,7030607,1827957.82,38,2.1,Crude Rate
Utah,2018-12-15,50,2018-19,2018,3376238,1215445.68,11,0.9,Crude Rate
California,2018-12-22,51,2018-19,2018,38886551,3499789.59,31,0.9,Crude Rate
Colorado,2018-12-22,51,2018-19,2018,5803748,2843836.52,9,0.3,Crude Rate
Connecticut,2018-12-22,51,2018-19,2018,3621089,869061.36,19,2.2,Crude Rate
Georgia,2018-12-22,51,2018-19,2018,10855454,4233627.0600000005,59,1.4,Crude Rate
Maryland,2018-12-22,51,2018-19,2018,6133130,2821239.8000000003,31,1.1,Crude Rate
Michigan,2018-12-22,51,2018-19,2018,10032075,1304169.75,52,4,Crude Rate
Minnesota,2018-12-22,51,2018-19,2018,5716548,3144101.4000000004,60,1.9,Crude Rate
New Mexico,2018-12-22,51,2018-19,2018,2100079,672025.28,4,0.6,Crude Rate
New York,2018-12-22,51,2018-19,2018,19657190,1769147.0999999999,76,4.3,Crude Rate
Oregon,2018-12-22,51,2018-19,2018,4238665,1822625.95,9,0.5,Crude Rate
Tennessee,2018-12-22,51,2018-19,2018,7030607,1827957.82,42,2.3,Crude Rate
Utah,2018-12-22,51,2018-19,2018,3376238,1215445.68,15,1.2,Crude Rate
California,2018-12-29,52,2018-19,2018,38886551,3499789.59,45,1.3,Crude Rate
Colorado,2018-12-29,52,2018-19,2018,5803748,2843836.52,14,0.5,Crude Rate
Connecticut,2018-12-29,52,2018-19,2018,3621089,869061.36,38,4.4,Crude Rate
Georgia,2018-12-29,52,2018-19,2018,10855454,4233627.0600000005,51,1.2,Crude Rate
Maryland,2018-12-29,52,2018-19,2018,6133130,2821239.8000000003,39,1.4,Crude Rate
Michigan,2018-12-29,52,2018-19,2018,10032075,1304169.75,52,4,Crude Rate
Minnesota,2018-12-29,52,2018-19,2018,5716548,3144101.4000000004,63,2,Crude Rate
New Mexico,2018-12-29,52,2018-19,2018,2100079,672025.28,9,1.3,Crude Rate
New York,2018-12-29,52,2018-19,2018,19657190,1769147.0999999999,76,4.3,Crude Rate
Oregon,2018-12-29,52,2018-19,2018,4238665,1822625.95,13,0.7,Crude Rate
Tennessee,2018-12-29,52,2018-19,2018,7030607,1827957.82,48,2.6,Crude Rate
Utah,2018-12-29,52,2018-19,2018,3376238,1215445.68,34,2.8,Crude Rate
California,2019-01-05,1,2018-19,2019,38886551,3499789.59,49,1.4,Crude Rate
Colorado,2019-01-05,1,2018-19,2019,5803748,2843836.52,17,0.6,Crude Rate
Connecticut,2019-01-05,1,2018-19,2019,3621089,869061.36,29,3.3,Crude Rate
Georgia,2019-01-05,1,2018-19,2019,10855454,4233627.0600000005,38,0.9,Crude Rate
Maryland,2019-01-05,1,2018-19,2019,6133130,2821239.8000000003,51,1.8,Crude Rate
Michigan,2019-01-05,1,2018-19,2019,10032075,1304169.75,42,3.2,Crude Rate
Minnesota,2019-01-05,1,2018-19,2019,5716548,3144101.4000000004,69,2.2,Crude Rate
New Mexico,2019-01-05,1,2018-19,2019,2100079,672025.28,10,1.5,Crude Rate
New York,2019-01-05,1,2018-19,2019,19657190,1769147.0999999999,90,5.1,Crude Rate
Oregon,2019-01-05,1,2018-19,2019,4238665,1822625.95,9,0.5,Crude Rate
Tennessee,2019-01-05,1,2018-19,2019,7030607,1827957.82,64,3.5,Crude Rate
Utah,2019-01-05,1,2018-19,2019,3376238,1215445.68,24,2,Crude Rate
California,2019-01-12,2,2018-19,2019,38886551,3499789.59,49,1.4,Crude Rate
Colorado,2019-01-12,2,2018-19,2019,5803748,2843836.52,26,0.9,Crude Rate
Connecticut,2019-01-12,2,2018-19,2019,3621089,869061.36,30,3.4,Crude Rate
Georgia,2019-01-12,2,2018-19,2019,10855454,4233627.0600000005,30,0.7,Crude Rate
Maryland,2019-01-12,2,2018-19,2019,6133130,2821239.8000000003,45,1.6,Crude Rate
Michigan,2019-01-12,2,2018-19,2019,10032075,1304169.75,51,3.9,Crude Rate
Minnesota,2019-01-12,2,2018-19,2019,5716548,3144101.4000000004,60,1.9,Crude Rate
New Mexico,2019-01-12,2,2018-19,2019,2100079,672025.28,16,2.4,Crude Rate
New York,2019-01-12,2,2018-19,2019,19657190,1769147.0999999999,76,4.3,Crude Rate
Oregon,2019-01-12,2,2018-19,2019,4238665,1822625.95,18,1,Crude Rate
Tennessee,2019-01-12,2,2018-19,2019,7030607,1827957.82,42,2.3,Crude Rate
Utah,2019-01-12,2,2018-19,2019,3376238,1215445.68,50,4.1,Crude Rate
California,2019-01-19,3,2018-19,2019,38886551,3499789.59,42,1.2,Crude Rate
Colorado,2019-01-19,3,2018-19,2019,5803748,2843836.52,31,1.1,Crude Rate
Connecticut,2019-01-19,3,2018-19,2019,3621089,869061.36,16,1.8,Crude Rate
Georgia,2019-01-19,3,2018-19,2019,10855454,4233627.0600000005,25,0.6,Crude Rate
Maryland,2019-01-19,3,2018-19,2019,6133130,2821239.8000000003,34,1.2,Crude Rate
Michigan,2019-01-19,3,2018-19,2019,10032075,1304169.75,35,2.7,Crude Rate
Minnesota,2019-01-19,3,2018-19,2019,5716548,3144101.4000000004,38,1.2,Crude Rate
New Mexico,2019-01-19,3,2018-19,2019,2100079,672025.28,18,2.7,Crude Rate
New York,2019-01-19,3,2018-19,2019,19657190,1769147.0999999999,48,2.7,Crude Rate
Oregon,2019-01-19,3,2018-19,2019,4238665,1822625.95,26,1.4,Crude Rate
Tennessee,2019-01-19,3,2018-19,2019,7030607,1827957.82,24,1.3,Crude Rate
Utah,2019-01-19,3,2018-19,2019,3376238,1215445.68,36,3,Crude Rate
California,2019-01-26,4,2018-19,2019,38886551,3499789.59,59,1.7,Crude Rate
Colorado,2019-01-26,4,2018-19,2019,5803748,2843836.52,34,1.2,Crude Rate
Connecticut,2019-01-26,4,2018-19,2019,3621089,869061.36,13,1.5,Crude Rate
Georgia,2019-01-26,4,2018-19,2019,10855454,4233627.0600000005,17,0.4,Crude Rate
Maryland,2019-01-26,4,2018-19,2019,6133130,2821239.8000000003,31,1.1,Crude Rate
Michigan,2019-01-26,4,2018-19,2019,10032075,1304169.75,18,1.4,Crude Rate
Minnesota,2019-01-26,4,2018-19,2019,5716548,3144101.4000000004,31,1,Crude Rate
New Mexico,2019-01-26,4,2018-19,2019,2100079,672025.28,21,3.1,Crude Rate
New York,2019-01-26,4,2018-19,2019,19657190,1769147.0999999999,55,3.1,Crude Rate
Oregon,2019-01-26,4,2018-19,2019,4238665,1822625.95,18,1,Crude Rate
Tennessee,2019-01-26,4,2018-19,2019,7030607,1827957.82,18,1,Crude Rate
Utah,2019-01-26,4,2018-19,2019,3376238,1215445.68,43,3.5,Crude Rate
California,2019-02-02,5,2018-19,2019,38886551,3499789.59,63,1.8,Crude Rate
Colorado,2019-02-02,5,2018-19,2019,5803748,2843836.52,34,1.2,Crude Rate
Connecticut,2019-02-02,5,2018-19,2019,3621089,869061.36,23,2.7,Crude Rate
Georgia,2019-02-02,5,2018-19,2019,10855454,4233627.0600000005,21,0.5,Crude Rate
Maryland,2019-02-02,5,2018-19,2019,6133130,2821239.8000000003,28,1,Crude Rate
Michigan,2019-02-02,5,2018-19,2019,10032075,1304169.75,27,2.1,Crude Rate
Minnesota,2019-02-02,5,2018-19,2019,5716548,3144101.4000000004,28,0.9,Crude Rate
New Mexico,2019-02-02,5,2018-19,2019,2100079,672025.28,35,5.2,Crude Rate
New York,2019-02-02,5,2018-19,2019,19657190,1769147.0999999999,55,3.1,Crude Rate
Oregon,2019-02-02,5,2018-19,2019,4238665,1822625.95,18,1,Crude Rate
Tennessee,2019-02-02,5,2018-19,2019,7030607,1827957.82,15,0.8,Crude Rate
Utah,2019-02-02,5,2018-19,2019,3376238,1215445.68,61,5,Crude Rate
California,2019-02-09,6,2018-19,2019,38886551,3499789.59,63,1.8,Crude Rate
Colorado,2019-02-09,6,2018-19,2019,5803748,2843836.52,46,1.6,Crude Rate
Connecticut,2019-02-09,6,2018-19,2019,3621089,869061.36,8,0.9,Crude Rate
Georgia,2019-02-09,6,2018-19,2019,10855454,4233627.0600000005,17,0.4,Crude Rate
Maryland,2019-02-09,6,2018-19,2019,6133130,2821239.8000000003,31,1.1,Crude Rate
Michigan,2019-02-09,6,2018-19,2019,10032075,1304169.75,12,0.9,Crude Rate
Minnesota,2019-02-09,6,2018-19,2019,5716548,3144101.4000000004,22,0.7,Crude Rate
New Mexico,2019-02-09,6,2018-19,2019,2100079,672025.28,32,4.7,Crude Rate
New York,2019-02-09,6,2018-19,2019,19657190,1769147.0999999999,42,2.4,Crude Rate
Oregon,2019-02-09,6,2018-19,2019,4238665,1822625.95,26,1.4,Crude Rate
Tennessee,2019-02-09,6,2018-19,2019,7030607,1827957.82,11,0.6,Crude Rate
Utah,2019-02-09,6,2018-19,2019,3376238,1215445.68,66,5.4,Crude Rate
California,2019-02-16,7,2018-19,2019,38886551,3499789.59,45,1.3,Crude Rate
Colorado,2019-02-16,7,2018-19,2019,5803748,2843836.52,48,1.7,Crude Rate
Connecticut,2019-02-16,7,2018-19,2019,3621089,869061.36,10,1.2,Crude Rate
Georgia,2019-02-16,7,2018-19,2019,10855454,4233627.0600000005,17,0.4,Crude Rate
Maryland,2019-02-16,7,2018-19,2019,6133130,2821239.8000000003,28,1,Crude Rate
Michigan,2019-02-16,7,2018-19,2019,10032075,1304169.75,7,0.5,Crude Rate
Minnesota,2019-02-16,7,2018-19,2019,5716548,3144101.4000000004,9,0.3,Crude Rate
New Mexico,2019-02-16,7,2018-19,2019,2100079,672025.28,28,4.1,Crude Rate
New York,2019-02-16,7,2018-19,2019,19657190,1769147.0999999999,46,2.6,Crude Rate
Oregon,2019-02-16,7,2018-19,2019,4238665,1822625.95,42,2.3,Crude Rate
Tennessee,2019-02-16,7,2018-19,2019,7030607,1827957.82,9,0.5,Crude Rate
Utah,2019-02-16,7,2018-19,2019,3376238,1215445.68,38,3.1,Crude Rate
California,2019-02-23,8,2018-19,2019,38886551,3499789.59,66,1.9,Crude Rate
Colorado,2019-02-23,8,2018-19,2019,5803748,2843836.52,40,1.4,Crude Rate
Connecticut,2019-02-23,8,2018-19,2019,3621089,869061.36,12,1.4,Crude Rate
Georgia,2019-02-23,8,2018-19,2019,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2019-02-23,8,2018-19,2019,6133130,2821239.8000000003,23,0.8,Crude Rate
Michigan,2019-02-23,8,2018-19,2019,10032075,1304169.75,10,0.8,Crude Rate
Minnesota,2019-02-23,8,2018-19,2019,5716548,3144101.4000000004,16,0.5,Crude Rate
New Mexico,2019-02-23,8,2018-19,2019,2100079,672025.28,28,4.1,Crude Rate
New York,2019-02-23,8,2018-19,2019,19657190,1769147.0999999999,21,1.2,Crude Rate
Oregon,2019-02-23,8,2018-19,2019,4238665,1822625.95,29,1.6,Crude Rate
Tennessee,2019-02-23,8,2018-19,2019,7030607,1827957.82,16,0.9,Crude Rate
Utah,2019-02-23,8,2018-19,2019,3376238,1215445.68,49,4,Crude Rate
California,2019-03-02,9,2018-19,2019,38886551,3499789.59,59,1.7,Crude Rate
Colorado,2019-03-02,9,2018-19,2019,5803748,2843836.52,43,1.5,Crude Rate
Connecticut,2019-03-02,9,2018-19,2019,3621089,869061.36,3,0.4,Crude Rate
Georgia,2019-03-02,9,2018-19,2019,10855454,4233627.0600000005,17,0.4,Crude Rate
Maryland,2019-03-02,9,2018-19,2019,6133130,2821239.8000000003,14,0.5,Crude Rate
Michigan,2019-03-02,9,2018-19,2019,10032075,1304169.75,8,0.6,Crude Rate
Minnesota,2019-03-02,9,2018-19,2019,5716548,3144101.4000000004,13,0.4,Crude Rate
New Mexico,2019-03-02,9,2018-19,2019,2100079,672025.28,30,4.4,Crude Rate
New York,2019-03-02,9,2018-19,2019,19657190,1769147.0999999999,30,1.7,Crude Rate
Oregon,2019-03-02,9,2018-19,2019,4238665,1822625.95,27,1.5,Crude Rate
Tennessee,2019-03-02,9,2018-19,2019,7030607,1827957.82,9,0.5,Crude Rate
Utah,2019-03-02,9,2018-19,2019,3376238,1215445.68,43,3.5,Crude Rate
California,2019-03-09,10,2018-19,2019,38886551,3499789.59,49,1.4,Crude Rate
Colorado,2019-03-09,10,2018-19,2019,5803748,2843836.52,31,1.1,Crude Rate
Connecticut,2019-03-09,10,2018-19,2019,3621089,869061.36,4,0.5,Crude Rate
Georgia,2019-03-09,10,2018-19,2019,10855454,4233627.0600000005,13,0.3,Crude Rate
Maryland,2019-03-09,10,2018-19,2019,6133130,2821239.8000000003,14,0.5,Crude Rate
Michigan,2019-03-09,10,2018-19,2019,10032075,1304169.75,7,0.5,Crude Rate
Minnesota,2019-03-09,10,2018-19,2019,5716548,3144101.4000000004,9,0.3,Crude Rate
New Mexico,2019-03-09,10,2018-19,2019,2100079,672025.28,28,4.1,Crude Rate
New York,2019-03-09,10,2018-19,2019,19657190,1769147.0999999999,12,0.7,Crude Rate
Oregon,2019-03-09,10,2018-19,2019,4238665,1822625.95,27,1.5,Crude Rate
Tennessee,2019-03-09,10,2018-19,2019,7030607,1827957.82,5,0.3,Crude Rate
Utah,2019-03-09,10,2018-19,2019,3376238,1215445.68,19,1.6,Crude Rate
California,2019-03-16,11,2018-19,2019,38886551,3499789.59,35,1,Crude Rate
Colorado,2019-03-16,11,2018-19,2019,5803748,2843836.52,26,0.9,Crude Rate
Connecticut,2019-03-16,11,2018-19,2019,3621089,869061.36,8,0.9,Crude Rate
Georgia,2019-03-16,11,2018-19,2019,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2019-03-16,11,2018-19,2019,6133130,2821239.8000000003,6,0.2,Crude Rate
Michigan,2019-03-16,11,2018-19,2019,10032075,1304169.75,5,0.4,Crude Rate
Minnesota,2019-03-16,11,2018-19,2019,5716548,3144101.4000000004,6,0.2,Crude Rate
New Mexico,2019-03-16,11,2018-19,2019,2100079,672025.28,19,2.8,Crude Rate
New York,2019-03-16,11,2018-19,2019,19657190,1769147.0999999999,14,0.8,Crude Rate
Oregon,2019-03-16,11,2018-19,2019,4238665,1822625.95,31,1.7,Crude Rate
Tennessee,2019-03-16,11,2018-19,2019,7030607,1827957.82,9,0.5,Crude Rate
Utah,2019-03-16,11,2018-19,2019,3376238,1215445.68,19,1.6,Crude Rate
California,2019-03-23,12,2018-19,2019,38886551,3499789.59,35,1,Crude Rate
Colorado,2019-03-23,12,2018-19,2019,5803748,2843836.52,20,0.7,Crude Rate
Connecticut,2019-03-23,12,2018-19,2019,3621089,869061.36,3,0.4,Crude Rate
Georgia,2019-03-23,12,2018-19,2019,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2019-03-23,12,2018-19,2019,6133130,2821239.8000000003,11,0.4,Crude Rate
Michigan,2019-03-23,12,2018-19,2019,10032075,1304169.75,10,0.8,Crude Rate
Minnesota,2019-03-23,12,2018-19,2019,5716548,3144101.4000000004,13,0.4,Crude Rate
New Mexico,2019-03-23,12,2018-19,2019,2100079,672025.28,19,2.9,Crude Rate
New York,2019-03-23,12,2018-19,2019,19657190,1769147.0999999999,14,0.8,Crude Rate
Oregon,2019-03-23,12,2018-19,2019,4238665,1822625.95,36,2,Crude Rate
Tennessee,2019-03-23,12,2018-19,2019,7030607,1827957.82,9,0.5,Crude Rate
Utah,2019-03-23,12,2018-19,2019,3376238,1215445.68,11,0.9,Crude Rate
California,2019-03-30,13,2018-19,2019,38886551,3499789.59,28,0.8,Crude Rate
Colorado,2019-03-30,13,2018-19,2019,5803748,2843836.52,3,0.1,Crude Rate
Connecticut,2019-03-30,13,2018-19,2019,3621089,869061.36,2,0.2,Crude Rate
Georgia,2019-03-30,13,2018-19,2019,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2019-03-30,13,2018-19,2019,6133130,2821239.8000000003,8,0.3,Crude Rate
Michigan,2019-03-30,13,2018-19,2019,10032075,1304169.75,7,0.5,Crude Rate
Minnesota,2019-03-30,13,2018-19,2019,5716548,3144101.4000000004,0,0,Crude Rate
New Mexico,2019-03-30,13,2018-19,2019,2100079,672025.28,13,1.9,Crude Rate
New York,2019-03-30,13,2018-19,2019,19657190,1769147.0999999999,4,0.2,Crude Rate
Oregon,2019-03-30,13,2018-19,2019,4238665,1822625.95,27,1.5,Crude Rate
Tennessee,2019-03-30,13,2018-19,2019,7030607,1827957.82,4,0.2,Crude Rate
Utah,2019-03-30,13,2018-19,2019,3376238,1215445.68,12,1,Crude Rate
California,2019-04-06,14,2018-19,2019,38886551,3499789.59,24,0.7,Crude Rate
Colorado,2019-04-06,14,2018-19,2019,5803748,2843836.52,9,0.3,Crude Rate
Connecticut,2019-04-06,14,2018-19,2019,3621089,869061.36,2,0.2,Crude Rate
Georgia,2019-04-06,14,2018-19,2019,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2019-04-06,14,2018-19,2019,6133130,2821239.8000000003,11,0.4,Crude Rate
Michigan,2019-04-06,14,2018-19,2019,10032075,1304169.75,4,0.3,Crude Rate
Minnesota,2019-04-06,14,2018-19,2019,5716548,3144101.4000000004,6,0.2,Crude Rate
New Mexico,2019-04-06,14,2018-19,2019,2100079,672025.28,10,1.5,Crude Rate
New York,2019-04-06,14,2018-19,2019,19657190,1769147.0999999999,9,0.5,Crude Rate
Oregon,2019-04-06,14,2018-19,2019,4238665,1822625.95,16,0.9,Crude Rate
Tennessee,2019-04-06,14,2018-19,2019,7030607,1827957.82,4,0.2,Crude Rate
Utah,2019-04-06,14,2018-19,2019,3376238,1215445.68,11,0.9,Crude Rate
California,2019-04-13,15,2018-19,2019,38886551,3499789.59,14,0.4,Crude Rate
Colorado,2019-04-13,15,2018-19,2019,5803748,2843836.52,9,0.3,Crude Rate
Connecticut,2019-04-13,15,2018-19,2019,3621089,869061.36,2,0.2,Crude Rate
Georgia,2019-04-13,15,2018-19,2019,10855454,4233627.0600000005,4,0.1,Crude Rate
Maryland,2019-04-13,15,2018-19,2019,6133130,2821239.8000000003,6,0.2,Crude Rate
Michigan,2019-04-13,15,2018-19,2019,10032075,1304169.75,4,0.3,Crude Rate
Minnesota,2019-04-13,15,2018-19,2019,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2019-04-13,15,2018-19,2019,2100079,672025.28,15,2.2,Crude Rate
New York,2019-04-13,15,2018-19,2019,19657190,1769147.0999999999,14,0.8,Crude Rate
Oregon,2019-04-13,15,2018-19,2019,4238665,1822625.95,18,1,Crude Rate
Tennessee,2019-04-13,15,2018-19,2019,7030607,1827957.82,4,0.2,Crude Rate
Utah,2019-04-13,15,2018-19,2019,3376238,1215445.68,6,0.5,Crude Rate
California,2019-04-20,16,2018-19,2019,38886551,3499789.59,14,0.4,Crude Rate
Colorado,2019-04-20,16,2018-19,2019,5803748,2843836.52,6,0.2,Crude Rate
Connecticut,2019-04-20,16,2018-19,2019,3621089,869061.36,0,0,Crude Rate
Georgia,2019-04-20,16,2018-19,2019,10855454,4233627.0600000005,8,0.2,Crude Rate
Maryland,2019-04-20,16,2018-19,2019,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2019-04-20,16,2018-19,2019,10032075,1304169.75,4,0.3,Crude Rate
Minnesota,2019-04-20,16,2018-19,2019,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2019-04-20,16,2018-19,2019,2100079,672025.28,8,1.2,Crude Rate
New York,2019-04-20,16,2018-19,2019,19657190,1769147.0999999999,9,0.5,Crude Rate
Oregon,2019-04-20,16,2018-19,2019,4238665,1822625.95,5,0.3,Crude Rate
Tennessee,2019-04-20,16,2018-19,2019,7030607,1827957.82,4,0.2,Crude Rate
Utah,2019-04-20,16,2018-19,2019,3376238,1215445.68,10,0.8,Crude Rate
California,2019-04-27,17,2018-19,2019,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2019-04-27,17,2018-19,2019,5803748,2843836.52,0,0,Crude Rate
Connecticut,2019-04-27,17,2018-19,2019,3621089,869061.36,2,0.2,Crude Rate
Georgia,2019-04-27,17,2018-19,2019,10855454,4233627.0600000005,0,0,Crude Rate
Maryland,2019-04-27,17,2018-19,2019,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2019-04-27,17,2018-19,2019,10032075,1304169.75,1,0.1,Crude Rate
Minnesota,2019-04-27,17,2018-19,2019,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2019-04-27,17,2018-19,2019,2100079,672025.28,4,0.6,Crude Rate
New York,2019-04-27,17,2018-19,2019,19657190,1769147.0999999999,9,0.5,Crude Rate
Oregon,2019-04-27,17,2018-19,2019,4238665,1822625.95,5,0.3,Crude Rate
Tennessee,2019-04-27,17,2018-19,2019,7030607,1827957.82,2,0.1,Crude Rate
Utah,2019-04-27,17,2018-19,2019,3376238,1215445.68,1,0.1,Crude Rate
California,2019-05-04,18,2018-19,2019,38886551,3499789.59,3,0.1,Crude Rate
Colorado,2019-05-04,18,2018-19,2019,5803748,2843836.52,0,0,Crude Rate
Connecticut,2019-05-04,18,2018-19,2019,3621089,869061.36,0,0,Crude Rate
Georgia,2019-05-04,18,2018-19,2019,10855454,4233627.0600000005,4,0.1,Crude Rate
Maryland,2019-05-04,18,2018-19,2019,6133130,2821239.8000000003,0,0,Crude Rate
Michigan,2019-05-04,18,2018-19,2019,10032075,1304169.75,0,0,Crude Rate
Minnesota,2019-05-04,18,2018-19,2019,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2019-05-04,18,2018-19,2019,2100079,672025.28,1,0.1,Crude Rate
New York,2019-05-04,18,2018-19,2019,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2019-05-04,18,2018-19,2019,4238665,1822625.95,5,0.3,Crude Rate
Tennessee,2019-05-04,18,2018-19,2019,7030607,1827957.82,0,0,Crude Rate
Utah,2019-05-04,18,2018-19,2019,3376238,1215445.68,1,0.1,Crude Rate
California,2019-10-05,40,2019-20,2019,38886551,3499789.59,0,0,Crude Rate
Colorado,2019-10-05,40,2019-20,2019,5803748,2843836.52,0,0,Crude Rate
Connecticut,2019-10-05,40,2019-20,2019,3621089,869061.36,1,0.1,Crude Rate
Georgia,2019-10-05,40,2019-20,2019,10855454,4233627.0600000005,21,0.5,Crude Rate
Maryland,2019-10-05,40,2019-20,2019,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2019-10-05,40,2019-20,2019,10032075,1304169.75,0,0,Crude Rate
Minnesota,2019-10-05,40,2019-20,2019,5716548,3144101.4000000004,3,0.1,Crude Rate
New Mexico,2019-10-05,40,2019-20,2019,2100079,672025.28,0,0,Crude Rate
New York,2019-10-05,40,2019-20,2019,19657190,1769147.0999999999,2,0.1,Crude Rate
Oregon,2019-10-05,40,2019-20,2019,4238665,1822625.95,2,0.1,Crude Rate
Tennessee,2019-10-05,40,2019-20,2019,7030607,1827957.82,2,0.1,Crude Rate
Utah,2019-10-05,40,2019-20,2019,3376238,1215445.68,0,0,Crude Rate
California,2019-10-12,41,2019-20,2019,38886551,3499789.59,0,0,Crude Rate
Colorado,2019-10-12,41,2019-20,2019,5803748,2843836.52,0,0,Crude Rate
Connecticut,2019-10-12,41,2019-20,2019,3621089,869061.36,3,0.4,Crude Rate
Georgia,2019-10-12,41,2019-20,2019,10855454,4233627.0600000005,21,0.5,Crude Rate
Maryland,2019-10-12,41,2019-20,2019,6133130,2821239.8000000003,3,0.1,Crude Rate
Michigan,2019-10-12,41,2019-20,2019,10032075,1304169.75,1,0.1,Crude Rate
Minnesota,2019-10-12,41,2019-20,2019,5716548,3144101.4000000004,6,0.2,Crude Rate
New Mexico,2019-10-12,41,2019-20,2019,2100079,672025.28,0,0,Crude Rate
New York,2019-10-12,41,2019-20,2019,19657190,1769147.0999999999,5,0.3,Crude Rate
Oregon,2019-10-12,41,2019-20,2019,4238665,1822625.95,0,0,Crude Rate
Tennessee,2019-10-12,41,2019-20,2019,7030607,1827957.82,2,0.1,Crude Rate
Utah,2019-10-12,41,2019-20,2019,3376238,1215445.68,0,0,Crude Rate
