reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,mean
2023-11-04,inc hosp,1,2023-11-11,Alabama,quantile,0.025,161,237.396
2023-11-04,inc hosp,1,2023-11-11,Alabama,quantile,0.25,207,237.396
2023-11-04,inc hosp,1,2023-11-11,Alabama,quantile,0.5,233,237.396
2023-11-04,inc hosp,1,2023-11-11,Alabama,quantile,0.75,263,237.396
2023-11-04,inc hosp,1,2023-11-11,Alabama,quantile,0.975,334,237.396
2023-11-04,inc hosp,2,2023-11-18,Alabama,quantile,0.025,159,267.1736
2023-11-04,inc hosp,2,2023-11-18,Alabama,quantile,0.25,221,267.1736
2023-11-04,inc hosp,2,2023-11-18,Alabama,quantile,0.5,259,267.1736
2023-11-04,inc hosp,2,2023-11-18,Alabama,quantile,0.75,307,267.1736
2023-11-04,inc hosp,2,2023-11-18,Alabama,quantile,0.975,415,267.1736
2023-11-04,inc hosp,3,2023-11-25,Alabama,quantile,0.025,164,301.719
2023-11-04,inc hosp,3,2023-11-25,Alabama,quantile,0.25,239,301.719
2023-11-04,inc hosp,3,2023-11-25,Alabama,quantile,0.5,288,301.719
2023-11-04,inc hosp,3,2023-11-25,Alabama,quantile,0.75,351,301.719
2023-11-04,inc hosp,3,2023-11-25,Alabama,quantile,0.975,510,301.719
2023-11-04,inc hosp,4,2023-12-02,Alabama,quantile,0.025,172,343.1278
2023-11-04,inc hosp,4,2023-12-02,Alabama,quantile,0.25,261,343.1278
2023-11-04,inc hosp,4,2023-12-02,Alabama,quantile,0.5,326,343.1278
2023-11-04,inc hosp,4,2023-12-02,Alabama,quantile,0.75,406,343.1278
2023-11-04,inc hosp,4,2023-12-02,Alabama,quantile,0.975,617,343.1278
2023-11-04,inc hosp,1,2023-11-11,Alaska,quantile,0.025,8,22.2596
2023-11-04,inc hosp,1,2023-11-11,Alaska,quantile,0.25,16,22.2596
2023-11-04,inc hosp,1,2023-11-11,Alaska,quantile,0.5,21,22.2596
2023-11-04,inc hosp,1,2023-11-11,Alaska,quantile,0.75,27,22.2596
2023-11-04,inc hosp,1,2023-11-11,Alaska,quantile,0.975,44,22.2596
2023-11-04,inc hosp,2,2023-11-18,Alaska,quantile,0.025,8,26.0316
2023-11-04,inc hosp,2,2023-11-18,Alaska,quantile,0.25,17,26.0316
2023-11-04,inc hosp,2,2023-11-18,Alaska,quantile,0.5,24,26.0316
2023-11-04,inc hosp,2,2023-11-18,Alaska,quantile,0.75,32,26.0316
2023-11-04,inc hosp,2,2023-11-18,Alaska,quantile,0.975,59,26.0316
2023-11-04,inc hosp,3,2023-11-25,Alaska,quantile,0.025,8,30.117
2023-11-04,inc hosp,3,2023-11-25,Alaska,quantile,0.25,18,30.117
2023-11-04,inc hosp,3,2023-11-25,Alaska,quantile,0.5,26,30.117
2023-11-04,inc hosp,3,2023-11-25,Alaska,quantile,0.75,38,30.117
2023-11-04,inc hosp,3,2023-11-25,Alaska,quantile,0.975,76,30.117
2023-11-04,inc hosp,4,2023-12-02,Alaska,quantile,0.025,8,34.947
2023-11-04,inc hosp,4,2023-12-02,Alaska,quantile,0.25,19,34.947
2023-11-04,inc hosp,4,2023-12-02,Alaska,quantile,0.5,29,34.947
2023-11-04,inc hosp,4,2023-12-02,Alaska,quantile,0.75,44,34.947
2023-11-04,inc hosp,4,2023-12-02,Alaska,quantile,0.975,95,34.947
2023-11-04,inc hosp,1,2023-11-11,Arizona,quantile,0.025,300,425.3634
2023-11-04,inc hosp,1,2023-11-11,Arizona,quantile,0.25,375,425.3634
2023-11-04,inc hosp,1,2023-11-11,Arizona,quantile,0.5,419,425.3634
2023-11-04,inc hosp,1,2023-11-11,Arizona,quantile,0.75,471,425.3634
2023-11-04,inc hosp,1,2023-11-11,Arizona,quantile,0.975,579,425.3634
2023-11-04,inc hosp,2,2023-11-18,Arizona,quantile,0.025,296,473.352
2023-11-04,inc hosp,2,2023-11-18,Arizona,quantile,0.25,396,473.352
2023-11-04,inc hosp,2,2023-11-18,Arizona,quantile,0.5,460,473.352
2023-11-04,inc hosp,2,2023-11-18,Arizona,quantile,0.75,537,473.352
