reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,mean
2024-01-13,inc hosp,1,2024-01-20,Alabama,quantile,0.025,320,461.6616
2024-01-13,inc hosp,1,2024-01-20,Alabama,quantile,0.25,405,461.6616
2024-01-13,inc hosp,1,2024-01-20,Alabama,quantile,0.5,454,461.6616
2024-01-13,inc hosp,1,2024-01-20,Alabama,quantile,0.75,512,461.6616
2024-01-13,inc hosp,1,2024-01-20,Alabama,quantile,0.975,634,461.6616
2024-01-13,inc hosp,2,2024-01-27,Alabama,quantile,0.025,263,431.5952
2024-01-13,inc hosp,2,2024-01-27,Alabama,quantile,0.25,358,431.5952
2024-01-13,inc hosp,2,2024-01-27,Alabama,quantile,0.5,421,431.5952
2024-01-13,inc hosp,2,2024-01-27,Alabama,quantile,0.75,492,431.5952
2024-01-13,inc hosp,2,2024-01-27,Alabama,quantile,0.975,662,431.5952
2024-01-13,inc hosp,3,2024-02-03,Alabama,quantile,0.025,220,392.6152
2024-01-13,inc hosp,3,2024-02-03,Alabama,quantile,0.25,312,392.6152
2024-01-13,inc hosp,3,2024-02-03,Alabama,quantile,0.5,377,392.6152
2024-01-13,inc hosp,3,2024-02-03,Alabama,quantile,0.75,457,392.6152
2024-01-13,inc hosp,3,2024-02-03,Alabama,quantile,0.975,645,392.6152
2024-01-13,inc hosp,4,2024-02-10,Alabama,quantile,0.025,177,351.3628
2024-01-13,inc hosp,4,2024-02-10,Alabama,quantile,0.25,270,351.3628
2024-01-13,inc hosp,4,2024-02-10,Alabama,quantile,0.5,334,351.3628
2024-01-13,inc hosp,4,2024-02-10,Alabama,quantile,0.75,416,351.3628
2024-01-13,inc hosp,4,2024-02-10,Alabama,quantile,0.975,610,351.3628
2024-01-13,inc hosp,1,2024-01-20,Alaska,quantile,0.025,16,36.3772
2024-01-13,inc hosp,1,2024-01-20,Alaska,quantile,0.25,27,36.3772
2024-01-13,inc hosp,1,2024-01-20,Alaska,quantile,0.5,34,36.3772
2024-01-13,inc hosp,1,2024-01-20,Alaska,quantile,0.75,44,36.3772
