reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,mean
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.025,204,294.7116
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.25,258,294.7116
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.5,290,294.7116
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.75,327,294.7116
2024-02-10,inc hosp,1,2024-02-17,Alabama,quantile,0.975,409,294.7116
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.025,159,260.9412
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.25,216,260.9412
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.5,254,260.9412
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.75,297,260.9412
2024-02-10,inc hosp,2,2024-02-24,Alabama,quantile,0.975,403,260.9412
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.025,124,231.768
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.25,185,231.768
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.5,223,231.768
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.75,270,231.768
2024-02-10,inc hosp,3,2024-03-02,Alabama,quantile,0.975,384,231.768
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.025,105,209.356
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.25,160,209.356
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.5,199,209.356
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.75,247,209.356
2024-02-10,inc hosp,4,2024-03-09,Alabama,quantile,0.975,370,209.356
2024-02-10,inc hosp,1,2024-02-17,Alaska,quantile,0.025,21,46.3858
2024-02-10,inc hosp,1,2024-02-17,Alaska,quantile,0.25,34,46.3858
2024-02-10,inc hosp,1,2024-02-17,Alaska,quantile,0.5,44,46.3858
2024-02-10,inc hosp,1,2024-02-17,Alaska,quantile,0.75,56,46.3858
2024-02-10,inc hosp,1,2024-02-17,Alaska,quantile,0.975,84,46.3858
2024-02-10,inc hosp,2,2024-02-24,Alaska,quantile,0.025,14,41.0196
2024-02-10,inc hosp,2,2024-02-24,Alaska,quantile,0.25,27,41.0196
2024-02-10,inc hosp,2,2024-02-24,Alaska,quantile,0.5,37,41.0196
2024-02-10,inc hosp,2,2024-02-24,Alaska,quantile,0.75,50,41.0196
2024-02-10,inc hosp,2,2024-02-24,Alaska,quantile,0.975,89,41.0196
2024-02-10,inc hosp,3,2024-03-02,Alaska,quantile,0.025,11,36.8434
2024-02-10,inc hosp,3,2024-03-02,Alaska,quantile,0.25,22,36.8434
2024-02-10,inc hosp,3,2024-03-02,Alaska,quantile,0.5,33,36.8434
2024-02-10,inc hosp,3,2024-03-02,Alaska,quantile,0.75,46,36.8434
2024-02-10,inc hosp,3,2024-03-02,Alaska,quantile,0.975,91,36.8434
2024-02-10,inc hosp,4,2024-03-09,Alaska,quantile,0.025,8,33.3504
2024-02-10,inc hosp,4,2024-03-09,Alaska,quantile,0.25,19,33.3504
2024-02-10,inc hosp,4,2024-03-09,Alaska,quantile,0.5,28,33.3504
2024-02-10,inc hosp,4,2024-03-09,Alaska,quantile,0.75,42,33.3504
2024-02-10,inc hosp,4,2024-03-09,Alaska,quantile,0.975,88,33.3504
2024-02-10,inc hosp,1,2024-02-17,Arizona,quantile,0.025,228,322.3664
2024-02-10,inc hosp,1,2024-02-17,Arizona,quantile,0.25,284,322.3664
2024-02-10,inc hosp,1,2024-02-17,Arizona,quantile,0.5,318,322.3664
2024-02-10,inc hosp,1,2024-02-17,Arizona,quantile,0.75,356,322.3664
2024-02-10,inc hosp,1,2024-02-17,Arizona,quantile,0.975,442,322.3664
2024-02-10,inc hosp,2,2024-02-24,Arizona,quantile,0.025,177,288.0818
2024-02-10,inc hosp,2,2024-02-24,Arizona,quantile,0.25,242,288.0818
2024-02-10,inc hosp,2,2024-02-24,Arizona,quantile,0.5,282,288.0818
2024-02-10,inc hosp,2,2024-02-24,Arizona,quantile,0.75,328,288.0818
2024-02-10,inc hosp,2,2024-02-24,Arizona,quantile,0.975,432,288.0818
2024-02-10,inc hosp,3,2024-03-02,Arizona,quantile,0.025,146,256.959
2024-02-10,inc hosp,3,2024-03-02,Arizona,quantile,0.25,206,256.959
2024-02-10,inc hosp,3,2024-03-02,Arizona,quantile,0.5,248,256.959
2024-02-10,inc hosp,3,2024-03-02,Arizona,quantile,0.75,299,256.959
2024-02-10,inc hosp,3,2024-03-02,Arizona,quantile,0.975,422,256.959
2024-02-10,inc hosp,4,2024-03-09,Arizona,quantile,0.025,120,233.117
2024-02-10,inc hosp,4,2024-03-09,Arizona,quantile,0.25,179,233.117
2024-02-10,inc hosp,4,2024-03-09,Arizona,quantile,0.5,222,233.117
2024-02-10,inc hosp,4,2024-03-09,Arizona,quantile,0.75,274,233.117
2024-02-10,inc hosp,4,2024-03-09,Arizona,quantile,0.975,408,233.117
2024-02-10,inc hosp,1,2024-02-17,Arkansas,quantile,0.025,132,189.1076
2024-02-10,inc hosp,1,2024-02-17,Arkansas,quantile,0.25,166,189.1076
2024-02-10,inc hosp,1,2024-02-17,Arkansas,quantile,0.5,187,189.1076
