reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,mean
2022-11-12,inc hosp,1,2022-11-19,Alabama,quantile,0.025,178,264.7608
2022-11-12,inc hosp,1,2022-11-19,Alabama,quantile,0.25,229,264.7608
2022-11-12,inc hosp,1,2022-11-19,Alabama,quantile,0.5,261,264.7608
2022-11-12,inc hosp,1,2022-11-19,Alabama,quantile,0.75,296,264.7608
2022-11-12,inc hosp,1,2022-11-19,Alabama,quantile,0.975,379,264.7608
2022-11-12,inc hosp,2,2022-11-26,Alabama,quantile,0.025,175,305.567
2022-11-12,inc hosp,2,2022-11-26,Alabama,quantile,0.25,250,305.567
2022-11-12,inc hosp,2,2022-11-26,Alabama,quantile,0.5,295,305.567
2022-11-12,inc hosp,2,2022-11-26,Alabama,quantile,0.75,351,305.567
2022-11-12,inc hosp,2,2022-11-26,Alabama,quantile,0.975,489,305.567
2022-11-12,inc hosp,3,2022-12-03,Alabama,quantile,0.025,184,350.8942
2022-11-12,inc hosp,3,2022-12-03,Alabama,quantile,0.25,271,350.8942
2022-11-12,inc hosp,3,2022-12-03,Alabama,quantile,0.5,336,350.8942
2022-11-12,inc hosp,3,2022-12-03,Alabama,quantile,0.75,411,350.8942
2022-11-12,inc hosp,3,2022-12-03,Alabama,quantile,0.975,607,350.8942
2022-11-12,inc hosp,4,2022-12-10,Alabama,quantile,0.025,186,396.4258
2022-11-12,inc hosp,4,2022-12-10,Alabama,quantile,0.25,298,396.4258
2022-11-12,inc hosp,4,2022-12-10,Alabama,quantile,0.5,376,396.4258
2022-11-12,inc hosp,4,2022-12-10,Alabama,quantile,0.75,472,396.4258
2022-11-12,inc hosp,4,2022-12-10,Alabama,quantile,0.975,729,396.4258
2022-11-12,inc hosp,1,2022-11-19,Alaska,quantile,0.025,16,39.5194
2022-11-12,inc hosp,1,2022-11-19,Alaska,quantile,0.25,29,39.5194
2022-11-12,inc hosp,1,2022-11-19,Alaska,quantile,0.5,37,39.5194
2022-11-12,inc hosp,1,2022-11-19,Alaska,quantile,0.75,48,39.5194
2022-11-12,inc hosp,1,2022-11-19,Alaska,quantile,0.975,74,39.5194
2022-11-12,inc hosp,2,2022-11-26,Alaska,quantile,0.025,16,46.5416
2022-11-12,inc hosp,2,2022-11-26,Alaska,quantile,0.25,30,46.5416
2022-11-12,inc hosp,2,2022-11-26,Alaska,quantile,0.5,42,46.5416
2022-11-12,inc hosp,2,2022-11-26,Alaska,quantile,0.75,58,46.5416
2022-11-12,inc hosp,2,2022-11-26,Alaska,quantile,0.975,104,46.5416
2022-11-12,inc hosp,3,2022-12-03,Alaska,quantile,0.025,15,54.1872
2022-11-12,inc hosp,3,2022-12-03,Alaska,quantile,0.25,32,54.1872
2022-11-12,inc hosp,3,2022-12-03,Alaska,quantile,0.5,47,54.1872
2022-11-12,inc hosp,3,2022-12-03,Alaska,quantile,0.75,68,54.1872
2022-11-12,inc hosp,3,2022-12-03,Alaska,quantile,0.975,134,54.1872
2022-11-12,inc hosp,4,2022-12-10,Alaska,quantile,0.025,14,61.7484
2022-11-12,inc hosp,4,2022-12-10,Alaska,quantile,0.25,33,61.7484
2022-11-12,inc hosp,4,2022-12-10,Alaska,quantile,0.5,52,61.7484
2022-11-12,inc hosp,4,2022-12-10,Alaska,quantile,0.75,78,61.7484
2022-11-12,inc hosp,4,2022-12-10,Alaska,quantile,0.975,171,61.7484
2022-11-12,inc hosp,1,2022-11-19,Arizona,quantile,0.025,545,775.791
2022-11-12,inc hosp,1,2022-11-19,Arizona,quantile,0.25,679,775.791
2022-11-12,inc hosp,1,2022-11-19,Arizona,quantile,0.5,763,775.791
2022-11-12,inc hosp,1,2022-11-19,Arizona,quantile,0.75,860,775.791
2022-11-12,inc hosp,1,2022-11-19,Arizona,quantile,0.975,1072,775.791
2022-11-12,inc hosp,2,2022-11-26,Arizona,quantile,0.025,531,870.3572
2022-11-12,inc hosp,2,2022-11-26,Arizona,quantile,0.25,721,870.3572
2022-11-12,inc hosp,2,2022-11-26,Arizona,quantile,0.5,846,870.3572
2022-11-12,inc hosp,2,2022-11-26,Arizona,quantile,0.75,996,870.3572
2022-11-12,inc hosp,2,2022-11-26,Arizona,quantile,0.975,1354,870.3572
2022-11-12,inc hosp,3,2022-12-03,Arizona,quantile,0.025,528,971.309
2022-11-12,inc hosp,3,2022-12-03,Arizona,quantile,0.25,766,971.309
2022-11-12,inc hosp,3,2022-12-03,Arizona,quantile,0.5,929,971.309
2022-11-12,inc hosp,3,2022-12-03,Arizona,quantile,0.75,1132,971.309
2022-11-12,inc hosp,3,2022-12-03,Arizona,quantile,0.975,1639,971.309
2022-11-12,inc hosp,4,2022-12-10,Arizona,quantile,0.025,525,1074.1606
2022-11-12,inc hosp,4,2022-12-10,Arizona,quantile,0.25,816,1074.1606
2022-11-12,inc hosp,4,2022-12-10,Arizona,quantile,0.5,1021,1074.1606
2022-11-12,inc hosp,4,2022-12-10,Arizona,quantile,0.75,1275,1074.1606
2022-11-12,inc hosp,4,2022-12-10,Arizona,quantile,0.975,1948,1074.1606
2022-11-12,inc hosp,1,2022-11-19,Arkansas,quantile,0.025,101,150.4748
2022-11-12,inc hosp,1,2022-11-19,Arkansas,quantile,0.25,130,150.4748
2022-11-12,inc hosp,1,2022-11-19,Arkansas,quantile,0.5,148,150.4748
2022-11-12,inc hosp,1,2022-11-19,Arkansas,quantile,0.75,169,150.4748
2022-11-12,inc hosp,1,2022-11-19,Arkansas,quantile,0.975,214,150.4748
2022-11-12,inc hosp,2,2022-11-26,Arkansas,quantile,0.025,101,173.5552
2022-11-12,inc hosp,2,2022-11-26,Arkansas,quantile,0.25,144,173.5552
2022-11-12,inc hosp,2,2022-11-26,Arkansas,quantile,0.5,169,173.5552
2022-11-12,inc hosp,2,2022-11-26,Arkansas,quantile,0.75,199,173.5552
2022-11-12,inc hosp,2,2022-11-26,Arkansas,quantile,0.975,270,173.5552
2022-11-12,inc hosp,3,2022-12-03,Arkansas,quantile,0.025,107,198.7168
2022-11-12,inc hosp,3,2022-12-03,Arkansas,quantile,0.25,156,198.7168
2022-11-12,inc hosp,3,2022-12-03,Arkansas,quantile,0.5,190,198.7168
2022-11-12,inc hosp,3,2022-12-03,Arkansas,quantile,0.75,232,198.7168
2022-11-12,inc hosp,3,2022-12-03,Arkansas,quantile,0.975,338,198.7168
2022-11-12,inc hosp,4,2022-12-10,Arkansas,quantile,0.025,111,225.8824
2022-11-12,inc hosp,4,2022-12-10,Arkansas,quantile,0.25,172,225.8824
2022-11-12,inc hosp,4,2022-12-10,Arkansas,quantile,0.5,214,225.8824
2022-11-12,inc hosp,4,2022-12-10,Arkansas,quantile,0.75,267,225.8824
2022-11-12,inc hosp,4,2022-12-10,Arkansas,quantile,0.975,406,225.8824
2022-11-12,inc hosp,1,2022-11-19,California,quantile,0.025,1816,2673.8224
2022-11-12,inc hosp,1,2022-11-19,California,quantile,0.25,2328,2673.8224
2022-11-12,inc hosp,1,2022-11-19,California,quantile,0.5,2617,2673.8224
2022-11-12,inc hosp,1,2022-11-19,California,quantile,0.75,2985,2673.8224
2022-11-12,inc hosp,1,2022-11-19,California,quantile,0.975,3816,2673.8224
2022-11-12,inc hosp,2,2022-11-26,California,quantile,0.025,1730,3021.4282
2022-11-12,inc hosp,2,2022-11-26,California,quantile,0.25,2456,3021.4282
2022-11-12,inc hosp,2,2022-11-26,California,quantile,0.5,2916,3021.4282
2022-11-12,inc hosp,2,2022-11-26,California,quantile,0.75,3487,3021.4282
2022-11-12,inc hosp,2,2022-11-26,California,quantile,0.975,4856,3021.4282
2022-11-12,inc hosp,3,2022-12-03,California,quantile,0.025,1728,3397.5558
2022-11-12,inc hosp,3,2022-12-03,California,quantile,0.25,2599,3397.5558
2022-11-12,inc hosp,3,2022-12-03,California,quantile,0.5,3231,3397.5558
2022-11-12,inc hosp,3,2022-12-03,California,quantile,0.75,4022,3397.5558
2022-11-12,inc hosp,3,2022-12-03,California,quantile,0.975,6017,3397.5558
2022-11-12,inc hosp,4,2022-12-10,California,quantile,0.025,1723,3771.8382
2022-11-12,inc hosp,4,2022-12-10,California,quantile,0.25,2786,3771.8382
2022-11-12,inc hosp,4,2022-12-10,California,quantile,0.5,3521,3771.8382
2022-11-12,inc hosp,4,2022-12-10,California,quantile,0.75,4523,3771.8382
2022-11-12,inc hosp,4,2022-12-10,California,quantile,0.975,7291,3771.8382
2022-11-12,inc hosp,1,2022-11-19,Colorado,quantile,0.025,469,654.772
2022-11-12,inc hosp,1,2022-11-19,Colorado,quantile,0.25,578,654.772
2022-11-12,inc hosp,1,2022-11-19,Colorado,quantile,0.5,647,654.772
2022-11-12,inc hosp,1,2022-11-19,Colorado,quantile,0.75,721,654.772
2022-11-12,inc hosp,1,2022-11-19,Colorado,quantile,0.975,886,654.772
2022-11-12,inc hosp,2,2022-11-26,Colorado,quantile,0.025,460,730.5604
2022-11-12,inc hosp,2,2022-11-26,Colorado,quantile,0.25,616,730.5604
2022-11-12,inc hosp,2,2022-11-26,Colorado,quantile,0.5,712,730.5604
2022-11-12,inc hosp,2,2022-11-26,Colorado,quantile,0.75,828,730.5604
2022-11-12,inc hosp,2,2022-11-26,Colorado,quantile,0.975,1110,730.5604
2022-11-12,inc hosp,3,2022-12-03,Colorado,quantile,0.025,453,808.5708
2022-11-12,inc hosp,3,2022-12-03,Colorado,quantile,0.25,648,808.5708
2022-11-12,inc hosp,3,2022-12-03,Colorado,quantile,0.5,778,808.5708
2022-11-12,inc hosp,3,2022-12-03,Colorado,quantile,0.75,933,808.5708
2022-11-12,inc hosp,3,2022-12-03,Colorado,quantile,0.975,1345,808.5708
2022-11-12,inc hosp,4,2022-12-10,Colorado,quantile,0.025,452,889.2486
2022-11-12,inc hosp,4,2022-12-10,Colorado,quantile,0.25,685,889.2486
2022-11-12,inc hosp,4,2022-12-10,Colorado,quantile,0.5,848,889.2486
2022-11-12,inc hosp,4,2022-12-10,Colorado,quantile,0.75,1043,889.2486
2022-11-12,inc hosp,4,2022-12-10,Colorado,quantile,0.975,1576,889.2486
2022-11-12,inc hosp,1,2022-11-19,Connecticut,quantile,0.025,334,508.556
2022-11-12,inc hosp,1,2022-11-19,Connecticut,quantile,0.25,436,508.556
2022-11-12,inc hosp,1,2022-11-19,Connecticut,quantile,0.5,499,508.556
2022-11-12,inc hosp,1,2022-11-19,Connecticut,quantile,0.75,571,508.556
2022-11-12,inc hosp,1,2022-11-19,Connecticut,quantile,0.975,734,508.556
2022-11-12,inc hosp,2,2022-11-26,Connecticut,quantile,0.025,320,564.403
2022-11-12,inc hosp,2,2022-11-26,Connecticut,quantile,0.25,456,564.403
2022-11-12,inc hosp,2,2022-11-26,Connecticut,quantile,0.5,545,564.403
2022-11-12,inc hosp,2,2022-11-26,Connecticut,quantile,0.75,651,564.403
2022-11-12,inc hosp,2,2022-11-26,Connecticut,quantile,0.975,917,564.403
2022-11-12,inc hosp,3,2022-12-03,Connecticut,quantile,0.025,317,624.1702
2022-11-12,inc hosp,3,2022-12-03,Connecticut,quantile,0.25,477,624.1702
2022-11-12,inc hosp,3,2022-12-03,Connecticut,quantile,0.5,589,624.1702
2022-11-12,inc hosp,3,2022-12-03,Connecticut,quantile,0.75,738,624.1702
2022-11-12,inc hosp,3,2022-12-03,Connecticut,quantile,0.975,1113,624.1702
2022-11-12,inc hosp,4,2022-12-10,Connecticut,quantile,0.025,320,682.1266
2022-11-12,inc hosp,4,2022-12-10,Connecticut,quantile,0.25,499,682.1266
2022-11-12,inc hosp,4,2022-12-10,Connecticut,quantile,0.5,637,682.1266
2022-11-12,inc hosp,4,2022-12-10,Connecticut,quantile,0.75,813,682.1266
2022-11-12,inc hosp,4,2022-12-10,Connecticut,quantile,0.975,1307,682.1266
2022-11-12,inc hosp,1,2022-11-19,Delaware,quantile,0.025,52,86.5742
2022-11-12,inc hosp,1,2022-11-19,Delaware,quantile,0.25,73,86.5742
2022-11-12,inc hosp,1,2022-11-19,Delaware,quantile,0.5,85,86.5742
2022-11-12,inc hosp,1,2022-11-19,Delaware,quantile,0.75,99,86.5742
2022-11-12,inc hosp,1,2022-11-19,Delaware,quantile,0.975,131,86.5742
2022-11-12,inc hosp,2,2022-11-26,Delaware,quantile,0.025,52,97.56
2022-11-12,inc hosp,2,2022-11-26,Delaware,quantile,0.25,77,97.56
2022-11-12,inc hosp,2,2022-11-26,Delaware,quantile,0.5,94,97.56
2022-11-12,inc hosp,2,2022-11-26,Delaware,quantile,0.75,114,97.56
2022-11-12,inc hosp,2,2022-11-26,Delaware,quantile,0.975,161,97.56
2022-11-12,inc hosp,3,2022-12-03,Delaware,quantile,0.025,52,109.4368
2022-11-12,inc hosp,3,2022-12-03,Delaware,quantile,0.25,83,109.4368
2022-11-12,inc hosp,3,2022-12-03,Delaware,quantile,0.5,104,109.4368
2022-11-12,inc hosp,3,2022-12-03,Delaware,quantile,0.75,131,109.4368
2022-11-12,inc hosp,3,2022-12-03,Delaware,quantile,0.975,197,109.4368
2022-11-12,inc hosp,4,2022-12-10,Delaware,quantile,0.025,54,121.7884
2022-11-12,inc hosp,4,2022-12-10,Delaware,quantile,0.25,88,121.7884
