reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,mean
2024-03-09,inc hosp,1,2024-03-16,Alabama,quantile,0.025,42,84.129
2024-03-09,inc hosp,1,2024-03-16,Alabama,quantile,0.25,65,84.129
2024-03-09,inc hosp,1,2024-03-16,Alabama,quantile,0.5,81,84.129
2024-03-09,inc hosp,1,2024-03-16,Alabama,quantile,0.75,99,84.129
2024-03-09,inc hosp,1,2024-03-16,Alabama,quantile,0.975,147,84.129
2024-03-09,inc hosp,2,2024-03-23,Alabama,quantile,0.025,36,89.261
2024-03-09,inc hosp,2,2024-03-23,Alabama,quantile,0.25,62,89.261
2024-03-09,inc hosp,2,2024-03-23,Alabama,quantile,0.5,83,89.261
2024-03-09,inc hosp,2,2024-03-23,Alabama,quantile,0.75,109,89.261
2024-03-09,inc hosp,2,2024-03-23,Alabama,quantile,0.975,181,89.261
2024-03-09,inc hosp,3,2024-03-30,Alabama,quantile,0.025,31,92.6526
2024-03-09,inc hosp,3,2024-03-30,Alabama,quantile,0.25,60,92.6526
2024-03-09,inc hosp,3,2024-03-30,Alabama,quantile,0.5,83,92.6526
2024-03-09,inc hosp,3,2024-03-30,Alabama,quantile,0.75,116,92.6526
2024-03-09,inc hosp,3,2024-03-30,Alabama,quantile,0.975,207,92.6526
2024-03-09,inc hosp,4,2024-04-06,Alabama,quantile,0.025,28,96.0936
2024-03-09,inc hosp,4,2024-04-06,Alabama,quantile,0.25,58,96.0936
2024-03-09,inc hosp,4,2024-04-06,Alabama,quantile,0.5,83,96.0936
2024-03-09,inc hosp,4,2024-04-06,Alabama,quantile,0.75,120,96.0936
2024-03-09,inc hosp,4,2024-04-06,Alabama,quantile,0.975,241,96.0936
2024-03-09,inc hosp,1,2024-03-16,Alaska,quantile,0.025,1,7.6874
2024-03-09,inc hosp,1,2024-03-16,Alaska,quantile,0.25,4,7.6874
2024-03-09,inc hosp,1,2024-03-16,Alaska,quantile,0.5,7,7.6874
2024-03-09,inc hosp,1,2024-03-16,Alaska,quantile,0.75,10,7.6874
2024-03-09,inc hosp,1,2024-03-16,Alaska,quantile,0.975,20,7.6874
2024-03-09,inc hosp,2,2024-03-23,Alaska,quantile,0.025,1,8.6526
2024-03-09,inc hosp,2,2024-03-23,Alaska,quantile,0.25,4,8.6526
2024-03-09,inc hosp,2,2024-03-23,Alaska,quantile,0.5,7,8.6526
2024-03-09,inc hosp,2,2024-03-23,Alaska,quantile,0.75,11,8.6526
2024-03-09,inc hosp,2,2024-03-23,Alaska,quantile,0.975,27,8.6526
2024-03-09,inc hosp,3,2024-03-30,Alaska,quantile,0.025,0,9.5688
2024-03-09,inc hosp,3,2024-03-30,Alaska,quantile,0.25,4,9.5688
2024-03-09,inc hosp,3,2024-03-30,Alaska,quantile,0.5,7,9.5688
2024-03-09,inc hosp,3,2024-03-30,Alaska,quantile,0.75,12,9.5688
2024-03-09,inc hosp,3,2024-03-30,Alaska,quantile,0.975,33,9.5688
2024-03-09,inc hosp,4,2024-04-06,Alaska,quantile,0.025,0,10.2308
2024-03-09,inc hosp,4,2024-04-06,Alaska,quantile,0.25,4,10.2308
2024-03-09,inc hosp,4,2024-04-06,Alaska,quantile,0.5,7,10.2308
2024-03-09,inc hosp,4,2024-04-06,Alaska,quantile,0.75,13,10.2308
2024-03-09,inc hosp,4,2024-04-06,Alaska,quantile,0.975,38,10.2308
2024-03-09,inc hosp,1,2024-03-16,Arizona,quantile,0.025,76,140.0942
2024-03-09,inc hosp,1,2024-03-16,Arizona,quantile,0.25,111,140.0942
2024-03-09,inc hosp,1,2024-03-16,Arizona,quantile,0.5,135,140.0942
2024-03-09,inc hosp,1,2024-03-16,Arizona,quantile,0.75,163,140.0942
2024-03-09,inc hosp,1,2024-03-16,Arizona,quantile,0.975,236,140.0942
2024-03-09,inc hosp,2,2024-03-23,Arizona,quantile,0.025,65,147.2298
2024-03-09,inc hosp,2,2024-03-23,Arizona,quantile,0.25,105,147.2298
2024-03-09,inc hosp,2,2024-03-23,Arizona,quantile,0.5,137,147.2298
2024-03-09,inc hosp,2,2024-03-23,Arizona,quantile,0.75,178,147.2298
2024-03-09,inc hosp,2,2024-03-23,Arizona,quantile,0.975,288,147.2298
2024-03-09,inc hosp,3,2024-03-30,Arizona,quantile,0.025,55,152.1914
2024-03-09,inc hosp,3,2024-03-30,Arizona,quantile,0.25,102,152.1914
2024-03-09,inc hosp,3,2024-03-30,Arizona,quantile,0.5,139,152.1914
2024-03-09,inc hosp,3,2024-03-30,Arizona,quantile,0.75,188,152.1914
2024-03-09,inc hosp,3,2024-03-30,Arizona,quantile,0.975,329,152.1914
2024-03-09,inc hosp,4,2024-04-06,Arizona,quantile,0.025,48,155.2348
2024-03-09,inc hosp,4,2024-04-06,Arizona,quantile,0.25,97,155.2348
2024-03-09,inc hosp,4,2024-04-06,Arizona,quantile,0.5,137,155.2348
2024-03-09,inc hosp,4,2024-04-06,Arizona,quantile,0.75,195,155.2348
2024-03-09,inc hosp,4,2024-04-06,Arizona,quantile,0.975,357,155.2348
2024-03-09,inc hosp,1,2024-03-16,Arkansas,quantile,0.025,137,238.5672
2024-03-09,inc hosp,1,2024-03-16,Arkansas,quantile,0.25,194,238.5672
2024-03-09,inc hosp,1,2024-03-16,Arkansas,quantile,0.5,232,238.5672
2024-03-09,inc hosp,1,2024-03-16,Arkansas,quantile,0.75,275,238.5672
2024-03-09,inc hosp,1,2024-03-16,Arkansas,quantile,0.975,382,238.5672
2024-03-09,inc hosp,2,2024-03-23,Arkansas,quantile,0.025,109,231.6096
2024-03-09,inc hosp,2,2024-03-23,Arkansas,quantile,0.25,172,231.6096
2024-03-09,inc hosp,2,2024-03-23,Arkansas,quantile,0.5,216,231.6096
2024-03-09,inc hosp,2,2024-03-23,Arkansas,quantile,0.75,278,231.6096
2024-03-09,inc hosp,2,2024-03-23,Arkansas,quantile,0.975,436,231.6096
2024-03-09,inc hosp,3,2024-03-30,Arkansas,quantile,0.025,86,223.7506
2024-03-09,inc hosp,3,2024-03-30,Arkansas,quantile,0.25,152,223.7506
2024-03-09,inc hosp,3,2024-03-30,Arkansas,quantile,0.5,204,223.7506
2024-03-09,inc hosp,3,2024-03-30,Arkansas,quantile,0.75,273,223.7506
2024-03-09,inc hosp,3,2024-03-30,Arkansas,quantile,0.975,464,223.7506
2024-03-09,inc hosp,4,2024-04-06,Arkansas,quantile,0.025,72,214.0362
2024-03-09,inc hosp,4,2024-04-06,Arkansas,quantile,0.25,137,214.0362
2024-03-09,inc hosp,4,2024-04-06,Arkansas,quantile,0.5,190,214.0362
2024-03-09,inc hosp,4,2024-04-06,Arkansas,quantile,0.75,266,214.0362
2024-03-09,inc hosp,4,2024-04-06,Arkansas,quantile,0.975,486,214.0362
2024-03-09,inc hosp,1,2024-03-16,California,quantile,0.025,115,225.0822
2024-03-09,inc hosp,1,2024-03-16,California,quantile,0.25,174,225.0822
2024-03-09,inc hosp,1,2024-03-16,California,quantile,0.5,216,225.0822
2024-03-09,inc hosp,1,2024-03-16,California,quantile,0.75,265,225.0822
2024-03-09,inc hosp,1,2024-03-16,California,quantile,0.975,390,225.0822
2024-03-09,inc hosp,2,2024-03-23,California,quantile,0.025,94,238.6274
2024-03-09,inc hosp,2,2024-03-23,California,quantile,0.25,165,238.6274
2024-03-09,inc hosp,2,2024-03-23,California,quantile,0.5,221,238.6274
2024-03-09,inc hosp,2,2024-03-23,California,quantile,0.75,291,238.6274
2024-03-09,inc hosp,2,2024-03-23,California,quantile,0.975,506,238.6274
2024-03-09,inc hosp,3,2024-03-30,California,quantile,0.025,82,247.6222
2024-03-09,inc hosp,3,2024-03-30,California,quantile,0.25,156,247.6222
2024-03-09,inc hosp,3,2024-03-30,California,quantile,0.5,220,247.6222
2024-03-09,inc hosp,3,2024-03-30,California,quantile,0.75,309,247.6222
2024-03-09,inc hosp,3,2024-03-30,California,quantile,0.975,577,247.6222
2024-03-09,inc hosp,4,2024-04-06,California,quantile,0.025,70,255.4414
2024-03-09,inc hosp,4,2024-04-06,California,quantile,0.25,148,255.4414
2024-03-09,inc hosp,4,2024-04-06,California,quantile,0.5,220,255.4414
2024-03-09,inc hosp,4,2024-04-06,California,quantile,0.75,318,255.4414
2024-03-09,inc hosp,4,2024-04-06,California,quantile,0.975,656,255.4414
2024-03-09,inc hosp,1,2024-03-16,Colorado,quantile,0.025,47,86.9812
2024-03-09,inc hosp,1,2024-03-16,Colorado,quantile,0.25,70,86.9812
2024-03-09,inc hosp,1,2024-03-16,Colorado,quantile,0.5,84,86.9812
2024-03-09,inc hosp,1,2024-03-16,Colorado,quantile,0.75,101,86.9812
2024-03-09,inc hosp,1,2024-03-16,Colorado,quantile,0.975,142,86.9812
2024-03-09,inc hosp,2,2024-03-23,Colorado,quantile,0.025,40,88.5362
2024-03-09,inc hosp,2,2024-03-23,Colorado,quantile,0.25,65,88.5362
2024-03-09,inc hosp,2,2024-03-23,Colorado,quantile,0.5,84,88.5362
2024-03-09,inc hosp,2,2024-03-23,Colorado,quantile,0.75,107,88.5362
2024-03-09,inc hosp,2,2024-03-23,Colorado,quantile,0.975,167,88.5362
2024-03-09,inc hosp,3,2024-03-30,Colorado,quantile,0.025,33,89.4604
2024-03-09,inc hosp,3,2024-03-30,Colorado,quantile,0.25,62,89.4604
2024-03-09,inc hosp,3,2024-03-30,Colorado,quantile,0.5,82,89.4604
2024-03-09,inc hosp,3,2024-03-30,Colorado,quantile,0.75,110,89.4604
2024-03-09,inc hosp,3,2024-03-30,Colorado,quantile,0.975,188,89.4604
2024-03-09,inc hosp,4,2024-04-06,Colorado,quantile,0.025,29,89.2024
2024-03-09,inc hosp,4,2024-04-06,Colorado,quantile,0.25,57,89.2024
2024-03-09,inc hosp,4,2024-04-06,Colorado,quantile,0.5,80,89.2024
2024-03-09,inc hosp,4,2024-04-06,Colorado,quantile,0.75,110,89.2024
2024-03-09,inc hosp,4,2024-04-06,Colorado,quantile,0.975,206,89.2024
2024-03-09,inc hosp,1,2024-03-16,Connecticut,quantile,0.025,80,159.1936
2024-03-09,inc hosp,1,2024-03-16,Connecticut,quantile,0.25,123,159.1936
2024-03-09,inc hosp,1,2024-03-16,Connecticut,quantile,0.5,153,159.1936
2024-03-09,inc hosp,1,2024-03-16,Connecticut,quantile,0.75,186,159.1936
2024-03-09,inc hosp,1,2024-03-16,Connecticut,quantile,0.975,280,159.1936
