reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,mean
2022-12-31,inc hosp,1,2023-01-07,Alabama,quantile,0.025,74,155.7672
2022-12-31,inc hosp,1,2023-01-07,Alabama,quantile,0.25,118,155.7672
2022-12-31,inc hosp,1,2023-01-07,Alabama,quantile,0.5,148,155.7672
2022-12-31,inc hosp,1,2023-01-07,Alabama,quantile,0.75,185,155.7672
2022-12-31,inc hosp,1,2023-01-07,Alabama,quantile,0.975,283,155.7672
2022-12-31,inc hosp,2,2023-01-14,Alabama,quantile,0.025,57,153.5428
2022-12-31,inc hosp,2,2023-01-14,Alabama,quantile,0.25,102,153.5428
2022-12-31,inc hosp,2,2023-01-14,Alabama,quantile,0.5,138,153.5428
2022-12-31,inc hosp,2,2023-01-14,Alabama,quantile,0.75,188,153.5428
2022-12-31,inc hosp,2,2023-01-14,Alabama,quantile,0.975,341,153.5428
2022-12-31,inc hosp,3,2023-01-21,Alabama,quantile,0.025,41,148.6112
2022-12-31,inc hosp,3,2023-01-21,Alabama,quantile,0.25,88,148.6112
2022-12-31,inc hosp,3,2023-01-21,Alabama,quantile,0.5,127,148.6112
2022-12-31,inc hosp,3,2023-01-21,Alabama,quantile,0.75,185,148.6112
2022-12-31,inc hosp,3,2023-01-21,Alabama,quantile,0.975,372,148.6112
2022-12-31,inc hosp,4,2023-01-28,Alabama,quantile,0.025,33,145.4928
2022-12-31,inc hosp,4,2023-01-28,Alabama,quantile,0.25,78,145.4928
2022-12-31,inc hosp,4,2023-01-28,Alabama,quantile,0.5,120,145.4928
2022-12-31,inc hosp,4,2023-01-28,Alabama,quantile,0.75,180,145.4928
2022-12-31,inc hosp,4,2023-01-28,Alabama,quantile,0.975,415,145.4928
2022-12-31,inc hosp,1,2023-01-07,Alaska,quantile,0.025,12,46.737
2022-12-31,inc hosp,1,2023-01-07,Alaska,quantile,0.25,28,46.737
2022-12-31,inc hosp,1,2023-01-07,Alaska,quantile,0.5,40,46.737
2022-12-31,inc hosp,1,2023-01-07,Alaska,quantile,0.75,58,46.737
2022-12-31,inc hosp,1,2023-01-07,Alaska,quantile,0.975,121,46.737
2022-12-31,inc hosp,2,2023-01-14,Alaska,quantile,0.025,8,46.9816
2022-12-31,inc hosp,2,2023-01-14,Alaska,quantile,0.25,22,46.9816
2022-12-31,inc hosp,2,2023-01-14,Alaska,quantile,0.5,36,46.9816
2022-12-31,inc hosp,2,2023-01-14,Alaska,quantile,0.75,60,46.9816
2022-12-31,inc hosp,2,2023-01-14,Alaska,quantile,0.975,147,46.9816
2022-12-31,inc hosp,3,2023-01-21,Alaska,quantile,0.025,5,45.96
2022-12-31,inc hosp,3,2023-01-21,Alaska,quantile,0.25,17,45.96
2022-12-31,inc hosp,3,2023-01-21,Alaska,quantile,0.5,32,45.96
2022-12-31,inc hosp,3,2023-01-21,Alaska,quantile,0.75,57,45.96
2022-12-31,inc hosp,3,2023-01-21,Alaska,quantile,0.975,170,45.96
2022-12-31,inc hosp,4,2023-01-28,Alaska,quantile,0.025,3,45.502
2022-12-31,inc hosp,4,2023-01-28,Alaska,quantile,0.25,15,45.502
2022-12-31,inc hosp,4,2023-01-28,Alaska,quantile,0.5,28,45.502
2022-12-31,inc hosp,4,2023-01-28,Alaska,quantile,0.75,54,45.502
2022-12-31,inc hosp,4,2023-01-28,Alaska,quantile,0.975,203,45.502
2022-12-31,inc hosp,1,2023-01-07,Arizona,quantile,0.025,327,630.7176
2022-12-31,inc hosp,1,2023-01-07,Arizona,quantile,0.25,494,630.7176
2022-12-31,inc hosp,1,2023-01-07,Arizona,quantile,0.5,607,630.7176
2022-12-31,inc hosp,1,2023-01-07,Arizona,quantile,0.75,738,630.7176
2022-12-31,inc hosp,1,2023-01-07,Arizona,quantile,0.975,1072,630.7176
2022-12-31,inc hosp,2,2023-01-14,Arizona,quantile,0.025,229,576.7748
2022-12-31,inc hosp,2,2023-01-14,Arizona,quantile,0.25,396,576.7748
2022-12-31,inc hosp,2,2023-01-14,Arizona,quantile,0.5,528,576.7748
2022-12-31,inc hosp,2,2023-01-14,Arizona,quantile,0.75,702,576.7748
2022-12-31,inc hosp,2,2023-01-14,Arizona,quantile,0.975,1222,576.7748
2022-12-31,inc hosp,3,2023-01-21,Arizona,quantile,0.025,163,517.486
2022-12-31,inc hosp,3,2023-01-21,Arizona,quantile,0.25,319,517.486
2022-12-31,inc hosp,3,2023-01-21,Arizona,quantile,0.5,449,517.486
2022-12-31,inc hosp,3,2023-01-21,Arizona,quantile,0.75,641,517.486
2022-12-31,inc hosp,3,2023-01-21,Arizona,quantile,0.975,1272,517.486
2022-12-31,inc hosp,4,2023-01-28,Arizona,quantile,0.025,124,475.3218
2022-12-31,inc hosp,4,2023-01-28,Arizona,quantile,0.25,268,475.3218
2022-12-31,inc hosp,4,2023-01-28,Arizona,quantile,0.5,402,475.3218
2022-12-31,inc hosp,4,2023-01-28,Arizona,quantile,0.75,597,475.3218
2022-12-31,inc hosp,4,2023-01-28,Arizona,quantile,0.975,1247,475.3218
2022-12-31,inc hosp,1,2023-01-07,Arkansas,quantile,0.025,106,201.782
2022-12-31,inc hosp,1,2023-01-07,Arkansas,quantile,0.25,158,201.782
2022-12-31,inc hosp,1,2023-01-07,Arkansas,quantile,0.5,194,201.782
2022-12-31,inc hosp,1,2023-01-07,Arkansas,quantile,0.75,238,201.782
2022-12-31,inc hosp,1,2023-01-07,Arkansas,quantile,0.975,341,201.782
2022-12-31,inc hosp,2,2023-01-14,Arkansas,quantile,0.025,75,187.263
2022-12-31,inc hosp,2,2023-01-14,Arkansas,quantile,0.25,131,187.263
2022-12-31,inc hosp,2,2023-01-14,Arkansas,quantile,0.5,172,187.263
2022-12-31,inc hosp,2,2023-01-14,Arkansas,quantile,0.75,229,187.263
2022-12-31,inc hosp,2,2023-01-14,Arkansas,quantile,0.975,381,187.263
2022-12-31,inc hosp,3,2023-01-21,Arkansas,quantile,0.025,57,171.1292
2022-12-31,inc hosp,3,2023-01-21,Arkansas,quantile,0.25,109,171.1292
2022-12-31,inc hosp,3,2023-01-21,Arkansas,quantile,0.5,152,171.1292
2022-12-31,inc hosp,3,2023-01-21,Arkansas,quantile,0.75,211,171.1292
2022-12-31,inc hosp,3,2023-01-21,Arkansas,quantile,0.975,396,171.1292
2022-12-31,inc hosp,4,2023-01-28,Arkansas,quantile,0.025,44,160.724
2022-12-31,inc hosp,4,2023-01-28,Arkansas,quantile,0.25,95,160.724
2022-12-31,inc hosp,4,2023-01-28,Arkansas,quantile,0.5,138,160.724
2022-12-31,inc hosp,4,2023-01-28,Arkansas,quantile,0.75,200,160.724
2022-12-31,inc hosp,4,2023-01-28,Arkansas,quantile,0.975,411,160.724
2022-12-31,inc hosp,1,2023-01-07,California,quantile,0.025,653,1357.5484
2022-12-31,inc hosp,1,2023-01-07,California,quantile,0.25,1023,1357.5484
2022-12-31,inc hosp,1,2023-01-07,California,quantile,0.5,1278,1357.5484
2022-12-31,inc hosp,1,2023-01-07,California,quantile,0.75,1613,1357.5484
2022-12-31,inc hosp,1,2023-01-07,California,quantile,0.975,2539,1357.5484
2022-12-31,inc hosp,2,2023-01-14,California,quantile,0.025,443,1246.9012
2022-12-31,inc hosp,2,2023-01-14,California,quantile,0.25,800,1246.9012
2022-12-31,inc hosp,2,2023-01-14,California,quantile,0.5,1112,1246.9012
2022-12-31,inc hosp,2,2023-01-14,California,quantile,0.75,1533,1246.9012
2022-12-31,inc hosp,2,2023-01-14,California,quantile,0.975,2868,1246.9012
2022-12-31,inc hosp,3,2023-01-21,California,quantile,0.025,314,1111.2414
2022-12-31,inc hosp,3,2023-01-21,California,quantile,0.25,643,1111.2414
2022-12-31,inc hosp,3,2023-01-21,California,quantile,0.5,938,1111.2414
2022-12-31,inc hosp,3,2023-01-21,California,quantile,0.75,1374,1111.2414
2022-12-31,inc hosp,3,2023-01-21,California,quantile,0.975,2934,1111.2414
2022-12-31,inc hosp,4,2023-01-28,California,quantile,0.025,233,1030.781
2022-12-31,inc hosp,4,2023-01-28,California,quantile,0.25,537,1030.781
2022-12-31,inc hosp,4,2023-01-28,California,quantile,0.5,829,1030.781
2022-12-31,inc hosp,4,2023-01-28,California,quantile,0.75,1272,1030.781
2022-12-31,inc hosp,4,2023-01-28,California,quantile,0.975,3046,1030.781
2022-12-31,inc hosp,1,2023-01-07,Colorado,quantile,0.025,164,301.772
2022-12-31,inc hosp,1,2023-01-07,Colorado,quantile,0.25,239,301.772
2022-12-31,inc hosp,1,2023-01-07,Colorado,quantile,0.5,291,301.772
2022-12-31,inc hosp,1,2023-01-07,Colorado,quantile,0.75,353,301.772
2022-12-31,inc hosp,1,2023-01-07,Colorado,quantile,0.975,501,301.772
2022-12-31,inc hosp,2,2023-01-14,Colorado,quantile,0.025,115,275.4222
