reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,mean
2023-03-18,inc hosp,1,2023-03-25,Alabama,quantile,0.025,9,24.7206
2023-03-18,inc hosp,1,2023-03-25,Alabama,quantile,0.25,17,24.7206
2023-03-18,inc hosp,1,2023-03-25,Alabama,quantile,0.5,23,24.7206
2023-03-18,inc hosp,1,2023-03-25,Alabama,quantile,0.75,30,24.7206
2023-03-18,inc hosp,1,2023-03-25,Alabama,quantile,0.975,49,24.7206
2023-03-18,inc hosp,2,2023-04-01,Alabama,quantile,0.025,9,28.7598
2023-03-18,inc hosp,2,2023-04-01,Alabama,quantile,0.25,18,28.7598
2023-03-18,inc hosp,2,2023-04-01,Alabama,quantile,0.5,26,28.7598
2023-03-18,inc hosp,2,2023-04-01,Alabama,quantile,0.75,36,28.7598
2023-03-18,inc hosp,2,2023-04-01,Alabama,quantile,0.975,65,28.7598
2023-03-18,inc hosp,3,2023-04-08,Alabama,quantile,0.025,8,32.9396
2023-03-18,inc hosp,3,2023-04-08,Alabama,quantile,0.25,19,32.9396
2023-03-18,inc hosp,3,2023-04-08,Alabama,quantile,0.5,29,32.9396
2023-03-18,inc hosp,3,2023-04-08,Alabama,quantile,0.75,42,32.9396
2023-03-18,inc hosp,3,2023-04-08,Alabama,quantile,0.975,84,32.9396
2023-03-18,inc hosp,4,2023-04-15,Alabama,quantile,0.025,8,36.725
2023-03-18,inc hosp,4,2023-04-15,Alabama,quantile,0.25,20,36.725
2023-03-18,inc hosp,4,2023-04-15,Alabama,quantile,0.5,30,36.725
2023-03-18,inc hosp,4,2023-04-15,Alabama,quantile,0.75,47,36.725
2023-03-18,inc hosp,4,2023-04-15,Alabama,quantile,0.975,104,36.725
2023-03-18,inc hosp,1,2023-03-25,Alaska,quantile,0.025,0,3.0206
2023-03-18,inc hosp,1,2023-03-25,Alaska,quantile,0.25,1,3.0206
2023-03-18,inc hosp,1,2023-03-25,Alaska,quantile,0.5,2,3.0206
2023-03-18,inc hosp,1,2023-03-25,Alaska,quantile,0.75,4,3.0206
2023-03-18,inc hosp,1,2023-03-25,Alaska,quantile,0.975,10,3.0206
2023-03-18,inc hosp,2,2023-04-01,Alaska,quantile,0.025,0,3.7884
2023-03-18,inc hosp,2,2023-04-01,Alaska,quantile,0.25,1,3.7884
