reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.01,0
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.025,0
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.05,11.662564625646187
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.1,126.55397853978539
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.15,177.4237657376574
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.2,209.56054360543607
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.25,232.85982359823595
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.3,252.14053040530405
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.35,267.21342213422133
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.4,280.8426424264243
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.45,293.29116891168917
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.5,305
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.55,316.9240442404424
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.6,329.0366423664236
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.65,342.9688146881469
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.7,358.7627146271461
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.75,377.749077490775
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.8,400.75993159931585
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.85,432.8122661226612
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.9,485.790437904379
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.95,675.625653256532
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.975,927.1798840488409
2024-03-16,1,wk inc hosp,2024-03-23,01,quantile,0.99,1016.2365801658011
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.01,0
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.025,0
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.05,4.312672626726268
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.1,11
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.15,15
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.2,18
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.25,21
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.3,23
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.35,25
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.4,27
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.45,29
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.5,31
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.55,33
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.6,35
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.65,37
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.7,39
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.75,41
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.8,44
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.85,47.00467454674544
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.9,51
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.95,58
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.975,64.98561885618848
2024-03-16,1,wk inc hosp,2024-03-23,02,quantile,0.99,73.36383793837933
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.01,0
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.025,0
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.05,0
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.1,4.691547915479163
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.15,49.68944589445889
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.2,84.53958239582398
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.25,110.8672861728617
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.3,132.5122501225012
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.35,150.86192861928612
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.4,165.9360523605236
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.45,182.470389203892
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.5,196
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.55,210.3858868588686
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.6,225.89381393813935
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.65,241.32044270442708
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.7,259.90794307943065
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.75,282.0528955289552
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.8,310.7848868488685
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.85,350.0101551015508
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.9,411.6812918129181
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.95,621.4032505325043
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.975,805.2706054560533
2024-03-16,1,wk inc hosp,2024-03-23,04,quantile,0.99,923.6546271462703
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.01,0
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.025,0
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.05,9
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.1,84
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.15,110.69946399463996
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.2,126.41177411774117
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.25,139
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.3,149.31644116441163
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.35,158.76411214112142
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.4,167
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.45,175.01677216772168
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.5,183
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.55,191.059824098241
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.6,199.06763667636676
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.65,207.77448474484743
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.7,216.82471624716248
2024-03-16,1,wk inc hosp,2024-03-23,05,quantile,0.75,227.1438789387894
