reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.01,0
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.025,0
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.05,9
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.1,164.57800078000784
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.15,234.21616716167165
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.2,272.6284302843029
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.25,303.05258802588025
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.3,326.4856168561685
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.35,344
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.4,358.0489464894649
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.45,370.45551155511555
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.5,382
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.55,393.87917129171296
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.6,406
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.65,420.3376398763988
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.7,437.7822338223382
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.75,461.80670056700575
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.8,492.3629076290769
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.85,530.4403939039389
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.9,605.903441034411
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.95,890.676578765788
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.975,1031.0634701347012
2023-09-23,1,wk inc hosp,2023-09-30,01,quantile,0.99,1119.9813428134246
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.01,0
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.025,2.0716677166771684
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.05,9.068507185071851
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.1,16.463173631736325
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.15,21
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.2,24.223158231582318
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.25,27
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.3,29.68230982309823
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.35,32
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.4,34
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.45,36
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.5,38
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.55,40
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.6,42
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.65,44
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.7,46.452557525575266
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.75,49
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.8,51.850544505445065
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.85,55
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.9,59.41631816318164
2023-09-23,1,wk inc hosp,2023-09-30,02,quantile,0.95,66.83252582525822
