reference_date,target,target_end_date,horizon,location_number,location,output_type,output_type_id,value
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.01,0
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.025,0
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.05,0
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.1,11
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.15,11
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.2,11
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.25,22
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.3,22
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.35,22
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.4,22
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.45,33
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.5,33
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.55,33
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.6,33
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.65,44
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.7,44
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.75,56
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.8,56
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.85,67
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.9,78
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.95,89
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.975,111
2023-08-05,inc hosp,2023-08-12,1,06,California,quantile,0.99,133
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.01,0
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.025,0
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.05,0
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.1,11
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.15,11
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.2,11
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.25,11
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.3,22
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.35,22
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.4,22
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.45,33
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.5,33
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.55,33
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.6,44
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.65,44
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.7,44
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.75,56
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.8,56
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.85,67
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.9,78
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.95,100
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.975,122
2023-08-05,inc hosp,2023-08-19,2,06,California,quantile,0.99,156
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.01,0
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.025,0
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.05,0
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.1,0
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.15,11
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.2,11
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.25,11
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.3,22
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.35,22
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.4,22
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.45,33
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.5,33
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.55,33
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.6,44
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.65,44
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.7,56
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.75,56
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.8,67
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.85,78
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.9,89
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.95,111
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.975,144
2023-08-05,inc hosp,2023-08-26,3,06,California,quantile,0.99,178
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.01,0
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.025,0
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.05,0
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.1,0
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.15,11
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.2,11
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.25,11
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.3,22
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.35,22
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.4,22
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.45,33
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.5,33
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.55,33
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.6,44
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.65,44
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.7,56
2023-08-05,inc hosp,2023-09-02,4,06,California,quantile,0.75,67
