reference_date,target,target_end_date,horizon,location_number,location,output_type,output_type_id,value
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.01,444
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.025,544
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.05,611
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.1,711
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.15,800
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.2,856
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.25,911
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.3,967
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.35,1011
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.4,1067
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.45,1122
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.5,1178
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.55,1233
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.6,1300
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.65,1378
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.7,1444
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.75,1533
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.8,1644
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.85,1767
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.9,1956
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.95,2222
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.975,2489
2022-11-12,inc hosp,2022-11-19,1,06,California,quantile,0.99,2867
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.01,333
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.025,411
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.05,489
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.1,600
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.15,700
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.2,778
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.25,856
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.3,922
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.35,1000
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.4,1067
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.45,1133
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.5,1222
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.55,1300
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.6,1400
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.65,1511
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.7,1622
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.75,1767
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.8,1922
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.85,2111
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.9,2411
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.95,2967
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.975,3533
2022-11-12,inc hosp,2022-11-26,2,06,California,quantile,0.99,4267
2022-11-12,inc hosp,2022-12-03,3,06,California,quantile,0.01,256
2022-11-12,inc hosp,2022-12-03,3,06,California,quantile,0.025,322
2022-11-12,inc hosp,2022-12-03,3,06,California,quantile,0.05,411
2022-11-12,inc hosp,2022-12-03,3,06,California,quantile,0.1,522
2022-11-12,inc hosp,2022-12-03,3,06,California,quantile,0.15,622
2022-11-12,inc hosp,2022-12-03,3,06,California,quantile,0.2,711
2022-11-12,inc hosp,2022-12-03,3,06,California,quantile,0.25,789
2022-11-12,inc hosp,2022-12-03,3,06,California,quantile,0.3,867
2022-11-12,inc hosp,2022-12-03,3,06,California,quantile,0.35,956
2022-11-12,inc hosp,2022-12-03,3,06,California,quantile,0.4,1056
