reference_date,target,target_end_date,horizon,location_number,location,output_type,output_type_id,value
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.01,78
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.025,100
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.05,122
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.1,144
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.15,167
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.2,178
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.25,200
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.3,211
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.35,222
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.4,233
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.45,256
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.5,267
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.55,278
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.6,300
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.65,311
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.7,333
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.75,356
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.8,378
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.85,411
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.9,456
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.95,533
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.975,611
2023-02-11,inc hosp,2023-02-18,1,06,California,quantile,0.99,711
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.01,56
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.025,67
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.05,89
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.1,111
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.15,133
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.2,144
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.25,167
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.3,178
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.35,200
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.4,211
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.45,222
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.5,244
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.55,256
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.6,278
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.65,300
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.7,322
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.75,356
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.8,389
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.85,433
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.9,489
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.95,600
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.975,700
2023-02-11,inc hosp,2023-02-25,2,06,California,quantile,0.99,878
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.01,33
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.025,56
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.05,67
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.1,89
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.15,111
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.2,122
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.25,144
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.3,156
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.35,167
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.4,189
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.45,200
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.5,222
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.55,244
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.6,267
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.65,289
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.7,311
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.75,344
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.8,389
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.85,444
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.9,533
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.95,667
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.975,811
2023-02-11,inc hosp,2023-03-04,3,06,California,quantile,0.99,1033
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.01,22
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.025,33
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.05,44
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.1,67
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.15,89
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.2,100
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.25,122
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.3,133
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.35,156
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.4,167
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.45,189
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.5,200
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.55,222
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.6,256
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.65,278
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.7,300
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.75,344
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.8,389
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.85,456
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.9,544
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.95,722
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.975,878
2023-02-11,inc hosp,2023-03-11,4,06,California,quantile,0.99,1167
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.01,12
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.025,14
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.05,18
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.1,22
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.15,24
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.2,29
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.25,31
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.3,33
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.35,35
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.4,39
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.45,41
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.5,43
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.55,45
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.6,47
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.65,51
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.7,55
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.75,59
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.8,63
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.85,67
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.9,76
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.95,88
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.975,100
2023-02-11,inc hosp,2023-02-18,1,08,Colorado,quantile,0.99,114
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.01,8
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.025,10
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.05,14
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.1,18
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.15,20
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.2,22
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.25,27
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.3,29
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.35,31
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.4,35
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.45,37
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.5,41
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.55,43
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.6,47
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.65,51
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.7,55
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.75,59
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.8,65
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.85,73
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.9,84
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.95,100
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.975,118
2023-02-11,inc hosp,2023-02-25,2,08,Colorado,quantile,0.99,151
2023-02-11,inc hosp,2023-03-04,3,08,Colorado,quantile,0.01,6
2023-02-11,inc hosp,2023-03-04,3,08,Colorado,quantile,0.025,8
2023-02-11,inc hosp,2023-03-04,3,08,Colorado,quantile,0.05,10
2023-02-11,inc hosp,2023-03-04,3,08,Colorado,quantile,0.1,14
2023-02-11,inc hosp,2023-03-04,3,08,Colorado,quantile,0.15,16
2023-02-11,inc hosp,2023-03-04,3,08,Colorado,quantile,0.2,20
2023-02-11,inc hosp,2023-03-04,3,08,Colorado,quantile,0.25,22
2023-02-11,inc hosp,2023-03-04,3,08,Colorado,quantile,0.3,27
2023-02-11,inc hosp,2023-03-04,3,08,Colorado,quantile,0.35,29
2023-02-11,inc hosp,2023-03-04,3,08,Colorado,quantile,0.4,31
2023-02-11,inc hosp,2023-03-04,3,08,Colorado,quantile,0.45,35
2023-02-11,inc hosp,2023-03-04,3,08,Colorado,quantile,0.5,37
2023-02-11,inc hosp,2023-03-04,3,08,Colorado,quantile,0.55,41
