reference_date,target,target_end_date,horizon,location_number,location,output_type,output_type_id,value
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.01,11
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.025,22
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.05,33
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.1,44
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.15,44
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.2,56
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.25,56
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.3,67
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.35,78
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.4,78
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.45,89
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.5,89
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.55,100
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.6,111
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.65,111
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.7,122
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.75,133
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.8,144
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.85,167
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.9,178
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.95,211
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.975,256
2023-09-23,inc hosp,2023-09-30,1,06,California,quantile,0.99,289
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.01,11
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.025,11
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.05,22
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.1,33
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.15,44
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.2,56
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.25,56
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.3,67
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.35,78
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.4,78
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.45,89
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.5,100
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.55,111
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.6,111
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.65,122
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.7,133
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.75,144
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.8,167
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.85,189
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.9,211
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.95,267
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.975,322
2023-09-23,inc hosp,2023-10-07,2,06,California,quantile,0.99,378
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.01,11
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.025,11
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.05,22
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.1,33
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.15,44
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.2,56
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.25,67
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.3,67
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.35,78
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.4,89
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.45,100
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.5,111
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.55,111
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.6,122
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.65,144
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.7,156
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.75,167
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.8,189
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.85,222
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.9,267
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.95,344
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.975,411
2023-09-23,inc hosp,2023-10-14,3,06,California,quantile,0.99,500
