reference_date,target,target_end_date,horizon,location_number,location,output_type,output_type_id,value
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.01,11
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.025,11
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.05,22
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.1,33
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.15,33
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.2,44
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.25,44
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.3,56
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.35,56
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.4,67
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.45,67
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.5,78
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.55,89
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.6,89
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.65,100
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.7,111
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.75,111
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.8,122
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.85,133
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.9,156
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.95,189
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.975,211
2022-09-17,inc hosp,2022-09-24,1,06,California,quantile,0.99,244
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.01,0
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.025,11
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.05,11
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.1,22
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.15,33
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.2,44
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.25,44
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.3,56
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.35,56
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.4,67
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.45,67
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.5,78
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.55,89
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.6,89
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.65,100
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.7,111
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.75,122
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.8,133
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.85,156
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.9,178
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.95,222
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.975,267
2022-09-17,inc hosp,2022-10-01,2,06,California,quantile,0.99,322
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.01,0
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.025,11
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.05,11
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.1,22
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.15,33
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.2,33
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.25,44
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.3,44
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.35,56
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.4,67
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.45,67
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.5,78
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.55,89
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.6,100
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.65,100
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.7,111
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.75,133
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.8,144
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.85,167
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.9,200
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.95,267
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.975,333
2022-09-17,inc hosp,2022-10-08,3,06,California,quantile,0.99,411
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.01,0
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.025,0
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.05,11
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.1,22
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.15,33
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.2,33
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.25,44
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.3,44
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.35,56
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.4,67
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.45,67
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.5,78
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.55,89
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.6,100
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.65,111
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.7,122
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.75,144
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.8,156
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.85,189
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.9,233
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.95,300
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.975,389
2022-09-17,inc hosp,2022-10-15,4,06,California,quantile,0.99,533
2022-09-17,inc hosp,2022-09-24,1,08,Colorado,quantile,0.01,4
2022-09-17,inc hosp,2022-09-24,1,08,Colorado,quantile,0.025,6
2022-09-17,inc hosp,2022-09-24,1,08,Colorado,quantile,0.05,8
2022-09-17,inc hosp,2022-09-24,1,08,Colorado,quantile,0.1,10
2022-09-17,inc hosp,2022-09-24,1,08,Colorado,quantile,0.15,12
2022-09-17,inc hosp,2022-09-24,1,08,Colorado,quantile,0.2,14
