model,date,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_95,r_wis,improvement,percent
COVID-19_forecast_model,2024-04-06,20.709615384615386,8.39423076923077,0.25288461538461526,12.062500000000002,-0.034807692307692276,0.6305288461538461,37.028846153846146,0.4182692307692307,0.9326923076923077,0.3725118929739089,62.74881070260911,0.6274881070260911
COVID-19_forecast_model,2024-04-13,20.391826923076923,7.5985576923076925,0.20096153846153858,12.592307692307692,-0.04346153846153842,0.5805288461538461,36.62019230769231,0.375,0.9567307692307693,0.4170524495986979,58.294755040130205,0.5829475504013021
COVID-19_forecast_model,2024-04-20,20.641971153846153,6.998701923076923,0.07980769230769226,13.563461538461539,-0.0896153846153846,0.713701923076923,37.610576923076934,0.2788461538461538,0.9375,0.4742184757456823,52.57815242543177,0.5257815242543177
COVID-19_forecast_model,2024-04-27,20.20966346153846,6.362548076923077,0.21442307692307697,13.632692307692308,-0.07903846153846149,0.6132211538461538,35.79326923076923,0.3461538461538461,0.8990384615384615,0.493128816192233,50.68711838077671,0.5068711838077671
Influenza_forecast_model,2022-09-17,2.123846153846154,0.8969230769230769,0.8038461538461539,0.42307692307692313,0.1007692307692308,0.03557692307692307,3.903846153846154,0.6346153846153846,1,0.6205823635322409,37.941763646775904,0.37941763646775906
Influenza_forecast_model,2022-09-24,1.9927884615384617,1.0274038461538462,0.7153846153846154,0.24999999999999997,0.1430769230769231,-0.14807692307692313,3.346153846153846,0.7115384615384616,1,0.5884487144457924,41.15512855542076,0.4115512855542076
Influenza_forecast_model,2022-10-01,3.2016666666666667,1.1670512820512822,1.9435897435897438,0.091025641025641,0.06871794871794876,-0.3631410256410257,5.416666666666667,0.6025641025641026,0.9423076923076923,0.7526643261365089,24.733567386349108,0.2473356738634911
Influenza_forecast_model,2022-10-08,6.62423076923077,1.3482692307692308,5.160576923076923,0.11538461538461535,-0.04730769230769225,-0.4430288461538462,11.697115384615383,0.43269230769230776,0.8798076923076923,0.9012247614914914,9.877523850850856,0.09877523850850856
Influenza_forecast_model,2022-10-15,8.786778846153847,1.565625,7.1163461538461545,0.10480769230769234,-0.041538461538461496,-0.5334134615384616,14.971153846153847,0.43269230769230776,0.8605769230769229,0.8431188326966583,15.688116730334167,0.15688116730334167
Influenza_forecast_model,2022-10-22,13.988365384615387,1.893173076923077,12.036538461538463,0.05865384615384614,-0.13000000000000003,-0.673076923076923,22.264423076923073,0.33653846153846145,0.75,0.8203861358501807,17.961386414981927,0.17961386414981928
Influenza_forecast_model,2022-10-29,35.86951923076923,2.4483653846153848,33.34519230769231,0.07596153846153837,-0.2973076923076923,-0.7795673076923076,50.903846153846146,0.16826923076923078,0.5288461538461539,0.8476296524850765,15.23703475149235,0.1523703475149235
Influenza_forecast_model,2022-11-05,53.5845673076923,3.7884134615384615,49.74038461538461,0.055769230769230765,-0.32423076923076916,-0.842548076923077,74.66346153846156,0.13942307692307693,0.4903846153846155,0.7196706038915177,28.032939610848228,0.2803293961084823
Influenza_forecast_model,2022-11-12,61.90822115384615,6.251490384615384,55.32211538461539,0.33461538461538454,-0.24634615384615383,-0.7608173076923077,88.05288461538461,0.21634615384615377,0.6057692307692307,0.6181057556865125,38.18942443134875,0.3818942443134875
Influenza_forecast_model,2022-11-19,69.08788461538462,10.183076923076923,56.59038461538462,2.3144230769230765,-0.17903846153846156,-0.6057692307692307,100.48557692307688,0.3028846153846156,0.6971153846153846,0.5656254500815511,43.437454991844895,0.4343745499184489
Influenza_forecast_model,2022-11-26,118.45673076923076,16.010576923076922,100.19230769230771,2.2538461538461534,-0.22999999999999998,-0.6774038461538462,176.875,0.2259615384615385,0.6490384615384615,0.5211920183153783,47.88079816846217,0.4788079816846217
Influenza_forecast_model,2022-12-03,153.05427884615384,24.723509615384614,126.12884615384615,2.201923076923078,-0.20211538461538464,-0.6538461538461539,236.77884615384613,0.25,0.6923076923076922,0.4459205623066937,55.40794376933063,0.5540794376933063
Influenza_forecast_model,2022-12-10,113.52004807692308,34.94408653846154,55.41153846153847,23.164423076923082,-0.11076923076923079,-0.14759615384615377,187.27403846153842,0.33653846153846145,0.8365384615384615,0.4740694109787054,52.593058902129464,0.5259305890212946
Influenza_forecast_model,2022-12-17,126.58177884615384,44.79427884615385,23.338461538461544,58.44903846153846,-0.09057692307692307,0.23221153846153855,216.1971153846154,0.3461538461538462,0.875,0.7059385215613884,29.406147843861163,0.29406147843861163
Influenza_forecast_model,2022-12-24,138.93596153846156,52.634038461538466,7.200961538461548,79.10096153846155,-0.07134615384615382,0.42884615384615377,238.25,0.375,0.8942307692307693,0.9810193827896126,1.8980617210387352,0.01898061721038735
Influenza_forecast_model,2022-12-31,110.90447115384616,49.68716346153846,4.397115384615386,56.82019230769231,0.02192307692307694,0.2995192307692307,186.78846153846158,0.5384615384615385,0.9615384615384616,0.9687809988216824,3.121900117831755,0.03121900117831755
Influenza_forecast_model,2023-01-07,80.21105769230769,36.28605769230769,1.3653846153846165,42.559615384615384,-0.020384615384615362,0.5956730769230769,138.44230769230774,0.44230769230769235,0.951923076923077,0.5661473315830369,43.385266841696314,0.4338526684169631
Influenza_forecast_model,2023-01-14,91.63764423076923,27.14533653846154,0.04519230769230779,64.44711538461539,-0.27999999999999997,0.9197115384615384,158.18269230769226,0.07211538461538464,0.6778846153846154,0.44331633476324317,55.66836652367569,0.5566836652367568
Influenza_forecast_model,2023-01-21,73.40697115384616,19.832932692307693,0.05096153846153844,53.52307692307692,-0.29153846153846147,0.8711538461538462,122.53365384615387,0.125,0.5961538461538461,0.3525102198852466,64.74897801147534,0.6474897801147534
Influenza_forecast_model,2023-01-28,51.03673076923077,14.014615384615384,0.08173076923076926,36.940384615384616,-0.21557692307692308,0.7709134615384615,84.41826923076923,0.2259615384615385,0.6826923076923077,0.29903118475146795,70.0968815248532,0.700968815248532
Influenza_forecast_model,2023-02-04,30.10096153846154,9.427884615384615,0.24903846153846165,20.424038461538462,-0.1588461538461538,0.646875,50.02884615384615,0.2836538461538461,0.7596153846153845,0.24879686080575544,75.12031391942445,0.7512031391942445
Influenza_forecast_model,2023-02-11,13.703125,6.110817307692308,0.33749999999999997,7.2548076923076925,-0.044423076923076954,0.5569711538461538,22.84615384615385,0.4038461538461538,0.9278846153846154,0.22072380233330433,77.92761976666957,0.7792761976666956
Influenza_forecast_model,2023-02-18,9.937932692307692,5.009086538461538,0.2124999999999999,4.716346153846154,-0.001153846153846117,0.5586538461538462,16.317307692307697,0.485576923076923,0.9375,0.36961237054645085,63.03876294535491,0.6303876294535491
Influenza_forecast_model,2023-02-25,8.932211538461537,4.4870192307692305,0.07980769230769234,4.365384615384616,0.028653846153846186,0.5540865384615384,14.735576923076922,0.5288461538461537,0.9567307692307693,0.5325827540319977,46.741724596800225,0.46741724596800227
Influenza_forecast_model,2023-03-04,9.027451923076923,4.219759615384615,0.21346153846153845,4.594230769230769,0.010384615384615452,0.5778846153846154,15.423076923076922,0.4711538461538462,0.9807692307692307,0.6901685025483038,30.983149745169626,0.30983149745169625
Influenza_forecast_model,2023-03-11,8.896778846153845,4.034278846153846,0.1826923076923075,4.679807692307692,-0.01076923076923075,0.5396634615384616,15.149038461538463,0.423076923076923,0.9855769230769231,0.7877148787091497,21.228512129085033,0.2122851212908503
Influenza_forecast_model,2023-03-18,7.294903846153846,3.7324038461538462,0.2692307692307693,3.2932692307692313,0.03923076923076923,0.41995192307692314,11.975961538461537,0.5288461538461539,0.9951923076923077,0.7271115067121198,27.28884932878802,0.27288849328788023
Influenza_forecast_model,2023-03-25,7.112548076923077,3.4808173076923077,0.29711538461538456,3.3346153846153848,0.03057692307692312,0.4444711538461538,12.014423076923078,0.5288461538461539,0.9759615384615385,0.751400908669838,24.8599091330162,0.248599091330162
Influenza_forecast_model,2023-04-01,6.582740384615384,3.2240865384615383,0.38942307692307704,2.96923076923077,0.033461538461538494,0.3624999999999999,10.754807692307693,0.548076923076923,0.9615384615384615,0.701732796828951,29.826720317104904,0.29826720317104904
Influenza_forecast_model,2023-04-08,5.911826923076923,3.011826923076923,0.22692307692307684,2.6730769230769234,0.07000000000000005,0.3850961538461538,9.375,0.6057692307692307,0.9711538461538461,0.6465398095384816,35.346019046151845,0.35346019046151844
Influenza_forecast_model,2023-04-15,5.908942307692308,2.842596153846154,0.23076923076923087,2.835576923076923,0.056538461538461544,0.4473557692307693,10.03365384615385,0.5625,0.9807692307692307,0.6449906701044699,35.500932989553014,0.35500932989553013
Influenza_forecast_model,2023-04-22,4.862067307692308,2.545721153846154,0.19903846153846155,2.117307692307693,0.045000000000000026,0.47692307692307684,7.802884615384617,0.5625,0.9567307692307693,0.564070515410509,43.592948458949095,0.435929484589491
Influenza_forecast_model,2023-04-29,4.2059134615384615,2.2453365384615385,0.2769230769230769,1.6836538461538462,0.05461538461538463,0.35673076923076924,6.600961538461538,0.576923076923077,0.9615384615384615,0.49989396206143416,50.010603793856575,0.5001060379385658
Influenza_forecast_model,2023-05-06,3.6357692307692306,2.171666666666667,0.423076923076923,1.0410256410256409,0.09179487179487186,0.2009615384615385,5.397435897435898,0.6346153846153844,1,0.4086032767453845,59.139672325461554,0.5913967232546156
Influenza_forecast_model,2023-05-13,3.06875,2.0399038461538463,0.7153846153846154,0.31346153846153846,0.16615384615384618,-0.045192307692307754,4.201923076923077,0.7884615384615384,1,0.3387349870782516,66.12650129217484,0.6612650129217483
Influenza_forecast_model,2023-05-20,3.099423076923077,1.8955769230769233,0.9423076923076923,0.26153846153846155,0.16615384615384618,-0.07500000000000004,4.711538461538462,0.8076923076923077,1,0.3229157968022255,67.70842031977745,0.6770842031977745
Influenza_forecast_model,2023-09-16,2.4725,1.1340384615384616,0.7115384615384615,0.6269230769230769,0.03923076923076926,0.048076923076923066,3.9615384615384617,0.5384615384615384,0.9615384615384616,0.5263357781647646,47.36642218352354,0.4736642218352354
Influenza_forecast_model,2023-09-23,2.9659615384615385,1.331346153846154,1.1692307692307693,0.46538461538461573,0.0680769230769231,-0.2480769230769231,4.865384615384616,0.5961538461538461,0.9423076923076923,0.5169416754359113,48.30583245640887,0.4830583245640887
