model,date,horizon,location,prediction,quantile,disease
2023-10-21,2023-11-04,2,US,16602,0.25,covid
2023-10-21,2023-11-04,2,US,17029,0.3,covid
2023-10-21,2023-11-04,2,US,17402,0.35,covid
2023-10-21,2023-11-04,2,US,17719,0.4,covid
2023-10-21,2023-11-04,2,US,18124,0.45,covid
2023-10-21,2023-11-04,2,US,18494,0.5,covid
2023-10-21,2023-11-04,2,US,18854,0.55,covid
2023-10-21,2023-11-04,2,US,19257,0.6,covid
2023-10-21,2023-11-04,2,US,19673,0.65,covid
2023-10-21,2023-11-04,2,US,20092,0.7,covid
2023-10-21,2023-11-04,2,US,20604,0.75,covid
2023-10-21,2023-11-04,2,US,21177,0.8,covid
2023-10-21,2023-11-04,2,US,21823,0.85,covid
2023-10-21,2023-11-04,2,US,22755,0.9,covid
2023-10-21,2023-11-04,2,US,24217,0.95,covid
2023-10-21,2023-11-04,2,US,25435,0.975,covid
2023-10-21,2023-11-04,2,US,27038,0.99,covid
2023-10-21,2023-11-11,3,US,13043,0.01,covid
2023-10-21,2023-11-11,3,US,13932,0.025,covid
2023-10-21,2023-11-11,3,US,14687,0.05,covid
2023-10-21,2023-11-11,3,US,15749,0.1,covid
2023-10-21,2023-11-11,3,US,16562,0.15,covid
2023-10-21,2023-11-11,3,US,17229,0.2,covid
2023-10-21,2023-11-11,3,US,17868,0.25,covid
2023-10-21,2023-11-11,3,US,18414,0.3,covid
2023-10-21,2023-11-11,3,US,18883,0.35,covid
2023-10-21,2023-11-11,3,US,19388,0.4,covid
2023-10-21,2023-11-11,3,US,19839,0.45,covid
2023-10-21,2023-11-11,3,US,20371,0.5,covid
2023-10-21,2023-11-11,3,US,20852,0.55,covid
2023-10-21,2023-11-11,3,US,21356,0.6,covid
2023-10-21,2023-11-11,3,US,21912,0.65,covid
2023-10-21,2023-11-11,3,US,22575,0.7,covid
2023-10-21,2023-11-11,3,US,23276,0.75,covid
2023-10-21,2023-11-11,3,US,24060,0.8,covid
2023-10-21,2023-11-11,3,US,24985,0.85,covid
2023-10-21,2023-11-11,3,US,26156,0.9,covid
2023-10-21,2023-11-11,3,US,28214,0.95,covid
2023-10-21,2023-11-11,3,US,29998,0.975,covid
2023-10-21,2023-11-11,3,US,32140,0.99,covid
2023-10-21,2023-11-18,4,US,13429,0.01,covid
2023-10-21,2023-11-18,4,US,14505,0.025,covid
2023-10-21,2023-11-18,4,US,15623,0.05,covid
2023-10-21,2023-11-18,4,US,17050,0.1,covid
2023-10-21,2023-11-18,4,US,17974,0.15,covid
2023-10-21,2023-11-18,4,US,18749,0.2,covid
2023-10-21,2023-11-18,4,US,19450,0.25,covid
2023-10-21,2023-11-18,4,US,20097,0.3,covid
2023-10-21,2023-11-18,4,US,20703,0.35,covid
2023-10-21,2023-11-18,4,US,21309,0.4,covid
2023-10-21,2023-11-18,4,US,21959,0.45,covid
2023-10-21,2023-11-18,4,US,22568,0.5,covid
2023-10-21,2023-11-18,4,US,23240,0.55,covid
2023-10-21,2023-11-18,4,US,23956,0.6,covid
2023-10-21,2023-11-18,4,US,24714,0.65,covid
2023-10-21,2023-11-18,4,US,25549,0.7,covid
2023-10-21,2023-11-18,4,US,26462,0.75,covid
2023-10-21,2023-11-18,4,US,27544,0.8,covid
2023-10-21,2023-11-18,4,US,28826,0.85,covid
2023-10-21,2023-11-18,4,US,30476,0.9,covid
2023-10-21,2023-11-18,4,US,33161,0.95,covid
2023-10-21,2023-11-18,4,US,35757,0.975,covid
2023-10-21,2023-11-18,4,US,38874,0.99,covid
2023-10-28,2023-11-25,4,US,NA,0.01,covid
2023-10-28,2023-11-25,4,US,NA,0.025,covid
2023-10-28,2023-11-25,4,US,NA,0.05,covid
2023-10-28,2023-11-25,4,US,NA,0.1,covid
2023-10-28,2023-11-25,4,US,NA,0.15,covid
2023-10-28,2023-11-25,4,US,NA,0.2,covid
2023-10-28,2023-11-25,4,US,NA,0.25,covid
2023-10-28,2023-11-25,4,US,NA,0.3,covid
2023-10-28,2023-11-25,4,US,NA,0.35,covid
2023-10-28,2023-11-25,4,US,NA,0.4,covid
2023-10-28,2023-11-25,4,US,NA,0.45,covid
2023-10-28,2023-11-25,4,US,NA,0.5,covid
2023-10-28,2023-11-25,4,US,NA,0.55,covid
2023-10-28,2023-11-25,4,US,NA,0.6,covid
2023-10-28,2023-11-25,4,US,NA,0.65,covid
2023-10-28,2023-11-25,4,US,NA,0.7,covid
2023-10-28,2023-11-25,4,US,NA,0.75,covid
2023-10-28,2023-11-25,4,US,NA,0.8,covid
2023-10-28,2023-11-25,4,US,NA,0.85,covid
2023-10-28,2023-11-25,4,US,NA,0.9,covid
2023-10-28,2023-11-25,4,US,NA,0.95,covid
2023-10-28,2023-11-25,4,US,NA,0.975,covid
2023-10-28,2023-11-25,4,US,NA,0.99,covid
2023-11-25,2023-12-02,1,US,16537,0.01,covid
2023-11-25,2023-12-02,1,US,17460,0.025,covid
2023-11-25,2023-12-02,1,US,18060,0.05,covid
2023-11-25,2023-12-02,1,US,18827,0.1,covid
2023-11-25,2023-12-02,1,US,19378,0.15,covid
2023-11-25,2023-12-02,1,US,19816,0.2,covid
2023-11-25,2023-12-02,1,US,20230,0.25,covid
2023-11-25,2023-12-02,1,US,20607,0.3,covid
2023-11-25,2023-12-02,1,US,20960,0.35,covid
2023-11-25,2023-12-02,1,US,21238,0.4,covid
2023-11-25,2023-12-02,1,US,21556,0.45,covid
2023-11-25,2023-12-02,1,US,21878,0.5,covid
2023-11-25,2023-12-02,1,US,22180,0.55,covid
2023-11-25,2023-12-02,1,US,22505,0.6,covid
2023-11-25,2023-12-02,1,US,22816,0.65,covid
2023-11-25,2023-12-02,1,US,23148,0.7,covid
2023-11-25,2023-12-02,1,US,23555,0.75,covid
2023-11-25,2023-12-02,1,US,23995,0.8,covid
2023-11-25,2023-12-02,1,US,24546,0.85,covid
2023-11-25,2023-12-02,1,US,25264,0.9,covid
2023-11-25,2023-12-02,1,US,26283,0.95,covid
2023-11-25,2023-12-02,1,US,27274,0.975,covid
2023-11-25,2023-12-02,1,US,28511,0.99,covid
2023-11-25,2023-12-09,2,US,16391,0.01,covid
2023-11-25,2023-12-09,2,US,17492,0.025,covid
2023-11-25,2023-12-09,2,US,18448,0.05,covid
2023-11-25,2023-12-09,2,US,19623,0.1,covid
2023-11-25,2023-12-09,2,US,20417,0.15,covid
2023-11-25,2023-12-09,2,US,21074,0.2,covid
2023-11-25,2023-12-09,2,US,21645,0.25,covid
2023-11-25,2023-12-09,2,US,22191,0.3,covid
2023-11-25,2023-12-09,2,US,22662,0.35,covid
2023-11-25,2023-12-09,2,US,23222,0.4,covid
2023-11-25,2023-12-09,2,US,23706,0.45,covid
2023-11-25,2023-12-09,2,US,24150,0.5,covid
2023-11-25,2023-12-09,2,US,24643,0.55,covid
2023-11-25,2023-12-09,2,US,25184,0.6,covid
2023-11-25,2023-12-09,2,US,25689,0.65,covid
2023-11-25,2023-12-09,2,US,26271,0.7,covid
2023-11-25,2023-12-09,2,US,26924,0.75,covid
2023-11-25,2023-12-09,2,US,27612,0.8,covid
2023-11-25,2023-12-09,2,US,28511,0.85,covid
2023-11-25,2023-12-09,2,US,29581,0.9,covid
2023-11-25,2023-12-09,2,US,31240,0.95,covid
2023-11-25,2023-12-09,2,US,32878,0.975,covid
2023-11-25,2023-12-09,2,US,34860,0.99,covid
2023-11-25,2023-12-16,3,US,16455,0.01,covid
2023-11-25,2023-12-16,3,US,17792,0.025,covid
2023-11-25,2023-12-16,3,US,18951,0.05,covid
2023-11-25,2023-12-16,3,US,20420,0.1,covid
2023-11-25,2023-12-16,3,US,21444,0.15,covid
2023-11-25,2023-12-16,3,US,22343,0.2,covid
2023-11-25,2023-12-16,3,US,23080,0.25,covid
2023-11-25,2023-12-16,3,US,23747,0.3,covid
2023-11-25,2023-12-16,3,US,24411,0.35,covid
2023-11-25,2023-12-16,3,US,24996,0.4,covid
2023-11-25,2023-12-16,3,US,25653,0.45,covid
2023-11-25,2023-12-16,3,US,26338,0.5,covid
2023-11-25,2023-12-16,3,US,27016,0.55,covid
2023-11-25,2023-12-16,3,US,27639,0.6,covid
2023-11-25,2023-12-16,3,US,28411,0.65,covid
2023-11-25,2023-12-16,3,US,29147,0.7,covid
2023-11-25,2023-12-16,3,US,30058,0.75,covid
2023-11-25,2023-12-16,3,US,30985,0.8,covid
2023-11-25,2023-12-16,3,US,32141,0.85,covid
2023-11-25,2023-12-16,3,US,33776,0.9,covid
2023-11-25,2023-12-16,3,US,36196,0.95,covid
2023-11-25,2023-12-16,3,US,38059,0.975,covid
2023-11-25,2023-12-16,3,US,40823,0.99,covid
2023-11-25,2023-12-23,4,US,17046,0.01,covid
2023-11-25,2023-12-23,4,US,18607,0.025,covid
2023-11-25,2023-12-23,4,US,19788,0.05,covid
2023-11-25,2023-12-23,4,US,21478,0.1,covid
2023-11-25,2023-12-23,4,US,22688,0.15,covid
2023-11-25,2023-12-23,4,US,23780,0.2,covid
2023-11-25,2023-12-23,4,US,24638,0.25,covid
2023-11-25,2023-12-23,4,US,25479,0.3,covid
2023-11-25,2023-12-23,4,US,26321,0.35,covid
2023-11-25,2023-12-23,4,US,27099,0.4,covid
2023-11-25,2023-12-23,4,US,27842,0.45,covid
2023-11-25,2023-12-23,4,US,28688,0.5,covid
2023-11-25,2023-12-23,4,US,29515,0.55,covid
2023-11-25,2023-12-23,4,US,30419,0.6,covid
2023-11-25,2023-12-23,4,US,31338,0.65,covid
2023-11-25,2023-12-23,4,US,32276,0.7,covid
2023-11-25,2023-12-23,4,US,33447,0.75,covid
2023-11-25,2023-12-23,4,US,34718,0.8,covid
2023-11-25,2023-12-23,4,US,36321,0.85,covid
2023-11-25,2023-12-23,4,US,38444,0.9,covid
2023-11-25,2023-12-23,4,US,41434,0.95,covid
2023-11-25,2023-12-23,4,US,43927,0.975,covid
2023-11-25,2023-12-23,4,US,48385,0.99,covid
2023-12-02,2023-12-30,4,US,NA,0.01,covid
2023-12-02,2023-12-30,4,US,NA,0.025,covid
2023-12-02,2023-12-30,4,US,NA,0.05,covid
2023-12-02,2023-12-30,4,US,NA,0.1,covid
2023-12-02,2023-12-30,4,US,NA,0.15,covid
2023-12-02,2023-12-30,4,US,NA,0.2,covid
2023-12-02,2023-12-30,4,US,NA,0.25,covid
2023-12-02,2023-12-30,4,US,NA,0.3,covid
2023-12-02,2023-12-30,4,US,NA,0.35,covid
2023-12-02,2023-12-30,4,US,NA,0.4,covid
2023-12-02,2023-12-30,4,US,NA,0.45,covid
2023-12-02,2023-12-30,4,US,NA,0.5,covid
2023-12-02,2023-12-30,4,US,NA,0.55,covid
2023-12-02,2023-12-30,4,US,NA,0.6,covid
2023-12-02,2023-12-30,4,US,NA,0.65,covid
2023-12-02,2023-12-30,4,US,NA,0.7,covid
2023-12-02,2023-12-30,4,US,NA,0.75,covid
2023-12-02,2023-12-30,4,US,NA,0.8,covid
2023-12-02,2023-12-30,4,US,NA,0.85,covid
2023-12-02,2023-12-30,4,US,NA,0.9,covid
2023-12-02,2023-12-30,4,US,NA,0.95,covid
2023-12-02,2023-12-30,4,US,NA,0.975,covid
2023-12-02,2023-12-30,4,US,NA,0.99,covid
2023-12-30,2024-01-06,1,US,29770,0.01,covid
2023-12-30,2024-01-06,1,US,30952,0.025,covid
2023-12-30,2024-01-06,1,US,32204,0.05,covid
2023-12-30,2024-01-06,1,US,33643,0.1,covid
2023-12-30,2024-01-06,1,US,34584,0.15,covid
2023-12-30,2024-01-06,1,US,35435,0.2,covid
2023-12-30,2024-01-06,1,US,36119,0.25,covid
2023-12-30,2024-01-06,1,US,36778,0.3,covid
2023-12-30,2024-01-06,1,US,37458,0.35,covid
2023-12-30,2024-01-06,1,US,38036,0.4,covid
2023-12-30,2024-01-06,1,US,38659,0.45,covid
2023-12-30,2024-01-06,1,US,39237,0.5,covid
2023-12-30,2024-01-06,1,US,39837,0.55,covid
2023-12-30,2024-01-06,1,US,40494,0.6,covid
2023-12-30,2024-01-06,1,US,41083,0.65,covid
2023-12-30,2024-01-06,1,US,41815,0.7,covid
2023-12-30,2024-01-06,1,US,42522,0.75,covid
2023-12-30,2024-01-06,1,US,43364,0.8,covid
2023-12-30,2024-01-06,1,US,44409,0.85,covid
2023-12-30,2024-01-06,1,US,45756,0.9,covid
2023-12-30,2024-01-06,1,US,47575,0.95,covid
2023-12-30,2024-01-06,1,US,49583,0.975,covid
2023-12-30,2024-01-06,1,US,51661,0.99,covid
2023-12-30,2024-01-13,2,US,25895,0.01,covid
2023-12-30,2024-01-13,2,US,28030,0.025,covid
2023-12-30,2024-01-13,2,US,29569,0.05,covid
2023-12-30,2024-01-13,2,US,31509,0.1,covid
2023-12-30,2024-01-13,2,US,32914,0.15,covid
2023-12-30,2024-01-13,2,US,33946,0.2,covid
2023-12-30,2024-01-13,2,US,34984,0.25,covid
2023-12-30,2024-01-13,2,US,35869,0.3,covid
2023-12-30,2024-01-13,2,US,36707,0.35,covid
2023-12-30,2024-01-13,2,US,37508,0.4,covid
2023-12-30,2024-01-13,2,US,38290,0.45,covid
2023-12-30,2024-01-13,2,US,39050,0.5,covid
2023-12-30,2024-01-13,2,US,39827,0.55,covid
2023-12-30,2024-01-13,2,US,40633,0.6,covid
2023-12-30,2024-01-13,2,US,41517,0.65,covid
2023-12-30,2024-01-13,2,US,42555,0.7,covid
2023-12-30,2024-01-13,2,US,43539,0.75,covid
2023-12-30,2024-01-13,2,US,44837,0.8,covid
2023-12-30,2024-01-13,2,US,46299,0.85,covid
2023-12-30,2024-01-13,2,US,48342,0.9,covid
2023-12-30,2024-01-13,2,US,51485,0.95,covid
2023-12-30,2024-01-13,2,US,53980,0.975,covid
2023-12-30,2024-01-13,2,US,56796,0.99,covid
2023-12-30,2024-01-20,3,US,23246,0.01,covid
2023-12-30,2024-01-20,3,US,25041,0.025,covid
2023-12-30,2024-01-20,3,US,26628,0.05,covid
2023-12-30,2024-01-20,3,US,28682,0.1,covid
2023-12-30,2024-01-20,3,US,30159,0.15,covid
2023-12-30,2024-01-20,3,US,31245,0.2,covid
2023-12-30,2024-01-20,3,US,32330,0.25,covid
2023-12-30,2024-01-20,3,US,33348,0.3,covid
2023-12-30,2024-01-20,3,US,34223,0.35,covid
2023-12-30,2024-01-20,3,US,35094,0.4,covid
2023-12-30,2024-01-20,3,US,35983,0.45,covid
2023-12-30,2024-01-20,3,US,36902,0.5,covid
2023-12-30,2024-01-20,3,US,37794,0.55,covid
2023-12-30,2024-01-20,3,US,38893,0.6,covid
2023-12-30,2024-01-20,3,US,39916,0.65,covid
2023-12-30,2024-01-20,3,US,41084,0.7,covid
2023-12-30,2024-01-20,3,US,42284,0.75,covid
2023-12-30,2024-01-20,3,US,43845,0.8,covid
2023-12-30,2024-01-20,3,US,45675,0.85,covid
2023-12-30,2024-01-20,3,US,48198,0.9,covid
2023-12-30,2024-01-20,3,US,51381,0.95,covid
2023-12-30,2024-01-20,3,US,55061,0.975,covid
2023-12-30,2024-01-20,3,US,59544,0.99,covid
2023-12-30,2024-01-27,4,US,19939,0.01,covid
2023-12-30,2024-01-27,4,US,21665,0.025,covid
2023-12-30,2024-01-27,4,US,23307,0.05,covid
2023-12-30,2024-01-27,4,US,25224,0.1,covid
2023-12-30,2024-01-27,4,US,26663,0.15,covid
2023-12-30,2024-01-27,4,US,27929,0.2,covid
2023-12-30,2024-01-27,4,US,29043,0.25,covid
2023-12-30,2024-01-27,4,US,30162,0.3,covid
2023-12-30,2024-01-27,4,US,31190,0.35,covid
2023-12-30,2024-01-27,4,US,32138,0.4,covid
2023-12-30,2024-01-27,4,US,33070,0.45,covid
2023-12-30,2024-01-27,4,US,34012,0.5,covid
2023-12-30,2024-01-27,4,US,35009,0.55,covid
2023-12-30,2024-01-27,4,US,36091,0.6,covid
2023-12-30,2024-01-27,4,US,37037,0.65,covid
2023-12-30,2024-01-27,4,US,38228,0.7,covid
2023-12-30,2024-01-27,4,US,39602,0.75,covid
2023-12-30,2024-01-27,4,US,41226,0.8,covid
2023-12-30,2024-01-27,4,US,43210,0.85,covid
2023-12-30,2024-01-27,4,US,45554,0.9,covid
2023-12-30,2024-01-27,4,US,49700,0.95,covid
2023-12-30,2024-01-27,4,US,52945,0.975,covid
2023-12-30,2024-01-27,4,US,58965,0.99,covid
2024-01-06,2024-02-03,4,US,NA,0.01,covid
2024-01-06,2024-02-03,4,US,NA,0.025,covid
2024-01-06,2024-02-03,4,US,NA,0.05,covid
2024-01-06,2024-02-03,4,US,NA,0.1,covid
2024-01-06,2024-02-03,4,US,NA,0.15,covid
2024-01-06,2024-02-03,4,US,NA,0.2,covid
2024-01-06,2024-02-03,4,US,NA,0.25,covid
2024-01-06,2024-02-03,4,US,NA,0.3,covid
2024-01-06,2024-02-03,4,US,NA,0.35,covid
2024-01-06,2024-02-03,4,US,NA,0.4,covid
2024-01-06,2024-02-03,4,US,NA,0.45,covid
2024-01-06,2024-02-03,4,US,NA,0.5,covid
2024-01-06,2024-02-03,4,US,NA,0.55,covid
2024-01-06,2024-02-03,4,US,NA,0.6,covid
2024-01-06,2024-02-03,4,US,NA,0.65,covid
2024-01-06,2024-02-03,4,US,NA,0.7,covid
2024-01-06,2024-02-03,4,US,NA,0.75,covid
2024-01-06,2024-02-03,4,US,NA,0.8,covid
2024-01-06,2024-02-03,4,US,NA,0.85,covid
2024-01-06,2024-02-03,4,US,NA,0.9,covid
2024-01-06,2024-02-03,4,US,NA,0.95,covid
2024-01-06,2024-02-03,4,US,NA,0.975,covid
2024-01-06,2024-02-03,4,US,NA,0.99,covid
2024-02-03,2024-02-10,1,US,14539,0.01,covid
2024-02-03,2024-02-10,1,US,15199,0.025,covid
2024-02-03,2024-02-10,1,US,15775,0.05,covid
2024-02-03,2024-02-10,1,US,16442,0.1,covid
2024-02-03,2024-02-10,1,US,16929,0.15,covid
2024-02-03,2024-02-10,1,US,17311,0.2,covid
2024-02-03,2024-02-10,1,US,17636,0.25,covid
2024-02-03,2024-02-10,1,US,17908,0.3,covid
2024-02-03,2024-02-10,1,US,18181,0.35,covid
2024-02-03,2024-02-10,1,US,18459,0.4,covid
2024-02-03,2024-02-10,1,US,18757,0.45,covid
2024-02-03,2024-02-10,1,US,19004,0.5,covid
2024-02-03,2024-02-10,1,US,19274,0.55,covid
2024-02-03,2024-02-10,1,US,19542,0.6,covid
2024-02-03,2024-02-10,1,US,19867,0.65,covid
2024-02-03,2024-02-10,1,US,20165,0.7,covid
2024-02-03,2024-02-10,1,US,20505,0.75,covid
2024-02-03,2024-02-10,1,US,20923,0.8,covid
2024-02-03,2024-02-10,1,US,21366,0.85,covid
2024-02-03,2024-02-10,1,US,21905,0.9,covid
2024-02-03,2024-02-10,1,US,22742,0.95,covid
2024-02-03,2024-02-10,1,US,23612,0.975,covid
2024-02-03,2024-02-10,1,US,24407,0.99,covid
2024-02-03,2024-02-17,2,US,11243,0.01,covid
2024-02-03,2024-02-17,2,US,12058,0.025,covid
2024-02-03,2024-02-17,2,US,12740,0.05,covid
2024-02-03,2024-02-17,2,US,13648,0.1,covid
2024-02-03,2024-02-17,2,US,14149,0.15,covid
2024-02-03,2024-02-17,2,US,14546,0.2,covid
2024-02-03,2024-02-17,2,US,14954,0.25,covid
2024-02-03,2024-02-17,2,US,15296,0.3,covid
2024-02-03,2024-02-17,2,US,15668,0.35,covid
2024-02-03,2024-02-17,2,US,15970,0.4,covid
2024-02-03,2024-02-17,2,US,16287,0.45,covid
2024-02-03,2024-02-17,2,US,16626,0.5,covid
2024-02-03,2024-02-17,2,US,16958,0.55,covid
2024-02-03,2024-02-17,2,US,17307,0.6,covid
2024-02-03,2024-02-17,2,US,17669,0.65,covid
2024-02-03,2024-02-17,2,US,18107,0.7,covid
2024-02-03,2024-02-17,2,US,18574,0.75,covid
2024-02-03,2024-02-17,2,US,19110,0.8,covid
2024-02-03,2024-02-17,2,US,19774,0.85,covid
2024-02-03,2024-02-17,2,US,20502,0.9,covid
2024-02-03,2024-02-17,2,US,21745,0.95,covid
2024-02-03,2024-02-17,2,US,22945,0.975,covid
2024-02-03,2024-02-17,2,US,23823,0.99,covid
2024-02-03,2024-02-24,3,US,9111,0.01,covid
2024-02-03,2024-02-24,3,US,9890,0.025,covid
2024-02-03,2024-02-24,3,US,10543,0.05,covid
2024-02-03,2024-02-24,3,US,11318,0.1,covid
2024-02-03,2024-02-24,3,US,11866,0.15,covid
2024-02-03,2024-02-24,3,US,12301,0.2,covid
2024-02-03,2024-02-24,3,US,12724,0.25,covid
2024-02-03,2024-02-24,3,US,13102,0.3,covid
2024-02-03,2024-02-24,3,US,13485,0.35,covid
2024-02-03,2024-02-24,3,US,13846,0.4,covid
2024-02-03,2024-02-24,3,US,14179,0.45,covid
2024-02-03,2024-02-24,3,US,14558,0.5,covid
2024-02-03,2024-02-24,3,US,14930,0.55,covid
2024-02-03,2024-02-24,3,US,15301,0.6,covid
2024-02-03,2024-02-24,3,US,15718,0.65,covid
2024-02-03,2024-02-24,3,US,16171,0.7,covid
2024-02-03,2024-02-24,3,US,16641,0.75,covid
2024-02-03,2024-02-24,3,US,17209,0.8,covid
2024-02-03,2024-02-24,3,US,17877,0.85,covid
2024-02-03,2024-02-24,3,US,18793,0.9,covid
2024-02-03,2024-02-24,3,US,20358,0.95,covid
2024-02-03,2024-02-24,3,US,21792,0.975,covid
2024-02-03,2024-02-24,3,US,23281,0.99,covid
2024-02-03,2024-03-02,4,US,7349,0.01,covid
2024-02-03,2024-03-02,4,US,8052,0.025,covid
2024-02-03,2024-03-02,4,US,8741,0.05,covid
2024-02-03,2024-03-02,4,US,9527,0.1,covid
2024-02-03,2024-03-02,4,US,10075,0.15,covid
2024-02-03,2024-03-02,4,US,10551,0.2,covid
2024-02-03,2024-03-02,4,US,10944,0.25,covid
2024-02-03,2024-03-02,4,US,11305,0.3,covid
2024-02-03,2024-03-02,4,US,11673,0.35,covid
2024-02-03,2024-03-02,4,US,12012,0.4,covid
2024-02-03,2024-03-02,4,US,12406,0.45,covid
2024-02-03,2024-03-02,4,US,12770,0.5,covid
2024-02-03,2024-03-02,4,US,13166,0.55,covid
2024-02-03,2024-03-02,4,US,13560,0.6,covid
2024-02-03,2024-03-02,4,US,13973,0.65,covid
2024-02-03,2024-03-02,4,US,14479,0.7,covid
2024-02-03,2024-03-02,4,US,14917,0.75,covid
2024-02-03,2024-03-02,4,US,15561,0.8,covid
2024-02-03,2024-03-02,4,US,16253,0.85,covid
2024-02-03,2024-03-02,4,US,17147,0.9,covid
2024-02-03,2024-03-02,4,US,18579,0.95,covid
2024-02-03,2024-03-02,4,US,20154,0.975,covid
2024-02-03,2024-03-02,4,US,21822,0.99,covid
2024-02-10,2024-03-09,4,US,NA,0.01,covid
2024-02-10,2024-03-09,4,US,NA,0.025,covid
2024-02-10,2024-03-09,4,US,NA,0.05,covid
2024-02-10,2024-03-09,4,US,NA,0.1,covid
2024-02-10,2024-03-09,4,US,NA,0.15,covid
2024-02-10,2024-03-09,4,US,NA,0.2,covid
2024-02-10,2024-03-09,4,US,NA,0.25,covid
2024-02-10,2024-03-09,4,US,NA,0.3,covid
2024-02-10,2024-03-09,4,US,NA,0.35,covid
2024-02-10,2024-03-09,4,US,NA,0.4,covid
2024-02-10,2024-03-09,4,US,NA,0.45,covid
2024-02-10,2024-03-09,4,US,NA,0.5,covid
2024-02-10,2024-03-09,4,US,NA,0.55,covid
2024-02-10,2024-03-09,4,US,NA,0.6,covid
2024-02-10,2024-03-09,4,US,NA,0.65,covid
2024-02-10,2024-03-09,4,US,NA,0.7,covid
2024-02-10,2024-03-09,4,US,NA,0.75,covid
2024-02-10,2024-03-09,4,US,NA,0.8,covid
2024-02-10,2024-03-09,4,US,NA,0.85,covid
2024-02-10,2024-03-09,4,US,NA,0.9,covid
2024-02-10,2024-03-09,4,US,NA,0.95,covid
2024-02-10,2024-03-09,4,US,NA,0.975,covid
2024-02-10,2024-03-09,4,US,NA,0.99,covid
2024-03-09,2024-03-16,1,US,9639,0.01,covid
2024-03-09,2024-03-16,1,US,10048,0.025,covid
2024-03-09,2024-03-16,1,US,10448,0.05,covid
2024-03-09,2024-03-16,1,US,10903,0.1,covid
2024-03-09,2024-03-16,1,US,11233,0.15,covid
2024-03-09,2024-03-16,1,US,11490,0.2,covid
2024-03-09,2024-03-16,1,US,11698,0.25,covid
2024-03-09,2024-03-16,1,US,11924,0.3,covid
2024-03-09,2024-03-16,1,US,12108,0.35,covid
2024-03-09,2024-03-16,1,US,12294,0.4,covid
2024-03-09,2024-03-16,1,US,12458,0.45,covid
2024-03-09,2024-03-16,1,US,12622,0.5,covid
2024-03-09,2024-03-16,1,US,12802,0.55,covid
2024-03-09,2024-03-16,1,US,12982,0.6,covid
2024-03-09,2024-03-16,1,US,13194,0.65,covid
2024-03-09,2024-03-16,1,US,13395,0.7,covid
2024-03-09,2024-03-16,1,US,13625,0.75,covid
2024-03-09,2024-03-16,1,US,13875,0.8,covid
2024-03-09,2024-03-16,1,US,14171,0.85,covid
2024-03-09,2024-03-16,1,US,14555,0.9,covid
2024-03-09,2024-03-16,1,US,15209,0.95,covid
2024-03-09,2024-03-16,1,US,15780,0.975,covid
2024-03-09,2024-03-16,1,US,16495,0.99,covid
2024-03-09,2024-03-23,2,US,8047,0.01,covid
2024-03-09,2024-03-23,2,US,8622,0.025,covid
2024-03-09,2024-03-23,2,US,9096,0.05,covid
2024-03-09,2024-03-23,2,US,9671,0.1,covid
2024-03-09,2024-03-23,2,US,10059,0.15,covid
2024-03-09,2024-03-23,2,US,10411,0.2,covid
2024-03-09,2024-03-23,2,US,10681,0.25,covid
2024-03-09,2024-03-23,2,US,10946,0.3,covid
2024-03-09,2024-03-23,2,US,11196,0.35,covid
2024-03-09,2024-03-23,2,US,11414,0.4,covid
2024-03-09,2024-03-23,2,US,11642,0.45,covid
2024-03-09,2024-03-23,2,US,11888,0.5,covid
2024-03-09,2024-03-23,2,US,12133,0.55,covid
2024-03-09,2024-03-23,2,US,12384,0.6,covid
2024-03-09,2024-03-23,2,US,12610,0.65,covid
2024-03-09,2024-03-23,2,US,12910,0.7,covid
2024-03-09,2024-03-23,2,US,13204,0.75,covid
2024-03-09,2024-03-23,2,US,13537,0.8,covid
2024-03-09,2024-03-23,2,US,13987,0.85,covid
2024-03-09,2024-03-23,2,US,14511,0.9,covid
2024-03-09,2024-03-23,2,US,15442,0.95,covid
2024-03-09,2024-03-23,2,US,16239,0.975,covid
2024-03-09,2024-03-23,2,US,17221,0.99,covid
2024-03-09,2024-03-30,3,US,7188,0.01,covid
2024-03-09,2024-03-30,3,US,7740,0.025,covid
2024-03-09,2024-03-30,3,US,8212,0.05,covid
2024-03-09,2024-03-30,3,US,8833,0.1,covid
2024-03-09,2024-03-30,3,US,9277,0.15,covid
2024-03-09,2024-03-30,3,US,9597,0.2,covid
2024-03-09,2024-03-30,3,US,9937,0.25,covid
2024-03-09,2024-03-30,3,US,10245,0.3,covid
2024-03-09,2024-03-30,3,US,10538,0.35,covid
2024-03-09,2024-03-30,3,US,10836,0.4,covid
2024-03-09,2024-03-30,3,US,11130,0.45,covid
2024-03-09,2024-03-30,3,US,11417,0.5,covid
2024-03-09,2024-03-30,3,US,11675,0.55,covid
2024-03-09,2024-03-30,3,US,11959,0.6,covid
2024-03-09,2024-03-30,3,US,12257,0.65,covid
2024-03-09,2024-03-30,3,US,12590,0.7,covid
2024-03-09,2024-03-30,3,US,12958,0.75,covid
2024-03-09,2024-03-30,3,US,13403,0.8,covid
2024-03-09,2024-03-30,3,US,13922,0.85,covid
2024-03-09,2024-03-30,3,US,14595,0.9,covid
2024-03-09,2024-03-30,3,US,15723,0.95,covid
2024-03-09,2024-03-30,3,US,16646,0.975,covid
