"location","date","age_group","target","value","population"
"13",2017-04-29,"5-17","inc hosp",NA,1854704
"13",2017-05-06,"5-17","rate hosp",NA,1854704
"13",2017-05-06,"5-17","inc hosp",NA,1854704
"13",2017-05-13,"5-17","rate hosp",NA,1854704
"13",2017-05-13,"5-17","inc hosp",NA,1854704
"13",2017-05-20,"5-17","rate hosp",NA,1854704
"13",2017-05-20,"5-17","inc hosp",NA,1854704
"13",2017-05-27,"5-17","rate hosp",NA,1854704
"13",2017-05-27,"5-17","inc hosp",NA,1854704
"13",2017-06-03,"5-17","rate hosp",NA,1854704
"13",2017-06-03,"5-17","inc hosp",NA,1854704
"13",2017-06-10,"5-17","rate hosp",NA,1854704
"13",2017-06-10,"5-17","inc hosp",NA,1854704
"13",2017-06-17,"5-17","rate hosp",NA,1854704
"13",2017-06-17,"5-17","inc hosp",NA,1854704
"13",2017-06-24,"5-17","rate hosp",NA,1854704
"13",2017-06-24,"5-17","inc hosp",NA,1854704
"13",2017-07-01,"5-17","rate hosp",NA,1854704
"13",2017-07-01,"5-17","inc hosp",NA,1854704
"13",2017-07-08,"5-17","rate hosp",NA,1854704
"13",2017-07-08,"5-17","inc hosp",NA,1854704
"13",2017-07-15,"5-17","rate hosp",NA,1854704
"13",2017-07-15,"5-17","inc hosp",NA,1854704
"13",2017-07-22,"5-17","rate hosp",NA,1854704
"13",2017-07-22,"5-17","inc hosp",NA,1854704
"13",2017-07-29,"5-17","rate hosp",NA,1854704
"13",2017-07-29,"5-17","inc hosp",NA,1854704
"13",2017-08-05,"5-17","rate hosp",NA,1854704
"13",2017-08-05,"5-17","inc hosp",NA,1854704
"13",2017-08-12,"5-17","rate hosp",NA,1854704
"13",2017-08-12,"5-17","inc hosp",NA,1854704
"13",2017-08-19,"5-17","rate hosp",NA,1854704
"13",2017-08-19,"5-17","inc hosp",NA,1854704
"13",2017-08-26,"5-17","rate hosp",NA,1854704
"13",2017-08-26,"5-17","inc hosp",NA,1854704
"13",2017-09-02,"5-17","rate hosp",NA,1854704
"13",2017-09-02,"5-17","inc hosp",NA,1854704
"13",2017-09-09,"5-17","rate hosp",NA,1854704
"13",2017-09-09,"5-17","inc hosp",NA,1854704
"13",2017-09-16,"5-17","rate hosp",NA,1854704
"13",2017-09-16,"5-17","inc hosp",NA,1854704
"13",2017-09-23,"5-17","rate hosp",NA,1854704
"13",2017-09-23,"5-17","inc hosp",NA,1854704
"13",2017-09-30,"5-17","rate hosp",NA,1854704
"13",2017-09-30,"5-17","inc hosp",NA,1854704
"13",2017-10-07,"5-17","rate hosp",NA,1854704
"13",2017-10-07,"5-17","inc hosp",NA,1854704
"13",2017-10-14,"5-17","rate hosp",NA,1854704
"13",2017-10-14,"5-17","inc hosp",NA,1854704
"13",2017-10-21,"5-17","rate hosp",NA,1854704
"13",2017-10-21,"5-17","inc hosp",NA,1854704
"13",2017-10-28,"5-17","rate hosp",NA,1854704
"13",2017-10-28,"5-17","inc hosp",NA,1854704
"13",2017-11-04,"5-17","rate hosp",NA,1854704
"13",2017-11-04,"5-17","inc hosp",NA,1854704
"13",2017-11-11,"5-17","rate hosp",NA,1854704
"13",2017-11-11,"5-17","inc hosp",NA,1854704
"13",2017-11-18,"5-17","rate hosp",NA,1854704
"13",2017-11-18,"5-17","inc hosp",NA,1854704
"13",2017-11-25,"5-17","rate hosp",NA,1854704
"13",2017-11-25,"5-17","inc hosp",NA,1854704
"13",2017-12-02,"5-17","rate hosp",NA,1854704
"13",2017-12-02,"5-17","inc hosp",NA,1854704
"13",2017-12-09,"5-17","rate hosp",NA,1854704
"13",2017-12-09,"5-17","inc hosp",NA,1854704
"13",2017-12-16,"5-17","rate hosp",NA,1854704
"13",2017-12-16,"5-17","inc hosp",NA,1854704
"13",2017-12-23,"5-17","rate hosp",NA,1854704
"13",2017-12-23,"5-17","inc hosp",NA,1854704
"13",2017-12-30,"5-17","rate hosp",NA,1854704
"13",2017-12-30,"5-17","inc hosp",NA,1854704
"13",2018-01-06,"5-17","rate hosp",NA,1850740
"13",2018-01-06,"5-17","inc hosp",NA,1850740
"13",2018-01-13,"5-17","rate hosp",NA,1850740
"13",2018-01-13,"5-17","inc hosp",NA,1850740
"13",2018-01-20,"5-17","rate hosp",NA,1850740
"13",2018-01-20,"5-17","inc hosp",NA,1850740
"13",2018-01-27,"5-17","rate hosp",NA,1850740
"13",2018-01-27,"5-17","inc hosp",NA,1850740
"13",2018-02-03,"5-17","rate hosp",NA,1850740
"13",2018-02-03,"5-17","inc hosp",NA,1850740
"13",2018-02-10,"5-17","rate hosp",NA,1850740
"13",2018-02-10,"5-17","inc hosp",NA,1850740
"13",2018-02-17,"5-17","rate hosp",NA,1850740
"13",2018-02-17,"5-17","inc hosp",NA,1850740
"13",2018-02-24,"5-17","rate hosp",NA,1850740
"13",2018-02-24,"5-17","inc hosp",NA,1850740
"13",2018-03-03,"5-17","rate hosp",NA,1850740
"13",2018-03-03,"5-17","inc hosp",NA,1850740
"13",2018-03-10,"5-17","rate hosp",NA,1850740
"13",2018-03-10,"5-17","inc hosp",NA,1850740
"13",2018-03-17,"5-17","rate hosp",NA,1850740
"13",2018-03-17,"5-17","inc hosp",NA,1850740
"13",2018-03-24,"5-17","rate hosp",NA,1850740
"13",2018-03-24,"5-17","inc hosp",NA,1850740
"13",2018-03-31,"5-17","rate hosp",NA,1850740
"13",2018-03-31,"5-17","inc hosp",NA,1850740
"13",2018-04-07,"5-17","rate hosp",NA,1850740
"13",2018-04-07,"5-17","inc hosp",NA,1850740
"13",2018-04-14,"5-17","rate hosp",NA,1850740
"13",2018-04-14,"5-17","inc hosp",NA,1850740
"13",2018-04-21,"5-17","rate hosp",NA,1850740
"13",2018-04-21,"5-17","inc hosp",NA,1850740
"13",2018-04-28,"5-17","rate hosp",NA,1850740
"13",2018-04-28,"5-17","inc hosp",NA,1850740
"13",2018-05-05,"5-17","rate hosp",NA,1850740
"13",2018-05-05,"5-17","inc hosp",NA,1850740
"13",2018-05-12,"5-17","rate hosp",NA,1850740
"13",2018-05-12,"5-17","inc hosp",NA,1850740
"13",2018-05-19,"5-17","rate hosp",NA,1850740
"13",2018-05-19,"5-17","inc hosp",NA,1850740
"13",2018-05-26,"5-17","rate hosp",NA,1850740
"13",2018-05-26,"5-17","inc hosp",NA,1850740
"13",2018-06-02,"5-17","rate hosp",NA,1850740
"13",2018-06-02,"5-17","inc hosp",NA,1850740
"13",2018-06-09,"5-17","rate hosp",NA,1850740
"13",2018-06-09,"5-17","inc hosp",NA,1850740
"13",2018-06-16,"5-17","rate hosp",NA,1850740
"13",2018-06-16,"5-17","inc hosp",NA,1850740
"13",2018-06-23,"5-17","rate hosp",NA,1850740
"13",2018-06-23,"5-17","inc hosp",NA,1850740
"13",2018-06-30,"5-17","rate hosp",NA,1850740
"13",2018-06-30,"5-17","inc hosp",NA,1850740
"13",2018-07-07,"5-17","rate hosp",NA,1850740
"13",2018-07-07,"5-17","inc hosp",NA,1850740
"13",2018-07-14,"5-17","rate hosp",NA,1850740
"13",2018-07-14,"5-17","inc hosp",NA,1850740
"13",2018-07-21,"5-17","rate hosp",NA,1850740
"13",2018-07-21,"5-17","inc hosp",NA,1850740
"13",2018-07-28,"5-17","rate hosp",NA,1850740
"13",2018-07-28,"5-17","inc hosp",NA,1850740
"13",2018-08-04,"5-17","rate hosp",NA,1850740
"13",2018-08-04,"5-17","inc hosp",NA,1850740
"13",2018-08-11,"5-17","rate hosp",NA,1850740
"13",2018-08-11,"5-17","inc hosp",NA,1850740
"13",2018-08-18,"5-17","rate hosp",NA,1850740
"13",2018-08-18,"5-17","inc hosp",NA,1850740
"13",2018-08-25,"5-17","rate hosp",NA,1850740
"13",2018-08-25,"5-17","inc hosp",NA,1850740
"13",2018-09-01,"5-17","rate hosp",NA,1850740
"13",2018-09-01,"5-17","inc hosp",NA,1850740
"13",2018-09-08,"5-17","rate hosp",NA,1850740
"13",2018-09-08,"5-17","inc hosp",NA,1850740
"13",2018-09-15,"5-17","rate hosp",NA,1850740
"13",2018-09-15,"5-17","inc hosp",NA,1850740
"13",2018-09-22,"5-17","rate hosp",NA,1850740
"13",2018-09-22,"5-17","inc hosp",NA,1850740
"13",2018-09-29,"5-17","rate hosp",NA,1850740
"13",2018-09-29,"5-17","inc hosp",NA,1850740
"13",2019-05-11,"5-17","rate hosp",NA,1850428
"13",2019-05-11,"5-17","inc hosp",NA,1850428
"13",2019-05-18,"5-17","rate hosp",NA,1850428
"13",2019-05-18,"5-17","inc hosp",NA,1850428
"13",2019-05-25,"5-17","rate hosp",NA,1850428
"13",2019-05-25,"5-17","inc hosp",NA,1850428
"13",2019-06-01,"5-17","rate hosp",NA,1850428
"13",2019-06-01,"5-17","inc hosp",NA,1850428
"13",2019-06-08,"5-17","rate hosp",NA,1850428
"13",2019-06-08,"5-17","inc hosp",NA,1850428
"13",2019-06-15,"5-17","rate hosp",NA,1850428
"13",2019-06-15,"5-17","inc hosp",NA,1850428
"13",2019-06-22,"5-17","rate hosp",NA,1850428
"13",2019-06-22,"5-17","inc hosp",NA,1850428
"13",2019-06-29,"5-17","rate hosp",NA,1850428
"13",2019-06-29,"5-17","inc hosp",NA,1850428
"13",2019-07-06,"5-17","rate hosp",NA,1850428
"13",2019-07-06,"5-17","inc hosp",NA,1850428
"13",2019-07-13,"5-17","rate hosp",NA,1850428
"13",2019-07-13,"5-17","inc hosp",NA,1850428
"13",2019-07-20,"5-17","rate hosp",NA,1850428
"13",2019-07-20,"5-17","inc hosp",NA,1850428
"13",2019-07-27,"5-17","rate hosp",NA,1850428
"13",2019-07-27,"5-17","inc hosp",NA,1850428
"13",2019-08-03,"5-17","rate hosp",NA,1850428
"13",2019-08-03,"5-17","inc hosp",NA,1850428
"13",2019-08-10,"5-17","rate hosp",NA,1850428
"13",2019-08-10,"5-17","inc hosp",NA,1850428
"13",2019-08-17,"5-17","rate hosp",NA,1850428
"13",2019-08-17,"5-17","inc hosp",NA,1850428
"13",2019-08-24,"5-17","rate hosp",NA,1850428
"13",2019-08-24,"5-17","inc hosp",NA,1850428
"13",2019-08-31,"5-17","rate hosp",NA,1850428
"13",2019-08-31,"5-17","inc hosp",NA,1850428
"13",2019-09-07,"5-17","rate hosp",NA,1850428
"13",2019-09-07,"5-17","inc hosp",NA,1850428
"13",2019-09-14,"5-17","rate hosp",NA,1850428
"13",2019-09-14,"5-17","inc hosp",NA,1850428
"13",2019-09-21,"5-17","rate hosp",NA,1850428
"13",2019-09-21,"5-17","inc hosp",NA,1850428
"13",2019-09-28,"5-17","rate hosp",NA,1850428
"13",2019-09-28,"5-17","inc hosp",NA,1850428
"13",2020-05-09,"5-17","rate hosp",NA,1877078
"13",2020-05-09,"5-17","inc hosp",NA,1877078
"13",2020-05-16,"5-17","rate hosp",NA,1877078
"13",2020-05-16,"5-17","inc hosp",NA,1877078
"13",2020-05-23,"5-17","rate hosp",NA,1877078
"13",2020-05-23,"5-17","inc hosp",NA,1877078
"13",2020-05-30,"5-17","rate hosp",NA,1877078
"13",2020-05-30,"5-17","inc hosp",NA,1877078
"13",2020-06-06,"5-17","rate hosp",NA,1877078
"13",2020-06-06,"5-17","inc hosp",NA,1877078
"13",2020-06-13,"5-17","rate hosp",NA,1877078
"13",2020-06-13,"5-17","inc hosp",NA,1877078
"13",2020-06-20,"5-17","rate hosp",NA,1877078
"13",2020-06-20,"5-17","inc hosp",NA,1877078
"13",2020-06-27,"5-17","rate hosp",NA,1877078
"13",2020-06-27,"5-17","inc hosp",NA,1877078
"13",2020-07-04,"5-17","rate hosp",NA,1877078
"13",2020-07-04,"5-17","inc hosp",NA,1877078
"13",2020-07-11,"5-17","rate hosp",NA,1877078
"13",2020-07-11,"5-17","inc hosp",NA,1877078
"13",2020-07-18,"5-17","rate hosp",NA,1877078
"13",2020-07-18,"5-17","inc hosp",NA,1877078
"13",2020-07-25,"5-17","rate hosp",NA,1877078
"13",2020-07-25,"5-17","inc hosp",NA,1877078
"13",2020-08-01,"5-17","rate hosp",NA,1877078
"13",2020-08-01,"5-17","inc hosp",NA,1877078
"13",2020-08-08,"5-17","rate hosp",NA,1877078
"13",2020-08-08,"5-17","inc hosp",NA,1877078
"13",2020-08-15,"5-17","rate hosp",NA,1877078
"13",2020-08-15,"5-17","inc hosp",NA,1877078
"13",2020-08-22,"5-17","rate hosp",NA,1877078
"13",2020-08-22,"5-17","inc hosp",NA,1877078
"13",2020-08-29,"5-17","rate hosp",NA,1877078
"13",2020-08-29,"5-17","inc hosp",NA,1877078
"13",2020-09-05,"5-17","rate hosp",NA,1877078
"13",2020-09-05,"5-17","inc hosp",NA,1877078
"13",2020-09-12,"5-17","rate hosp",NA,1877078
"13",2020-09-12,"5-17","inc hosp",NA,1877078
"13",2020-09-19,"5-17","rate hosp",NA,1877078
"13",2020-09-19,"5-17","inc hosp",NA,1877078
"13",2020-09-26,"5-17","rate hosp",NA,1877078
"13",2020-09-26,"5-17","inc hosp",NA,1877078
"13",2017-05-13,"50-64","rate hosp",NA,1961434
"13",2017-05-13,"50-64","inc hosp",NA,1961434
"13",2017-05-20,"50-64","rate hosp",NA,1961434
"13",2017-05-20,"50-64","inc hosp",NA,1961434
"13",2017-05-27,"50-64","rate hosp",NA,1961434
"13",2017-05-27,"50-64","inc hosp",NA,1961434
"13",2017-06-03,"50-64","rate hosp",NA,1961434
"13",2017-06-03,"50-64","inc hosp",NA,1961434
"13",2017-06-10,"50-64","rate hosp",NA,1961434
"13",2017-06-10,"50-64","inc hosp",NA,1961434
"13",2017-06-17,"50-64","rate hosp",NA,1961434
"13",2017-06-17,"50-64","inc hosp",NA,1961434
"13",2017-06-24,"50-64","rate hosp",NA,1961434
"13",2017-06-24,"50-64","inc hosp",NA,1961434
"13",2017-07-01,"50-64","rate hosp",NA,1961434
"13",2017-07-01,"50-64","inc hosp",NA,1961434
"13",2017-07-08,"50-64","rate hosp",NA,1961434
"13",2017-07-08,"50-64","inc hosp",NA,1961434
"13",2017-07-15,"50-64","rate hosp",NA,1961434
"13",2017-07-15,"50-64","inc hosp",NA,1961434
"13",2017-07-22,"50-64","rate hosp",NA,1961434
"13",2017-07-22,"50-64","inc hosp",NA,1961434
"13",2017-07-29,"50-64","rate hosp",NA,1961434
"13",2017-07-29,"50-64","inc hosp",NA,1961434
"13",2017-08-05,"50-64","rate hosp",NA,1961434
"13",2017-08-05,"50-64","inc hosp",NA,1961434
"13",2017-08-12,"50-64","rate hosp",NA,1961434
"13",2017-08-12,"50-64","inc hosp",NA,1961434
"13",2017-08-19,"50-64","rate hosp",NA,1961434
"13",2017-08-19,"50-64","inc hosp",NA,1961434
"13",2017-08-26,"50-64","rate hosp",NA,1961434
"13",2017-08-26,"50-64","inc hosp",NA,1961434
"13",2017-09-02,"50-64","rate hosp",NA,1961434
"13",2017-09-02,"50-64","inc hosp",NA,1961434
"13",2017-09-09,"50-64","rate hosp",NA,1961434
"13",2017-09-09,"50-64","inc hosp",NA,1961434
"13",2017-09-16,"50-64","rate hosp",NA,1961434
"13",2017-09-16,"50-64","inc hosp",NA,1961434
"13",2017-09-23,"50-64","rate hosp",NA,1961434
"13",2017-09-23,"50-64","inc hosp",NA,1961434
"13",2017-09-30,"50-64","rate hosp",NA,1961434
"13",2017-09-30,"50-64","inc hosp",NA,1961434
"13",2018-05-12,"50-64","rate hosp",NA,1977778
"13",2018-05-12,"50-64","inc hosp",NA,1977778
"13",2018-05-19,"50-64","rate hosp",NA,1977778
"13",2018-05-19,"50-64","inc hosp",NA,1977778
"13",2018-05-26,"50-64","rate hosp",NA,1977778
"13",2018-05-26,"50-64","inc hosp",NA,1977778
"13",2018-06-02,"50-64","rate hosp",NA,1977778
"13",2018-06-02,"50-64","inc hosp",NA,1977778
"13",2018-06-09,"50-64","rate hosp",NA,1977778
"13",2018-06-09,"50-64","inc hosp",NA,1977778
"13",2018-06-16,"50-64","rate hosp",NA,1977778
"13",2018-06-16,"50-64","inc hosp",NA,1977778
"13",2018-06-23,"50-64","rate hosp",NA,1977778
"13",2018-06-23,"50-64","inc hosp",NA,1977778
"13",2018-06-30,"50-64","rate hosp",NA,1977778
"13",2018-06-30,"50-64","inc hosp",NA,1977778
"13",2018-07-07,"50-64","rate hosp",NA,1977778
"13",2018-07-07,"50-64","inc hosp",NA,1977778
"13",2018-07-14,"50-64","rate hosp",NA,1977778
"13",2018-07-14,"50-64","inc hosp",NA,1977778
"13",2018-07-21,"50-64","rate hosp",NA,1977778
"13",2018-07-21,"50-64","inc hosp",NA,1977778
"13",2018-07-28,"50-64","rate hosp",NA,1977778
"13",2018-07-28,"50-64","inc hosp",NA,1977778
"13",2018-08-04,"50-64","rate hosp",NA,1977778
"13",2018-08-04,"50-64","inc hosp",NA,1977778
"13",2018-08-11,"50-64","rate hosp",NA,1977778
"13",2018-08-11,"50-64","inc hosp",NA,1977778
"13",2018-08-18,"50-64","rate hosp",NA,1977778
"13",2018-08-18,"50-64","inc hosp",NA,1977778
"13",2018-08-25,"50-64","rate hosp",NA,1977778
"13",2018-08-25,"50-64","inc hosp",NA,1977778
"13",2018-09-01,"50-64","rate hosp",NA,1977778
"13",2018-09-01,"50-64","inc hosp",NA,1977778
"13",2018-09-08,"50-64","rate hosp",NA,1977778
"13",2018-09-08,"50-64","inc hosp",NA,1977778
"13",2018-09-15,"50-64","rate hosp",NA,1977778
"13",2018-09-15,"50-64","inc hosp",NA,1977778
"13",2018-09-22,"50-64","rate hosp",NA,1977778
"13",2018-09-22,"50-64","inc hosp",NA,1977778
"13",2018-09-29,"50-64","rate hosp",NA,1977778
"13",2018-09-29,"50-64","inc hosp",NA,1977778
"13",2019-05-11,"50-64","rate hosp",NA,1994198
"13",2019-05-11,"50-64","inc hosp",NA,1994198
"13",2019-05-18,"50-64","rate hosp",NA,1994198
"13",2019-05-18,"50-64","inc hosp",NA,1994198
"13",2019-05-25,"50-64","rate hosp",NA,1994198
"13",2019-05-25,"50-64","inc hosp",NA,1994198
"13",2019-06-01,"50-64","rate hosp",NA,1994198
"13",2019-06-01,"50-64","inc hosp",NA,1994198
"13",2019-06-08,"50-64","rate hosp",NA,1994198
"13",2019-06-08,"50-64","inc hosp",NA,1994198
"13",2019-06-15,"50-64","rate hosp",NA,1994198
"13",2019-06-15,"50-64","inc hosp",NA,1994198
"13",2019-06-22,"50-64","rate hosp",NA,1994198
"13",2019-06-22,"50-64","inc hosp",NA,1994198
"13",2019-06-29,"50-64","rate hosp",NA,1994198
"13",2019-06-29,"50-64","inc hosp",NA,1994198
"13",2019-07-06,"50-64","rate hosp",NA,1994198
"13",2019-07-06,"50-64","inc hosp",NA,1994198
"13",2019-07-13,"50-64","rate hosp",NA,1994198
"13",2019-07-13,"50-64","inc hosp",NA,1994198
"13",2019-07-20,"50-64","rate hosp",NA,1994198
"13",2019-07-20,"50-64","inc hosp",NA,1994198
"13",2019-07-27,"50-64","rate hosp",NA,1994198
"13",2019-07-27,"50-64","inc hosp",NA,1994198
"13",2019-08-03,"50-64","rate hosp",NA,1994198
"13",2019-08-03,"50-64","inc hosp",NA,1994198
"13",2019-08-10,"50-64","rate hosp",NA,1994198
"13",2019-08-10,"50-64","inc hosp",NA,1994198
"13",2019-08-17,"50-64","rate hosp",NA,1994198
"13",2019-08-17,"50-64","inc hosp",NA,1994198
"13",2019-08-24,"50-64","rate hosp",NA,1994198
"13",2019-08-24,"50-64","inc hosp",NA,1994198
"13",2019-08-31,"50-64","rate hosp",NA,1994198
"13",2019-08-31,"50-64","inc hosp",NA,1994198
"13",2019-09-07,"50-64","rate hosp",NA,1994198
"13",2019-09-07,"50-64","inc hosp",NA,1994198
"13",2019-09-14,"50-64","rate hosp",NA,1994198
"13",2019-09-14,"50-64","inc hosp",NA,1994198
"13",2019-09-21,"50-64","rate hosp",NA,1994198
"13",2019-09-21,"50-64","inc hosp",NA,1994198
"13",2019-09-28,"50-64","rate hosp",NA,1994198
"13",2019-09-28,"50-64","inc hosp",NA,1994198
"13",2020-05-09,"50-64","rate hosp",NA,2026799
"13",2020-05-09,"50-64","inc hosp",NA,2026799
"13",2020-05-16,"50-64","rate hosp",NA,2026799
"13",2020-05-16,"50-64","inc hosp",NA,2026799
"13",2020-05-23,"50-64","rate hosp",NA,2026799
"13",2020-05-23,"50-64","inc hosp",NA,2026799
"13",2020-05-30,"50-64","rate hosp",NA,2026799
"13",2020-05-30,"50-64","inc hosp",NA,2026799
"13",2020-06-06,"50-64","rate hosp",NA,2026799
"13",2020-06-06,"50-64","inc hosp",NA,2026799
"13",2020-06-13,"50-64","rate hosp",NA,2026799
"13",2020-06-13,"50-64","inc hosp",NA,2026799
"13",2020-06-20,"50-64","rate hosp",NA,2026799
"13",2020-06-20,"50-64","inc hosp",NA,2026799
"13",2020-06-27,"50-64","rate hosp",NA,2026799
"13",2020-06-27,"50-64","inc hosp",NA,2026799
"13",2020-07-04,"50-64","rate hosp",NA,2026799
"13",2020-07-04,"50-64","inc hosp",NA,2026799
"13",2020-07-11,"50-64","rate hosp",NA,2026799
"13",2020-07-11,"50-64","inc hosp",NA,2026799
"13",2020-07-18,"50-64","rate hosp",NA,2026799
"13",2020-07-18,"50-64","inc hosp",NA,2026799
"13",2020-07-25,"50-64","rate hosp",NA,2026799
"13",2020-07-25,"50-64","inc hosp",NA,2026799
"13",2020-08-01,"50-64","rate hosp",NA,2026799
"13",2020-08-01,"50-64","inc hosp",NA,2026799
"13",2020-08-08,"50-64","rate hosp",NA,2026799
"13",2020-08-08,"50-64","inc hosp",NA,2026799
"13",2020-08-15,"50-64","rate hosp",NA,2026799
"13",2020-08-15,"50-64","inc hosp",NA,2026799
"13",2020-08-22,"50-64","rate hosp",NA,2026799
"13",2020-08-22,"50-64","inc hosp",NA,2026799
"13",2020-08-29,"50-64","rate hosp",NA,2026799
"13",2020-08-29,"50-64","inc hosp",NA,2026799
"13",2020-09-05,"50-64","rate hosp",NA,2026799
"13",2020-09-05,"50-64","inc hosp",NA,2026799
"13",2020-09-12,"50-64","rate hosp",NA,2026799
"13",2020-09-12,"50-64","inc hosp",NA,2026799
"13",2020-09-19,"50-64","rate hosp",NA,2026799
"13",2020-09-19,"50-64","inc hosp",NA,2026799
"13",2020-09-26,"50-64","rate hosp",NA,2026799
"13",2020-09-26,"50-64","inc hosp",NA,2026799
"13",2017-05-13,"65-130","rate hosp",NA,1406544
"13",2017-05-13,"65-130","inc hosp",NA,1406544
"13",2017-05-20,"65-130","rate hosp",NA,1406544
"13",2017-05-20,"65-130","inc hosp",NA,1406544
"13",2017-05-27,"65-130","rate hosp",NA,1406544
"13",2017-05-27,"65-130","inc hosp",NA,1406544
"13",2017-06-03,"65-130","rate hosp",NA,1406544
"13",2017-06-03,"65-130","inc hosp",NA,1406544
"13",2017-06-10,"65-130","rate hosp",NA,1406544
"13",2017-06-10,"65-130","inc hosp",NA,1406544
"13",2017-06-17,"65-130","rate hosp",NA,1406544
"13",2017-06-17,"65-130","inc hosp",NA,1406544
"13",2017-06-24,"65-130","rate hosp",NA,1406544
"13",2017-06-24,"65-130","inc hosp",NA,1406544
"13",2017-07-01,"65-130","rate hosp",NA,1406544
"13",2017-07-01,"65-130","inc hosp",NA,1406544
"13",2017-07-08,"65-130","rate hosp",NA,1406544
"13",2017-07-08,"65-130","inc hosp",NA,1406544
"13",2017-07-15,"65-130","rate hosp",NA,1406544
"13",2017-07-15,"65-130","inc hosp",NA,1406544
"13",2017-07-22,"65-130","rate hosp",NA,1406544
"13",2017-07-22,"65-130","inc hosp",NA,1406544
"13",2017-07-29,"65-130","rate hosp",NA,1406544
"13",2017-07-29,"65-130","inc hosp",NA,1406544
"13",2017-08-05,"65-130","rate hosp",NA,1406544
"13",2017-08-05,"65-130","inc hosp",NA,1406544
"13",2017-08-12,"65-130","rate hosp",NA,1406544
"13",2017-08-12,"65-130","inc hosp",NA,1406544
"13",2017-08-19,"65-130","rate hosp",NA,1406544
"13",2017-08-19,"65-130","inc hosp",NA,1406544
"13",2017-08-26,"65-130","rate hosp",NA,1406544
"13",2017-08-26,"65-130","inc hosp",NA,1406544
"13",2017-09-02,"65-130","rate hosp",NA,1406544
"13",2017-09-02,"65-130","inc hosp",NA,1406544
"13",2017-09-09,"65-130","rate hosp",NA,1406544
"13",2017-09-09,"65-130","inc hosp",NA,1406544
"13",2017-09-16,"65-130","rate hosp",NA,1406544
"13",2017-09-16,"65-130","inc hosp",NA,1406544
"13",2017-09-23,"65-130","rate hosp",NA,1406544
"13",2017-09-23,"65-130","inc hosp",NA,1406544
"13",2017-09-30,"65-130","rate hosp",NA,1406544
"13",2017-09-30,"65-130","inc hosp",NA,1406544
"13",2018-05-12,"65-130","rate hosp",NA,1461091
"13",2018-05-12,"65-130","inc hosp",NA,1461091
"13",2018-05-19,"65-130","rate hosp",NA,1461091
"13",2018-05-19,"65-130","inc hosp",NA,1461091
"13",2018-05-26,"65-130","rate hosp",NA,1461091
"13",2018-05-26,"65-130","inc hosp",NA,1461091
"13",2018-06-02,"65-130","rate hosp",NA,1461091
"13",2018-06-02,"65-130","inc hosp",NA,1461091
"13",2018-06-09,"65-130","rate hosp",NA,1461091
"13",2018-06-09,"65-130","inc hosp",NA,1461091
"13",2018-06-16,"65-130","rate hosp",NA,1461091
"13",2018-06-16,"65-130","inc hosp",NA,1461091
"13",2018-06-23,"65-130","rate hosp",NA,1461091
"13",2018-06-23,"65-130","inc hosp",NA,1461091
"13",2018-06-30,"65-130","rate hosp",NA,1461091
"13",2018-06-30,"65-130","inc hosp",NA,1461091
"13",2018-07-07,"65-130","rate hosp",NA,1461091
"13",2018-07-07,"65-130","inc hosp",NA,1461091
"13",2018-07-14,"65-130","rate hosp",NA,1461091
"13",2018-07-14,"65-130","inc hosp",NA,1461091
"13",2018-07-21,"65-130","rate hosp",NA,1461091
"13",2018-07-21,"65-130","inc hosp",NA,1461091
"13",2018-07-28,"65-130","rate hosp",NA,1461091
"13",2018-07-28,"65-130","inc hosp",NA,1461091
"13",2018-08-04,"65-130","rate hosp",NA,1461091
"13",2018-08-04,"65-130","inc hosp",NA,1461091
"13",2018-08-11,"65-130","rate hosp",NA,1461091
"13",2018-08-11,"65-130","inc hosp",NA,1461091
"13",2018-08-18,"65-130","rate hosp",NA,1461091
"13",2018-08-18,"65-130","inc hosp",NA,1461091
"13",2018-08-25,"65-130","rate hosp",NA,1461091
"13",2018-08-25,"65-130","inc hosp",NA,1461091
"13",2018-09-01,"65-130","rate hosp",NA,1461091
"13",2018-09-01,"65-130","inc hosp",NA,1461091
"13",2018-09-08,"65-130","rate hosp",NA,1461091
"13",2018-09-08,"65-130","inc hosp",NA,1461091
"13",2018-09-15,"65-130","rate hosp",NA,1461091
"13",2018-09-15,"65-130","inc hosp",NA,1461091
"13",2018-09-22,"65-130","rate hosp",NA,1461091
"13",2018-09-22,"65-130","inc hosp",NA,1461091
"13",2018-09-29,"65-130","rate hosp",NA,1461091
"13",2018-09-29,"65-130","inc hosp",NA,1461091
"13",2019-05-11,"65-130","rate hosp",NA,1519195
"13",2019-05-11,"65-130","inc hosp",NA,1519195
"13",2019-05-18,"65-130","rate hosp",NA,1519195
"13",2019-05-18,"65-130","inc hosp",NA,1519195
"13",2019-05-25,"65-130","rate hosp",NA,1519195
"13",2019-05-25,"65-130","inc hosp",NA,1519195
"13",2019-06-01,"65-130","rate hosp",NA,1519195
"13",2019-06-01,"65-130","inc hosp",NA,1519195
"13",2019-06-08,"65-130","rate hosp",NA,1519195
"13",2019-06-08,"65-130","inc hosp",NA,1519195
"13",2019-06-15,"65-130","rate hosp",NA,1519195
"13",2019-06-15,"65-130","inc hosp",NA,1519195
"13",2019-06-22,"65-130","rate hosp",NA,1519195
"13",2019-06-22,"65-130","inc hosp",NA,1519195
