location,date,epiweek,epiyear,population,pop_served,count,weekly_rate
Oregon,2021-09-04,35,2021,4238665,1822625.95,2,0.1
Tennessee,2021-09-04,35,2021,7030607,1827957.82,22,1.2
Utah,2021-09-04,35,2021,3376238,1215445.68,7,0.6
California,2021-09-11,36,2021,38886551,3499789.59,7,0.2
Colorado,2021-09-11,36,2021,5803748,2843836.52,20,0.7
Connecticut,2021-09-11,36,2021,3621089,869061.36,11,1.3
Georgia,2021-09-11,36,2021,10855454,4233627.0600000005,55,1.3
Maryland,2021-09-11,36,2021,6133130,2821239.8000000003,20,0.7
Michigan,2021-09-11,36,2021,10032075,1304169.75,13,1
Minnesota,2021-09-11,36,2021,5716548,3144101.4000000004,60,1.9
New Mexico,2021-09-11,36,2021,2100079,672025.28,3,0.4
New York,2021-09-11,36,2021,19657190,1769147.0999999999,28,1.6
Oregon,2021-09-11,36,2021,4238665,1822625.95,0,0
Tennessee,2021-09-11,36,2021,7030607,1827957.82,16,0.9
Utah,2021-09-11,36,2021,3376238,1215445.68,16,1.3
California,2021-09-18,37,2021,38886551,3499789.59,3,0.1
Colorado,2021-09-18,37,2021,5803748,2843836.52,26,0.9
Connecticut,2021-09-18,37,2021,3621089,869061.36,12,1.4
Georgia,2021-09-18,37,2021,10855454,4233627.0600000005,42,1
Maryland,2021-09-18,37,2021,6133130,2821239.8000000003,23,0.8
Michigan,2021-09-18,37,2021,10032075,1304169.75,12,0.9
Minnesota,2021-09-18,37,2021,5716548,3144101.4000000004,47,1.5
New Mexico,2021-09-18,37,2021,2100079,672025.28,6,0.9
New York,2021-09-18,37,2021,19657190,1769147.0999999999,25,1.4
Oregon,2021-09-18,37,2021,4238665,1822625.95,5,0.3
Tennessee,2021-09-18,37,2021,7030607,1827957.82,16,0.9
Utah,2021-09-18,37,2021,3376238,1215445.68,7,0.6
California,2021-09-25,38,2021,38886551,3499789.59,3,0.1
Colorado,2021-09-25,38,2021,5803748,2843836.52,17,0.6
Connecticut,2021-09-25,38,2021,3621089,869061.36,17,2
Georgia,2021-09-25,38,2021,10855454,4233627.0600000005,34,0.8
Maryland,2021-09-25,38,2021,6133130,2821239.8000000003,28,1
Michigan,2021-09-25,38,2021,10032075,1304169.75,16,1.2
Minnesota,2021-09-25,38,2021,5716548,3144101.4000000004,44,1.4
New Mexico,2021-09-25,38,2021,2100079,672025.28,2,0.3
New York,2021-09-25,38,2021,19657190,1769147.0999999999,35,2
Oregon,2021-09-25,38,2021,4238665,1822625.95,2,0.1
Tennessee,2021-09-25,38,2021,7030607,1827957.82,9,0.5
Utah,2021-09-25,38,2021,3376238,1215445.68,11,0.9
California,2021-10-02,39,2021,38886551,3499789.59,7,0.2
Colorado,2021-10-02,39,2021,5803748,2843836.52,20,0.7
Connecticut,2021-10-02,39,2021,3621089,869061.36,7,0.8
Georgia,2021-10-02,39,2021,10855454,4233627.0600000005,59,1.4
Maryland,2021-10-02,39,2021,6133130,2821239.8000000003,31,1.1
Michigan,2021-10-02,39,2021,10032075,1304169.75,22,1.7
Minnesota,2021-10-02,39,2021,5716548,3144101.4000000004,38,1.2
New Mexico,2021-10-02,39,2021,2100079,672025.28,5,0.7
New York,2021-10-02,39,2021,19657190,1769147.0999999999,28,1.6
Oregon,2021-10-02,39,2021,4238665,1822625.95,0,0
Tennessee,2021-10-02,39,2021,7030607,1827957.82,22,1.2
Utah,2021-10-02,39,2021,3376238,1215445.68,16,1.3
California,2021-10-09,40,2021,38886551,3499789.59,3,0.1
Colorado,2021-10-09,40,2021,5803748,2843836.52,28,1
Connecticut,2021-10-09,40,2021,3621089,869061.36,16,1.8
Georgia,2021-10-09,40,2021,10855454,4233627.0600000005,34,0.8
Maryland,2021-10-09,40,2021,6133130,2821239.8000000003,23,0.8
Michigan,2021-10-09,40,2021,10032075,1304169.75,23,1.8
Minnesota,2021-10-09,40,2021,5716548,3144101.4000000004,44,1.4
New Mexico,2021-10-09,40,2021,2100079,672025.28,6,0.9
New York,2021-10-09,40,2021,19657190,1769147.0999999999,32,1.8
Oregon,2021-10-09,40,2021,4238665,1822625.95,9,0.5
Tennessee,2021-10-09,40,2021,7030607,1827957.82,9,0.5
Utah,2021-10-09,40,2021,3376238,1215445.68,13,1.1
California,2021-10-16,41,2021,38886551,3499789.59,7,0.2
Colorado,2021-10-16,41,2021,5803748,2843836.52,23,0.8
Connecticut,2021-10-16,41,2021,3621089,869061.36,10,1.1
Georgia,2021-10-16,41,2021,10855454,4233627.0600000005,34,0.8
Maryland,2021-10-16,41,2021,6133130,2821239.8000000003,37,1.3
Michigan,2021-10-16,41,2021,10032075,1304169.75,26,2
Minnesota,2021-10-16,41,2021,5716548,3144101.4000000004,31,1
New Mexico,2021-10-16,41,2021,2100079,672025.28,4,0.6
New York,2021-10-16,41,2021,19657190,1769147.0999999999,41,2.3
Oregon,2021-10-16,41,2021,4238665,1822625.95,7,0.4
Tennessee,2021-10-16,41,2021,7030607,1827957.82,16,0.9
Utah,2021-10-16,41,2021,3376238,1215445.68,27,2.2
California,2021-10-23,42,2021,38886551,3499789.59,14,0.4
Colorado,2021-10-23,42,2021,5803748,2843836.52,31,1.1
Connecticut,2021-10-23,42,2021,3621089,869061.36,10,1.1
Georgia,2021-10-23,42,2021,10855454,4233627.0600000005,21,0.5
Maryland,2021-10-23,42,2021,6133130,2821239.8000000003,25,0.9
Michigan,2021-10-23,42,2021,10032075,1304169.75,23,1.8
Minnesota,2021-10-23,42,2021,5716548,3144101.4000000004,35,1.1
New Mexico,2021-10-23,42,2021,2100079,672025.28,8,1.2
New York,2021-10-23,42,2021,19657190,1769147.0999999999,48,2.7
Oregon,2021-10-23,42,2021,4238665,1822625.95,11,0.6
Tennessee,2021-10-23,42,2021,7030607,1827957.82,9,0.5
Utah,2021-10-23,42,2021,3376238,1215445.68,40,3.3
California,2021-10-30,43,2021,38886551,3499789.59,14,0.4
Colorado,2021-10-30,43,2021,5803748,2843836.52,34,1.2
Connecticut,2021-10-30,43,2021,3621089,869061.36,12,1.4
Georgia,2021-10-30,43,2021,10855454,4233627.0600000005,21,0.5
Maryland,2021-10-30,43,2021,6133130,2821239.8000000003,25,0.9
Michigan,2021-10-30,43,2021,10032075,1304169.75,27,2.1
Minnesota,2021-10-30,43,2021,5716548,3144101.4000000004,35,1.1
New Mexico,2021-10-30,43,2021,2100079,672025.28,9,1.3
New York,2021-10-30,43,2021,19657190,1769147.0999999999,51,2.9
Oregon,2021-10-30,43,2021,4238665,1822625.95,5,0.3
Tennessee,2021-10-30,43,2021,7030607,1827957.82,9,0.5
Utah,2021-10-30,43,2021,3376238,1215445.68,27,2.2
California,2021-11-06,44,2021,38886551,3499789.59,7,0.2
Colorado,2021-11-06,44,2021,5803748,2843836.52,37,1.3
Connecticut,2021-11-06,44,2021,3621089,869061.36,10,1.2
Georgia,2021-11-06,44,2021,10855454,4233627.0600000005,21,0.5
Maryland,2021-11-06,44,2021,6133130,2821239.8000000003,23,0.8
Michigan,2021-11-06,44,2021,10032075,1304169.75,31,2.4
Minnesota,2021-11-06,44,2021,5716548,3144101.4000000004,35,1.1
New Mexico,2021-11-06,44,2021,2100079,672025.28,16,2.4
New York,2021-11-06,44,2021,19657190,1769147.0999999999,44,2.5
Oregon,2021-11-06,44,2021,4238665,1822625.95,13,0.7
Tennessee,2021-11-06,44,2021,7030607,1827957.82,7,0.4
Utah,2021-11-06,44,2021,3376238,1215445.68,53,4.4
California,2021-11-13,45,2021,38886551,3499789.59,21,0.6
Colorado,2021-11-13,45,2021,5803748,2843836.52,48,1.7
Connecticut,2021-11-13,45,2021,3621089,869061.36,11,1.3
Georgia,2021-11-13,45,2021,10855454,4233627.0600000005,21,0.5
Maryland,2021-11-13,45,2021,6133130,2821239.8000000003,20,0.7
Michigan,2021-11-13,45,2021,10032075,1304169.75,37,2.8
Minnesota,2021-11-13,45,2021,5716548,3144101.4000000004,44,1.4
New Mexico,2021-11-13,45,2021,2100079,672025.28,17,2.5
New York,2021-11-13,45,2021,19657190,1769147.0999999999,32,1.8
Oregon,2021-11-13,45,2021,4238665,1822625.95,16,0.9
Tennessee,2021-11-13,45,2021,7030607,1827957.82,9,0.5
Utah,2021-11-13,45,2021,3376238,1215445.68,41,3.4
California,2021-11-20,46,2021,38886551,3499789.59,17,0.5
Colorado,2021-11-20,46,2021,5803748,2843836.52,68,2.4
Connecticut,2021-11-20,46,2021,3621089,869061.36,14,1.6
Georgia,2021-11-20,46,2021,10855454,4233627.0600000005,34,0.8
Maryland,2021-11-20,46,2021,6133130,2821239.8000000003,20,0.7
Michigan,2021-11-20,46,2021,10032075,1304169.75,18,1.4
Minnesota,2021-11-20,46,2021,5716548,3144101.4000000004,35,1.1
New Mexico,2021-11-20,46,2021,2100079,672025.28,27,4
New York,2021-11-20,46,2021,19657190,1769147.0999999999,21,1.2
Oregon,2021-11-20,46,2021,4238665,1822625.95,16,0.9
Tennessee,2021-11-20,46,2021,7030607,1827957.82,13,0.7
Utah,2021-11-20,46,2021,3376238,1215445.68,36,3
California,2021-11-27,47,2021,38886551,3499789.59,24,0.7
Colorado,2021-11-27,47,2021,5803748,2843836.52,48,1.7
Connecticut,2021-11-27,47,2021,3621089,869061.36,11,1.3
Georgia,2021-11-27,47,2021,10855454,4233627.0600000005,17,0.4
Maryland,2021-11-27,47,2021,6133130,2821239.8000000003,17,0.6
Michigan,2021-11-27,47,2021,10032075,1304169.75,21,1.6
Minnesota,2021-11-27,47,2021,5716548,3144101.4000000004,31,1
New Mexico,2021-11-27,47,2021,2100079,672025.28,24,3.6
New York,2021-11-27,47,2021,19657190,1769147.0999999999,18,1
Oregon,2021-11-27,47,2021,4238665,1822625.95,15,0.8
Tennessee,2021-11-27,47,2021,7030607,1827957.82,13,0.7
Utah,2021-11-27,47,2021,3376238,1215445.68,51,4.2
California,2021-12-04,48,2021,38886551,3499789.59,42,1.2
Colorado,2021-12-04,48,2021,5803748,2843836.52,82,2.9
Connecticut,2021-12-04,48,2021,3621089,869061.36,6,0.7
Georgia,2021-12-04,48,2021,10855454,4233627.0600000005,21,0.5
Maryland,2021-12-04,48,2021,6133130,2821239.8000000003,20,0.7
Michigan,2021-12-04,48,2021,10032075,1304169.75,18,1.4
Minnesota,2021-12-04,48,2021,5716548,3144101.4000000004,35,1.1
New Mexico,2021-12-04,48,2021,2100079,672025.28,22,3.3
New York,2021-12-04,48,2021,19657190,1769147.0999999999,27,1.5
Oregon,2021-12-04,48,2021,4238665,1822625.95,7,0.4
Tennessee,2021-12-04,48,2021,7030607,1827957.82,11,0.6
Utah,2021-12-04,48,2021,3376238,1215445.68,61,5
California,2021-12-11,49,2021,38886551,3499789.59,38,1.1
Colorado,2021-12-11,49,2021,5803748,2843836.52,102,3.6
Connecticut,2021-12-11,49,2021,3621089,869061.36,8,0.9
Georgia,2021-12-11,49,2021,10855454,4233627.0600000005,21,0.5
Maryland,2021-12-11,49,2021,6133130,2821239.8000000003,23,0.8
Michigan,2021-12-11,49,2021,10032075,1304169.75,18,1.4
Minnesota,2021-12-11,49,2021,5716548,3144101.4000000004,31,1
New Mexico,2021-12-11,49,2021,2100079,672025.28,22,3.3
New York,2021-12-11,49,2021,19657190,1769147.0999999999,18,1
Oregon,2021-12-11,49,2021,4238665,1822625.95,16,0.9
Tennessee,2021-12-11,49,2021,7030607,1827957.82,11,0.6
Utah,2021-12-11,49,2021,3376238,1215445.68,57,4.7
California,2021-12-18,50,2021,38886551,3499789.59,52,1.5
Colorado,2021-12-18,50,2021,5803748,2843836.52,82,2.9
Connecticut,2021-12-18,50,2021,3621089,869061.36,9,1
Georgia,2021-12-18,50,2021,10855454,4233627.0600000005,13,0.3
Maryland,2021-12-18,50,2021,6133130,2821239.8000000003,17,0.6
Michigan,2021-12-18,50,2021,10032075,1304169.75,7,0.5
Minnesota,2021-12-18,50,2021,5716548,3144101.4000000004,25,0.8
New Mexico,2021-12-18,50,2021,2100079,672025.28,26,3.9
New York,2021-12-18,50,2021,19657190,1769147.0999999999,19,1.1
Oregon,2021-12-18,50,2021,4238665,1822625.95,29,1.6
Tennessee,2021-12-18,50,2021,7030607,1827957.82,9,0.5
Utah,2021-12-18,50,2021,3376238,1215445.68,55,4.5
California,2021-12-25,51,2021,38886551,3499789.59,49,1.4
Colorado,2021-12-25,51,2021,5803748,2843836.52,68,2.4
Connecticut,2021-12-25,51,2021,3621089,869061.36,10,1.1
Georgia,2021-12-25,51,2021,10855454,4233627.0600000005,17,0.4
Maryland,2021-12-25,51,2021,6133130,2821239.8000000003,17,0.6
Michigan,2021-12-25,51,2021,10032075,1304169.75,13,1
Minnesota,2021-12-25,51,2021,5716548,3144101.4000000004,16,0.5
New Mexico,2021-12-25,51,2021,2100079,672025.28,19,2.8
New York,2021-12-25,51,2021,19657190,1769147.0999999999,12,0.7
Oregon,2021-12-25,51,2021,4238665,1822625.95,27,1.5
Tennessee,2021-12-25,51,2021,7030607,1827957.82,13,0.7
Utah,2021-12-25,51,2021,3376238,1215445.68,33,2.7
California,2022-01-01,52,2021,38886551,3499789.59,56,1.6
Colorado,2022-01-01,52,2021,5803748,2843836.52,82,2.9
Connecticut,2022-01-01,52,2021,3621089,869061.36,5,0.6
Georgia,2022-01-01,52,2021,10855454,4233627.0600000005,17,0.4
Maryland,2022-01-01,52,2021,6133130,2821239.8000000003,11,0.4
Michigan,2022-01-01,52,2021,10032075,1304169.75,7,0.5
Minnesota,2022-01-01,52,2021,5716548,3144101.4000000004,25,0.8
New Mexico,2022-01-01,52,2021,2100079,672025.28,28,4.2
New York,2022-01-01,52,2021,19657190,1769147.0999999999,19,1.1
Oregon,2022-01-01,52,2021,4238665,1822625.95,29,1.6
Tennessee,2022-01-01,52,2021,7030607,1827957.82,9,0.5
Utah,2022-01-01,52,2021,3376238,1215445.68,36,3
California,2022-01-08,1,2022,38886551,3499789.59,56,1.6
Colorado,2022-01-08,1,2022,5803748,2843836.52,63,2.2
Connecticut,2022-01-08,1,2022,3621089,869061.36,10,1.1
Georgia,2022-01-08,1,2022,10855454,4233627.0600000005,8,0.2
Maryland,2022-01-08,1,2022,6133130,2821239.8000000003,8,0.3
Michigan,2022-01-08,1,2022,10032075,1304169.75,9,0.7
Minnesota,2022-01-08,1,2022,5716548,3144101.4000000004,22,0.7
New Mexico,2022-01-08,1,2022,2100079,672025.28,17,2.5
New York,2022-01-08,1,2022,19657190,1769147.0999999999,7,0.4
Oregon,2022-01-08,1,2022,4238665,1822625.95,15,0.8
Tennessee,2022-01-08,1,2022,7030607,1827957.82,2,0.1
Utah,2022-01-08,1,2022,3376238,1215445.68,28,2.3
California,2022-01-15,2,2022,38886551,3499789.59,38,1.1
Colorado,2022-01-15,2,2022,5803748,2843836.52,23,0.8
Connecticut,2022-01-15,2,2022,3621089,869061.36,5,0.6
Georgia,2022-01-15,2,2022,10855454,4233627.0600000005,4,0.1
Maryland,2022-01-15,2,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-01-15,2,2022,10032075,1304169.75,4,0.3
Minnesota,2022-01-15,2,2022,5716548,3144101.4000000004,9,0.3
New Mexico,2022-01-15,2,2022,2100079,672025.28,12,1.8
New York,2022-01-15,2,2022,19657190,1769147.0999999999,11,0.6
Oregon,2022-01-15,2,2022,4238665,1822625.95,5,0.3
Tennessee,2022-01-15,2,2022,7030607,1827957.82,4,0.2
Utah,2022-01-15,2,2022,3376238,1215445.68,16,1.3
California,2022-01-22,3,2022,38886551,3499789.59,24,0.7
Colorado,2022-01-22,3,2022,5803748,2843836.52,23,0.8
Connecticut,2022-01-22,3,2022,3621089,869061.36,5,0.6
Georgia,2022-01-22,3,2022,10855454,4233627.0600000005,4,0.1
Maryland,2022-01-22,3,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-01-22,3,2022,10032075,1304169.75,4,0.3
Minnesota,2022-01-22,3,2022,5716548,3144101.4000000004,13,0.4
New Mexico,2022-01-22,3,2022,2100079,672025.28,4,0.6
New York,2022-01-22,3,2022,19657190,1769147.0999999999,5,0.3
Oregon,2022-01-22,3,2022,4238665,1822625.95,4,0.2
Tennessee,2022-01-22,3,2022,7030607,1827957.82,0,0
Utah,2022-01-22,3,2022,3376238,1215445.68,18,1.5
California,2022-01-29,4,2022,38886551,3499789.59,10,0.3
Colorado,2022-01-29,4,2022,5803748,2843836.52,11,0.4
Connecticut,2022-01-29,4,2022,3621089,869061.36,2,0.2
Georgia,2022-01-29,4,2022,10855454,4233627.0600000005,4,0.1
Maryland,2022-01-29,4,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-01-29,4,2022,10032075,1304169.75,0,0
Minnesota,2022-01-29,4,2022,5716548,3144101.4000000004,6,0.2
New Mexico,2022-01-29,4,2022,2100079,672025.28,3,0.4
New York,2022-01-29,4,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-01-29,4,2022,4238665,1822625.95,2,0.1
Tennessee,2022-01-29,4,2022,7030607,1827957.82,5,0.3
Utah,2022-01-29,4,2022,3376238,1215445.68,6,0.5
California,2022-02-05,5,2022,38886551,3499789.59,10,0.3
Colorado,2022-02-05,5,2022,5803748,2843836.52,14,0.5
Connecticut,2022-02-05,5,2022,3621089,869061.36,2,0.2
Georgia,2022-02-05,5,2022,10855454,4233627.0600000005,8,0.2
Maryland,2022-02-05,5,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-02-05,5,2022,10032075,1304169.75,1,0.1
Minnesota,2022-02-05,5,2022,5716548,3144101.4000000004,3,0.1
New Mexico,2022-02-05,5,2022,2100079,672025.28,4,0.6
New York,2022-02-05,5,2022,19657190,1769147.0999999999,7,0.4
Oregon,2022-02-05,5,2022,4238665,1822625.95,5,0.3
Tennessee,2022-02-05,5,2022,7030607,1827957.82,0,0
Utah,2022-02-05,5,2022,3376238,1215445.68,9,0.7
California,2022-02-12,6,2022,38886551,3499789.59,7,0.2
Colorado,2022-02-12,6,2022,5803748,2843836.52,6,0.2
Connecticut,2022-02-12,6,2022,3621089,869061.36,1,0.1
Georgia,2022-02-12,6,2022,10855454,4233627.0600000005,4,0.1
Maryland,2022-02-12,6,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-02-12,6,2022,10032075,1304169.75,3,0.2
Minnesota,2022-02-12,6,2022,5716548,3144101.4000000004,3,0.1
New Mexico,2022-02-12,6,2022,2100079,672025.28,3,0.4
New York,2022-02-12,6,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-02-12,6,2022,4238665,1822625.95,4,0.2
Tennessee,2022-02-12,6,2022,7030607,1827957.82,2,0.1
Utah,2022-02-12,6,2022,3376238,1215445.68,2,0.2
California,2022-02-19,7,2022,38886551,3499789.59,10,0.3
Colorado,2022-02-19,7,2022,5803748,2843836.52,6,0.2
Connecticut,2022-02-19,7,2022,3621089,869061.36,3,0.3
Georgia,2022-02-19,7,2022,10855454,4233627.0600000005,4,0.1
Maryland,2022-02-19,7,2022,6133130,2821239.8000000003,0,0
Michigan,2022-02-19,7,2022,10032075,1304169.75,3,0.2
Minnesota,2022-02-19,7,2022,5716548,3144101.4000000004,6,0.2
New Mexico,2022-02-19,7,2022,2100079,672025.28,9,1.3
New York,2022-02-19,7,2022,19657190,1769147.0999999999,0,0
Oregon,2022-02-19,7,2022,4238665,1822625.95,4,0.2
Tennessee,2022-02-19,7,2022,7030607,1827957.82,2,0.1
Utah,2022-02-19,7,2022,3376238,1215445.68,4,0.3
California,2022-02-26,8,2022,38886551,3499789.59,3,0.1
Colorado,2022-02-26,8,2022,5803748,2843836.52,9,0.3
Connecticut,2022-02-26,8,2022,3621089,869061.36,2,0.2
Georgia,2022-02-26,8,2022,10855454,4233627.0600000005,0,0
Maryland,2022-02-26,8,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-02-26,8,2022,10032075,1304169.75,3,0.2
Minnesota,2022-02-26,8,2022,5716548,3144101.4000000004,9,0.3
New Mexico,2022-02-26,8,2022,2100079,672025.28,3,0.4
New York,2022-02-26,8,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-02-26,8,2022,4238665,1822625.95,0,0
Tennessee,2022-02-26,8,2022,7030607,1827957.82,2,0.1
Utah,2022-02-26,8,2022,3376238,1215445.68,5,0.4
California,2022-03-05,9,2022,38886551,3499789.59,7,0.2
Colorado,2022-03-05,9,2022,5803748,2843836.52,11,0.4
Connecticut,2022-03-05,9,2022,3621089,869061.36,0,0
Georgia,2022-03-05,9,2022,10855454,4233627.0600000005,0,0
Maryland,2022-03-05,9,2022,6133130,2821239.8000000003,0,0
Michigan,2022-03-05,9,2022,10032075,1304169.75,1,0.1
Minnesota,2022-03-05,9,2022,5716548,3144101.4000000004,9,0.3
New Mexico,2022-03-05,9,2022,2100079,672025.28,4,0.6
New York,2022-03-05,9,2022,19657190,1769147.0999999999,0,0
Oregon,2022-03-05,9,2022,4238665,1822625.95,2,0.1
Tennessee,2022-03-05,9,2022,7030607,1827957.82,2,0.1
Utah,2022-03-05,9,2022,3376238,1215445.68,5,0.4
California,2022-03-12,10,2022,38886551,3499789.59,7,0.2
Colorado,2022-03-12,10,2022,5803748,2843836.52,17,0.6
Connecticut,2022-03-12,10,2022,3621089,869061.36,0,0
Georgia,2022-03-12,10,2022,10855454,4233627.0600000005,0,0
Maryland,2022-03-12,10,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-03-12,10,2022,10032075,1304169.75,5,0.4
Minnesota,2022-03-12,10,2022,5716548,3144101.4000000004,9,0.3
New Mexico,2022-03-12,10,2022,2100079,672025.28,4,0.6
New York,2022-03-12,10,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-03-12,10,2022,4238665,1822625.95,4,0.2
Tennessee,2022-03-12,10,2022,7030607,1827957.82,2,0.1
Utah,2022-03-12,10,2022,3376238,1215445.68,1,0.1
California,2022-03-19,11,2022,38886551,3499789.59,3,0.1
Colorado,2022-03-19,11,2022,5803748,2843836.52,20,0.7
Connecticut,2022-03-19,11,2022,3621089,869061.36,0,0
Georgia,2022-03-19,11,2022,10855454,4233627.0600000005,0,0
Maryland,2022-03-19,11,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-03-19,11,2022,10032075,1304169.75,1,0.1
Minnesota,2022-03-19,11,2022,5716548,3144101.4000000004,9,0.3
New Mexico,2022-03-19,11,2022,2100079,672025.28,5,0.7
New York,2022-03-19,11,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-03-19,11,2022,4238665,1822625.95,4,0.2
Tennessee,2022-03-19,11,2022,7030607,1827957.82,4,0.2
Utah,2022-03-19,11,2022,3376238,1215445.68,2,0.2
California,2022-03-26,12,2022,38886551,3499789.59,7,0.2
Colorado,2022-03-26,12,2022,5803748,2843836.52,11,0.4
Connecticut,2022-03-26,12,2022,3621089,869061.36,3,0.3
Georgia,2022-03-26,12,2022,10855454,4233627.0600000005,0,0
Maryland,2022-03-26,12,2022,6133130,2821239.8000000003,0,0
Michigan,2022-03-26,12,2022,10032075,1304169.75,0,0
Minnesota,2022-03-26,12,2022,5716548,3144101.4000000004,9,0.3
New Mexico,2022-03-26,12,2022,2100079,672025.28,2,0.3
New York,2022-03-26,12,2022,19657190,1769147.0999999999,0,0
Oregon,2022-03-26,12,2022,4238665,1822625.95,0,0
Tennessee,2022-03-26,12,2022,7030607,1827957.82,2,0.1
Utah,2022-03-26,12,2022,3376238,1215445.68,2,0.2
California,2022-04-02,13,2022,38886551,3499789.59,3,0.1
Colorado,2022-04-02,13,2022,5803748,2843836.52,11,0.4
Connecticut,2022-04-02,13,2022,3621089,869061.36,0,0
Georgia,2022-04-02,13,2022,10855454,4233627.0600000005,4,0.1
Maryland,2022-04-02,13,2022,6133130,2821239.8000000003,0,0
Michigan,2022-04-02,13,2022,10032075,1304169.75,4,0.3
Minnesota,2022-04-02,13,2022,5716548,3144101.4000000004,13,0.4
New Mexico,2022-04-02,13,2022,2100079,672025.28,4,0.6
New York,2022-04-02,13,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-04-02,13,2022,4238665,1822625.95,2,0.1
Tennessee,2022-04-02,13,2022,7030607,1827957.82,0,0
Utah,2022-04-02,13,2022,3376238,1215445.68,2,0.2
California,2022-04-09,14,2022,38886551,3499789.59,7,0.2
Colorado,2022-04-09,14,2022,5803748,2843836.52,11,0.4
Connecticut,2022-04-09,14,2022,3621089,869061.36,0,0
Georgia,2022-04-09,14,2022,10855454,4233627.0600000005,4,0.1
Maryland,2022-04-09,14,2022,6133130,2821239.8000000003,0,0
Michigan,2022-04-09,14,2022,10032075,1304169.75,5,0.4
Minnesota,2022-04-09,14,2022,5716548,3144101.4000000004,9,0.3
New Mexico,2022-04-09,14,2022,2100079,672025.28,7,1
New York,2022-04-09,14,2022,19657190,1769147.0999999999,4,0.2
Oregon,2022-04-09,14,2022,4238665,1822625.95,0,0
Tennessee,2022-04-09,14,2022,7030607,1827957.82,4,0.2
Utah,2022-04-09,14,2022,3376238,1215445.68,4,0.3
California,2022-04-16,15,2022,38886551,3499789.59,0,0
Colorado,2022-04-16,15,2022,5803748,2843836.52,6,0.2
Connecticut,2022-04-16,15,2022,3621089,869061.36,1,0.1
Georgia,2022-04-16,15,2022,10855454,4233627.0600000005,0,0
Maryland,2022-04-16,15,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-04-16,15,2022,10032075,1304169.75,3,0.2
Minnesota,2022-04-16,15,2022,5716548,3144101.4000000004,19,0.6
New Mexico,2022-04-16,15,2022,2100079,672025.28,3,0.4
New York,2022-04-16,15,2022,19657190,1769147.0999999999,5,0.3
Oregon,2022-04-16,15,2022,4238665,1822625.95,5,0.3
Tennessee,2022-04-16,15,2022,7030607,1827957.82,2,0.1
Utah,2022-04-16,15,2022,3376238,1215445.68,4,0.3
California,2022-04-23,16,2022,38886551,3499789.59,3,0.1
Colorado,2022-04-23,16,2022,5803748,2843836.52,11,0.4
Connecticut,2022-04-23,16,2022,3621089,869061.36,3,0.4
Georgia,2022-04-23,16,2022,10855454,4233627.0600000005,8,0.2
Maryland,2022-04-23,16,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-04-23,16,2022,10032075,1304169.75,1,0.1
Minnesota,2022-04-23,16,2022,5716548,3144101.4000000004,16,0.5
New Mexico,2022-04-23,16,2022,2100079,672025.28,1,0.1
New York,2022-04-23,16,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-04-23,16,2022,4238665,1822625.95,4,0.2
Tennessee,2022-04-23,16,2022,7030607,1827957.82,5,0.3
Utah,2022-04-23,16,2022,3376238,1215445.68,0,0
California,2022-04-30,17,2022,38886551,3499789.59,3,0.1
Colorado,2022-04-30,17,2022,5803748,2843836.52,6,0.2
Connecticut,2022-04-30,17,2022,3621089,869061.36,5,0.6
Georgia,2022-04-30,17,2022,10855454,4233627.0600000005,13,0.3
Maryland,2022-04-30,17,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-04-30,17,2022,10032075,1304169.75,3,0.2
Minnesota,2022-04-30,17,2022,5716548,3144101.4000000004,19,0.6
New Mexico,2022-04-30,17,2022,2100079,672025.28,2,0.3
New York,2022-04-30,17,2022,19657190,1769147.0999999999,2,0.1
Oregon,2022-04-30,17,2022,4238665,1822625.95,5,0.3
Tennessee,2022-04-30,17,2022,7030607,1827957.82,4,0.2
Utah,2022-04-30,17,2022,3376238,1215445.68,1,0.1
California,2022-05-07,18,2022,38886551,3499789.59,0,0
Colorado,2022-05-07,18,2022,5803748,2843836.52,6,0.2
Connecticut,2022-05-07,18,2022,3621089,869061.36,2,0.2
Georgia,2022-05-07,18,2022,10855454,4233627.0600000005,8,0.2
Maryland,2022-05-07,18,2022,6133130,2821239.8000000003,3,0.1
Michigan,2022-05-07,18,2022,10032075,1304169.75,0,0
Minnesota,2022-05-07,18,2022,5716548,3144101.4000000004,13,0.4
