model,date,location,horizon,prediction,true_value,quantile
baseline_flu,2023-04-01,Maine,3,77.4921721717216,4,0.975
baseline_flu,2023-04-01,Maryland,3,0,9,0.025
baseline_flu,2023-04-01,Maryland,3,0,9,0.25
baseline_flu,2023-04-01,Maryland,3,13,9,0.5
baseline_flu,2023-04-01,Maryland,3,42.61250112501115,9,0.75
baseline_flu,2023-04-01,Maryland,3,128.15790282902827,9,0.975
baseline_flu,2023-04-01,Massachusetts,3,0,13,0.025
baseline_flu,2023-04-01,Massachusetts,3,0,13,0.25
baseline_flu,2023-04-01,Massachusetts,3,15,13,0.5
baseline_flu,2023-04-01,Massachusetts,3,63.72306723067195,13,0.75
baseline_flu,2023-04-01,Massachusetts,3,276.1615313653136,13,0.975
baseline_flu,2023-04-01,Michigan,3,0,17,0.025
baseline_flu,2023-04-01,Michigan,3,1.5647781477814675,17,0.25
baseline_flu,2023-04-01,Michigan,3,51,17,0.5
baseline_flu,2023-04-01,Michigan,3,111.16299162991632,17,0.75
baseline_flu,2023-04-01,Michigan,3,453.27251297512976,17,0.975
baseline_flu,2023-04-01,Minnesota,3,0,10,0.025
baseline_flu,2023-04-01,Minnesota,3,0,10,0.25
baseline_flu,2023-04-01,Minnesota,3,8,10,0.5
baseline_flu,2023-04-01,Minnesota,3,40.91308163081629,10,0.75
baseline_flu,2023-04-01,Minnesota,3,144.3107311073107,10,0.975
baseline_flu,2023-04-01,Mississippi,3,0,19,0.025
baseline_flu,2023-04-01,Mississippi,3,11.843720937209367,19,0.25
baseline_flu,2023-04-01,Mississippi,3,34,19,0.5
baseline_flu,2023-04-01,Mississippi,3,56.79933549335493,19,0.75
baseline_flu,2023-04-01,Mississippi,3,131.62213872138756,19,0.975
baseline_flu,2023-04-01,Missouri,3,0,29,0.025
baseline_flu,2023-04-01,Missouri,3,0.4453094530945165,29,0.25
baseline_flu,2023-04-01,Missouri,3,39,29,0.5
baseline_flu,2023-04-01,Missouri,3,84.11583865838658,29,0.75
baseline_flu,2023-04-01,Missouri,3,364.9073860738608,29,0.975
baseline_flu,2023-04-01,Montana,3,0,1,0.025
baseline_flu,2023-04-01,Montana,3,0,1,0.25
baseline_flu,2023-04-01,Montana,3,6,1,0.5
baseline_flu,2023-04-01,Montana,3,19,1,0.75
baseline_flu,2023-04-01,Montana,3,52.36239612396111,1,0.975
baseline_flu,2023-04-01,Nebraska,3,0,10,0.025
baseline_flu,2023-04-01,Nebraska,3,0,10,0.25
baseline_flu,2023-04-01,Nebraska,3,6,10,0.5
baseline_flu,2023-04-01,Nebraska,3,23.13498634986349,10,0.75
baseline_flu,2023-04-01,Nebraska,3,64.29650496504964,10,0.975
baseline_flu,2023-04-01,Nevada,3,0,4,0.025
baseline_flu,2023-04-01,Nevada,3,0,4,0.25
baseline_flu,2023-04-01,Nevada,3,4,4,0.5
baseline_flu,2023-04-01,Nevada,3,33.48971739717405,4,0.75
baseline_flu,2023-04-01,Nevada,3,142.63586010860095,4,0.975
baseline_flu,2023-04-01,New Hampshire,3,0,9,0.025
baseline_flu,2023-04-01,New Hampshire,3,0,9,0.25
baseline_flu,2023-04-01,New Hampshire,3,2,9,0.5
baseline_flu,2023-04-01,New Hampshire,3,12.134468844688447,9,0.75
baseline_flu,2023-04-01,New Hampshire,3,50.87414649146488,9,0.975
baseline_flu,2023-04-01,New Jersey,3,0,39,0.025
baseline_flu,2023-04-01,New Jersey,3,0,39,0.25
baseline_flu,2023-04-01,New Jersey,3,31,39,0.5
baseline_flu,2023-04-01,New Jersey,3,84.10757357573574,39,0.75
baseline_flu,2023-04-01,New Jersey,3,303.0663861638613,39,0.975
baseline_flu,2023-04-01,New Mexico,3,0,9,0.025
baseline_flu,2023-04-01,New Mexico,3,0,9,0.25
baseline_flu,2023-04-01,New Mexico,3,15.999999999999998,9,0.5
baseline_flu,2023-04-01,New Mexico,3,43.01857018570187,9,0.75
baseline_flu,2023-04-01,New Mexico,3,162.1691184411844,9,0.975
baseline_flu,2023-04-01,New York,3,0,75,0.025
baseline_flu,2023-04-01,New York,3,0,75,0.25
baseline_flu,2023-04-01,New York,3,49,75,0.5
baseline_flu,2023-04-01,New York,3,158.68588935889355,75,0.75
baseline_flu,2023-04-01,New York,3,536.8031800317996,75,0.975
baseline_flu,2023-04-01,North Carolina,3,0,12,0.025
baseline_flu,2023-04-01,North Carolina,3,0,12,0.25
baseline_flu,2023-04-01,North Carolina,3,34,12,0.5
baseline_flu,2023-04-01,North Carolina,3,85.23488734887343,12,0.75
baseline_flu,2023-04-01,North Carolina,3,248.46075585755852,12,0.975
baseline_flu,2023-04-01,North Dakota,3,0,0,0.025
baseline_flu,2023-04-01,North Dakota,3,0,0,0.25
baseline_flu,2023-04-01,North Dakota,3,5,0,0.5
baseline_flu,2023-04-01,North Dakota,3,13.908409084090838,0,0.75
baseline_flu,2023-04-01,North Dakota,3,41.087965379653774,0,0.975
baseline_flu,2023-04-01,Ohio,3,0,33,0.025
baseline_flu,2023-04-01,Ohio,3,0,33,0.25
baseline_flu,2023-04-01,Ohio,3,23,33,0.5
baseline_flu,2023-04-01,Ohio,3,79.71259712597126,33,0.75
baseline_flu,2023-04-01,Ohio,3,356.7610003600038,33,0.975
baseline_flu,2023-04-01,Oklahoma,3,0,20,0.025
baseline_flu,2023-04-01,Oklahoma,3,0,20,0.25
baseline_flu,2023-04-01,Oklahoma,3,32,20,0.5
baseline_flu,2023-04-01,Oklahoma,3,88.59543095430953,20,0.75
baseline_flu,2023-04-01,Oklahoma,3,333.7333258332552,20,0.975
baseline_flu,2023-04-01,Oregon,3,0,4,0.025
baseline_flu,2023-04-01,Oregon,3,0,4,0.25
baseline_flu,2023-04-01,Oregon,3,5,4,0.5
baseline_flu,2023-04-01,Oregon,3,30.881168811688116,4,0.75
baseline_flu,2023-04-01,Oregon,3,255.715416404164,4,0.975
baseline_flu,2023-04-01,Pennsylvania,3,0,105,0.025
baseline_flu,2023-04-01,Pennsylvania,3,102.79192541925416,105,0.25
baseline_flu,2023-04-01,Pennsylvania,3,169,105,0.5
baseline_flu,2023-04-01,Pennsylvania,3,236.0255377553776,105,0.75
baseline_flu,2023-04-01,Pennsylvania,3,608.0561560615575,105,0.975
baseline_flu,2023-04-01,Rhode Island,3,0,0,0.025
baseline_flu,2023-04-01,Rhode Island,3,0,0,0.25
baseline_flu,2023-04-01,Rhode Island,3,1,0,0.5
baseline_flu,2023-04-01,Rhode Island,3,6.168706687066889,0,0.75
baseline_flu,2023-04-01,Rhode Island,3,29.920508955089588,0,0.975
baseline_flu,2023-04-01,South Carolina,3,0,20,0.025
baseline_flu,2023-04-01,South Carolina,3,8.232899828998292,20,0.25
baseline_flu,2023-04-01,South Carolina,3,29,20,0.5
baseline_flu,2023-04-01,South Carolina,3,50.75128251282514,20,0.75
baseline_flu,2023-04-01,South Carolina,3,126.82265547655476,20,0.975
baseline_flu,2023-04-01,South Dakota,3,0,13,0.025
baseline_flu,2023-04-01,South Dakota,3,0,13,0.25
baseline_flu,2023-04-01,South Dakota,3,7,13,0.5
baseline_flu,2023-04-01,South Dakota,3,17.45001950019499,13,0.75
baseline_flu,2023-04-01,South Dakota,3,48.8242717427175,13,0.975
baseline_flu,2023-04-01,Tennessee,3,0,45,0.025
baseline_flu,2023-04-01,Tennessee,3,6.100321003210024,45,0.25
baseline_flu,2023-04-01,Tennessee,3,41,45,0.5
baseline_flu,2023-04-01,Tennessee,3,79.53237782377849,45,0.75
baseline_flu,2023-04-01,Tennessee,3,272.1390768907688,45,0.975
baseline_flu,2023-04-01,Texas,3,0,143,0.025
baseline_flu,2023-04-01,Texas,3,8.69749197491986,143,0.25
baseline_flu,2023-04-01,Texas,3,160,143,0.5
baseline_flu,2023-04-01,Texas,3,323.3007530075301,143,0.75
baseline_flu,2023-04-01,Texas,3,767.0450627006297,143,0.975
baseline_flu,2023-04-01,Utah,3,0,3,0.025
baseline_flu,2023-04-01,Utah,3,0,3,0.25
baseline_flu,2023-04-01,Utah,3,3,3,0.5
baseline_flu,2023-04-01,Utah,3,12,3,0.75
baseline_flu,2023-04-01,Utah,3,38.72577175771758,3,0.975
baseline_flu,2023-04-01,Vermont,3,0,0,0.025
baseline_flu,2023-04-01,Vermont,3,0,0,0.25
baseline_flu,2023-04-01,Vermont,3,1,0,0.5
baseline_flu,2023-04-01,Vermont,3,5.874613746137463,0,0.75
baseline_flu,2023-04-01,Vermont,3,33.553387033870386,0,0.975
baseline_flu,2023-04-01,Virginia,3,0,50,0.025
baseline_flu,2023-04-01,Virginia,3,25.227297272972724,50,0.25
baseline_flu,2023-04-01,Virginia,3,57,50,0.5
baseline_flu,2023-04-01,Virginia,3,89.879856298563,50,0.75
baseline_flu,2023-04-01,Virginia,3,214.39147766477663,50,0.975
baseline_flu,2023-04-01,Washington,3,0,32,0.025
baseline_flu,2023-04-01,Washington,3,28.459252092520934,32,0.25
baseline_flu,2023-04-01,Washington,3,58,32,0.5
baseline_flu,2023-04-01,Washington,3,89.47503975039754,32,0.75
baseline_flu,2023-04-01,Washington,3,371.2858038580379,32,0.975
baseline_flu,2023-04-01,West Virginia,3,0,9,0.025
baseline_flu,2023-04-01,West Virginia,3,0,9,0.25
baseline_flu,2023-04-01,West Virginia,3,9,9,0.5
baseline_flu,2023-04-01,West Virginia,3,31.445076950769508,9,0.75
baseline_flu,2023-04-01,West Virginia,3,124.82428899288956,9,0.975
baseline_flu,2023-04-01,Wisconsin,3,0,4,0.025
baseline_flu,2023-04-01,Wisconsin,3,0,4,0.25
baseline_flu,2023-04-01,Wisconsin,3,7,4,0.5
baseline_flu,2023-04-01,Wisconsin,3,37.16026910269101,4,0.75
baseline_flu,2023-04-01,Wisconsin,3,196.29989424894228,4,0.975
baseline_flu,2023-04-01,Wyoming,3,0,1,0.025
baseline_flu,2023-04-01,Wyoming,3,0,1,0.25
baseline_flu,2023-04-01,Wyoming,3,1,1,0.5
baseline_flu,2023-04-01,Wyoming,3,7.254627546275468,1,0.75
baseline_flu,2023-04-01,Wyoming,3,36.84817073170723,1,0.975
baseline_flu,2023-04-01,Puerto Rico,3,0,42,0.025
baseline_flu,2023-04-01,Puerto Rico,3,3.226217262172604,42,0.25
baseline_flu,2023-04-01,Puerto Rico,3,23,42,0.5
baseline_flu,2023-04-01,Puerto Rico,3,43.57056820568207,42,0.75
baseline_flu,2023-04-01,Puerto Rico,3,94.07367923679227,42,0.975
baseline_flu,2023-04-08,Alabama,4,0,17,0.025
baseline_flu,2023-04-08,Alabama,4,0,17,0.25
baseline_flu,2023-04-08,Alabama,4,16,17,0.5
baseline_flu,2023-04-08,Alabama,4,52.76148261482619,17,0.75
baseline_flu,2023-04-08,Alabama,4,167.87548225482269,17,0.975
baseline_flu,2023-04-08,Alaska,4,0,2,0.025
baseline_flu,2023-04-08,Alaska,4,0,2,0.25
baseline_flu,2023-04-08,Alaska,4,2,2,0.5
baseline_flu,2023-04-08,Alaska,4,12.241509915099122,2,0.75
baseline_flu,2023-04-08,Alaska,4,37.911643866438574,2,0.975
baseline_flu,2023-04-08,Arizona,4,0,42,0.025
baseline_flu,2023-04-08,Arizona,4,0,42,0.25
baseline_flu,2023-04-08,Arizona,4,50,42,0.5
baseline_flu,2023-04-08,Arizona,4,126.670154201542,42,0.75
baseline_flu,2023-04-08,Arizona,4,374.3643468934687,42,0.975
baseline_flu,2023-04-08,Arkansas,4,0,16,0.025
baseline_flu,2023-04-08,Arkansas,4,0,16,0.25
baseline_flu,2023-04-08,Arkansas,4,33,16,0.5
baseline_flu,2023-04-08,Arkansas,4,69.58533585335854,16,0.75
baseline_flu,2023-04-08,Arkansas,4,191.42379023790255,16,0.975
baseline_flu,2023-04-08,California,4,0,45,0.025
baseline_flu,2023-04-08,California,4,0,45,0.25
baseline_flu,2023-04-08,California,4,61.99999999999999,45,0.5
baseline_flu,2023-04-08,California,4,278.6536765367654,45,0.75
baseline_flu,2023-04-08,California,4,1130.7418444184427,45,0.975
baseline_flu,2023-04-08,Colorado,4,0,7,0.025
baseline_flu,2023-04-08,Colorado,4,0,7,0.25
baseline_flu,2023-04-08,Colorado,4,19,7,0.5
baseline_flu,2023-04-08,Colorado,4,62.73673986739868,7,0.75
baseline_flu,2023-04-08,Colorado,4,167.9410981609816,7,0.975
baseline_flu,2023-04-08,Connecticut,4,0,22,0.025
baseline_flu,2023-04-08,Connecticut,4,0,22,0.25
baseline_flu,2023-04-08,Connecticut,4,10,22,0.5
baseline_flu,2023-04-08,Connecticut,4,40.45553955539553,22,0.75
baseline_flu,2023-04-08,Connecticut,4,181.2487197371966,22,0.975
baseline_flu,2023-04-08,Delaware,4,0,0,0.025
baseline_flu,2023-04-08,Delaware,4,0,0,0.25
baseline_flu,2023-04-08,Delaware,4,5,0,0.5
baseline_flu,2023-04-08,Delaware,4,16.221049710497102,0,0.75
baseline_flu,2023-04-08,Delaware,4,60.28654111541095,0,0.975
baseline_flu,2023-04-08,District of Columbia,4,0,4,0.025
baseline_flu,2023-04-08,District of Columbia,4,0,4,0.25
baseline_flu,2023-04-08,District of Columbia,4,4,4,0.5
baseline_flu,2023-04-08,District of Columbia,4,11.087233372333728,4,0.75
baseline_flu,2023-04-08,District of Columbia,4,32,4,0.975
baseline_flu,2023-04-08,Florida,4,0,185,0.025
baseline_flu,2023-04-08,Florida,4,54.7364023640235,185,0.25
baseline_flu,2023-04-08,Florida,4,178,185,0.5
baseline_flu,2023-04-08,Florida,4,302.9712747127471,185,0.75
baseline_flu,2023-04-08,Florida,4,603.6086813368169,185,0.975
baseline_flu,2023-04-08,Georgia,4,0,49,0.025
baseline_flu,2023-04-08,Georgia,4,24.009937599375988,49,0.25
baseline_flu,2023-04-08,Georgia,4,54,49,0.5
baseline_flu,2023-04-08,Georgia,4,84.22386973869739,49,0.75
baseline_flu,2023-04-08,Georgia,4,157.34330843308422,49,0.975
baseline_flu,2023-04-08,Hawaii,4,0,3,0.025
baseline_flu,2023-04-08,Hawaii,4,0,3,0.25
baseline_flu,2023-04-08,Hawaii,4,1,3,0.5
baseline_flu,2023-04-08,Hawaii,4,5.93230432304323,3,0.75
baseline_flu,2023-04-08,Hawaii,4,21.456840818408143,3,0.975
baseline_flu,2023-04-08,Idaho,4,0,5,0.025
baseline_flu,2023-04-08,Idaho,4,0,5,0.25
baseline_flu,2023-04-08,Idaho,4,3,5,0.5
baseline_flu,2023-04-08,Idaho,4,21.150286502865026,5,0.75
baseline_flu,2023-04-08,Idaho,4,115.33336783367815,5,0.975
baseline_flu,2023-04-08,Illinois,4,0,25,0.025
baseline_flu,2023-04-08,Illinois,4,0,25,0.25
baseline_flu,2023-04-08,Illinois,4,24,25,0.5
baseline_flu,2023-04-08,Illinois,4,112.02168271682704,25,0.75
baseline_flu,2023-04-08,Illinois,4,419.390614406144,25,0.975
baseline_flu,2023-04-08,Indiana,4,0,18,0.025
baseline_flu,2023-04-08,Indiana,4,0,18,0.25
baseline_flu,2023-04-08,Indiana,4,45,18,0.5
baseline_flu,2023-04-08,Indiana,4,101.3758587585876,18,0.75
baseline_flu,2023-04-08,Indiana,4,356.1358548585473,18,0.975
baseline_flu,2023-04-08,Iowa,4,0,2,0.025
baseline_flu,2023-04-08,Iowa,4,0,2,0.25
baseline_flu,2023-04-08,Iowa,4,6,2,0.5
baseline_flu,2023-04-08,Iowa,4,27.011647616476157,2,0.75
baseline_flu,2023-04-08,Iowa,4,130.83222182221792,2,0.975
baseline_flu,2023-04-08,Kansas,4,0,5,0.025
baseline_flu,2023-04-08,Kansas,4,0,5,0.25
baseline_flu,2023-04-08,Kansas,4,4,5,0.5
baseline_flu,2023-04-08,Kansas,4,26.23275732757328,5,0.75
baseline_flu,2023-04-08,Kansas,4,122.09014715147104,5,0.975
baseline_flu,2023-04-08,Kentucky,4,0,19,0.025
baseline_flu,2023-04-08,Kentucky,4,0,19,0.25
baseline_flu,2023-04-08,Kentucky,4,12,19,0.5
baseline_flu,2023-04-08,Kentucky,4,71.77329523295234,19,0.75
baseline_flu,2023-04-08,Kentucky,4,324.9866116161168,19,0.975
baseline_flu,2023-04-08,Louisiana,4,0,18,0.025
baseline_flu,2023-04-08,Louisiana,4,0,18,0.25
baseline_flu,2023-04-08,Louisiana,4,25,18,0.5
baseline_flu,2023-04-08,Louisiana,4,53.51040260402603,18,0.75
baseline_flu,2023-04-08,Louisiana,4,145.0392471424714,18,0.975
baseline_flu,2023-04-08,Maine,4,0,3,0.025
baseline_flu,2023-04-08,Maine,4,0,3,0.25
baseline_flu,2023-04-08,Maine,4,4,3,0.5
baseline_flu,2023-04-08,Maine,4,23.145666456664564,3,0.75
baseline_flu,2023-04-08,Maine,4,86.97163246632465,3,0.975
baseline_flu,2023-04-08,Maryland,4,0,12,0.025
baseline_flu,2023-04-08,Maryland,4,0,12,0.25
baseline_flu,2023-04-08,Maryland,4,13,12,0.5
baseline_flu,2023-04-08,Maryland,4,49.08175081750818,12,0.75
baseline_flu,2023-04-08,Maryland,4,141.1827865778656,12,0.975
baseline_flu,2023-04-08,Massachusetts,4,0,11,0.025
baseline_flu,2023-04-08,Massachusetts,4,0,11,0.25
baseline_flu,2023-04-08,Massachusetts,4,15,11,0.5
baseline_flu,2023-04-08,Massachusetts,4,77.14631146311463,11,0.75
baseline_flu,2023-04-08,Massachusetts,4,296.15433129331296,11,0.975
baseline_flu,2023-04-08,Michigan,4,0,25,0.025
baseline_flu,2023-04-08,Michigan,4,0,25,0.25
baseline_flu,2023-04-08,Michigan,4,51,25,0.5
baseline_flu,2023-04-08,Michigan,4,131.1856193561935,25,0.75
baseline_flu,2023-04-08,Michigan,4,473.8556123061241,25,0.975
baseline_flu,2023-04-08,Minnesota,4,0,12,0.025
baseline_flu,2023-04-08,Minnesota,4,0,12,0.25
baseline_flu,2023-04-08,Minnesota,4,8,12,0.5
baseline_flu,2023-04-08,Minnesota,4,49.54588545885457,12,0.75
baseline_flu,2023-04-08,Minnesota,4,161.3145486454868,12,0.975
baseline_flu,2023-04-08,Mississippi,4,0,26,0.025
baseline_flu,2023-04-08,Mississippi,4,7.939894398943995,26,0.25
baseline_flu,2023-04-08,Mississippi,4,34,26,0.5
baseline_flu,2023-04-08,Mississippi,4,60.57792577925778,26,0.75
baseline_flu,2023-04-08,Mississippi,4,139.77724702247033,26,0.975
baseline_flu,2023-04-08,Missouri,4,0,29,0.025
baseline_flu,2023-04-08,Missouri,4,0,29,0.25
baseline_flu,2023-04-08,Missouri,4,39,29,0.5
baseline_flu,2023-04-08,Missouri,4,98.06378063780636,29,0.75
baseline_flu,2023-04-08,Missouri,4,384.92490549905466,29,0.975
baseline_flu,2023-04-08,Montana,4,0,0,0.025
baseline_flu,2023-04-08,Montana,4,0,0,0.25
baseline_flu,2023-04-08,Montana,4,6,0,0.5
baseline_flu,2023-04-08,Montana,4,21.82182071820717,0,0.75
baseline_flu,2023-04-08,Montana,4,58.43078780787806,0,0.975
baseline_flu,2023-04-08,Nebraska,4,0,3,0.025
baseline_flu,2023-04-08,Nebraska,4,0,3,0.25
baseline_flu,2023-04-08,Nebraska,4,6,3,0.5
baseline_flu,2023-04-08,Nebraska,4,26.008715087150872,3,0.75
baseline_flu,2023-04-08,Nebraska,4,71.14132016320158,3,0.975
baseline_flu,2023-04-08,Nevada,4,0,4,0.025
baseline_flu,2023-04-08,Nevada,4,0,4,0.25
baseline_flu,2023-04-08,Nevada,4,4,4,0.5
baseline_flu,2023-04-08,Nevada,4,39.665204152041554,4,0.75
baseline_flu,2023-04-08,Nevada,4,154.38036405364042,4,0.975
baseline_flu,2023-04-08,New Hampshire,4,0,6,0.025
baseline_flu,2023-04-08,New Hampshire,4,0,6,0.25
baseline_flu,2023-04-08,New Hampshire,4,2,6,0.5
baseline_flu,2023-04-08,New Hampshire,4,14.733469834698347,6,0.75
baseline_flu,2023-04-08,New Hampshire,4,54.91755467554654,6,0.975
baseline_flu,2023-04-08,New Jersey,4,0,39,0.025
baseline_flu,2023-04-08,New Jersey,4,0,39,0.25
baseline_flu,2023-04-08,New Jersey,4,31,39,0.5
baseline_flu,2023-04-08,New Jersey,4,100.15389403894032,39,0.75
baseline_flu,2023-04-08,New Jersey,4,329.4329253292538,39,0.975
baseline_flu,2023-04-08,New Mexico,4,0,1,0.025
baseline_flu,2023-04-08,New Mexico,4,0,1,0.25
baseline_flu,2023-04-08,New Mexico,4,16,1,0.5
baseline_flu,2023-04-08,New Mexico,4,49.05547055470557,1,0.75
baseline_flu,2023-04-08,New Mexico,4,174.46997719977233,1,0.975
baseline_flu,2023-04-08,New York,4,0,78,0.025
baseline_flu,2023-04-08,New York,4,0,78,0.25
baseline_flu,2023-04-08,New York,4,49,78,0.5
baseline_flu,2023-04-08,New York,4,186.74879998799983,78,0.75
baseline_flu,2023-04-08,New York,4,575.6978587285868,78,0.975
baseline_flu,2023-04-08,North Carolina,4,0,22,0.025
baseline_flu,2023-04-08,North Carolina,4,0,22,0.25
baseline_flu,2023-04-08,North Carolina,4,34,22,0.5
baseline_flu,2023-04-08,North Carolina,4,93.57284072840729,22,0.75
baseline_flu,2023-04-08,North Carolina,4,265.88481534815503,22,0.975
baseline_flu,2023-04-08,North Dakota,4,0,7,0.025
baseline_flu,2023-04-08,North Dakota,4,0,7,0.25
baseline_flu,2023-04-08,North Dakota,4,5,7,0.5
baseline_flu,2023-04-08,North Dakota,4,15.68594935949362,7,0.75
baseline_flu,2023-04-08,North Dakota,4,44.79842948429482,7,0.975
baseline_flu,2023-04-08,Ohio,4,0,13,0.025
baseline_flu,2023-04-08,Ohio,4,0,13,0.25
baseline_flu,2023-04-08,Ohio,4,23,13,0.5
baseline_flu,2023-04-08,Ohio,4,92.60989109891074,13,0.75
baseline_flu,2023-04-08,Ohio,4,380.6110888608888,13,0.975
baseline_flu,2023-04-08,Oklahoma,4,0,23,0.025
baseline_flu,2023-04-08,Oklahoma,4,0,23,0.25
baseline_flu,2023-04-08,Oklahoma,4,32,23,0.5
baseline_flu,2023-04-08,Oklahoma,4,99.57591575915752,23,0.75
baseline_flu,2023-04-08,Oklahoma,4,368.47115021150233,23,0.975
baseline_flu,2023-04-08,Oregon,4,0,5,0.025
baseline_flu,2023-04-08,Oregon,4,0,5,0.25
baseline_flu,2023-04-08,Oregon,4,5,5,0.5
baseline_flu,2023-04-08,Oregon,4,44.03918789187894,5,0.75
baseline_flu,2023-04-08,Oregon,4,265.73115306153096,5,0.975
baseline_flu,2023-04-08,Pennsylvania,4,0,65,0.025
baseline_flu,2023-04-08,Pennsylvania,4,85.52587525875256,65,0.25
baseline_flu,2023-04-08,Pennsylvania,4,169,65,0.5
baseline_flu,2023-04-08,Pennsylvania,4,254.22823478234776,65,0.75
baseline_flu,2023-04-08,Pennsylvania,4,652.3021787717884,65,0.975
baseline_flu,2023-04-08,Rhode Island,4,0,0,0.025
baseline_flu,2023-04-08,Rhode Island,4,0,0,0.25
baseline_flu,2023-04-08,Rhode Island,4,1,0,0.5
baseline_flu,2023-04-08,Rhode Island,4,7.049605496054994,0,0.75
baseline_flu,2023-04-08,Rhode Island,4,31.736205862058597,0,0.975
baseline_flu,2023-04-08,South Carolina,4,0,24,0.025
baseline_flu,2023-04-08,South Carolina,4,3.9623346233462255,24,0.25
baseline_flu,2023-04-08,South Carolina,4,29,24,0.5
baseline_flu,2023-04-08,South Carolina,4,55.18192181921818,24,0.75
baseline_flu,2023-04-08,South Carolina,4,135.16352788527877,24,0.975
baseline_flu,2023-04-08,South Dakota,4,0,13,0.025
baseline_flu,2023-04-08,South Dakota,4,0,13,0.25
baseline_flu,2023-04-08,South Dakota,4,7,13,0.5
baseline_flu,2023-04-08,South Dakota,4,19.12613626136261,13,0.75
baseline_flu,2023-04-08,South Dakota,4,52.61017310173096,13,0.975
baseline_flu,2023-04-08,Tennessee,4,0,29,0.025
baseline_flu,2023-04-08,Tennessee,4,0,29,0.25
baseline_flu,2023-04-08,Tennessee,4,41,29,0.5
baseline_flu,2023-04-08,Tennessee,4,89.71330213302127,29,0.75
baseline_flu,2023-04-08,Tennessee,4,288.23821813218126,29,0.975
baseline_flu,2023-04-08,Texas,4,0,128,0.025
baseline_flu,2023-04-08,Texas,4,0,128,0.25
baseline_flu,2023-04-08,Texas,4,160,128,0.5
baseline_flu,2023-04-08,Texas,4,353.0778807788076,128,0.75
baseline_flu,2023-04-08,Texas,4,824.9642711427107,128,0.975
baseline_flu,2023-04-08,Utah,4,0,6,0.025
baseline_flu,2023-04-08,Utah,4,0,6,0.25
baseline_flu,2023-04-08,Utah,4,3,6,0.5
baseline_flu,2023-04-08,Utah,4,14,6,0.75
baseline_flu,2023-04-08,Utah,4,42.44070440704372,6,0.975
baseline_flu,2023-04-08,Vermont,4,0,0,0.025
baseline_flu,2023-04-08,Vermont,4,0,0,0.25
baseline_flu,2023-04-08,Vermont,4,1,0,0.5
baseline_flu,2023-04-08,Vermont,4,7.16383913839136,0,0.75
baseline_flu,2023-04-08,Vermont,4,35.29059115591158,0,0.975
baseline_flu,2023-04-08,Virginia,4,0,54,0.025
baseline_flu,2023-04-08,Virginia,4,16.284080340803413,54,0.25
baseline_flu,2023-04-08,Virginia,4,57,54,0.5
baseline_flu,2023-04-08,Virginia,4,100.75164251642514,54,0.75
baseline_flu,2023-04-08,Virginia,4,236.34629046290436,54,0.975
baseline_flu,2023-04-08,Washington,4,0,26,0.025
baseline_flu,2023-04-08,Washington,4,17.500810008100082,26,0.25
baseline_flu,2023-04-08,Washington,4,58,26,0.5
baseline_flu,2023-04-08,Washington,4,103.5141301413014,26,0.75
baseline_flu,2023-04-08,Washington,4,387.0972594725944,26,0.975
baseline_flu,2023-04-08,West Virginia,4,0,7,0.025
baseline_flu,2023-04-08,West Virginia,4,0,7,0.25
baseline_flu,2023-04-08,West Virginia,4,9,7,0.5
baseline_flu,2023-04-08,West Virginia,4,36.599983499835005,7,0.75
baseline_flu,2023-04-08,West Virginia,4,132.36329688296874,7,0.975
baseline_flu,2023-04-08,Wisconsin,4,0,10,0.025
baseline_flu,2023-04-08,Wisconsin,4,0,10,0.25
baseline_flu,2023-04-08,Wisconsin,4,7,10,0.5
baseline_flu,2023-04-08,Wisconsin,4,44.6214562145625,10,0.75
baseline_flu,2023-04-08,Wisconsin,4,209.87742177421725,10,0.975
baseline_flu,2023-04-08,Wyoming,4,0,2,0.025
baseline_flu,2023-04-08,Wyoming,4,0,2,0.25
baseline_flu,2023-04-08,Wyoming,4,1,2,0.5
baseline_flu,2023-04-08,Wyoming,4,9,2,0.75
baseline_flu,2023-04-08,Wyoming,4,39.59838898388978,2,0.975
baseline_flu,2023-04-08,Puerto Rico,4,0,33,0.025
baseline_flu,2023-04-08,Puerto Rico,4,0,33,0.25
baseline_flu,2023-04-08,Puerto Rico,4,23,33,0.5
baseline_flu,2023-04-08,Puerto Rico,4,46.502100021000224,33,0.75
baseline_flu,2023-04-08,Puerto Rico,4,101.100247502475,33,0.975
baseline_flu,2023-03-25,Alabama,1,0,20,0.025
baseline_flu,2023-03-25,Alabama,1,5.232564825648257,20,0.25
baseline_flu,2023-03-25,Alabama,1,17,20,0.5
baseline_flu,2023-03-25,Alabama,1,30.93004430044301,20,0.75
baseline_flu,2023-03-25,Alabama,1,135.54416044160436,20,0.975
baseline_flu,2023-03-25,Alaska,1,0,3,0.025
baseline_flu,2023-03-25,Alaska,1,1,3,0.25
baseline_flu,2023-03-25,Alaska,1,4,3,0.5
baseline_flu,2023-03-25,Alaska,1,8,3,0.75
baseline_flu,2023-03-25,Alaska,1,29.3535092850928,3,0.975
baseline_flu,2023-03-25,Arizona,1,0,37,0.025
baseline_flu,2023-03-25,Arizona,1,16.417039170391707,37,0.25
baseline_flu,2023-03-25,Arizona,1,43,37,0.5
baseline_flu,2023-03-25,Arizona,1,72.77259522595223,37,0.75
