location,location_number,date,count,disease
Colorado,8,2022-12-17,593,covid
Connecticut,9,2022-12-17,616,covid
Delaware,10,2022-12-17,115,covid
District of Columbia,11,2022-12-17,134,covid
Florida,12,2022-12-17,2155,covid
Georgia,13,2022-12-17,934,covid
Hawaii,15,2022-12-17,113,covid
Idaho,16,2022-12-17,161,covid
Illinois,17,2022-12-17,1906,covid
Indiana,18,2022-12-17,864,covid
Iowa,19,2022-12-17,317,covid
Kansas,20,2022-12-17,326,covid
Kentucky,21,2022-12-17,456,covid
Louisiana,22,2022-12-17,435,covid
Maine,23,2022-12-17,72,covid
Maryland,24,2022-12-17,594,covid
Massachusetts,25,2022-12-17,959,covid
Michigan,26,2022-12-17,1183,covid
Minnesota,27,2022-12-17,538,covid
Mississippi,28,2022-12-17,229,covid
Missouri,29,2022-12-17,855,covid
Montana,30,2022-12-17,99,covid
Nebraska,31,2022-12-17,233,covid
Nevada,32,2022-12-17,279,covid
New Hampshire,33,2022-12-17,130,covid
New Jersey,34,2022-12-17,1458,covid
New Mexico,35,2022-12-17,181,covid
New York,36,2022-12-17,3526,covid
North Carolina,37,2022-12-17,797,covid
North Dakota,38,2022-12-17,73,covid
Ohio,39,2022-12-17,1723,covid
Oklahoma,40,2022-12-17,411,covid
Oregon,41,2022-12-17,379,covid
Pennsylvania,42,2022-12-17,1492,covid
Puerto Rico,72,2022-12-17,191,covid
Rhode Island,44,2022-12-17,111,covid
South Carolina,45,2022-12-17,447,covid
South Dakota,46,2022-12-17,90,covid
Tennessee,47,2022-12-17,658,covid
Texas,48,2022-12-17,2589,covid
US,NA,2022-12-17,37686,covid
Utah,49,2022-12-17,258,covid
Vermont,50,2022-12-17,52,covid
Virginia,51,2022-12-17,876,covid
Washington,53,2022-12-17,442,covid
West Virginia,54,2022-12-17,191,covid
Wisconsin,55,2022-12-17,688,covid
Wyoming,56,2022-12-17,33,covid
Alabama,1,2022-12-24,552,covid
Alaska,2,2022-12-24,25,covid
Arizona,4,2022-12-24,862,covid
Arkansas,5,2022-12-24,317,covid
California,6,2022-12-24,4999,covid
Colorado,8,2022-12-24,567,covid
Connecticut,9,2022-12-24,641,covid
Delaware,10,2022-12-24,106,covid
District of Columbia,11,2022-12-24,165,covid
Florida,12,2022-12-24,2454,covid
Georgia,13,2022-12-24,1128,covid
Hawaii,15,2022-12-24,123,covid
Idaho,16,2022-12-24,136,covid
Illinois,17,2022-12-24,1977,covid
Indiana,18,2022-12-24,869,covid
Iowa,19,2022-12-24,301,covid
Kansas,20,2022-12-24,322,covid
Kentucky,21,2022-12-24,422,covid
Louisiana,22,2022-12-24,416,covid
Maine,23,2022-12-24,88,covid
Maryland,24,2022-12-24,732,covid
Massachusetts,25,2022-12-24,1084,covid
Michigan,26,2022-12-24,1170,covid
Minnesota,27,2022-12-24,559,covid
Mississippi,28,2022-12-24,253,covid
Missouri,29,2022-12-24,841,covid
Montana,30,2022-12-24,105,covid
Nebraska,31,2022-12-24,211,covid
Nevada,32,2022-12-24,341,covid
New Hampshire,33,2022-12-24,135,covid
New Jersey,34,2022-12-24,1605,covid
New Mexico,35,2022-12-24,152,covid
New York,36,2022-12-24,3604,covid
North Carolina,37,2022-12-24,1060,covid
North Dakota,38,2022-12-24,80,covid
Ohio,39,2022-12-24,1840,covid
Oklahoma,40,2022-12-24,428,covid
Oregon,41,2022-12-24,324,covid
Pennsylvania,42,2022-12-24,1520,covid
Puerto Rico,72,2022-12-24,173,covid
Rhode Island,44,2022-12-24,111,covid
South Carolina,45,2022-12-24,579,covid
South Dakota,46,2022-12-24,101,covid
Tennessee,47,2022-12-24,687,covid
Texas,48,2022-12-24,2767,covid
US,NA,2022-12-24,39578,covid
Utah,49,2022-12-24,273,covid
Vermont,50,2022-12-24,38,covid
Virginia,51,2022-12-24,867,covid
Washington,53,2022-12-24,491,covid
West Virginia,54,2022-12-24,261,covid
Wisconsin,55,2022-12-24,678,covid
Wyoming,56,2022-12-24,38,covid
Alabama,1,2022-12-31,728,covid
Alaska,2,2022-12-31,32,covid
Arizona,4,2022-12-31,860,covid
Arkansas,5,2022-12-31,443,covid
California,6,2022-12-31,5387,covid
Colorado,8,2022-12-31,517,covid
Connecticut,9,2022-12-31,808,covid
Delaware,10,2022-12-31,165,covid
District of Columbia,11,2022-12-31,173,covid
Florida,12,2022-12-31,2999,covid
Georgia,13,2022-12-31,1400,covid
Hawaii,15,2022-12-31,121,covid
Idaho,16,2022-12-31,162,covid
Illinois,17,2022-12-31,2062,covid
Indiana,18,2022-12-31,930,covid
Iowa,19,2022-12-31,310,covid
Kansas,20,2022-12-31,325,covid
Kentucky,21,2022-12-31,615,covid
Louisiana,22,2022-12-31,512,covid
Maine,23,2022-12-31,100,covid
Maryland,24,2022-12-31,809,covid
Massachusetts,25,2022-12-31,1389,covid
Michigan,26,2022-12-31,1172,covid
Minnesota,27,2022-12-31,580,covid
Mississippi,28,2022-12-31,454,covid
Missouri,29,2022-12-31,963,covid
Montana,30,2022-12-31,120,covid
Nebraska,31,2022-12-31,197,covid
Nevada,32,2022-12-31,301,covid
New Hampshire,33,2022-12-31,169,covid
New Jersey,34,2022-12-31,1688,covid
New Mexico,35,2022-12-31,162,covid
New York,36,2022-12-31,3546,covid
North Carolina,37,2022-12-31,1639,covid
North Dakota,38,2022-12-31,68,covid
Ohio,39,2022-12-31,1980,covid
Oklahoma,40,2022-12-31,479,covid
Oregon,41,2022-12-31,337,covid
Pennsylvania,42,2022-12-31,1680,covid
Puerto Rico,72,2022-12-31,180,covid
Rhode Island,44,2022-12-31,113,covid
South Carolina,45,2022-12-31,804,covid
South Dakota,46,2022-12-31,66,covid
Tennessee,47,2022-12-31,827,covid
Texas,48,2022-12-31,3898,covid
US,NA,2022-12-31,45447,covid
Utah,49,2022-12-31,296,covid
Vermont,50,2022-12-31,62,covid
Virginia,51,2022-12-31,1254,covid
Washington,53,2022-12-31,494,covid
West Virginia,54,2022-12-31,352,covid
Wisconsin,55,2022-12-31,691,covid
Wyoming,56,2022-12-31,28,covid
Alabama,1,2023-01-07,766,covid
Alaska,2,2023-01-07,39,covid
Arizona,4,2023-01-07,697,covid
Arkansas,5,2023-01-07,462,covid
California,6,2023-01-07,4787,covid
Colorado,8,2023-01-07,442,covid
Connecticut,9,2023-01-07,801,covid
Delaware,10,2023-01-07,171,covid
District of Columbia,11,2023-01-07,195,covid
Florida,12,2023-01-07,3623,covid
Georgia,13,2023-01-07,1604,covid
Hawaii,15,2023-01-07,119,covid
Idaho,16,2023-01-07,112,covid
Illinois,17,2023-01-07,1850,covid
Indiana,18,2023-01-07,780,covid
Iowa,19,2023-01-07,288,covid
Kansas,20,2023-01-07,287,covid
Kentucky,21,2023-01-07,566,covid
Louisiana,22,2023-01-07,686,covid
Maine,23,2023-01-07,87,covid
Maryland,24,2023-01-07,820,covid
Massachusetts,25,2023-01-07,1428,covid
Michigan,26,2023-01-07,1114,covid
Minnesota,27,2023-01-07,548,covid
Mississippi,28,2023-01-07,459,covid
Missouri,29,2023-01-07,832,covid
Montana,30,2023-01-07,97,covid
Nebraska,31,2023-01-07,158,covid
Nevada,32,2023-01-07,283,covid
New Hampshire,33,2023-01-07,155,covid
New Jersey,34,2023-01-07,1803,covid
New Mexico,35,2023-01-07,106,covid
New York,36,2023-01-07,3794,covid
North Carolina,37,2023-01-07,1629,covid
North Dakota,38,2023-01-07,47,covid
Ohio,39,2023-01-07,1687,covid
Oklahoma,40,2023-01-07,470,covid
Oregon,41,2023-01-07,289,covid
Pennsylvania,42,2023-01-07,1750,covid
Puerto Rico,72,2023-01-07,242,covid
Rhode Island,44,2023-01-07,143,covid
South Carolina,45,2023-01-07,867,covid
South Dakota,46,2023-01-07,56,covid
Tennessee,47,2023-01-07,842,covid
Texas,48,2023-01-07,3932,covid
US,NA,2023-01-07,44928,covid
Utah,49,2023-01-07,278,covid
Vermont,50,2023-01-07,42,covid
Virginia,51,2023-01-07,1246,covid
Washington,53,2023-01-07,490,covid
West Virginia,54,2023-01-07,315,covid
Wisconsin,55,2023-01-07,621,covid
Wyoming,56,2023-01-07,23,covid
Alabama,1,2023-01-14,569,covid
Alaska,2,2023-01-14,36,covid
Arizona,4,2023-01-14,568,covid
Arkansas,5,2023-01-14,388,covid
California,6,2023-01-14,4103,covid
Colorado,8,2023-01-14,315,covid
Connecticut,9,2023-01-14,798,covid
Delaware,10,2023-01-14,145,covid
District of Columbia,11,2023-01-14,168,covid
Florida,12,2023-01-14,3121,covid
Georgia,13,2023-01-14,1275,covid
Hawaii,15,2023-01-14,114,covid
Idaho,16,2023-01-14,122,covid
Illinois,17,2023-01-14,1485,covid
Indiana,18,2023-01-14,588,covid
Iowa,19,2023-01-14,242,covid
Kansas,20,2023-01-14,212,covid
Kentucky,21,2023-01-14,462,covid
Louisiana,22,2023-01-14,675,covid
Maine,23,2023-01-14,94,covid
Maryland,24,2023-01-14,710,covid
Massachusetts,25,2023-01-14,1263,covid
Michigan,26,2023-01-14,917,covid
Minnesota,27,2023-01-14,433,covid
Mississippi,28,2023-01-14,371,covid
Missouri,29,2023-01-14,749,covid
Montana,30,2023-01-14,91,covid
Nebraska,31,2023-01-14,159,covid
Nevada,32,2023-01-14,226,covid
New Hampshire,33,2023-01-14,163,covid
New Jersey,34,2023-01-14,1629,covid
New Mexico,35,2023-01-14,116,covid
New York,36,2023-01-14,3247,covid
North Carolina,37,2023-01-14,1296,covid
North Dakota,38,2023-01-14,62,covid
Ohio,39,2023-01-14,1297,covid
Oklahoma,40,2023-01-14,413,covid
Oregon,41,2023-01-14,277,covid
Pennsylvania,42,2023-01-14,1417,covid
Puerto Rico,72,2023-01-14,247,covid
Rhode Island,44,2023-01-14,141,covid
South Carolina,45,2023-01-14,627,covid
South Dakota,46,2023-01-14,51,covid
Tennessee,47,2023-01-14,731,covid
Texas,48,2023-01-14,3451,covid
US,NA,2023-01-14,38053,covid
Utah,49,2023-01-14,191,covid
Vermont,50,2023-01-14,33,covid
Virginia,51,2023-01-14,1006,covid
Washington,53,2023-01-14,425,covid
West Virginia,54,2023-01-14,272,covid
Wisconsin,55,2023-01-14,534,covid
Wyoming,56,2023-01-14,28,covid
Alabama,1,2023-01-21,505,covid
Alaska,2,2023-01-21,47,covid
Arizona,4,2023-01-21,453,covid
Arkansas,5,2023-01-21,277,covid
California,6,2023-01-21,3163,covid
Colorado,8,2023-01-21,285,covid
Connecticut,9,2023-01-21,655,covid
Delaware,10,2023-01-21,114,covid
District of Columbia,11,2023-01-21,159,covid
Florida,12,2023-01-21,2781,covid
Georgia,13,2023-01-21,1036,covid
Hawaii,15,2023-01-21,151,covid
Idaho,16,2023-01-21,94,covid
Illinois,17,2023-01-21,1282,covid
Indiana,18,2023-01-21,509,covid
Iowa,19,2023-01-21,214,covid
Kansas,20,2023-01-21,209,covid
Kentucky,21,2023-01-21,409,covid
Louisiana,22,2023-01-21,547,covid
Maine,23,2023-01-21,82,covid
Maryland,24,2023-01-21,627,covid
Massachusetts,25,2023-01-21,1050,covid
Michigan,26,2023-01-21,703,covid
Minnesota,27,2023-01-21,380,covid
Mississippi,28,2023-01-21,281,covid
Missouri,29,2023-01-21,578,covid
Montana,30,2023-01-21,73,covid
Nebraska,31,2023-01-21,127,covid
Nevada,32,2023-01-21,192,covid
New Hampshire,33,2023-01-21,129,covid
New Jersey,34,2023-01-21,1465,covid
New Mexico,35,2023-01-21,111,covid
New York,36,2023-01-21,2674,covid
North Carolina,37,2023-01-21,1056,covid
North Dakota,38,2023-01-21,51,covid
Ohio,39,2023-01-21,1080,covid
Oklahoma,40,2023-01-21,402,covid
Oregon,41,2023-01-21,240,covid
Pennsylvania,42,2023-01-21,1293,covid
Puerto Rico,72,2023-01-21,152,covid
Rhode Island,44,2023-01-21,109,covid
South Carolina,45,2023-01-21,534,covid
South Dakota,46,2023-01-21,53,covid
Tennessee,47,2023-01-21,573,covid
Texas,48,2023-01-21,2883,covid
US,NA,2023-01-21,32083,covid
Utah,49,2023-01-21,126,covid
Vermont,50,2023-01-21,47,covid
Virginia,51,2023-01-21,895,covid
Washington,53,2023-01-21,411,covid
West Virginia,54,2023-01-21,236,covid
Wisconsin,55,2023-01-21,556,covid
Wyoming,56,2023-01-21,24,covid
Alabama,1,2023-01-28,483,covid
Alaska,2,2023-01-28,49,covid
Arizona,4,2023-01-28,379,covid
Arkansas,5,2023-01-28,210,covid
California,6,2023-01-28,2802,covid
Colorado,8,2023-01-28,272,covid
Connecticut,9,2023-01-28,535,covid
Delaware,10,2023-01-28,103,covid
District of Columbia,11,2023-01-28,104,covid
Florida,12,2023-01-28,2508,covid
Georgia,13,2023-01-28,929,covid
Hawaii,15,2023-01-28,97,covid
Idaho,16,2023-01-28,91,covid
Illinois,17,2023-01-28,1117,covid
Indiana,18,2023-01-28,448,covid
Iowa,19,2023-01-28,174,covid
Kansas,20,2023-01-28,191,covid
Kentucky,21,2023-01-28,391,covid
Louisiana,22,2023-01-28,422,covid
Maine,23,2023-01-28,104,covid
Maryland,24,2023-01-28,540,covid
Massachusetts,25,2023-01-28,850,covid
Michigan,26,2023-01-28,648,covid
Minnesota,27,2023-01-28,407,covid
Mississippi,28,2023-01-28,188,covid
Missouri,29,2023-01-28,480,covid
Montana,30,2023-01-28,62,covid
Nebraska,31,2023-01-28,101,covid
Nevada,32,2023-01-28,150,covid
New Hampshire,33,2023-01-28,65,covid
New Jersey,34,2023-01-28,1258,covid
New Mexico,35,2023-01-28,106,covid
New York,36,2023-01-28,2514,covid
North Carolina,37,2023-01-28,970,covid
North Dakota,38,2023-01-28,47,covid
Ohio,39,2023-01-28,916,covid
Oklahoma,40,2023-01-28,389,covid
Oregon,41,2023-01-28,229,covid
Pennsylvania,42,2023-01-28,1372,covid
Puerto Rico,72,2023-01-28,154,covid
Rhode Island,44,2023-01-28,102,covid
South Carolina,45,2023-01-28,427,covid
South Dakota,46,2023-01-28,71,covid
Tennessee,47,2023-01-28,500,covid
Texas,48,2023-01-28,2615,covid
US,NA,2023-01-28,28644,covid
Utah,49,2023-01-28,139,covid
Vermont,50,2023-01-28,48,covid
Virginia,51,2023-01-28,762,covid
Washington,53,2023-01-28,384,covid
West Virginia,54,2023-01-28,200,covid
Wisconsin,55,2023-01-28,526,covid
Wyoming,56,2023-01-28,15,covid
Alabama,1,2023-02-04,476,covid
Alaska,2,2023-02-04,42,covid
Arizona,4,2023-02-04,374,covid
Arkansas,5,2023-02-04,178,covid
California,6,2023-02-04,2797,covid
Colorado,8,2023-02-04,284,covid
Connecticut,9,2023-02-04,506,covid
Delaware,10,2023-02-04,135,covid
District of Columbia,11,2023-02-04,110,covid
Florida,12,2023-02-04,2273,covid
Georgia,13,2023-02-04,989,covid
Hawaii,15,2023-02-04,97,covid
Idaho,16,2023-02-04,86,covid
Illinois,17,2023-02-04,952,covid
Indiana,18,2023-02-04,402,covid
Iowa,19,2023-02-04,165,covid
Kansas,20,2023-02-04,196,covid
Kentucky,21,2023-02-04,425,covid
Louisiana,22,2023-02-04,406,covid
Maine,23,2023-02-04,91,covid
Maryland,24,2023-02-04,450,covid
Massachusetts,25,2023-02-04,808,covid
Michigan,26,2023-02-04,606,covid
Minnesota,27,2023-02-04,354,covid
Mississippi,28,2023-02-04,174,covid
Missouri,29,2023-02-04,509,covid
Montana,30,2023-02-04,71,covid
Nebraska,31,2023-02-04,69,covid
Nevada,32,2023-02-04,129,covid
New Hampshire,33,2023-02-04,96,covid
New Jersey,34,2023-02-04,1149,covid
New Mexico,35,2023-02-04,84,covid
New York,36,2023-02-04,2260,covid
North Carolina,37,2023-02-04,792,covid
North Dakota,38,2023-02-04,65,covid
Ohio,39,2023-02-04,953,covid
Oklahoma,40,2023-02-04,357,covid
Oregon,41,2023-02-04,237,covid
Pennsylvania,42,2023-02-04,1195,covid
Puerto Rico,72,2023-02-04,117,covid
Rhode Island,44,2023-02-04,109,covid
South Carolina,45,2023-02-04,398,covid
South Dakota,46,2023-02-04,81,covid
Tennessee,47,2023-02-04,501,covid
Texas,48,2023-02-04,2252,covid
US,NA,2023-02-04,26799,covid
Utah,49,2023-02-04,110,covid
Vermont,50,2023-02-04,48,covid
Virginia,51,2023-02-04,707,covid
Washington,53,2023-02-04,379,covid
West Virginia,54,2023-02-04,223,covid
Wisconsin,55,2023-02-04,514,covid
Wyoming,56,2023-02-04,18,covid
Alabama,1,2023-02-11,490,covid
Alaska,2,2023-02-11,44,covid
Arizona,4,2023-02-11,387,covid
Arkansas,5,2023-02-11,173,covid
California,6,2023-02-11,3061,covid
Colorado,8,2023-02-11,312,covid
Connecticut,9,2023-02-11,395,covid
Delaware,10,2023-02-11,113,covid
District of Columbia,11,2023-02-11,106,covid
Florida,12,2023-02-11,2062,covid
Georgia,13,2023-02-11,918,covid
Hawaii,15,2023-02-11,87,covid
Idaho,16,2023-02-11,100,covid
Illinois,17,2023-02-11,998,covid
Indiana,18,2023-02-11,454,covid
Iowa,19,2023-02-11,161,covid
Kansas,20,2023-02-11,247,covid
Kentucky,21,2023-02-11,423,covid
Louisiana,22,2023-02-11,497,covid
Maine,23,2023-02-11,103,covid
Maryland,24,2023-02-11,473,covid
Massachusetts,25,2023-02-11,748,covid
Michigan,26,2023-02-11,642,covid
Minnesota,27,2023-02-11,403,covid
Mississippi,28,2023-02-11,193,covid
Missouri,29,2023-02-11,463,covid
Montana,30,2023-02-11,104,covid
Nebraska,31,2023-02-11,103,covid
Nevada,32,2023-02-11,136,covid
New Hampshire,33,2023-02-11,86,covid
New Jersey,34,2023-02-11,1174,covid
New Mexico,35,2023-02-11,79,covid
New York,36,2023-02-11,1978,covid
North Carolina,37,2023-02-11,798,covid
North Dakota,38,2023-02-11,71,covid
Ohio,39,2023-02-11,891,covid
Oklahoma,40,2023-02-11,333,covid
Oregon,41,2023-02-11,228,covid
Pennsylvania,42,2023-02-11,1235,covid
Puerto Rico,72,2023-02-11,116,covid
Rhode Island,44,2023-02-11,113,covid
South Carolina,45,2023-02-11,337,covid
South Dakota,46,2023-02-11,98,covid
Tennessee,47,2023-02-11,582,covid
Texas,48,2023-02-11,2178,covid
US,NA,2023-02-11,26710,covid
Utah,49,2023-02-11,138,covid
Vermont,50,2023-02-11,42,covid
Virginia,51,2023-02-11,683,covid
Washington,53,2023-02-11,424,covid
West Virginia,54,2023-02-11,197,covid
Wisconsin,55,2023-02-11,510,covid
Wyoming,56,2023-02-11,23,covid
Alabama,1,2023-02-18,456,covid
Alaska,2,2023-02-18,40,covid
Arizona,4,2023-02-18,364,covid
Arkansas,5,2023-02-18,180,covid
California,6,2023-02-18,2978,covid
Colorado,8,2023-02-18,332,covid
Connecticut,9,2023-02-18,399,covid
Delaware,10,2023-02-18,128,covid
District of Columbia,11,2023-02-18,66,covid
Florida,12,2023-02-18,1763,covid
Georgia,13,2023-02-18,788,covid
Hawaii,15,2023-02-18,114,covid
Idaho,16,2023-02-18,117,covid
Illinois,17,2023-02-18,1075,covid
Indiana,18,2023-02-18,480,covid
Iowa,19,2023-02-18,187,covid
Kansas,20,2023-02-18,240,covid
Kentucky,21,2023-02-18,437,covid
Louisiana,22,2023-02-18,425,covid
Maine,23,2023-02-18,124,covid
Maryland,24,2023-02-18,401,covid
Massachusetts,25,2023-02-18,691,covid
Michigan,26,2023-02-18,647,covid
Minnesota,27,2023-02-18,401,covid
Mississippi,28,2023-02-18,189,covid
Missouri,29,2023-02-18,496,covid
Montana,30,2023-02-18,95,covid
Nebraska,31,2023-02-18,136,covid
Nevada,32,2023-02-18,164,covid
New Hampshire,33,2023-02-18,92,covid
New Jersey,34,2023-02-18,1029,covid
New Mexico,35,2023-02-18,94,covid
New York,36,2023-02-18,1940,covid
North Carolina,37,2023-02-18,742,covid
North Dakota,38,2023-02-18,69,covid
Ohio,39,2023-02-18,1014,covid
Oklahoma,40,2023-02-18,313,covid
Oregon,41,2023-02-18,282,covid
Pennsylvania,42,2023-02-18,1248,covid
Puerto Rico,72,2023-02-18,129,covid
Rhode Island,44,2023-02-18,72,covid
South Carolina,45,2023-02-18,296,covid
South Dakota,46,2023-02-18,92,covid
Tennessee,47,2023-02-18,536,covid
Texas,48,2023-02-18,2050,covid
US,NA,2023-02-18,25843,covid
Utah,49,2023-02-18,178,covid
Vermont,50,2023-02-18,43,covid
Virginia,51,2023-02-18,560,covid
Washington,53,2023-02-18,412,covid
West Virginia,54,2023-02-18,184,covid
Wisconsin,55,2023-02-18,529,covid
Wyoming,56,2023-02-18,26,covid
Alabama,1,2023-02-25,402,covid
Alaska,2,2023-02-25,34,covid
Arizona,4,2023-02-25,433,covid
Arkansas,5,2023-02-25,176,covid
California,6,2023-02-25,3088,covid
Colorado,8,2023-02-25,352,covid
Connecticut,9,2023-02-25,382,covid
Delaware,10,2023-02-25,119,covid
District of Columbia,11,2023-02-25,72,covid
Florida,12,2023-02-25,1717,covid
Georgia,13,2023-02-25,631,covid
Hawaii,15,2023-02-25,107,covid
Idaho,16,2023-02-25,110,covid
Illinois,17,2023-02-25,1062,covid
Indiana,18,2023-02-25,448,covid
Iowa,19,2023-02-25,186,covid
Kansas,20,2023-02-25,210,covid
Kentucky,21,2023-02-25,341,covid
Louisiana,22,2023-02-25,364,covid
Maine,23,2023-02-25,113,covid
Maryland,24,2023-02-25,347,covid
Massachusetts,25,2023-02-25,639,covid
Michigan,26,2023-02-25,702,covid
Minnesota,27,2023-02-25,341,covid
Mississippi,28,2023-02-25,163,covid
Missouri,29,2023-02-25,489,covid
Montana,30,2023-02-25,144,covid
Nebraska,31,2023-02-25,173,covid
Nevada,32,2023-02-25,173,covid
New Hampshire,33,2023-02-25,76,covid
New Jersey,34,2023-02-25,794,covid
New Mexico,35,2023-02-25,85,covid
New York,36,2023-02-25,1718,covid
North Carolina,37,2023-02-25,697,covid
North Dakota,38,2023-02-25,69,covid
Ohio,39,2023-02-25,1012,covid
Oklahoma,40,2023-02-25,276,covid
Oregon,41,2023-02-25,223,covid
Pennsylvania,42,2023-02-25,1197,covid
Puerto Rico,72,2023-02-25,104,covid
Rhode Island,44,2023-02-25,64,covid
South Carolina,45,2023-02-25,277,covid
South Dakota,46,2023-02-25,87,covid
Tennessee,47,2023-02-25,461,covid
Texas,48,2023-02-25,1984,covid
US,NA,2023-02-25,24408,covid
Utah,49,2023-02-25,157,covid
Vermont,50,2023-02-25,37,covid
Virginia,51,2023-02-25,473,covid
Washington,53,2023-02-25,366,covid
West Virginia,54,2023-02-25,194,covid
Wisconsin,55,2023-02-25,506,covid
Wyoming,56,2023-02-25,33,covid
Alabama,1,2023-03-04,339,covid
Alaska,2,2023-03-04,50,covid
Arizona,4,2023-03-04,404,covid
Arkansas,5,2023-03-04,162,covid
California,6,2023-03-04,2938,covid
Colorado,8,2023-03-04,341,covid
Connecticut,9,2023-03-04,328,covid
Delaware,10,2023-03-04,66,covid
District of Columbia,11,2023-03-04,73,covid
Florida,12,2023-03-04,1552,covid
Georgia,13,2023-03-04,531,covid
Hawaii,15,2023-03-04,69,covid
Idaho,16,2023-03-04,99,covid
Illinois,17,2023-03-04,1063,covid
Indiana,18,2023-03-04,419,covid
Iowa,19,2023-03-04,225,covid
Kansas,20,2023-03-04,252,covid
Kentucky,21,2023-03-04,325,covid
Louisiana,22,2023-03-04,348,covid
Maine,23,2023-03-04,145,covid
Maryland,24,2023-03-04,304,covid
Massachusetts,25,2023-03-04,640,covid
Michigan,26,2023-03-04,731,covid
Minnesota,27,2023-03-04,368,covid
Mississippi,28,2023-03-04,110,covid
Missouri,29,2023-03-04,486,covid
Montana,30,2023-03-04,121,covid
Nebraska,31,2023-03-04,187,covid
Nevada,32,2023-03-04,132,covid
New Hampshire,33,2023-03-04,106,covid
New Jersey,34,2023-03-04,581,covid
New Mexico,35,2023-03-04,114,covid
New York,36,2023-03-04,1523,covid
North Carolina,37,2023-03-04,613,covid
North Dakota,38,2023-03-04,70,covid
Ohio,39,2023-03-04,1012,covid
Oklahoma,40,2023-03-04,219,covid
Oregon,41,2023-03-04,223,covid
Pennsylvania,42,2023-03-04,1039,covid
Puerto Rico,72,2023-03-04,85,covid
Rhode Island,44,2023-03-04,53,covid
South Carolina,45,2023-03-04,223,covid
South Dakota,46,2023-03-04,105,covid
Tennessee,47,2023-03-04,411,covid
Texas,48,2023-03-04,1779,covid
US,NA,2023-03-04,22687,covid
Utah,49,2023-03-04,197,covid
Vermont,50,2023-03-04,43,covid
Virginia,51,2023-03-04,412,covid
Washington,53,2023-03-04,410,covid
West Virginia,54,2023-03-04,195,covid
Wisconsin,55,2023-03-04,448,covid
Wyoming,56,2023-03-04,18,covid
