model,date,location,horizon,prediction,true_value,quantile
covid,2024-03-09,Utah,4,38,113,0.025
covid,2024-03-09,Utah,4,59,113,0.25
covid,2024-03-09,Utah,4,74,113,0.5
covid,2024-03-09,Utah,4,91,113,0.75
covid,2024-03-09,Utah,4,134,113,0.975
covid,2024-02-17,Vermont,1,15,27,0.025
covid,2024-02-17,Vermont,1,23,27,0.25
covid,2024-02-17,Vermont,1,28,27,0.5
covid,2024-02-17,Vermont,1,33,27,0.75
covid,2024-02-17,Vermont,1,46,27,0.975
covid,2024-02-24,Vermont,2,11,26,0.025
covid,2024-02-24,Vermont,2,19,26,0.25
covid,2024-02-24,Vermont,2,24,26,0.5
covid,2024-02-24,Vermont,2,30,26,0.75
covid,2024-02-24,Vermont,2,44,26,0.975
covid,2024-03-02,Vermont,3,9,19,0.025
covid,2024-03-02,Vermont,3,16,19,0.25
covid,2024-03-02,Vermont,3,21,19,0.5
covid,2024-03-02,Vermont,3,27,19,0.75
covid,2024-03-02,Vermont,3,41,19,0.975
covid,2024-03-09,Vermont,4,7,18,0.025
covid,2024-03-09,Vermont,4,13,18,0.25
covid,2024-03-09,Vermont,4,18,18,0.5
covid,2024-03-09,Vermont,4,24,18,0.75
covid,2024-03-09,Vermont,4,38,18,0.975
covid,2024-02-17,Virginia,1,358,599,0.025
covid,2024-02-17,Virginia,1,438,599,0.25
covid,2024-02-17,Virginia,1,487,599,0.5
covid,2024-02-17,Virginia,1,543,599,0.75
covid,2024-02-17,Virginia,1,665,599,0.975
covid,2024-02-24,Virginia,2,275,595,0.025
covid,2024-02-24,Virginia,2,364,595,0.25
covid,2024-02-24,Virginia,2,421,595,0.5
covid,2024-02-24,Virginia,2,485,595,0.75
covid,2024-02-24,Virginia,2,637,595,0.975
covid,2024-03-02,Virginia,3,218,489,0.025
covid,2024-03-02,Virginia,3,305,489,0.25
covid,2024-03-02,Virginia,3,363,489,0.5
covid,2024-03-02,Virginia,3,431,489,0.75
covid,2024-03-02,Virginia,3,602,489,0.975
covid,2024-03-09,Virginia,4,177,460,0.025
covid,2024-03-09,Virginia,4,264,460,0.25
covid,2024-03-09,Virginia,4,318,460,0.5
covid,2024-03-09,Virginia,4,388,460,0.75
covid,2024-03-09,Virginia,4,559,460,0.975
covid,2024-02-17,Washington,1,195,283,0.025
covid,2024-02-17,Washington,1,250,283,0.25
covid,2024-02-17,Washington,1,286,283,0.5
covid,2024-02-17,Washington,1,327,283,0.75
covid,2024-02-17,Washington,1,421,283,0.975
covid,2024-02-24,Washington,2,143,254,0.025
covid,2024-02-24,Washington,2,207,254,0.25
covid,2024-02-24,Washington,2,248,254,0.5
covid,2024-02-24,Washington,2,299,254,0.75
covid,2024-02-24,Washington,2,416,254,0.975
covid,2024-03-02,Washington,3,113,270,0.025
covid,2024-03-02,Washington,3,174,270,0.25
covid,2024-03-02,Washington,3,216,270,0.5
covid,2024-03-02,Washington,3,268,270,0.75
covid,2024-03-02,Washington,3,397,270,0.975
covid,2024-03-09,Washington,4,91,228,0.025
covid,2024-03-09,Washington,4,148,228,0.25
covid,2024-03-09,Washington,4,190,228,0.5
covid,2024-03-09,Washington,4,245,228,0.75
covid,2024-03-09,Washington,4,385,228,0.975
covid,2024-02-17,West Virginia,1,64,100,0.025
covid,2024-02-17,West Virginia,1,83,100,0.25
covid,2024-02-17,West Virginia,1,96,100,0.5
covid,2024-02-17,West Virginia,1,109,100,0.75
covid,2024-02-17,West Virginia,1,138,100,0.975
covid,2024-02-24,West Virginia,2,50,108,0.025
covid,2024-02-24,West Virginia,2,71,108,0.25
covid,2024-02-24,West Virginia,2,84,108,0.5
covid,2024-02-24,West Virginia,2,99,108,0.75
covid,2024-02-24,West Virginia,2,134,108,0.975
covid,2024-03-02,West Virginia,3,41,109,0.025
covid,2024-03-02,West Virginia,3,61,109,0.25
covid,2024-03-02,West Virginia,3,75,109,0.5
covid,2024-03-02,West Virginia,3,90,109,0.75
covid,2024-03-02,West Virginia,3,128,109,0.975
covid,2024-03-09,West Virginia,4,34,99,0.025
covid,2024-03-09,West Virginia,4,53,99,0.25
covid,2024-03-09,West Virginia,4,67,99,0.5
covid,2024-03-09,West Virginia,4,83,99,0.75
covid,2024-03-09,West Virginia,4,124,99,0.975
covid,2024-02-17,Wisconsin,1,206,320,0.025
covid,2024-02-17,Wisconsin,1,260,320,0.25
covid,2024-02-17,Wisconsin,1,295,320,0.5
covid,2024-02-17,Wisconsin,1,333,320,0.75
covid,2024-02-17,Wisconsin,1,418,320,0.975
covid,2024-02-24,Wisconsin,2,162,300,0.025
covid,2024-02-24,Wisconsin,2,223,300,0.25
covid,2024-02-24,Wisconsin,2,261,300,0.5
covid,2024-02-24,Wisconsin,2,306,300,0.75
covid,2024-02-24,Wisconsin,2,411,300,0.975
covid,2024-03-02,Wisconsin,3,133,237,0.025
covid,2024-03-02,Wisconsin,3,190,237,0.25
covid,2024-03-02,Wisconsin,3,232,237,0.5
covid,2024-03-02,Wisconsin,3,279,237,0.75
covid,2024-03-02,Wisconsin,3,402,237,0.975
covid,2024-03-09,Wisconsin,4,108,214,0.025
covid,2024-03-09,Wisconsin,4,166,214,0.25
covid,2024-03-09,Wisconsin,4,209,214,0.5
covid,2024-03-09,Wisconsin,4,258,214,0.75
covid,2024-03-09,Wisconsin,4,390,214,0.975
covid,2024-02-17,Wyoming,1,10,19,0.025
covid,2024-02-17,Wyoming,1,16,19,0.25
covid,2024-02-17,Wyoming,1,20,19,0.5
covid,2024-02-17,Wyoming,1,24,19,0.75
covid,2024-02-17,Wyoming,1,33,19,0.975
covid,2024-02-24,Wyoming,2,8,14,0.025
covid,2024-02-24,Wyoming,2,14,14,0.25
covid,2024-02-24,Wyoming,2,18,14,0.5
covid,2024-02-24,Wyoming,2,22,14,0.75
covid,2024-02-24,Wyoming,2,31,14,0.975
covid,2024-03-02,Wyoming,3,7,5,0.025
covid,2024-03-02,Wyoming,3,12,5,0.25
covid,2024-03-02,Wyoming,3,16,5,0.5
covid,2024-03-02,Wyoming,3,20,5,0.75
covid,2024-03-02,Wyoming,3,30,5,0.975
covid,2024-03-09,Wyoming,4,5,7,0.025
covid,2024-03-09,Wyoming,4,11,7,0.25
covid,2024-03-09,Wyoming,4,14,7,0.5
covid,2024-03-09,Wyoming,4,19,7,0.75
covid,2024-03-09,Wyoming,4,29,7,0.975
covid,2024-02-24,Alabama,1,254,453,0.025
covid,2024-02-24,Alabama,1,323,453,0.25
covid,2024-02-24,Alabama,1,364,453,0.5
covid,2024-02-24,Alabama,1,410,453,0.75
covid,2024-02-24,Alabama,1,507,453,0.975
covid,2024-03-02,Alabama,2,197,362,0.025
covid,2024-03-02,Alabama,2,269,362,0.25
covid,2024-03-02,Alabama,2,317,362,0.5
covid,2024-03-02,Alabama,2,369,362,0.75
covid,2024-03-02,Alabama,2,490,362,0.975
covid,2024-03-09,Alabama,3,159,305,0.025
covid,2024-03-09,Alabama,3,229,305,0.25
covid,2024-03-09,Alabama,3,278,305,0.5
covid,2024-03-09,Alabama,3,334,305,0.75
covid,2024-03-09,Alabama,3,481,305,0.975
covid,2024-03-16,Alabama,4,130,251,0.025
covid,2024-03-16,Alabama,4,202,251,0.25
covid,2024-03-16,Alabama,4,249,251,0.5
covid,2024-03-16,Alabama,4,306,251,0.75
covid,2024-03-16,Alabama,4,461,251,0.975
covid,2024-02-24,Alaska,1,17,29,0.025
covid,2024-02-24,Alaska,1,29,29,0.25
covid,2024-02-24,Alaska,1,38,29,0.5
covid,2024-02-24,Alaska,1,47,29,0.75
covid,2024-02-24,Alaska,1,74,29,0.975
covid,2024-03-02,Alaska,2,12,21,0.025
covid,2024-03-02,Alaska,2,23,21,0.25
covid,2024-03-02,Alaska,2,32,21,0.5
covid,2024-03-02,Alaska,2,43,21,0.75
covid,2024-03-02,Alaska,2,76,21,0.975
covid,2024-03-09,Alaska,3,8,31,0.025
covid,2024-03-09,Alaska,3,19,31,0.25
covid,2024-03-09,Alaska,3,28,31,0.5
covid,2024-03-09,Alaska,3,40,31,0.75
covid,2024-03-09,Alaska,3,79,31,0.975
covid,2024-03-16,Alaska,4,7,17,0.025
covid,2024-03-16,Alaska,4,17,17,0.25
covid,2024-03-16,Alaska,4,25,17,0.5
covid,2024-03-16,Alaska,4,37,17,0.75
covid,2024-03-16,Alaska,4,77,17,0.975
covid,2024-02-24,Arizona,1,197,300,0.025
covid,2024-02-24,Arizona,1,249,300,0.25
covid,2024-02-24,Arizona,1,281,300,0.5
covid,2024-02-24,Arizona,1,314,300,0.75
covid,2024-02-24,Arizona,1,389,300,0.975
covid,2024-03-02,Arizona,2,156,235,0.025
covid,2024-03-02,Arizona,2,213,235,0.25
covid,2024-03-02,Arizona,2,248,235,0.5
covid,2024-03-02,Arizona,2,290,235,0.75
covid,2024-03-02,Arizona,2,384,235,0.975
covid,2024-03-09,Arizona,3,128,196,0.025
covid,2024-03-09,Arizona,3,184,196,0.25
covid,2024-03-09,Arizona,3,224,196,0.5
covid,2024-03-09,Arizona,3,267,196,0.75
covid,2024-03-09,Arizona,3,377,196,0.975
covid,2024-03-16,Arizona,4,109,182,0.025
covid,2024-03-16,Arizona,4,166,182,0.25
covid,2024-03-16,Arizona,4,204,182,0.5
covid,2024-03-16,Arizona,4,253,182,0.75
covid,2024-03-16,Arizona,4,373,182,0.975
covid,2024-02-24,Arkansas,1,117,192,0.025
covid,2024-02-24,Arkansas,1,150,192,0.25
covid,2024-02-24,Arkansas,1,168,192,0.5
covid,2024-02-24,Arkansas,1,189,192,0.75
covid,2024-02-24,Arkansas,1,232,192,0.975
covid,2024-03-02,Arkansas,2,93,184,0.025
covid,2024-03-02,Arkansas,2,125,184,0.25
covid,2024-03-02,Arkansas,2,147,184,0.5
covid,2024-03-02,Arkansas,2,171,184,0.75
covid,2024-03-02,Arkansas,2,228,184,0.975
covid,2024-03-09,Arkansas,3,76,183,0.025
covid,2024-03-09,Arkansas,3,109,183,0.25
covid,2024-03-09,Arkansas,3,130,183,0.5
covid,2024-03-09,Arkansas,3,157,183,0.75
covid,2024-03-09,Arkansas,3,220,183,0.975
covid,2024-03-16,Arkansas,4,65,127,0.025
covid,2024-03-16,Arkansas,4,97,127,0.25
covid,2024-03-16,Arkansas,4,119,127,0.5
covid,2024-03-16,Arkansas,4,146,127,0.75
covid,2024-03-16,Arkansas,4,215,127,0.975
covid,2024-02-24,California,1,1187,1623,0.025
covid,2024-02-24,California,1,1472,1623,0.25
covid,2024-02-24,California,1,1657,1623,0.5
covid,2024-02-24,California,1,1865,1623,0.75
covid,2024-02-24,California,1,2322,1623,0.975
covid,2024-03-02,California,2,906,1417,0.025
covid,2024-03-02,California,2,1235,1417,0.25
covid,2024-03-02,California,2,1449,1417,0.5
covid,2024-03-02,California,2,1704,1417,0.75
covid,2024-03-02,California,2,2295,1417,0.975
covid,2024-03-09,California,3,723,1212,0.025
covid,2024-03-09,California,3,1057,1212,0.25
covid,2024-03-09,California,3,1278,1212,0.5
covid,2024-03-09,California,3,1560,1212,0.75
covid,2024-03-09,California,3,2276,1212,0.975
covid,2024-03-16,California,4,597,1051,0.025
covid,2024-03-16,California,4,931,1051,0.25
covid,2024-03-16,California,4,1167,1051,0.5
covid,2024-03-16,California,4,1453,1051,0.75
covid,2024-03-16,California,4,2242,1051,0.975
covid,2024-02-24,Colorado,1,140,187,0.025
covid,2024-02-24,Colorado,1,175,187,0.25
covid,2024-02-24,Colorado,1,197,187,0.5
covid,2024-02-24,Colorado,1,220,187,0.75
covid,2024-02-24,Colorado,1,271,187,0.975
covid,2024-03-02,Colorado,2,113,138,0.025
covid,2024-03-02,Colorado,2,150,138,0.25
covid,2024-03-02,Colorado,2,175,138,0.5
covid,2024-03-02,Colorado,2,202,138,0.75
covid,2024-03-02,Colorado,2,266,138,0.975
covid,2024-03-09,Colorado,3,92,128,0.025
covid,2024-03-09,Colorado,3,132,128,0.25
covid,2024-03-09,Colorado,3,157,128,0.5
covid,2024-03-09,Colorado,3,187,128,0.75
covid,2024-03-09,Colorado,3,259,128,0.975
covid,2024-03-16,Colorado,4,78,111,0.025
covid,2024-03-16,Colorado,4,119,111,0.25
covid,2024-03-16,Colorado,4,144,111,0.5
covid,2024-03-16,Colorado,4,176,111,0.75
covid,2024-03-16,Colorado,4,257,111,0.975
covid,2024-02-24,Connecticut,1,134,204,0.025
covid,2024-02-24,Connecticut,1,175,204,0.25
covid,2024-02-24,Connecticut,1,200,204,0.5
covid,2024-02-24,Connecticut,1,228,204,0.75
covid,2024-02-24,Connecticut,1,291,204,0.975
covid,2024-03-02,Connecticut,2,104,175,0.025
covid,2024-03-02,Connecticut,2,146,175,0.25
covid,2024-03-02,Connecticut,2,174,175,0.5
covid,2024-03-02,Connecticut,2,207,175,0.75
covid,2024-03-02,Connecticut,2,291,175,0.975
covid,2024-03-09,Connecticut,3,83,162,0.025
covid,2024-03-09,Connecticut,3,125,162,0.25
covid,2024-03-09,Connecticut,3,154,162,0.5
covid,2024-03-09,Connecticut,3,190,162,0.75
covid,2024-03-09,Connecticut,3,282,162,0.975
covid,2024-03-16,Connecticut,4,69,120,0.025
covid,2024-03-16,Connecticut,4,110,120,0.25
covid,2024-03-16,Connecticut,4,138,120,0.5
covid,2024-03-16,Connecticut,4,174,120,0.75
covid,2024-03-16,Connecticut,4,278,120,0.975
covid,2024-02-24,Delaware,1,37,88,0.025
covid,2024-02-24,Delaware,1,52,88,0.25
covid,2024-02-24,Delaware,1,61,88,0.5
covid,2024-02-24,Delaware,1,70,88,0.75
covid,2024-02-24,Delaware,1,92,88,0.975
covid,2024-03-02,Delaware,2,29,82,0.025
covid,2024-03-02,Delaware,2,43,82,0.25
covid,2024-03-02,Delaware,2,53,82,0.5
covid,2024-03-02,Delaware,2,63,82,0.75
covid,2024-03-02,Delaware,2,90,82,0.975
covid,2024-03-09,Delaware,3,23,58,0.025
covid,2024-03-09,Delaware,3,37,58,0.25
covid,2024-03-09,Delaware,3,46,58,0.5
covid,2024-03-09,Delaware,3,58,58,0.75
covid,2024-03-09,Delaware,3,86,58,0.975
covid,2024-03-16,Delaware,4,19,36,0.025
covid,2024-03-16,Delaware,4,32,36,0.25
covid,2024-03-16,Delaware,4,42,36,0.5
covid,2024-03-16,Delaware,4,53,36,0.75
covid,2024-03-16,Delaware,4,82,36,0.975
covid,2024-02-24,District of Columbia,1,34,61,0.025
covid,2024-02-24,District of Columbia,1,49,61,0.25
covid,2024-02-24,District of Columbia,1,58,61,0.5
covid,2024-02-24,District of Columbia,1,68,61,0.75
covid,2024-02-24,District of Columbia,1,91,61,0.975
covid,2024-03-02,District of Columbia,2,26,53,0.025
covid,2024-03-02,District of Columbia,2,41,53,0.25
covid,2024-03-02,District of Columbia,2,50,53,0.5
covid,2024-03-02,District of Columbia,2,61,53,0.75
covid,2024-03-02,District of Columbia,2,86,53,0.975
covid,2024-03-09,District of Columbia,3,21,55,0.025
covid,2024-03-09,District of Columbia,3,34,55,0.25
covid,2024-03-09,District of Columbia,3,44,55,0.5
covid,2024-03-09,District of Columbia,3,56,55,0.75
covid,2024-03-09,District of Columbia,3,85,55,0.975
covid,2024-03-16,District of Columbia,4,17,36,0.025
covid,2024-03-16,District of Columbia,4,30,36,0.25
covid,2024-03-16,District of Columbia,4,40,36,0.5
covid,2024-03-16,District of Columbia,4,52,36,0.75
covid,2024-03-16,District of Columbia,4,84,36,0.975
covid,2024-02-24,Florida,1,1080,1541,0.025
covid,2024-02-24,Florida,1,1380,1541,0.25
covid,2024-02-24,Florida,1,1560,1541,0.5
covid,2024-02-24,Florida,1,1768,1541,0.75
covid,2024-02-24,Florida,1,2229,1541,0.975
covid,2024-03-02,Florida,2,808,1384,0.025
covid,2024-03-02,Florida,2,1140,1384,0.25
covid,2024-03-02,Florida,2,1358,1384,0.5
covid,2024-03-02,Florida,2,1620,1384,0.75
covid,2024-03-02,Florida,2,2254,1384,0.975
covid,2024-03-09,Florida,3,655,1160,0.025
covid,2024-03-09,Florida,3,969,1160,0.25
covid,2024-03-09,Florida,3,1202,1160,0.5
covid,2024-03-09,Florida,3,1478,1160,0.75
covid,2024-03-09,Florida,3,2204,1160,0.975
covid,2024-03-16,Florida,4,547,892,0.025
covid,2024-03-16,Florida,4,855,892,0.25
covid,2024-03-16,Florida,4,1088,892,0.5
covid,2024-03-16,Florida,4,1374,892,0.75
covid,2024-03-16,Florida,4,2143,892,0.975
covid,2024-02-24,Georgia,1,566,810,0.025
covid,2024-02-24,Georgia,1,703,810,0.25
covid,2024-02-24,Georgia,1,788,810,0.5
covid,2024-02-24,Georgia,1,878,810,0.75
covid,2024-02-24,Georgia,1,1077,810,0.975
covid,2024-03-02,Georgia,2,436,717,0.025
covid,2024-03-02,Georgia,2,582,717,0.25
covid,2024-03-02,Georgia,2,680,717,0.5
covid,2024-03-02,Georgia,2,788,717,0.75
covid,2024-03-02,Georgia,2,1040,717,0.975
covid,2024-03-09,Georgia,3,355,632,0.025
covid,2024-03-09,Georgia,3,494,632,0.25
covid,2024-03-09,Georgia,3,593,632,0.5
covid,2024-03-09,Georgia,3,717,632,0.75
covid,2024-03-09,Georgia,3,1001,632,0.975
covid,2024-03-16,Georgia,4,292,477,0.025
covid,2024-03-16,Georgia,4,430,477,0.25
covid,2024-03-16,Georgia,4,536,477,0.5
covid,2024-03-16,Georgia,4,653,477,0.75
covid,2024-03-16,Georgia,4,953,477,0.975
covid,2024-02-24,Hawaii,1,45,101,0.025
covid,2024-02-24,Hawaii,1,69,101,0.25
covid,2024-02-24,Hawaii,1,86,101,0.5
covid,2024-02-24,Hawaii,1,107,101,0.75
covid,2024-02-24,Hawaii,1,160,101,0.975
covid,2024-03-02,Hawaii,2,31,107,0.025
covid,2024-03-02,Hawaii,2,55,107,0.25
covid,2024-03-02,Hawaii,2,74,107,0.5
covid,2024-03-02,Hawaii,2,97,107,0.75
covid,2024-03-02,Hawaii,2,168,107,0.975
covid,2024-03-09,Hawaii,3,22,77,0.025
covid,2024-03-09,Hawaii,3,45,77,0.25
covid,2024-03-09,Hawaii,3,65,77,0.5
covid,2024-03-09,Hawaii,3,89,77,0.75
covid,2024-03-09,Hawaii,3,176,77,0.975
covid,2024-03-16,Hawaii,4,18,66,0.025
covid,2024-03-16,Hawaii,4,39,66,0.25
covid,2024-03-16,Hawaii,4,56,66,0.5
covid,2024-03-16,Hawaii,4,83,66,0.75
covid,2024-03-16,Hawaii,4,169,66,0.975
covid,2024-02-24,Idaho,1,34,94,0.025
covid,2024-02-24,Idaho,1,47,94,0.25
covid,2024-02-24,Idaho,1,54,94,0.5
covid,2024-02-24,Idaho,1,62,94,0.75
covid,2024-02-24,Idaho,1,81,94,0.975
covid,2024-03-02,Idaho,2,27,68,0.025
covid,2024-03-02,Idaho,2,40,68,0.25
covid,2024-03-02,Idaho,2,48,68,0.5
covid,2024-03-02,Idaho,2,58,68,0.75
covid,2024-03-02,Idaho,2,78,68,0.975
covid,2024-03-09,Idaho,3,22,42,0.025
covid,2024-03-09,Idaho,3,35,42,0.25
covid,2024-03-09,Idaho,3,43,42,0.5
covid,2024-03-09,Idaho,3,53,42,0.75
covid,2024-03-09,Idaho,3,78,42,0.975
covid,2024-03-16,Idaho,4,19,54,0.025
covid,2024-03-16,Idaho,4,32,54,0.25
covid,2024-03-16,Idaho,4,40,54,0.5
covid,2024-03-16,Idaho,4,50,54,0.75
covid,2024-03-16,Idaho,4,75,54,0.975
covid,2024-02-24,Illinois,1,471,686,0.025
covid,2024-02-24,Illinois,1,574,686,0.25
covid,2024-02-24,Illinois,1,639,686,0.5
covid,2024-02-24,Illinois,1,711,686,0.75
covid,2024-02-24,Illinois,1,857,686,0.975
covid,2024-03-02,Illinois,2,370,624,0.025
covid,2024-03-02,Illinois,2,488,624,0.25
covid,2024-03-02,Illinois,2,561,624,0.5
covid,2024-03-02,Illinois,2,644,624,0.75
covid,2024-03-02,Illinois,2,843,624,0.975
covid,2024-03-09,Illinois,3,301,528,0.025
covid,2024-03-09,Illinois,3,420,528,0.25
covid,2024-03-09,Illinois,3,500,528,0.5
covid,2024-03-09,Illinois,3,589,528,0.75
covid,2024-03-09,Illinois,3,813,528,0.975
covid,2024-03-16,Illinois,4,254,435,0.025
covid,2024-03-16,Illinois,4,375,435,0.25
covid,2024-03-16,Illinois,4,455,435,0.5
covid,2024-03-16,Illinois,4,549,435,0.75
covid,2024-03-16,Illinois,4,789,435,0.975
covid,2024-02-24,Indiana,1,189,337,0.025
covid,2024-02-24,Indiana,1,238,337,0.25
covid,2024-02-24,Indiana,1,268,337,0.5
covid,2024-02-24,Indiana,1,302,337,0.75
covid,2024-02-24,Indiana,1,375,337,0.975
covid,2024-03-02,Indiana,2,148,269,0.025
covid,2024-03-02,Indiana,2,203,269,0.25
covid,2024-03-02,Indiana,2,238,269,0.5
covid,2024-03-02,Indiana,2,278,269,0.75
covid,2024-03-02,Indiana,2,372,269,0.975
covid,2024-03-09,Indiana,3,123,237,0.025
covid,2024-03-09,Indiana,3,175,237,0.25
covid,2024-03-09,Indiana,3,213,237,0.5
covid,2024-03-09,Indiana,3,257,237,0.75
covid,2024-03-09,Indiana,3,374,237,0.975
covid,2024-03-16,Indiana,4,103,194,0.025
covid,2024-03-16,Indiana,4,158,194,0.25
covid,2024-03-16,Indiana,4,196,194,0.5
covid,2024-03-16,Indiana,4,241,194,0.75
covid,2024-03-16,Indiana,4,361,194,0.975
covid,2024-02-24,Iowa,1,66,116,0.025
covid,2024-02-24,Iowa,1,87,116,0.25
covid,2024-02-24,Iowa,1,99,116,0.5
covid,2024-02-24,Iowa,1,111,116,0.75
covid,2024-02-24,Iowa,1,140,116,0.975
covid,2024-03-02,Iowa,2,53,92,0.025
covid,2024-03-02,Iowa,2,75,92,0.25
covid,2024-03-02,Iowa,2,87,92,0.5
covid,2024-03-02,Iowa,2,103,92,0.75
covid,2024-03-02,Iowa,2,137,92,0.975
covid,2024-03-09,Iowa,3,44,96,0.025
covid,2024-03-09,Iowa,3,65,96,0.25
covid,2024-03-09,Iowa,3,79,96,0.5
covid,2024-03-09,Iowa,3,95,96,0.75
covid,2024-03-09,Iowa,3,132,96,0.975
covid,2024-03-16,Iowa,4,40,61,0.025
covid,2024-03-16,Iowa,4,59,61,0.25
covid,2024-03-16,Iowa,4,73,61,0.5
covid,2024-03-16,Iowa,4,90,61,0.75
covid,2024-03-16,Iowa,4,130,61,0.975
covid,2024-02-24,Kansas,1,78,160,0.025
covid,2024-02-24,Kansas,1,101,160,0.25
covid,2024-02-24,Kansas,1,115,160,0.5
covid,2024-02-24,Kansas,1,132,160,0.75
covid,2024-02-24,Kansas,1,166,160,0.975
covid,2024-03-02,Kansas,2,62,122,0.025
covid,2024-03-02,Kansas,2,86,122,0.25
covid,2024-03-02,Kansas,2,102,122,0.5
covid,2024-03-02,Kansas,2,120,122,0.75
covid,2024-03-02,Kansas,2,163,122,0.975
covid,2024-03-09,Kansas,3,51,124,0.025
covid,2024-03-09,Kansas,3,76,124,0.25
covid,2024-03-09,Kansas,3,92,124,0.5
covid,2024-03-09,Kansas,3,111,124,0.75
covid,2024-03-09,Kansas,3,158,124,0.975
covid,2024-03-16,Kansas,4,43,102,0.025
covid,2024-03-16,Kansas,4,68,102,0.25
covid,2024-03-16,Kansas,4,84,102,0.5
covid,2024-03-16,Kansas,4,105,102,0.75
covid,2024-03-16,Kansas,4,158,102,0.975
covid,2024-02-24,Kentucky,1,180,294,0.025
covid,2024-02-24,Kentucky,1,224,294,0.25
covid,2024-02-24,Kentucky,1,250,294,0.5
covid,2024-02-24,Kentucky,1,278,294,0.75
covid,2024-02-24,Kentucky,1,339,294,0.975
covid,2024-03-02,Kentucky,2,145,269,0.025
covid,2024-03-02,Kentucky,2,191,269,0.25
covid,2024-03-02,Kentucky,2,222,269,0.5
covid,2024-03-02,Kentucky,2,255,269,0.75
covid,2024-03-02,Kentucky,2,334,269,0.975
covid,2024-03-09,Kentucky,3,119,252,0.025
covid,2024-03-09,Kentucky,3,169,252,0.25
covid,2024-03-09,Kentucky,3,200,252,0.5
covid,2024-03-09,Kentucky,3,237,252,0.75
covid,2024-03-09,Kentucky,3,327,252,0.975
covid,2024-03-16,Kentucky,4,102,194,0.025
covid,2024-03-16,Kentucky,4,152,194,0.25
covid,2024-03-16,Kentucky,4,184,194,0.5
covid,2024-03-16,Kentucky,4,223,194,0.75
covid,2024-03-16,Kentucky,4,318,194,0.975
covid,2024-02-24,Louisiana,1,202,311,0.025
covid,2024-02-24,Louisiana,1,255,311,0.25
covid,2024-02-24,Louisiana,1,288,311,0.5
covid,2024-02-24,Louisiana,1,328,311,0.75
covid,2024-02-24,Louisiana,1,412,311,0.975
covid,2024-03-02,Louisiana,2,155,300,0.025
covid,2024-03-02,Louisiana,2,212,300,0.25
covid,2024-03-02,Louisiana,2,252,300,0.5
covid,2024-03-02,Louisiana,2,299,300,0.75
covid,2024-03-02,Louisiana,2,406,300,0.975
covid,2024-03-09,Louisiana,3,123,264,0.025
covid,2024-03-09,Louisiana,3,183,264,0.25
covid,2024-03-09,Louisiana,3,223,264,0.5
covid,2024-03-09,Louisiana,3,271,264,0.75
covid,2024-03-09,Louisiana,3,396,264,0.975
covid,2024-03-16,Louisiana,4,103,191,0.025
covid,2024-03-16,Louisiana,4,161,191,0.25
covid,2024-03-16,Louisiana,4,202,191,0.5
covid,2024-03-16,Louisiana,4,252,191,0.75
covid,2024-03-16,Louisiana,4,378,191,0.975
covid,2024-02-24,Maine,1,25,67,0.025
covid,2024-02-24,Maine,1,37,67,0.25
covid,2024-02-24,Maine,1,46,67,0.5
covid,2024-02-24,Maine,1,55,67,0.75
covid,2024-02-24,Maine,1,77,67,0.975
covid,2024-03-02,Maine,2,18,50,0.025
covid,2024-03-02,Maine,2,31,50,0.25
covid,2024-03-02,Maine,2,40,50,0.5
covid,2024-03-02,Maine,2,50,50,0.75
covid,2024-03-02,Maine,2,78,50,0.975
covid,2024-03-09,Maine,3,14,33,0.025
covid,2024-03-09,Maine,3,26,33,0.25
covid,2024-03-09,Maine,3,35,33,0.5
covid,2024-03-09,Maine,3,46,33,0.75
covid,2024-03-09,Maine,3,77,33,0.975
covid,2024-03-16,Maine,4,11,32,0.025
covid,2024-03-16,Maine,4,23,32,0.25
covid,2024-03-16,Maine,4,32,32,0.5
covid,2024-03-16,Maine,4,43,32,0.75
covid,2024-03-16,Maine,4,76,32,0.975
covid,2024-02-24,Maryland,1,173,238,0.025
covid,2024-02-24,Maryland,1,221,238,0.25
covid,2024-02-24,Maryland,1,249,238,0.5
covid,2024-02-24,Maryland,1,279,238,0.75
covid,2024-02-24,Maryland,1,347,238,0.975
covid,2024-03-02,Maryland,2,137,272,0.025
covid,2024-03-02,Maryland,2,185,272,0.25
covid,2024-03-02,Maryland,2,219,272,0.5
covid,2024-03-02,Maryland,2,254,272,0.75
covid,2024-03-02,Maryland,2,339,272,0.975
covid,2024-03-09,Maryland,3,111,235,0.025
covid,2024-03-09,Maryland,3,160,235,0.25
covid,2024-03-09,Maryland,3,194,235,0.5
covid,2024-03-09,Maryland,3,231,235,0.75
covid,2024-03-09,Maryland,3,329,235,0.975
covid,2024-03-16,Maryland,4,94,166,0.025
covid,2024-03-16,Maryland,4,142,166,0.25
covid,2024-03-16,Maryland,4,176,166,0.5
covid,2024-03-16,Maryland,4,216,166,0.75
covid,2024-03-16,Maryland,4,320,166,0.975
covid,2024-02-24,Massachusetts,1,244,367,0.025
covid,2024-02-24,Massachusetts,1,306,367,0.25
covid,2024-02-24,Massachusetts,1,345,367,0.5
covid,2024-02-24,Massachusetts,1,388,367,0.75
covid,2024-02-24,Massachusetts,1,483,367,0.975
covid,2024-03-02,Massachusetts,2,187,294,0.025
covid,2024-03-02,Massachusetts,2,256,294,0.25
