location,date,epiweek,epiyear,population,count,weekly_rate
South Carolina,2021-03-20,11,2021,5246039,7,0.13343400611394615
South Dakota,2021-03-20,11,2021,906458,0,0
Tennessee,2021-03-20,11,2021,7030607,21,0.2986939818994292
Texas,2021-03-20,11,2021,29914599,32,0.10697118152912563
US,2021-03-20,11,2021,332200066,408,0.12281755537038334
Utah,2021-03-20,11,2021,3376238,0,0
Vermont,2021-03-20,11,2021,646910,0,0
Virginia,2021-03-20,11,2021,8583866,25,0.29124406182482343
Washington,2021-03-20,11,2021,7735834,3,0.038780563285096346
West Virginia,2021-03-20,11,2021,1774977,0,0
Wisconsin,2021-03-20,11,2021,5891022,2,0.03394996657625791
Wyoming,2021-03-20,11,2021,578583,1,0.17283604945185047
Alabama,2021-03-27,12,2021,5063778,16,0.31596961794138684
Alaska,2021-03-27,12,2021,711426,0,0
Arizona,2021-03-27,12,2021,7341018,7,0.09535462247878973
Arkansas,2021-03-27,12,2021,3041878,18,0.5917397081671257
California,2021-03-27,12,2021,38886551,16,0.041145330682579695
Colorado,2021-03-27,12,2021,5803748,2,0.03446049001438381
Connecticut,2021-03-27,12,2021,3621089,0,0
Delaware,2021-03-27,12,2021,1014872,0,0
District of Columbia,2021-03-27,12,2021,668576,0,0
Florida,2021-03-27,12,2021,22183852,66,0.2975137050138993
Georgia,2021-03-27,12,2021,10855454,22,0.20266310372647703
Hawaii,2021-03-27,12,2021,1398977,0,0
Idaho,2021-03-27,12,2021,1935521,1,0.05166567554679076
Illinois,2021-03-27,12,2021,12563096,2,0.015919642737745536
Indiana,2021-03-27,12,2021,6831941,9,0.1317341587112652
Iowa,2021-03-27,12,2021,3200224,10,0.3124781265311428
Kansas,2021-03-27,12,2021,2916451,1,0.034288249656860344
Kentucky,2021-03-27,12,2021,4494379,6,0.13350008977881037
Louisiana,2021-03-27,12,2021,4575074,4,0.08743027981623903
Maine,2021-03-27,12,2021,1384543,0,0
Maryland,2021-03-27,12,2021,6133130,1,0.016304888368581783
Massachusetts,2021-03-27,12,2021,6978662,0,0
Michigan,2021-03-27,12,2021,10032075,0,0
Minnesota,2021-03-27,12,2021,5716548,0,0
Mississippi,2021-03-27,12,2021,2927305,8,0.2732889124980144
Missouri,2021-03-27,12,2021,6164537,4,0.06488727377254772
Montana,2021-03-27,12,2021,1119563,0,0
Nebraska,2021-03-27,12,2021,1961505,1,0.05098126183721173
Nevada,2021-03-27,12,2021,3165539,1,0.03159019680376707
New Hampshire,2021-03-27,12,2021,1394692,1,0.07170041844364204
New Jersey,2021-03-27,12,2021,9254137,8,0.0864478232816307
New Mexico,2021-03-27,12,2021,2100079,0,0
New York,2021-03-27,12,2021,19657190,14,0.07122075942695777
North Carolina,2021-03-27,12,2021,10596562,3,0.028311069193951773
North Dakota,2021-03-27,12,2021,772061,0,0
Ohio,2021-03-27,12,2021,11749303,11,0.09362257488805932
Oklahoma,2021-03-27,12,2021,4001266,5,0.12496045001756943
Oregon,2021-03-27,12,2021,4238665,0,0
Pennsylvania,2021-03-27,12,2021,12969276,11,0.0848158370598328
Puerto Rico,2021-03-27,12,2021,3221789,16,0.4966184936381619
Rhode Island,2021-03-27,12,2021,1090390,0,0
South Carolina,2021-03-27,12,2021,5246039,19,0.3621780165949967
South Dakota,2021-03-27,12,2021,906458,4,0.44127802942883176
Tennessee,2021-03-27,12,2021,7030607,26,0.3698115966373885
Texas,2021-03-27,12,2021,29914599,35,0.11699972979748116
US,2021-03-27,12,2021,332200066,380,0.11438889960967076
Utah,2021-03-27,12,2021,3376238,1,0.029618765027820907
Vermont,2021-03-27,12,2021,646910,0,0
Virginia,2021-03-27,12,2021,8583866,26,0.3028938242978164
Washington,2021-03-27,12,2021,7735834,1,0.012926854428365449
West Virginia,2021-03-27,12,2021,1774977,0,0
Wisconsin,2021-03-27,12,2021,5891022,1,0.016974983288128954
Wyoming,2021-03-27,12,2021,578583,3,0.5185081483555514
Alabama,2021-04-03,13,2021,5063778,12,0.23697721345604014
Alaska,2021-04-03,13,2021,711426,0,0
Arizona,2021-04-03,13,2021,7341018,10,0.1362208892554139
Arkansas,2021-04-03,13,2021,3041878,12,0.3944931387780838
California,2021-04-03,13,2021,38886551,4,0.010286332670644924
Colorado,2021-04-03,13,2021,5803748,0,0
Connecticut,2021-04-03,13,2021,3621089,0,0
Delaware,2021-04-03,13,2021,1014872,0,0
District of Columbia,2021-04-03,13,2021,668576,0,0
Florida,2021-04-03,13,2021,22183852,63,0.28399035478599477
Georgia,2021-04-03,13,2021,10855454,17,0.15660330742500497
Hawaii,2021-04-03,13,2021,1398977,0,0
Idaho,2021-04-03,13,2021,1935521,0,0
Illinois,2021-04-03,13,2021,12563096,15,0.11939732053309153
Indiana,2021-04-03,13,2021,6831941,55,0.8050420810132874
Iowa,2021-04-03,13,2021,3200224,3,0.09374343795934284
Kansas,2021-04-03,13,2021,2916451,6,0.20572949794116205
Kentucky,2021-04-03,13,2021,4494379,3,0.06675004488940518
Louisiana,2021-04-03,13,2021,4575074,4,0.08743027981623903
Maine,2021-04-03,13,2021,1384543,0,0
Maryland,2021-04-03,13,2021,6133130,1,0.016304888368581783
Massachusetts,2021-04-03,13,2021,6978662,3,0.04298818312163564
Michigan,2021-04-03,13,2021,10032075,1,0.009968027551628152
Minnesota,2021-04-03,13,2021,5716548,0,0
Mississippi,2021-04-03,13,2021,2927305,6,0.2049666843735108
Missouri,2021-04-03,13,2021,6164537,3,0.04866545532941079
Montana,2021-04-03,13,2021,1119563,0,0
Nebraska,2021-04-03,13,2021,1961505,2,0.10196252367442346
Nevada,2021-04-03,13,2021,3165539,3,0.0947705904113012
New Hampshire,2021-04-03,13,2021,1394692,0,0
New Jersey,2021-04-03,13,2021,9254137,11,0.1188657570122422
New Mexico,2021-04-03,13,2021,2100079,0,0
New York,2021-04-03,13,2021,19657190,24,0.12209273044621331
North Carolina,2021-04-03,13,2021,10596562,1,0.009437023064650591
North Dakota,2021-04-03,13,2021,772061,0,0
Ohio,2021-04-03,13,2021,11749303,8,0.06808914537313406
Oklahoma,2021-04-03,13,2021,4001266,16,0.3998734400562222
Oregon,2021-04-03,13,2021,4238665,0,0
Pennsylvania,2021-04-03,13,2021,12969276,12,0.09252636770163578
Puerto Rico,2021-04-03,13,2021,3221789,9,0.2793479026714661
Rhode Island,2021-04-03,13,2021,1090390,0,0
South Carolina,2021-04-03,13,2021,5246039,9,0.17155800786078793
South Dakota,2021-04-03,13,2021,906458,1,0.11031950735720794
Tennessee,2021-04-03,13,2021,7030607,21,0.2986939818994292
Texas,2021-04-03,13,2021,29914599,32,0.10697118152912563
US,2021-04-03,13,2021,332200066,388,0.11679708696987436
Utah,2021-04-03,13,2021,3376238,0,0
Vermont,2021-04-03,13,2021,646910,1,0.15458100817733533
Virginia,2021-04-03,13,2021,8583866,18,0.2096957245138729
Washington,2021-04-03,13,2021,7735834,1,0.012926854428365449
West Virginia,2021-04-03,13,2021,1774977,0,0
Wisconsin,2021-04-03,13,2021,5891022,1,0.016974983288128954
Wyoming,2021-04-03,13,2021,578583,0,0
Alabama,2021-04-10,14,2021,5063778,18,0.3554658201840602
Alaska,2021-04-10,14,2021,711426,0,0
Arizona,2021-04-10,14,2021,7341018,7,0.09535462247878973
Arkansas,2021-04-10,14,2021,3041878,18,0.5917397081671257
California,2021-04-10,14,2021,38886551,8,0.020572665341289847
Colorado,2021-04-10,14,2021,5803748,1,0.017230245007191905
Connecticut,2021-04-10,14,2021,3621089,0,0
Delaware,2021-04-10,14,2021,1014872,0,0
District of Columbia,2021-04-10,14,2021,668576,0,0
Florida,2021-04-10,14,2021,22183852,48,0.2163736036464722
Georgia,2021-04-10,14,2021,10855454,15,0.13817938890441617
Hawaii,2021-04-10,14,2021,1398977,0,0
Idaho,2021-04-10,14,2021,1935521,5,0.2583283777339538
Illinois,2021-04-10,14,2021,12563096,13,0.10347767779534599
Indiana,2021-04-10,14,2021,6831941,11,0.1610084162026575
Iowa,2021-04-10,14,2021,3200224,1,0.03124781265311428
Kansas,2021-04-10,14,2021,2916451,7,0.24001774759802239
Kentucky,2021-04-10,14,2021,4494379,5,0.11125007481567531
Louisiana,2021-04-10,14,2021,4575074,6,0.13114541972435856
Maine,2021-04-10,14,2021,1384543,4,0.2889039921475895
Maryland,2021-04-10,14,2021,6133130,2,0.032609776737163566
Massachusetts,2021-04-10,14,2021,6978662,8,0.11463515499102836
Michigan,2021-04-10,14,2021,10032075,5,0.049840137758140765
Minnesota,2021-04-10,14,2021,5716548,0,0
Mississippi,2021-04-10,14,2021,2927305,13,0.4440944828092734
Missouri,2021-04-10,14,2021,6164537,8,0.12977454754509543
Montana,2021-04-10,14,2021,1119563,2,0.17864113051253033
Nebraska,2021-04-10,14,2021,1961505,0,0
Nevada,2021-04-10,14,2021,3165539,2,0.06318039360753414
New Hampshire,2021-04-10,14,2021,1394692,1,0.07170041844364204
New Jersey,2021-04-10,14,2021,9254137,10,0.10805977910203836
New Mexico,2021-04-10,14,2021,2100079,6,0.2857035378192916
New York,2021-04-10,14,2021,19657190,27,0.13735432175198997
North Carolina,2021-04-10,14,2021,10596562,7,0.06605916145255414
North Dakota,2021-04-10,14,2021,772061,1,0.129523444391052
Ohio,2021-04-10,14,2021,11749303,1,0.008511143171641757
Oklahoma,2021-04-10,14,2021,4001266,10,0.24992090003513887
Oregon,2021-04-10,14,2021,4238665,0,0
Pennsylvania,2021-04-10,14,2021,12969276,16,0.12336849026884769
Puerto Rico,2021-04-10,14,2021,3221789,17,0.527657149490547
Rhode Island,2021-04-10,14,2021,1090390,0,0
South Carolina,2021-04-10,14,2021,5246039,4,0.07624800349368352
South Dakota,2021-04-10,14,2021,906458,0,0
Tennessee,2021-04-10,14,2021,7030607,19,0.27024693600424543
Texas,2021-04-10,14,2021,29914599,34,0.11365688037469598
US,2021-04-10,14,2021,332200066,410,0.12341960221043424
Utah,2021-04-10,14,2021,3376238,0,0
Vermont,2021-04-10,14,2021,646910,0,0
Virginia,2021-04-10,14,2021,8583866,37,0.4310412115007387
Washington,2021-04-10,14,2021,7735834,1,0.012926854428365449
West Virginia,2021-04-10,14,2021,1774977,12,0.6760650983083161
Wisconsin,2021-04-10,14,2021,5891022,0,0
Wyoming,2021-04-10,14,2021,578583,0,0
Alabama,2021-04-17,15,2021,5063778,19,0.3752139213053969
Alaska,2021-04-17,15,2021,711426,3,0.4216882711624259
Arizona,2021-04-17,15,2021,7341018,4,0.05448835570216556
Arkansas,2021-04-17,15,2021,3041878,25,0.8218607057876746
California,2021-04-17,15,2021,38886551,11,0.028287414844273537
Colorado,2021-04-17,15,2021,5803748,0,0
Connecticut,2021-04-17,15,2021,3621089,0,0
Delaware,2021-04-17,15,2021,1014872,0,0
District of Columbia,2021-04-17,15,2021,668576,0,0
Florida,2021-04-17,15,2021,22183852,68,0.3065292718325023
Georgia,2021-04-17,15,2021,10855454,19,0.1750272259455938
Hawaii,2021-04-17,15,2021,1398977,0,0
Idaho,2021-04-17,15,2021,1935521,1,0.05166567554679076
Illinois,2021-04-17,15,2021,12563096,8,0.06367857095098214
Indiana,2021-04-17,15,2021,6831941,15,0.21955693118544203
Iowa,2021-04-17,15,2021,3200224,13,0.4062215644904857
Kansas,2021-04-17,15,2021,2916451,7,0.24001774759802239
Kentucky,2021-04-17,15,2021,4494379,3,0.06675004488940518
Louisiana,2021-04-17,15,2021,4575074,3,0.06557270986217928
Maine,2021-04-17,15,2021,1384543,1,0.07222599803689737
Maryland,2021-04-17,15,2021,6133130,1,0.016304888368581783
Massachusetts,2021-04-17,15,2021,6978662,0,0
Michigan,2021-04-17,15,2021,10032075,16,0.15948844082605043
Minnesota,2021-04-17,15,2021,5716548,0,0
Mississippi,2021-04-17,15,2021,2927305,3,0.1024833421867554
Missouri,2021-04-17,15,2021,6164537,9,0.14599636598823237
Montana,2021-04-17,15,2021,1119563,0,0
Nebraska,2021-04-17,15,2021,1961505,0,0
Nevada,2021-04-17,15,2021,3165539,4,0.12636078721506827
New Hampshire,2021-04-17,15,2021,1394692,1,0.07170041844364204
New Jersey,2021-04-17,15,2021,9254137,10,0.10805977910203836
New Mexico,2021-04-17,15,2021,2100079,2,0.09523451260643052
New York,2021-04-17,15,2021,19657190,21,0.10683113914043665
North Carolina,2021-04-17,15,2021,10596562,11,0.10380725371115651
North Dakota,2021-04-17,15,2021,772061,0,0
Ohio,2021-04-17,15,2021,11749303,9,0.07660028854477581
Oklahoma,2021-04-17,15,2021,4001266,10,0.24992090003513887
Oregon,2021-04-17,15,2021,4238665,0,0
Pennsylvania,2021-04-17,15,2021,12969276,12,0.09252636770163578
Puerto Rico,2021-04-17,15,2021,3221789,13,0.40350252608100656
Rhode Island,2021-04-17,15,2021,1090390,0,0
South Carolina,2021-04-17,15,2021,5246039,17,0.32405401484815494
South Dakota,2021-04-17,15,2021,906458,1,0.11031950735720794
Tennessee,2021-04-17,15,2021,7030607,25,0.3555880736897966
Texas,2021-04-17,15,2021,29914599,23,0.07688553672405904
US,2021-04-17,15,2021,332200066,421,0.1267308598307142
Utah,2021-04-17,15,2021,3376238,0,0
Vermont,2021-04-17,15,2021,646910,0,0
Virginia,2021-04-17,15,2021,8583866,30,0.34949287418978814
Washington,2021-04-17,15,2021,7735834,0,0
West Virginia,2021-04-17,15,2021,1774977,3,0.16901627457707902
Wisconsin,2021-04-17,15,2021,5891022,0,0
Wyoming,2021-04-17,15,2021,578583,0,0
Alabama,2021-04-24,16,2021,5063778,30,0.5924430336401003
Alaska,2021-04-24,16,2021,711426,7,0.9839392993789937
Arizona,2021-04-24,16,2021,7341018,5,0.06811044462770695
Arkansas,2021-04-24,16,2021,3041878,24,0.7889862775561676
California,2021-04-24,16,2021,38886551,18,0.04628849701790216
Colorado,2021-04-24,16,2021,5803748,1,0.017230245007191905
Connecticut,2021-04-24,16,2021,3621089,0,0
Delaware,2021-04-24,16,2021,1014872,2,0.19706918705018958
District of Columbia,2021-04-24,16,2021,668576,0,0
Florida,2021-04-24,16,2021,22183852,64,0.2884981381952963
Georgia,2021-04-24,16,2021,10855454,19,0.1750272259455938
Hawaii,2021-04-24,16,2021,1398977,0,0
Idaho,2021-04-24,16,2021,1935521,0,0
Illinois,2021-04-24,16,2021,12563096,6,0.04775892821323661
Indiana,2021-04-24,16,2021,6831941,14,0.2049198024397459
Iowa,2021-04-24,16,2021,3200224,2,0.06249562530622856
Kansas,2021-04-24,16,2021,2916451,9,0.3085942469117431
Kentucky,2021-04-24,16,2021,4494379,4,0.08900005985254025
Louisiana,2021-04-24,16,2021,4575074,7,0.15300298967841833
Maine,2021-04-24,16,2021,1384543,0,0
Maryland,2021-04-24,16,2021,6133130,0,0
Massachusetts,2021-04-24,16,2021,6978662,1,0.014329394373878545
Michigan,2021-04-24,16,2021,10032075,11,0.10964830306790968
Minnesota,2021-04-24,16,2021,5716548,1,0.017493074491808692
Mississippi,2021-04-24,16,2021,2927305,10,0.34161114062251796
Missouri,2021-04-24,16,2021,6164537,13,0.2108836397607801
Montana,2021-04-24,16,2021,1119563,0,0
Nebraska,2021-04-24,16,2021,1961505,0,0
Nevada,2021-04-24,16,2021,3165539,5,0.15795098401883534
New Hampshire,2021-04-24,16,2021,1394692,1,0.07170041844364204
New Jersey,2021-04-24,16,2021,9254137,14,0.15128369074285372
New Mexico,2021-04-24,16,2021,2100079,0,0
New York,2021-04-24,16,2021,19657190,21,0.10683113914043665
North Carolina,2021-04-24,16,2021,10596562,57,0.5379103146850837
North Dakota,2021-04-24,16,2021,772061,0,0
Ohio,2021-04-24,16,2021,11749303,3,0.02553342951492527
Oklahoma,2021-04-24,16,2021,4001266,5,0.12496045001756943
Oregon,2021-04-24,16,2021,4238665,0,0
Pennsylvania,2021-04-24,16,2021,12969276,12,0.09252636770163578
Puerto Rico,2021-04-24,16,2021,3221789,14,0.43454118193339164
Rhode Island,2021-04-24,16,2021,1090390,0,0
South Carolina,2021-04-24,16,2021,5246039,9,0.17155800786078793
South Dakota,2021-04-24,16,2021,906458,5,0.5515975367860397
Tennessee,2021-04-24,16,2021,7030607,19,0.27024693600424543
Texas,2021-04-24,16,2021,29914599,36,0.12034257922026634
US,2021-04-24,16,2021,332200066,503,0.15141478027280103
Utah,2021-04-24,16,2021,3376238,0,0
Vermont,2021-04-24,16,2021,646910,0,0
Virginia,2021-04-24,16,2021,8583866,50,0.5824881236496469
Washington,2021-04-24,16,2021,7735834,2,0.025853708856730898
West Virginia,2021-04-24,16,2021,1774977,1,0.05633875819235967
Wisconsin,2021-04-24,16,2021,5891022,1,0.016974983288128954
Wyoming,2021-04-24,16,2021,578583,0,0
Alabama,2021-05-01,17,2021,5063778,21,0.41471012354807024
Alaska,2021-05-01,17,2021,711426,7,0.9839392993789937
Arizona,2021-05-01,17,2021,7341018,22,0.2996859563619106
Arkansas,2021-05-01,17,2021,3041878,16,0.5259908517041118
California,2021-05-01,17,2021,38886551,9,0.02314424850895108
Colorado,2021-05-01,17,2021,5803748,0,0
Connecticut,2021-05-01,17,2021,3621089,0,0
Delaware,2021-05-01,17,2021,1014872,0,0
District of Columbia,2021-05-01,17,2021,668576,0,0
Florida,2021-05-01,17,2021,22183852,37,0.16678798614415566
Georgia,2021-05-01,17,2021,10855454,10,0.09211959260294411
Hawaii,2021-05-01,17,2021,1398977,0,0
Idaho,2021-05-01,17,2021,1935521,0,0
Illinois,2021-05-01,17,2021,12563096,4,0.03183928547549107
Indiana,2021-05-01,17,2021,6831941,9,0.1317341587112652
Iowa,2021-05-01,17,2021,3200224,2,0.06249562530622856
Kansas,2021-05-01,17,2021,2916451,5,0.1714412482843017
Kentucky,2021-05-01,17,2021,4494379,2,0.04450002992627013
Louisiana,2021-05-01,17,2021,4575074,2,0.04371513990811952
Maine,2021-05-01,17,2021,1384543,0,0
Maryland,2021-05-01,17,2021,6133130,0,0
Massachusetts,2021-05-01,17,2021,6978662,1,0.014329394373878545
Michigan,2021-05-01,17,2021,10032075,3,0.029904082654884458
Minnesota,2021-05-01,17,2021,5716548,2,0.034986148983617384
Mississippi,2021-05-01,17,2021,2927305,4,0.1366444562490072
Missouri,2021-05-01,17,2021,6164537,9,0.14599636598823237
Montana,2021-05-01,17,2021,1119563,0,0
Nebraska,2021-05-01,17,2021,1961505,0,0
Nevada,2021-05-01,17,2021,3165539,7,0.22113137762636947
New Hampshire,2021-05-01,17,2021,1394692,0,0
New Jersey,2021-05-01,17,2021,9254137,6,0.06483586746122302
New Mexico,2021-05-01,17,2021,2100079,0,0
New York,2021-05-01,17,2021,19657190,16,0.08139515363080888
North Carolina,2021-05-01,17,2021,10596562,106,1.0003244448529627
North Dakota,2021-05-01,17,2021,772061,0,0
Ohio,2021-05-01,17,2021,11749303,3,0.02553342951492527
Oklahoma,2021-05-01,17,2021,4001266,5,0.12496045001756943
Oregon,2021-05-01,17,2021,4238665,1,0.023592333907020254
Pennsylvania,2021-05-01,17,2021,12969276,8,0.061684245134423846
Puerto Rico,2021-05-01,17,2021,3221789,29,0.9001210197191685
Rhode Island,2021-05-01,17,2021,1090390,0,0
South Carolina,2021-05-01,17,2021,5246039,4,0.07624800349368352
South Dakota,2021-05-01,17,2021,906458,4,0.44127802942883176
Tennessee,2021-05-01,17,2021,7030607,13,0.18490579831869425
Texas,2021-05-01,17,2021,29914599,31,0.10362833210634045
US,2021-05-01,17,2021,332200066,441,0.13275132823122318
Utah,2021-05-01,17,2021,3376238,1,0.029618765027820907
Vermont,2021-05-01,17,2021,646910,0,0
Virginia,2021-05-01,17,2021,8583866,34,0.3960919240817599
Washington,2021-05-01,17,2021,7735834,0,0
West Virginia,2021-05-01,17,2021,1774977,4,0.2253550327694387
Wisconsin,2021-05-01,17,2021,5891022,4,0.06789993315251582
Wyoming,2021-05-01,17,2021,578583,0,0
Alabama,2021-05-08,18,2021,5063778,11,0.21722911233470346
Alaska,2021-05-08,18,2021,711426,7,0.9839392993789937
Arizona,2021-05-08,18,2021,7341018,6,0.08173253355324833
Arkansas,2021-05-08,18,2021,3041878,6,0.1972465693890419
California,2021-05-08,18,2021,38886551,17,0.04371691385024092
Colorado,2021-05-08,18,2021,5803748,0,0
Connecticut,2021-05-08,18,2021,3621089,1,0.027616001705564264
Delaware,2021-05-08,18,2021,1014872,0,0
District of Columbia,2021-05-08,18,2021,668576,0,0
Florida,2021-05-08,18,2021,22183852,47,0.2118658202371707
Georgia,2021-05-08,18,2021,10855454,22,0.20266310372647703
Hawaii,2021-05-08,18,2021,1398977,0,0
Idaho,2021-05-08,18,2021,1935521,0,0
Illinois,2021-05-08,18,2021,12563096,1,0.007959821368872768
Indiana,2021-05-08,18,2021,6831941,3,0.04391138623708841
Iowa,2021-05-08,18,2021,3200224,2,0.06249562530622856
Kansas,2021-05-08,18,2021,2916451,10,0.3428824965686034
Kentucky,2021-05-08,18,2021,4494379,3,0.06675004488940518
Louisiana,2021-05-08,18,2021,4575074,3,0.06557270986217928
Maine,2021-05-08,18,2021,1384543,1,0.07222599803689737
Maryland,2021-05-08,18,2021,6133130,5,0.08152444184290893
Massachusetts,2021-05-08,18,2021,6978662,2,0.02865878874775709
Michigan,2021-05-08,18,2021,10032075,1,0.009968027551628152
Minnesota,2021-05-08,18,2021,5716548,1,0.017493074491808692
Mississippi,2021-05-08,18,2021,2927305,9,0.3074500265602662
Missouri,2021-05-08,18,2021,6164537,3,0.04866545532941079
Montana,2021-05-08,18,2021,1119563,0,0
Nebraska,2021-05-08,18,2021,1961505,0,0
Nevada,2021-05-08,18,2021,3165539,2,0.06318039360753414
New Hampshire,2021-05-08,18,2021,1394692,3,0.2151012553309261
New Jersey,2021-05-08,18,2021,9254137,8,0.0864478232816307
New Mexico,2021-05-08,18,2021,2100079,0,0
New York,2021-05-08,18,2021,19657190,12,0.061046365223106656
North Carolina,2021-05-08,18,2021,10596562,35,0.3302958072627707
North Dakota,2021-05-08,18,2021,772061,0,0
Ohio,2021-05-08,18,2021,11749303,1,0.008511143171641757
Oklahoma,2021-05-08,18,2021,4001266,12,0.29990508004216665
Oregon,2021-05-08,18,2021,4238665,0,0
Pennsylvania,2021-05-08,18,2021,12969276,19,0.14650008219425664
Puerto Rico,2021-05-08,18,2021,3221789,18,0.5586958053429322
Rhode Island,2021-05-08,18,2021,1090390,0,0
South Carolina,2021-05-08,18,2021,5246039,6,0.11437200524052528
South Dakota,2021-05-08,18,2021,906458,3,0.33095852207162385
Tennessee,2021-05-08,18,2021,7030607,13,0.18490579831869425
Texas,2021-05-08,18,2021,29914599,27,0.09025693441519975
US,2021-05-08,18,2021,332200066,353,0.10626126726898362
Utah,2021-05-08,18,2021,3376238,0,0
Vermont,2021-05-08,18,2021,646910,0,0
Virginia,2021-05-08,18,2021,8583866,28,0.3261933492438023
Washington,2021-05-08,18,2021,7735834,2,0.025853708856730898
West Virginia,2021-05-08,18,2021,1774977,2,0.11267751638471935
Wisconsin,2021-05-08,18,2021,5891022,0,0
Wyoming,2021-05-08,18,2021,578583,1,0.17283604945185047
Alabama,2021-05-15,19,2021,5063778,16,0.31596961794138684
Alaska,2021-05-15,19,2021,711426,7,0.9839392993789937
Arizona,2021-05-15,19,2021,7341018,11,0.1498429781809553
Arkansas,2021-05-15,19,2021,3041878,6,0.1972465693890419
California,2021-05-15,19,2021,38886551,5,0.012857915838306153
Colorado,2021-05-15,19,2021,5803748,4,0.06892098002876762
Connecticut,2021-05-15,19,2021,3621089,0,0
Delaware,2021-05-15,19,2021,1014872,0,0
District of Columbia,2021-05-15,19,2021,668576,0,0
Florida,2021-05-15,19,2021,22183852,45,0.20285025341856772
Georgia,2021-05-15,19,2021,10855454,5,0.046059796301472056
Hawaii,2021-05-15,19,2021,1398977,0,0
Idaho,2021-05-15,19,2021,1935521,0,0
Illinois,2021-05-15,19,2021,12563096,2,0.015919642737745536
Indiana,2021-05-15,19,2021,6831941,3,0.04391138623708841
Iowa,2021-05-15,19,2021,3200224,0,0
Kansas,2021-05-15,19,2021,2916451,0,0
Kentucky,2021-05-15,19,2021,4494379,1,0.022250014963135063
Louisiana,2021-05-15,19,2021,4575074,2,0.04371513990811952
Maine,2021-05-15,19,2021,1384543,0,0
Maryland,2021-05-15,19,2021,6133130,3,0.04891466510574535
Massachusetts,2021-05-15,19,2021,6978662,0,0
Michigan,2021-05-15,19,2021,10032075,3,0.029904082654884458
Minnesota,2021-05-15,19,2021,5716548,0,0
Mississippi,2021-05-15,19,2021,2927305,12,0.4099333687470216
Missouri,2021-05-15,19,2021,6164537,5,0.08110909221568464
Montana,2021-05-15,19,2021,1119563,0,0
Nebraska,2021-05-15,19,2021,1961505,0,0
Nevada,2021-05-15,19,2021,3165539,1,0.03159019680376707
New Hampshire,2021-05-15,19,2021,1394692,0,0
New Jersey,2021-05-15,19,2021,9254137,23,0.24853749193468824
New Mexico,2021-05-15,19,2021,2100079,0,0
New York,2021-05-15,19,2021,19657190,9,0.04578477391733
North Carolina,2021-05-15,19,2021,10596562,15,0.14155534596975888
North Dakota,2021-05-15,19,2021,772061,1,0.129523444391052
Ohio,2021-05-15,19,2021,11749303,2,0.017022286343283514
Oklahoma,2021-05-15,19,2021,4001266,10,0.24992090003513887
Oregon,2021-05-15,19,2021,4238665,0,0
Pennsylvania,2021-05-15,19,2021,12969276,8,0.061684245134423846
Puerto Rico,2021-05-15,19,2021,3221789,13,0.40350252608100656
Rhode Island,2021-05-15,19,2021,1090390,0,0
South Carolina,2021-05-15,19,2021,5246039,4,0.07624800349368352
South Dakota,2021-05-15,19,2021,906458,1,0.11031950735720794
Tennessee,2021-05-15,19,2021,7030607,24,0.3413645507422048
Texas,2021-05-15,19,2021,29914599,26,0.08691408499241457
US,2021-05-15,19,2021,332200066,300,0.09030702600763481
Utah,2021-05-15,19,2021,3376238,4,0.11847506011128363
Vermont,2021-05-15,19,2021,646910,0,0
Virginia,2021-05-15,19,2021,8583866,21,0.2446450119328517
Washington,2021-05-15,19,2021,7735834,5,0.06463427214182724
West Virginia,2021-05-15,19,2021,1774977,2,0.11267751638471935
Wisconsin,2021-05-15,19,2021,5891022,1,0.016974983288128954
Wyoming,2021-05-15,19,2021,578583,0,0
Alabama,2021-05-22,20,2021,5063778,17,0.3357177190627235
Alaska,2021-05-22,20,2021,711426,7,0.9839392993789937
Arizona,2021-05-22,20,2021,7341018,7,0.09535462247878973
Arkansas,2021-05-22,20,2021,3041878,7,0.23012099762054888
California,2021-05-22,20,2021,38886551,14,0.03600216434725723
Colorado,2021-05-22,20,2021,5803748,6,0.10338147004315143
Connecticut,2021-05-22,20,2021,3621089,0,0
Delaware,2021-05-22,20,2021,1014872,0,0
District of Columbia,2021-05-22,20,2021,668576,0,0
Florida,2021-05-22,20,2021,22183852,41,0.18481911978136167
Georgia,2021-05-22,20,2021,10855454,14,0.12896742964412175
Hawaii,2021-05-22,20,2021,1398977,0,0
Idaho,2021-05-22,20,2021,1935521,0,0
Illinois,2021-05-22,20,2021,12563096,7,0.05571874958210938
Indiana,2021-05-22,20,2021,6831941,8,0.11709702996556909
Iowa,2021-05-22,20,2021,3200224,1,0.03124781265311428
Kansas,2021-05-22,20,2021,2916451,6,0.20572949794116205
Kentucky,2021-05-22,20,2021,4494379,10,0.22250014963135062
Louisiana,2021-05-22,20,2021,4575074,4,0.08743027981623903
Maine,2021-05-22,20,2021,1384543,0,0
Maryland,2021-05-22,20,2021,6133130,0,0
Massachusetts,2021-05-22,20,2021,6978662,0,0
Michigan,2021-05-22,20,2021,10032075,0,0
Minnesota,2021-05-22,20,2021,5716548,0,0
Mississippi,2021-05-22,20,2021,2927305,15,0.5124167109337769
Missouri,2021-05-22,20,2021,6164537,3,0.04866545532941079
Montana,2021-05-22,20,2021,1119563,0,0
Nebraska,2021-05-22,20,2021,1961505,3,0.1529437855116352
