location,date,epiweek,epiyear,population,count,weekly_rate
Rhode Island,2022-12-10,49,2022,1090390,54,4.9523564962994895
South Carolina,2022-12-10,49,2022,5246039,160,3.049920139747341
South Dakota,2022-12-10,49,2022,906458,84,9.266838618005467
Tennessee,2022-12-10,49,2022,7030607,489,6.955302721372422
Texas,2022-12-10,49,2022,29914599,1796,6.003757563322176
US,2022-12-10,49,2022,332200066,24098,7.2540623757732785
Utah,2022-12-10,49,2022,3376238,60,1.7771259016692544
Vermont,2022-12-10,49,2022,646910,45,6.95614536798009
Virginia,2022-12-10,49,2022,8583866,368,4.287112590061401
Washington,2022-12-10,49,2022,7735834,681,8.80318786571687
West Virginia,2022-12-10,49,2022,1774977,246,13.85933451532048
Wisconsin,2022-12-10,49,2022,5891022,481,8.164966961590027
Wyoming,2022-12-10,49,2022,578583,49,8.468966423140673
Alabama,2022-12-17,50,2022,5063778,153,3.0214594715645116
Alaska,2022-12-17,50,2022,711426,51,7.16870060976124
Arizona,2022-12-17,50,2022,7341018,581,7.914433665739547
Arkansas,2022-12-17,50,2022,3041878,257,8.448728055497295
California,2022-12-17,50,2022,38886551,1635,4.2045384791261124
Colorado,2022-12-17,50,2022,5803748,254,4.376482231826744
Connecticut,2022-12-17,50,2022,3621089,391,10.797856666875628
Delaware,2022-12-17,50,2022,1014872,26,2.5618994316524644
District of Columbia,2022-12-17,50,2022,668576,23,3.440147417795434
Florida,2022-12-17,50,2022,22183852,844,3.8045691974504696
Georgia,2022-12-17,50,2022,10855454,144,1.3265221334823951
Hawaii,2022-12-17,50,2022,1398977,14,1.000731248619527
Idaho,2022-12-17,50,2022,1935521,283,14.621386179741785
Illinois,2022-12-17,50,2022,12563096,738,5.874348170228103
Indiana,2022-12-17,50,2022,6831941,681,9.967884675819068
Iowa,2022-12-17,50,2022,3200224,333,10.405521613487055
Kansas,2022-12-17,50,2022,2916451,232,7.9548739203915995
Kentucky,2022-12-17,50,2022,4494379,437,9.723256538890022
Louisiana,2022-12-17,50,2022,4575074,139,3.0382022236143067
Maine,2022-12-17,50,2022,1384543,183,13.217357640752219
Maryland,2022-12-17,50,2022,6133130,267,4.353405194411336
Massachusetts,2022-12-17,50,2022,6978662,659,9.443070892385961
Michigan,2022-12-17,50,2022,10032075,906,9.031032961775106
Minnesota,2022-12-17,50,2022,5716548,247,4.320789399476747
Mississippi,2022-12-17,50,2022,2927305,144,4.919200424964259
Missouri,2022-12-17,50,2022,6164537,759,12.31236019834093
Montana,2022-12-17,50,2022,1119563,99,8.842735960370252
Nebraska,2022-12-17,50,2022,1961505,166,8.462889464977147
Nevada,2022-12-17,50,2022,3165539,251,7.9291393977455344
New Hampshire,2022-12-17,50,2022,1394692,83,5.9511347308222895
New Jersey,2022-12-17,50,2022,9254137,620,6.699706304326378
New Mexico,2022-12-17,50,2022,2100079,342,16.28510165569962
New York,2022-12-17,50,2022,19657190,1719,8.744891818210029
North Carolina,2022-12-17,50,2022,10596562,319,3.0104103576235386
North Dakota,2022-12-17,50,2022,772061,90,11.65710999519468
Ohio,2022-12-17,50,2022,11749303,983,8.366453737723846
Oklahoma,2022-12-17,50,2022,4001266,788,19.693766922768944
Oregon,2022-12-17,50,2022,4238665,702,16.561818402728218
Pennsylvania,2022-12-17,50,2022,12969276,1050,8.096057173893131
Puerto Rico,2022-12-17,50,2022,3221789,68,2.110628597962188
Rhode Island,2022-12-17,50,2022,1090390,41,3.7601225249681307
South Carolina,2022-12-17,50,2022,5246039,149,2.8402381301397113
South Dakota,2022-12-17,50,2022,906458,97,10.70099221364917
Tennessee,2022-12-17,50,2022,7030607,262,3.7265630122690685
Texas,2022-12-17,50,2022,29914599,1524,5.094502520324608
US,2022-12-17,50,2022,332200066,21612,6.505718153590012
Utah,2022-12-17,50,2022,3376238,41,1.2143693661406572
Vermont,2022-12-17,50,2022,646910,56,8.656536457930779
Virginia,2022-12-17,50,2022,8583866,287,3.3434818297489732
Washington,2022-12-17,50,2022,7735834,763,9.863189928842838
West Virginia,2022-12-17,50,2022,1774977,199,11.211412880279575
Wisconsin,2022-12-17,50,2022,5891022,488,8.28379184460693
Wyoming,2022-12-17,50,2022,578583,44,7.60478617588142
Alabama,2022-12-24,51,2022,5063778,153,3.0214594715645116
Alaska,2022-12-24,51,2022,711426,43,6.044198553328104
Arizona,2022-12-24,51,2022,7341018,587,7.996166199292795
Arkansas,2022-12-24,51,2022,3041878,204,6.7063833592274245
California,2022-12-24,51,2022,38886551,1600,4.114533068257969
Colorado,2022-12-24,51,2022,5803748,342,5.8927437924596315
Connecticut,2022-12-24,51,2022,3621089,270,7.456320460502352
Delaware,2022-12-24,51,2022,1014872,29,2.857503212227749
District of Columbia,2022-12-24,51,2022,668576,21,3.1410041640740918
Florida,2022-12-24,51,2022,22183852,1024,4.615970211124741
Georgia,2022-12-24,51,2022,10855454,160,1.4739134816471058
Hawaii,2022-12-24,51,2022,1398977,29,2.072943300711877
Idaho,2022-12-24,51,2022,1935521,203,10.488132135998525
Illinois,2022-12-24,51,2022,12563096,579,4.608736572577333
Indiana,2022-12-24,51,2022,6831941,621,9.0896569510773
Iowa,2022-12-24,51,2022,3200224,330,10.311778175527714
Kansas,2022-12-24,51,2022,2916451,187,6.411902685832884
Kentucky,2022-12-24,51,2022,4494379,281,6.252254204640953
Louisiana,2022-12-24,51,2022,4575074,155,3.3879233428792626
Maine,2022-12-24,51,2022,1384543,211,15.239685585785345
Maryland,2022-12-24,51,2022,6133130,243,3.9620878735653737
Massachusetts,2022-12-24,51,2022,6978662,768,11.004974879138723
Michigan,2022-12-24,51,2022,10032075,1126,11.2239990231333
Minnesota,2022-12-24,51,2022,5716548,162,2.8338780676730084
Mississippi,2022-12-24,51,2022,2927305,86,2.9378558093536546
Missouri,2022-12-24,51,2022,6164537,563,9.132883783486092
Montana,2022-12-24,51,2022,1119563,60,5.35923391537591
Nebraska,2022-12-24,51,2022,1961505,140,7.137376657209643
Nevada,2022-12-24,51,2022,3165539,227,7.170974674455125
New Hampshire,2022-12-24,51,2022,1394692,117,8.388948957906118
New Jersey,2022-12-24,51,2022,9254137,538,5.813616115689664
New Mexico,2022-12-24,51,2022,2100079,361,17.18982952546071
New York,2022-12-24,51,2022,19657190,1526,7.763062777538397
North Carolina,2022-12-24,51,2022,10596562,298,2.8122328732658763
North Dakota,2022-12-24,51,2022,772061,72,9.325687996155745
Ohio,2022-12-24,51,2022,11749303,802,6.825936823656688
Oklahoma,2022-12-24,51,2022,4001266,689,17.21955001242107
Oregon,2022-12-24,51,2022,4238665,452,10.663734925973154
Pennsylvania,2022-12-24,51,2022,12969276,1054,8.126899296460342
Puerto Rico,2022-12-24,51,2022,3221789,115,3.5694454230242885
Rhode Island,2022-12-24,51,2022,1090390,62,5.68603894019571
South Carolina,2022-12-24,51,2022,5246039,118,2.2493161030636637
South Dakota,2022-12-24,51,2022,906458,84,9.266838618005467
Tennessee,2022-12-24,51,2022,7030607,228,3.242963232050945
Texas,2022-12-24,51,2022,29914599,1248,4.1718760796359
US,2022-12-24,51,2022,332200066,19632,5.909691781939622
Utah,2022-12-24,51,2022,3376238,63,1.865982196752717
Vermont,2022-12-24,51,2022,646910,64,9.893184523349461
Virginia,2022-12-24,51,2022,8583866,269,3.1337861052351004
Washington,2022-12-24,51,2022,7735834,405,5.235376043488007
West Virginia,2022-12-24,51,2022,1774977,155,8.73250751981575
Wisconsin,2022-12-24,51,2022,5891022,458,7.77454234596306
Wyoming,2022-12-24,51,2022,578583,50,8.641802472592524
Alabama,2022-12-31,52,2022,5063778,148,2.9227189659578285
Alaska,2022-12-31,52,2022,711426,43,6.044198553328104
Arizona,2022-12-31,52,2022,7341018,664,9.045067046559483
Arkansas,2022-12-31,52,2022,3041878,204,6.7063833592274245
California,2022-12-31,52,2022,38886551,1420,3.651648098078948
Colorado,2022-12-31,52,2022,5803748,315,5.42752717726545
Connecticut,2022-12-31,52,2022,3621089,241,6.655456411040988
Delaware,2022-12-31,52,2022,1014872,42,4.138452928053981
District of Columbia,2022-12-31,52,2022,668576,32,4.7862920595414735
Florida,2022-12-31,52,2022,22183852,1213,5.467941275482725
Georgia,2022-12-31,52,2022,10855454,184,1.6950005038941716
Hawaii,2022-12-31,52,2022,1398977,34,2.4303473180759942
Idaho,2022-12-31,52,2022,1935521,223,11.521445646934339
Illinois,2022-12-31,52,2022,12563096,559,4.449540145199878
Indiana,2022-12-31,52,2022,6831941,567,8.299251998809709
Iowa,2022-12-31,52,2022,3200224,320,9.99930004899657
Kansas,2022-12-31,52,2022,2916451,186,6.377614436176024
Kentucky,2022-12-31,52,2022,4494379,243,5.40675363604182
Louisiana,2022-12-31,52,2022,4575074,166,3.62835661237392
Maine,2022-12-31,52,2022,1384543,192,13.867391623084295
Maryland,2022-12-31,52,2022,6133130,225,3.6685998829309017
Massachusetts,2022-12-31,52,2022,6978662,768,11.004974879138723
Michigan,2022-12-31,52,2022,10032075,1137,11.33364732620121
Minnesota,2022-12-31,52,2022,5716548,177,3.0962741850501385
Mississippi,2022-12-31,52,2022,2927305,120,4.0993336874702155
Missouri,2022-12-31,52,2022,6164537,640,10.381963803607634
Montana,2022-12-31,52,2022,1119563,92,8.217492003576396
Nebraska,2022-12-31,52,2022,1961505,144,7.341301704558489
Nevada,2022-12-31,52,2022,3165539,179,5.654645227874306
New Hampshire,2022-12-31,52,2022,1394692,141,10.109759000553527
New Jersey,2022-12-31,52,2022,9254137,492,5.316541131820287
New Mexico,2022-12-31,52,2022,2100079,286,13.618535302719565
New York,2022-12-31,52,2022,19657190,1309,6.659141006420551
North Carolina,2022-12-31,52,2022,10596562,299,2.8216698963305267
North Dakota,2022-12-31,52,2022,772061,82,10.620922440066265
Ohio,2022-12-31,52,2022,11749303,711,6.051422795037289
Oklahoma,2022-12-31,52,2022,4001266,716,17.894336442515943
Oregon,2022-12-31,52,2022,4238665,361,8.516832540434311
Pennsylvania,2022-12-31,52,2022,12969276,1076,8.296530970580008
Puerto Rico,2022-12-31,52,2022,3221789,62,1.9243966628478775
Rhode Island,2022-12-31,52,2022,1090390,51,4.677225579838407
South Carolina,2022-12-31,52,2022,5246039,160,3.049920139747341
South Dakota,2022-12-31,52,2022,906458,59,6.5088509340752685
Tennessee,2022-12-31,52,2022,7030607,248,3.5274336910027824
Texas,2022-12-31,52,2022,29914599,1380,4.613132203443543
US,2022-12-31,52,2022,332200066,19448,5.854303472654939
Utah,2022-12-31,52,2022,3376238,83,2.458357497309135
Vermont,2022-12-31,52,2022,646910,81,12.521061662364161
Virginia,2022-12-31,52,2022,8583866,280,3.2619334924380228
Washington,2022-12-31,52,2022,7735834,384,4.963912100492332
West Virginia,2022-12-31,52,2022,1774977,172,9.690266409085865
Wisconsin,2022-12-31,52,2022,5891022,486,8.24984187803067
Wyoming,2022-12-31,52,2022,578583,51,8.814638522044374
Alabama,2023-01-07,1,2023,5063778,125,2.4685126401670847
Alaska,2023-01-07,1,2023,711426,32,4.4980082257325424
Arizona,2023-01-07,1,2023,7341018,388,5.285370503110059
Arkansas,2023-01-07,1,2023,3041878,158,5.194159660578103
California,2023-01-07,1,2023,38886551,916,2.3555701815776873
Colorado,2023-01-07,1,2023,5803748,158,2.722378711136321
Connecticut,2023-01-07,1,2023,3621089,170,4.694720289945925
Delaware,2023-01-07,1,2023,1014872,47,4.631125895679455
District of Columbia,2023-01-07,1,2023,668576,17,2.5427176566314076
Florida,2023-01-07,1,2023,22183852,1297,5.846595081864051
Georgia,2023-01-07,1,2023,10855454,189,1.7410603001956435
Hawaii,2023-01-07,1,2023,1398977,10,0.7148080347282335
Idaho,2023-01-07,1,2023,1935521,112,5.786555661240565
Illinois,2023-01-07,1,2023,12563096,433,3.4466026527219085
Indiana,2023-01-07,1,2023,6831941,365,5.342551992179089
Iowa,2023-01-07,1,2023,3200224,218,6.8120231583789135
Kansas,2023-01-07,1,2023,2916451,126,4.320319456764403
Kentucky,2023-01-07,1,2023,4494379,133,2.959251990096963
Louisiana,2023-01-07,1,2023,4575074,172,3.7595020320982786
Maine,2023-01-07,1,2023,1384543,126,9.10047575264907
Maryland,2023-01-07,1,2023,6133130,157,2.55986747386734
Massachusetts,2023-01-07,1,2023,6978662,499,7.150367792565394
Michigan,2023-01-07,1,2023,10032075,714,7.117171671862501
Minnesota,2023-01-07,1,2023,5716548,80,1.3994459593446955
Mississippi,2023-01-07,1,2023,2927305,88,3.006178037478158
Missouri,2023-01-07,1,2023,6164537,405,6.569836469470457
Montana,2023-01-07,1,2023,1119563,60,5.35923391537591
Nebraska,2023-01-07,1,2023,1961505,99,5.0471449218839615
Nevada,2023-01-07,1,2023,3165539,116,3.66446282923698
New Hampshire,2023-01-07,1,2023,1394692,108,7.74364519191334
New Jersey,2023-01-07,1,2023,9254137,351,3.7928982464815464
New Mexico,2023-01-07,1,2023,2100079,179,8.523488878275531
New York,2023-01-07,1,2023,19657190,949,4.827750049727352
North Carolina,2023-01-07,1,2023,10596562,222,2.0950191203524313
North Dakota,2023-01-07,1,2023,772061,72,9.325687996155745
Ohio,2023-01-07,1,2023,11749303,490,4.17046015410446
Oklahoma,2023-01-07,1,2023,4001266,505,12.621005451774513
Oregon,2023-01-07,1,2023,4238665,152,3.5860347538670783
Pennsylvania,2023-01-07,1,2023,12969276,814,6.276371942427627
Puerto Rico,2023-01-07,1,2023,3221789,60,1.862319351143107
Rhode Island,2023-01-07,1,2023,1090390,37,3.39328130302002
South Carolina,2023-01-07,1,2023,5246039,147,2.802114128392869
South Dakota,2023-01-07,1,2023,906458,69,7.612046007647348
Tennessee,2023-01-07,1,2023,7030607,174,2.4748929928809846
Texas,2023-01-07,1,2023,29914599,1251,4.181904627904255
US,2023-01-07,1,2023,332200066,14101,4.244731245778861
Utah,2023-01-07,1,2023,3376238,66,1.9548384918361799
Vermont,2023-01-07,1,2023,646910,51,7.883631417044102
Virginia,2023-01-07,1,2023,8583866,233,2.7143946562073547
Washington,2023-01-07,1,2023,7735834,231,2.9861033729524187
West Virginia,2023-01-07,1,2023,1774977,161,9.070540068969908
Wisconsin,2023-01-07,1,2023,5891022,337,5.720569368099457
Wyoming,2023-01-07,1,2023,578583,32,5.530753582459215
Alabama,2023-01-14,2,2023,5063778,99,1.9550620110123311
Alaska,2023-01-14,2,2023,711426,7,0.9839392993789937
Arizona,2023-01-14,2,2023,7341018,164,2.234022583788788
Arkansas,2023-01-14,2,2023,3041878,105,3.4518149643082334
California,2023-01-14,2,2023,38886551,412,1.0594922650764271
Colorado,2023-01-14,2,2023,5803748,99,1.7057942557119985
Connecticut,2023-01-14,2,2023,3621089,79,2.181664134739577
Delaware,2023-01-14,2,2023,1014872,13,1.2809497158262322
District of Columbia,2023-01-14,2,2023,668576,6,0.8974297611640262
Florida,2023-01-14,2,2023,22183852,710,3.2005262206040683
Georgia,2023-01-14,2,2023,10855454,109,1.0041035593720908
Hawaii,2023-01-14,2,2023,1398977,9,0.6433272312554102
Idaho,2023-01-14,2,2023,1935521,46,2.376621075152375
Illinois,2023-01-14,2,2023,12563096,173,1.3770490968149889
Indiana,2023-01-14,2,2023,6831941,173,2.5322232730054313
Iowa,2023-01-14,2,2023,3200224,96,2.999790014698971
Kansas,2023-01-14,2,2023,2916451,55,1.8858537311273187
Kentucky,2023-01-14,2,2023,4494379,63,1.401750942677509
Louisiana,2023-01-14,2,2023,4575074,85,1.8578934460950796
Maine,2023-01-14,2,2023,1384543,57,4.11688188810315
Maryland,2023-01-14,2,2023,6133130,101,1.6467937252267602
Massachusetts,2023-01-14,2,2023,6978662,255,3.653995565339029
Michigan,2023-01-14,2,2023,10032075,320,3.189768816521009
Minnesota,2023-01-14,2,2023,5716548,47,0.8221745011150086
Mississippi,2023-01-14,2,2023,2927305,57,1.9471835015483525
Missouri,2023-01-14,2,2023,6164537,195,3.163254596411701
Montana,2023-01-14,2,2023,1119563,39,3.4835020449943417
Nebraska,2023-01-14,2,2023,1961505,63,3.211819495744339
Nevada,2023-01-14,2,2023,3165539,37,1.1688372817393815
New Hampshire,2023-01-14,2,2023,1394692,47,3.369919666851176
New Jersey,2023-01-14,2,2023,9254137,176,1.9018521121958751
New Mexico,2023-01-14,2,2023,2100079,53,2.523714584070409
New York,2023-01-14,2,2023,19657190,517,2.630080901695512
North Carolina,2023-01-14,2,2023,10596562,131,1.2362500214692276
North Dakota,2023-01-14,2,2023,772061,52,6.735219108334704
Ohio,2023-01-14,2,2023,11749303,194,1.6511617752985006
Oklahoma,2023-01-14,2,2023,4001266,274,6.847832660962805
Oregon,2023-01-14,2,2023,4238665,65,1.5335017039563164
Pennsylvania,2023-01-14,2,2023,12969276,455,3.5082914420203566
Puerto Rico,2023-01-14,2,2023,3221789,84,2.60724709160035
Rhode Island,2023-01-14,2,2023,1090390,9,0.8253927493832482
South Carolina,2023-01-14,2,2023,5246039,79,1.5058980690002495
South Dakota,2023-01-14,2,2023,906458,15,1.6547926103581192
Tennessee,2023-01-14,2,2023,7030607,100,1.4223522947591865
Texas,2023-01-14,2,2023,29914599,772,2.5806797543901556
US,2023-01-14,2,2023,332200066,7231,2.1767003502040243
Utah,2023-01-14,2,2023,3376238,22,0.6516128306120599
Vermont,2023-01-14,2,2023,646910,12,1.854972098128024
Virginia,2023-01-14,2,2023,8583866,119,1.3863217342861596
Washington,2023-01-14,2,2023,7735834,144,1.8614670376846245
West Virginia,2023-01-14,2,2023,1774977,48,2.7042603932332643
Wisconsin,2023-01-14,2,2023,5891022,173,2.936672108846309
Wyoming,2023-01-14,2,2023,578583,16,2.7653767912296074
Alabama,2023-01-21,3,2023,5063778,57,1.1256417639161906
Alaska,2023-01-21,3,2023,711426,7,0.9839392993789937
Arizona,2023-01-21,3,2023,7341018,119,1.6210285821394252
Arkansas,2023-01-21,3,2023,3041878,65,2.1368378350479538
California,2023-01-21,3,2023,38886551,208,0.534889298873536
Colorado,2023-01-21,3,2023,5803748,37,0.6375190652661005
Connecticut,2023-01-21,3,2023,3621089,36,0.9941760614003136
Delaware,2023-01-21,3,2023,1014872,6,0.5912075611505687
District of Columbia,2023-01-21,3,2023,668576,8,1.1965730148853684
Florida,2023-01-21,3,2023,22183852,593,2.6731155617157922
Georgia,2023-01-21,3,2023,10855454,80,0.7369567408235529
Hawaii,2023-01-21,3,2023,1398977,0,0
Idaho,2023-01-21,3,2023,1935521,35,1.8082986441376767
Illinois,2023-01-21,3,2023,12563096,69,0.549227674452221
Indiana,2023-01-21,3,2023,6831941,100,1.4637128745696135
Iowa,2023-01-21,3,2023,3200224,43,1.3436559440839142
Kansas,2023-01-21,3,2023,2916451,41,1.405818235931274
Kentucky,2023-01-21,3,2023,4494379,35,0.7787505237097272
Louisiana,2023-01-21,3,2023,4575074,83,1.81417830618696
Maine,2023-01-21,3,2023,1384543,29,2.0945539430700237
Maryland,2023-01-21,3,2023,6133130,67,1.0924275206949796
Massachusetts,2023-01-21,3,2023,6978662,132,1.8914800573519681
Michigan,2023-01-21,3,2023,10032075,172,1.7145007388800422
Minnesota,2023-01-21,3,2023,5716548,29,0.5072991602624521
Mississippi,2023-01-21,3,2023,2927305,52,1.7763779312370935
Missouri,2023-01-21,3,2023,6164537,101,1.63840366275683
Montana,2023-01-21,3,2023,1119563,16,1.4291290441002427
Nebraska,2023-01-21,3,2023,1961505,59,3.007894448395492
Nevada,2023-01-21,3,2023,3165539,21,0.6633941328791084
New Hampshire,2023-01-21,3,2023,1394692,23,1.6491096242037668
New Jersey,2023-01-21,3,2023,9254137,102,1.1022097468407912
New Mexico,2023-01-21,3,2023,2100079,29,1.3809004327932426
New York,2023-01-21,3,2023,19657190,309,1.5719439044949965
North Carolina,2023-01-21,3,2023,10596562,63,0.5945324530729873
North Dakota,2023-01-21,3,2023,772061,28,3.626656442949456
Ohio,2023-01-21,3,2023,11749303,111,0.9447368920522349
Oklahoma,2023-01-21,3,2023,4001266,169,4.223663210593847
Oregon,2023-01-21,3,2023,4238665,32,0.7549546850246481
Pennsylvania,2023-01-21,3,2023,12969276,305,2.351711845749909
Puerto Rico,2023-01-21,3,2023,3221789,47,1.4588168250621005
Rhode Island,2023-01-21,3,2023,1090390,16,1.4673648877924412
South Carolina,2023-01-21,3,2023,5246039,58,1.105596050658411
South Dakota,2023-01-21,3,2023,906458,12,1.3238340882864954
Tennessee,2023-01-21,3,2023,7030607,73,1.0383171751742062
Texas,2023-01-21,3,2023,29914599,495,1.654710464278662
US,2023-01-21,3,2023,332200066,4489,1.3512941324942422
Utah,2023-01-21,3,2023,3376238,22,0.6516128306120599
Vermont,2023-01-21,3,2023,646910,10,1.5458100817733533
Virginia,2023-01-21,3,2023,8583866,72,0.8387828980554916
Washington,2023-01-21,3,2023,7735834,77,0.9953677909841395
West Virginia,2023-01-21,3,2023,1774977,14,0.7887426146930354
Wisconsin,2023-01-21,3,2023,5891022,108,1.8332981951179268
Wyoming,2023-01-21,3,2023,578583,14,2.4197046923259067
Alabama,2023-01-28,4,2023,5063778,42,0.8294202470961405
Alaska,2023-01-28,4,2023,711426,5,0.7028137852707098
Arizona,2023-01-28,4,2023,7341018,57,0.7764590687558592
Arkansas,2023-01-28,4,2023,3041878,35,1.1506049881027445
California,2023-01-28,4,2023,38886551,127,0.3265910622929763
Colorado,2023-01-28,4,2023,5803748,26,0.4479863701869895
Connecticut,2023-01-28,4,2023,3621089,33,0.9113280562836208
Delaware,2023-01-28,4,2023,1014872,6,0.5912075611505687
District of Columbia,2023-01-28,4,2023,668576,7,1.0470013880246973
Florida,2023-01-28,4,2023,22183852,427,1.9248235157717424
Georgia,2023-01-28,4,2023,10855454,72,0.6632610667411976
Hawaii,2023-01-28,4,2023,1398977,9,0.6433272312554102
Idaho,2023-01-28,4,2023,1935521,17,0.878316484295443
Illinois,2023-01-28,4,2023,12563096,73,0.5810669599277121
Indiana,2023-01-28,4,2023,6831941,71,1.0392361409444255
Iowa,2023-01-28,4,2023,3200224,47,1.4686471946963713
Kansas,2023-01-28,4,2023,2916451,23,0.7886297421077878
Kentucky,2023-01-28,4,2023,4494379,34,0.7565005087465921
Louisiana,2023-01-28,4,2023,4575074,42,0.9180179380705099
Maine,2023-01-28,4,2023,1384543,14,1.0111639725165633
Maryland,2023-01-28,4,2023,6133130,39,0.6358906463746896
Massachusetts,2023-01-28,4,2023,6978662,76,1.0890339724147695
Michigan,2023-01-28,4,2023,10032075,84,0.8373143143367648
Minnesota,2023-01-28,4,2023,5716548,18,0.3148753408525565
Mississippi,2023-01-28,4,2023,2927305,35,1.1956389921788129
Missouri,2023-01-28,4,2023,6164537,73,1.1841927463489959
Montana,2023-01-28,4,2023,1119563,9,0.8038850873063865
Nebraska,2023-01-28,4,2023,1961505,22,1.1215877604186582
Nevada,2023-01-28,4,2023,3165539,11,0.34749216484143775
New Hampshire,2023-01-28,4,2023,1394692,19,1.3623079504291986
New Jersey,2023-01-28,4,2023,9254137,79,0.8536722549061031
New Mexico,2023-01-28,4,2023,2100079,21,0.9999623823675204
New York,2023-01-28,4,2023,19657190,211,1.073398588506292
North Carolina,2023-01-28,4,2023,10596562,41,0.3869179456506742
North Dakota,2023-01-28,4,2023,772061,24,3.108562665385248
Ohio,2023-01-28,4,2023,11749303,72,0.6128023083582065
Oklahoma,2023-01-28,4,2023,4001266,94,2.3492564603303054
Oregon,2023-01-28,4,2023,4238665,11,0.2595156729772228
Pennsylvania,2023-01-28,4,2023,12969276,235,1.8119747008237006
Puerto Rico,2023-01-28,4,2023,3221789,57,1.7692033835859517
Rhode Island,2023-01-28,4,2023,1090390,10,0.9171030548702758
South Carolina,2023-01-28,4,2023,5246039,41,0.781542035810256
South Dakota,2023-01-28,4,2023,906458,15,1.6547926103581192
Tennessee,2023-01-28,4,2023,7030607,42,0.5973879637988584
Texas,2023-01-28,4,2023,29914599,348,1.1633115991292413
US,2023-01-28,4,2023,332200066,3069,0.923840876058104
Utah,2023-01-28,4,2023,3376238,7,0.20733135519474635
Vermont,2023-01-28,4,2023,646910,5,0.7729050408866767
Virginia,2023-01-28,4,2023,8583866,60,0.6989857483795763
Washington,2023-01-28,4,2023,7735834,66,0.8531723922721196
West Virginia,2023-01-28,4,2023,1774977,21,1.1831139220395532
Wisconsin,2023-01-28,4,2023,5891022,51,0.8657241476945766
Wyoming,2023-01-28,4,2023,578583,5,0.8641802472592524
Alabama,2023-02-04,5,2023,5063778,36,0.7109316403681204
Alaska,2023-02-04,5,2023,711426,3,0.4216882711624259
Arizona,2023-02-04,5,2023,7341018,63,0.8581916023091075
Arkansas,2023-02-04,5,2023,3041878,20,0.6574885646301397
California,2023-02-04,5,2023,38886551,115,0.29573206428104154
Colorado,2023-02-04,5,2023,5803748,38,0.6547493102732924
Connecticut,2023-02-04,5,2023,3621089,15,0.41424002558346396
Delaware,2023-02-04,5,2023,1014872,14,1.3794843093513272
District of Columbia,2023-02-04,5,2023,668576,9,1.3461446417460394
Florida,2023-02-04,5,2023,22183852,356,1.6047708937113356
Georgia,2023-02-04,5,2023,10855454,87,0.8014404556456137
Hawaii,2023-02-04,5,2023,1398977,8,0.5718464277825869
Idaho,2023-02-04,5,2023,1935521,3,0.1549970266403723
Illinois,2023-02-04,5,2023,12563096,28,0.22287499832843752
Indiana,2023-02-04,5,2023,6831941,41,0.6001222785735415
Iowa,2023-02-04,5,2023,3200224,13,0.4062215644904857
Kansas,2023-02-04,5,2023,2916451,12,0.4114589958823241
Kentucky,2023-02-04,5,2023,4494379,16,0.356000239410161
Louisiana,2023-02-04,5,2023,4575074,34,0.7431573784380319
Maine,2023-02-04,5,2023,1384543,10,0.7222599803689738
Maryland,2023-02-04,5,2023,6133130,51,0.831549306797671
Massachusetts,2023-02-04,5,2023,6978662,58,0.8311048736849557
Michigan,2023-02-04,5,2023,10032075,87,0.8672183969916493
Minnesota,2023-02-04,5,2023,5716548,16,0.27988919186893907
Mississippi,2023-02-04,5,2023,2927305,29,0.9906723078053021
Missouri,2023-02-04,5,2023,6164537,50,0.8110909221568465
Montana,2023-02-04,5,2023,1119563,9,0.8038850873063865
Nebraska,2023-02-04,5,2023,1961505,7,0.35686883286048215
Nevada,2023-02-04,5,2023,3165539,4,0.12636078721506827
New Hampshire,2023-02-04,5,2023,1394692,4,0.28680167377456817
New Jersey,2023-02-04,5,2023,9254137,38,0.4106271605877458
New Mexico,2023-02-04,5,2023,2100079,10,0.4761725630321526
New York,2023-02-04,5,2023,19657190,145,0.7376435797792055
North Carolina,2023-02-04,5,2023,10596562,40,0.37748092258602367
North Dakota,2023-02-04,5,2023,772061,9,1.165710999519468
Ohio,2023-02-04,5,2023,11749303,59,0.5021574471268636
Oklahoma,2023-02-04,5,2023,4001266,86,2.1493197403021944
Oregon,2023-02-04,5,2023,4238665,10,0.23592333907020252
Pennsylvania,2023-02-04,5,2023,12969276,194,1.4958429445097783
Puerto Rico,2023-02-04,5,2023,3221789,55,1.7071260718811816
Rhode Island,2023-02-04,5,2023,1090390,4,0.3668412219481103
South Carolina,2023-02-04,5,2023,5246039,40,0.7624800349368352
South Dakota,2023-02-04,5,2023,906458,15,1.6547926103581192
Tennessee,2023-02-04,5,2023,7030607,44,0.625835009694042
Texas,2023-02-04,5,2023,29914599,261,0.8724836993469309
US,2023-02-04,5,2023,332200066,2410,0.72546644226133294
Utah,2023-02-04,5,2023,3376238,7,0.20733135519474635
Vermont,2023-02-04,5,2023,646910,3,0.463743024532006
Virginia,2023-02-04,5,2023,8583866,62,0.7222852733255621
Washington,2023-02-04,5,2023,7735834,42,0.5429278859913488
West Virginia,2023-02-04,5,2023,1774977,22,1.2394526802319128
Wisconsin,2023-02-04,5,2023,5891022,22,0.373449632338837
Wyoming,2023-02-04,5,2023,578583,6,1.0370162967111027
Alabama,2023-02-11,6,2023,5063778,29,0.5726949325187637
