model,location,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_95,r_wis
baseline_rsv,California,12.702629432240752,2.349527175861044,5.801623413734138,4.551478842645569,-0.08785714285714276,0.08249999999999974,19.764285714285702,0.3928571428571432,0.7857142857142856,1
baseline_rsv,Colorado,31.303906488430957,3.9935841137786374,15.245477061556315,12.06484531309599,-0.09642857142857146,0.12499999999999999,44.69999820533915,0.3785714285714285,0.7999999999999998,1
baseline_rsv,Connecticut,6.318291641255699,1.110386159343736,2.821744074583607,2.3861614073283586,-0.08999999999999989,0.09892857142857144,9.724998455341696,0.40357142857142864,0.7964285714285715,1
baseline_rsv,Georgia,9.675504471366143,2.963698622236222,2.1442599711711394,4.56754587795878,0.007142857142857114,0.31696428571428586,15.860714285714291,0.5214285714285711,0.8821428571428575,1
baseline_rsv,Maryland,19.060300565434225,1.9267783634264914,10.035017974822612,7.09850422718513,-0.13714285714285704,0.10946428571428583,26.071428098209555,0.3928571428571432,0.6749999999999996,1
baseline_rsv,Michigan,11.603433657416932,1.5739231801693014,5.724811247398193,4.304699229849442,-0.05642857142857144,0.10428571428571426,16.53571531251024,0.43571428571428555,0.8214285714285708,1
baseline_rsv,Minnesota,19.441102228191927,2.8379239353375674,9.301806258419749,7.301372034434632,-0.11499999999999992,0.15750000000000008,28.589285714285708,0.375,0.7392857142857147,1
baseline_rsv,New Mexico,11.431175345449882,1.4283277601883162,5.495117318316046,4.507730266945526,-0.055000000000000084,0.11660714285714306,15.742857142857128,0.4821428571428568,0.7785714285714287,1
baseline_rsv,New York,15.788397957309929,2.0662162454928117,7.720932323966108,6.001249387851019,-0.11142857142857138,0.1385714285714284,22.40714285714287,0.37857142857142856,0.75,1
baseline_rsv,Oregon,6.9852734081447965,1.4363957379395222,3.153612706127067,2.3952649640782124,-0.020000000000000077,0.08892857142857132,10.921429964299652,0.4607142857142859,0.9035714285714287,1
baseline_rsv,Tennessee,5.208894213602851,1.242907345162737,2.0866027167414547,1.87938415169866,-0.0178571428571428,0.1442857142857141,8.271425598184555,0.5,0.8428571428571427,1
baseline_rsv,Utah,11.42197510154566,1.6878756830514732,5.367601932447903,4.366497486046289,-0.07428571428571433,0.0735714285714285,16.685714026783113,0.40000000000000024,0.8142857142857146,1
rsv_2018,California,6.794428571428573,3.5451428571428574,1.8178571428571437,1.4314285714285717,0.04642857142857147,0.028035714285714372,10.996428571428565,0.5535714285714285,0.9928571428571429,0.5348836323748469
rsv_2018,Colorado,15.897964285714284,5.958678571428571,6.232857142857146,3.7064285714285785,0.03142857142857145,-0.0992857142857145,27.76071428571431,0.5535714285714286,0.9607142857142857,0.5078587968434458
rsv_2018,Connecticut,3.9828571428571435,1.7485714285714287,1.1107142857142869,1.1235714285714284,0.06428571428571422,0.02446428571428577,6.607142857142859,0.589285714285714,0.9714285714285713,0.6303693100918003
rsv_2018,Georgia,11.064107142857145,5.614107142857143,0.8378571428571426,4.612142857142854,0.061428571428571555,0.2217857142857144,18.321428571428577,0.6214285714285714,0.9642857142857142,1.1435173406823858
rsv_2018,Maryland,10.606607142857138,4.1587499999999995,3.5192857142857092,2.928571428571428,0.0307142857142858,0.0194642857142859,17.232142857142833,0.5714285714285714,0.9392857142857145,0.5564763843279668
rsv_2018,Michigan,6.938999999999998,2.3518571428571433,2.454999999999999,2.1321428571428545,0.04071428571428571,0.046428571428571735,11.942857142857148,0.5428571428571424,0.9499999999999998,0.5980126404708298
rsv_2018,Minnesota,11.083500000000004,4.906357142857144,2.869285714285716,3.307857142857144,0.032142857142856945,0.08732142857142867,19.26428571428572,0.5142857142857152,0.9821428571428571,0.5701065644275869
rsv_2018,New Mexico,6.31410714285714,1.8741071428571423,2.6564285714285703,1.7835714285714277,0.07785714285714299,-0.001964285714285643,10.578571428571436,0.6285714285714286,0.9321428571428573,0.5523585241276556
rsv_2018,New York,8.669214285714288,3.347785714285714,2.772857142857141,2.548571428571428,0.054285714285714076,-0.018035714285714623,14.871428571428533,0.5714285714285707,0.9750000000000001,0.5490876470909132
rsv_2018,Oregon,3.6533214285714286,1.6340357142857143,1.2621428571428561,0.7571428571428577,0.09785714285714289,0.0655357142857142,6.153571428571423,0.6571428571428573,0.9821428571428571,0.5230033550743587
rsv_2018,Tennessee,4.259821428571428,2.0219642857142857,0.6407142857142853,1.5971428571428579,0.09499999999999999,0.14553571428571438,7.060714285714274,0.6464285714285709,0.9928571428571429,0.8177976464653569
rsv_2018,Utah,6.107107142857144,2.177107142857143,2.589285714285713,1.340714285714285,0.032857142857142925,-0.039464285714286146,10.757142857142851,0.5107142857142853,0.9785714285714285,0.5346804811394406
