reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.01,278
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.025,301
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.05,319
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.1,342
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.15,357
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.2,370
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.25,382
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.3,393
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.35,403
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.4,414
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.45,425
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.5,436
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.55,446
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.6,457
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.65,470
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.7,482
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.75,497
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.8,513
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.85,531
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.9,556
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.95,591
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.975,627
2022-09-17,inc hosp,1,2022-09-24,Alabama,quantile,0.99,671
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.01,229
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.025,254
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.05,274
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.1,302
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.15,322
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.2,338
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.25,352
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.3,368
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.35,382
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.4,395
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.45,407
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.5,420
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.55,435
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.6,450
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.65,465
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.7,482
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.75,502
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.8,525
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.85,551
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.9,589
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.95,647
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.975,694
2022-09-17,inc hosp,2,2022-10-01,Alabama,quantile,0.99,763
2022-09-17,inc hosp,3,2022-10-08,Alabama,quantile,0.01,200
2022-09-17,inc hosp,3,2022-10-08,Alabama,quantile,0.025,222
2022-09-17,inc hosp,3,2022-10-08,Alabama,quantile,0.05,247
2022-09-17,inc hosp,3,2022-10-08,Alabama,quantile,0.1,277
2022-09-17,inc hosp,3,2022-10-08,Alabama,quantile,0.15,298
2022-09-17,inc hosp,3,2022-10-08,Alabama,quantile,0.2,315
