reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.01,392
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.025,415
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.05,439
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.1,469
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.15,491
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.2,508
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.25,523
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.3,535
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.35,547
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.4,560
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.45,573
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.5,585
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.55,598
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.6,612
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.65,626
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.7,641
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.75,659
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.8,680
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.85,704
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.9,734
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.95,780
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.975,821
2023-12-30,inc hosp,1,2024-01-06,Alabama,quantile,0.99,875
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.01,345
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.025,372
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.05,400
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.1,435
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.15,458
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.2,478
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.25,497
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.3,516
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.35,534
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.4,550
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.45,567
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.5,585
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.55,602
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.6,619
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.65,638
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.7,663
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.75,685
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.8,713
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.85,748
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.9,794
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.95,861
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.975,928
2023-12-30,inc hosp,2,2024-01-13,Alabama,quantile,0.99,1011
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.01,287
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.025,319
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.05,348
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.1,386
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.15,418
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.2,441
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.25,461
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.3,481
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.35,499
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.4,515
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.45,532
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.5,552
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.55,572
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.6,597
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.65,619
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.7,644
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.75,671
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.8,705
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.85,748
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.9,801
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.95,892
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.975,973
2023-12-30,inc hosp,3,2024-01-20,Alabama,quantile,0.99,1082
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.01,240
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.025,267
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.05,302
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.1,338
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.15,370
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.2,392
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.25,414
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.3,432
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.35,454
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.4,473
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.45,491
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.5,511
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.55,535
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.6,558
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.65,583
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.7,606
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.75,637
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.8,670
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.85,712
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.9,771
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.95,866
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.975,968
2023-12-30,inc hosp,4,2024-01-27,Alabama,quantile,0.99,1061
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.01,14
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.025,17
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.05,19
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.1,22
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.15,25
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.2,27
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.25,28
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.3,30
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.35,32
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.4,33
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.45,35
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.5,36
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.55,38
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.6,39
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.65,41
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.7,44
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.75,46
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.8,49
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.85,52
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.9,57
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.95,64
2023-12-30,inc hosp,1,2024-01-06,Alaska,quantile,0.975,71
