reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.01,178
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.025,191
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.05,203
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.1,219
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.15,229
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.2,237
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.25,244
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.3,250
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.35,257
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.4,263
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.45,268
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.5,275
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.55,281
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.6,289
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.65,296
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.7,303
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.75,312
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.8,321
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.85,332
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.9,348
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.95,373
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.975,394
2023-09-30,inc hosp,1,2023-10-07,Alabama,quantile,0.99,420
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.01,153
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.025,169
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.05,183
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.1,199
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.15,212
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.2,222
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.25,232
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.3,241
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.35,249
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.4,257
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.45,266
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.5,275
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.55,283
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.6,291
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.65,302
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.7,312
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.75,323
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.8,337
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.85,353
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.9,374
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.95,410
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.975,442
2023-09-30,inc hosp,2,2023-10-14,Alabama,quantile,0.99,489
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.01,142
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.025,155
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.05,170
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.1,189
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.15,204
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.2,216
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.25,226
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.3,236
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.35,246
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.4,258
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.45,267
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.5,276
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.55,286
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.6,297
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.65,309
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.7,321
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.75,337
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.8,354
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.85,375
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.9,401
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.95,448
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.975,490
2023-09-30,inc hosp,3,2023-10-21,Alabama,quantile,0.99,547
2023-09-30,inc hosp,4,2023-10-28,Alabama,quantile,0.01,134
2023-09-30,inc hosp,4,2023-10-28,Alabama,quantile,0.025,149
2023-09-30,inc hosp,4,2023-10-28,Alabama,quantile,0.05,165
