reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.01,253
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.025,272
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.05,288
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.1,306
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.15,320
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.2,331
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.25,342
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.3,350
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.35,360
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.4,369
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.45,376
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.5,385
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.55,393
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.6,402
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.65,412
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.7,423
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.75,433
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.8,446
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.85,461
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.9,481
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.95,511
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.975,541
2023-08-19,inc hosp,1,2023-08-26,Alabama,quantile,0.99,573
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.01,223
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.025,242
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.05,262
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.1,287
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.15,305
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.2,320
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.25,334
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.3,346
2023-08-19,inc hosp,2,2023-09-02,Alabama,quantile,0.35,357
