reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.01,216
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.025,233
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.05,247
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.1,262
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.15,272
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.2,282
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.25,290
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.3,297
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.35,305
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.4,312
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.45,319
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.5,326
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.55,334
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.6,341
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.65,350
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.7,359
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.75,367
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.8,377
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.85,390
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.9,407
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.95,433
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.975,459
2024-03-02,inc hosp,1,2024-03-09,Alabama,quantile,0.99,483
2024-03-02,inc hosp,2,2024-03-16,Alabama,quantile,0.01,166
2024-03-02,inc hosp,2,2024-03-16,Alabama,quantile,0.025,182
2024-03-02,inc hosp,2,2024-03-16,Alabama,quantile,0.05,197
2024-03-02,inc hosp,2,2024-03-16,Alabama,quantile,0.1,216
2024-03-02,inc hosp,2,2024-03-16,Alabama,quantile,0.15,231
