reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.01,225
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.025,239
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.05,255
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.1,272
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.15,283
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.2,293
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.25,302
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.3,312
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.35,319
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.4,327
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.45,334
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.5,342
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.55,350
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.6,358
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.65,365
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.7,375
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.75,387
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.8,398
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.85,411
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.9,430
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.95,461
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.975,483
2023-09-23,inc hosp,1,2023-09-30,Alabama,quantile,0.99,520
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.01,191
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.025,208
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.05,224
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.1,244
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.15,260
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.2,273
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.25,285
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.3,296
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.35,307
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.4,316
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.45,327
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.5,337
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.55,348
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.6,359
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.65,370
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.7,382
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.75,395
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.8,411
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.85,430
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.9,457
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.95,501
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.975,545
2023-09-23,inc hosp,2,2023-10-07,Alabama,quantile,0.99,591
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.01,167
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.025,186
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.05,205
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.1,229
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.15,247
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.2,262
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.25,274
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.3,286
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.35,299
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.4,310
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.45,321
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.5,332
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.55,345
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.6,357
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.65,373
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.7,388
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.75,403
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.8,422
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.85,447
2023-09-23,inc hosp,3,2023-10-14,Alabama,quantile,0.9,479
