reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,mean
2023-11-25,inc hosp,1,2023-12-02,California,quantile,0.025,47,97.7352
2023-11-25,inc hosp,1,2023-12-02,California,quantile,0.25,73,97.7352
2023-11-25,inc hosp,1,2023-12-02,California,quantile,0.5,92,97.7352
2023-11-25,inc hosp,1,2023-12-02,California,quantile,0.75,116,97.7352
2023-11-25,inc hosp,1,2023-12-02,California,quantile,0.975,178,97.7352
2023-11-25,inc hosp,2,2023-12-09,California,quantile,0.025,38,106.5482
2023-11-25,inc hosp,2,2023-12-09,California,quantile,0.25,71,106.5482
2023-11-25,inc hosp,2,2023-12-09,California,quantile,0.5,97,106.5482
2023-11-25,inc hosp,2,2023-12-09,California,quantile,0.75,130,106.5482
2023-11-25,inc hosp,2,2023-12-09,California,quantile,0.975,231,106.5482
2023-11-25,inc hosp,3,2023-12-16,California,quantile,0.025,33,111.8944
2023-11-25,inc hosp,3,2023-12-16,California,quantile,0.25,66,111.8944
2023-11-25,inc hosp,3,2023-12-16,California,quantile,0.5,97,111.8944
2023-11-25,inc hosp,3,2023-12-16,California,quantile,0.75,141,111.8944
2023-11-25,inc hosp,3,2023-12-16,California,quantile,0.975,275,111.8944
2023-11-25,inc hosp,4,2023-12-23,California,quantile,0.025,27,113.332
2023-11-25,inc hosp,4,2023-12-23,California,quantile,0.25,62,113.332
2023-11-25,inc hosp,4,2023-12-23,California,quantile,0.5,95,113.332
2023-11-25,inc hosp,4,2023-12-23,California,quantile,0.75,143,113.332
2023-11-25,inc hosp,4,2023-12-23,California,quantile,0.975,303,113.332
2023-11-25,inc hosp,1,2023-12-02,Colorado,quantile,0.025,48,101.0442
2023-11-25,inc hosp,1,2023-12-02,Colorado,quantile,0.25,76,101.0442
2023-11-25,inc hosp,1,2023-12-02,Colorado,quantile,0.5,96,101.0442
2023-11-25,inc hosp,1,2023-12-02,Colorado,quantile,0.75,120,101.0442
2023-11-25,inc hosp,1,2023-12-02,Colorado,quantile,0.975,185,101.0442
2023-11-25,inc hosp,2,2023-12-09,Colorado,quantile,0.025,40,110.4648
2023-11-25,inc hosp,2,2023-12-09,Colorado,quantile,0.25,73,110.4648
2023-11-25,inc hosp,2,2023-12-09,Colorado,quantile,0.5,99,110.4648
2023-11-25,inc hosp,2,2023-12-09,Colorado,quantile,0.75,135,110.4648
2023-11-25,inc hosp,2,2023-12-09,Colorado,quantile,0.975,243,110.4648
2023-11-25,inc hosp,3,2023-12-16,Colorado,quantile,0.025,33,115.5082
2023-11-25,inc hosp,3,2023-12-16,Colorado,quantile,0.25,70,115.5082
2023-11-25,inc hosp,3,2023-12-16,Colorado,quantile,0.5,100,115.5082
2023-11-25,inc hosp,3,2023-12-16,Colorado,quantile,0.75,143,115.5082
2023-11-25,inc hosp,3,2023-12-16,Colorado,quantile,0.975,290,115.5082
2023-11-25,inc hosp,4,2023-12-23,Colorado,quantile,0.025,29,116.8596
2023-11-25,inc hosp,4,2023-12-23,Colorado,quantile,0.25,63,116.8596
2023-11-25,inc hosp,4,2023-12-23,Colorado,quantile,0.5,96,116.8596
2023-11-25,inc hosp,4,2023-12-23,Colorado,quantile,0.75,147,116.8596
2023-11-25,inc hosp,4,2023-12-23,Colorado,quantile,0.975,326,116.8596
2023-11-25,inc hosp,1,2023-12-02,Connecticut,quantile,0.025,21,48.9382
2023-11-25,inc hosp,1,2023-12-02,Connecticut,quantile,0.25,36,48.9382
2023-11-25,inc hosp,1,2023-12-02,Connecticut,quantile,0.5,46,48.9382
2023-11-25,inc hosp,1,2023-12-02,Connecticut,quantile,0.75,59,48.9382
2023-11-25,inc hosp,1,2023-12-02,Connecticut,quantile,0.975,93,48.9382
2023-11-25,inc hosp,2,2023-12-09,Connecticut,quantile,0.025,18,53.839
2023-11-25,inc hosp,2,2023-12-09,Connecticut,quantile,0.25,35,53.839
2023-11-25,inc hosp,2,2023-12-09,Connecticut,quantile,0.5,48,53.839
2023-11-25,inc hosp,2,2023-12-09,Connecticut,quantile,0.75,66,53.839
2023-11-25,inc hosp,2,2023-12-09,Connecticut,quantile,0.975,124,53.839
2023-11-25,inc hosp,3,2023-12-16,Connecticut,quantile,0.025,15,56.4494
2023-11-25,inc hosp,3,2023-12-16,Connecticut,quantile,0.25,33,56.4494
2023-11-25,inc hosp,3,2023-12-16,Connecticut,quantile,0.5,48,56.4494
2023-11-25,inc hosp,3,2023-12-16,Connecticut,quantile,0.75,71,56.4494
2023-11-25,inc hosp,3,2023-12-16,Connecticut,quantile,0.975,148,56.4494
2023-11-25,inc hosp,4,2023-12-23,Connecticut,quantile,0.025,13,56.9552
2023-11-25,inc hosp,4,2023-12-23,Connecticut,quantile,0.25,31,56.9552
2023-11-25,inc hosp,4,2023-12-23,Connecticut,quantile,0.5,47,56.9552
2023-11-25,inc hosp,4,2023-12-23,Connecticut,quantile,0.75,72,56.9552
2023-11-25,inc hosp,4,2023-12-23,Connecticut,quantile,0.975,160,56.9552
2023-11-25,inc hosp,1,2023-12-02,Georgia,quantile,0.025,55,119.4588
