reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,mean
2023-09-09,inc hosp,1,2023-09-16,California,quantile,0.025,0,5.3062
2023-09-09,inc hosp,1,2023-09-16,California,quantile,0.25,3,5.3062
2023-09-09,inc hosp,1,2023-09-16,California,quantile,0.5,5,5.3062
2023-09-09,inc hosp,1,2023-09-16,California,quantile,0.75,7,5.3062
2023-09-09,inc hosp,1,2023-09-16,California,quantile,0.975,13,5.3062
2023-09-09,inc hosp,2,2023-09-23,California,quantile,0.025,1,6.1646
2023-09-09,inc hosp,2,2023-09-23,California,quantile,0.25,3,6.1646
2023-09-09,inc hosp,2,2023-09-23,California,quantile,0.5,5,6.1646
2023-09-09,inc hosp,2,2023-09-23,California,quantile,0.75,8,6.1646
2023-09-09,inc hosp,2,2023-09-23,California,quantile,0.975,17,6.1646
2023-09-09,inc hosp,3,2023-09-30,California,quantile,0.025,1,7.12
2023-09-09,inc hosp,3,2023-09-30,California,quantile,0.25,3,7.12
2023-09-09,inc hosp,3,2023-09-30,California,quantile,0.5,6,7.12
2023-09-09,inc hosp,3,2023-09-30,California,quantile,0.75,10,7.12
2023-09-09,inc hosp,3,2023-09-30,California,quantile,0.975,20,7.12
2023-09-09,inc hosp,4,2023-10-07,California,quantile,0.025,1,8.5058
2023-09-09,inc hosp,4,2023-10-07,California,quantile,0.25,4,8.5058
2023-09-09,inc hosp,4,2023-10-07,California,quantile,0.5,7,8.5058
2023-09-09,inc hosp,4,2023-10-07,California,quantile,0.75,11,8.5058
2023-09-09,inc hosp,4,2023-10-07,California,quantile,0.975,27,8.5058
2023-09-09,inc hosp,1,2023-09-16,Colorado,quantile,0.025,0,1.6214
2023-09-09,inc hosp,1,2023-09-16,Colorado,quantile,0.25,0,1.6214
2023-09-09,inc hosp,1,2023-09-16,Colorado,quantile,0.5,1,1.6214
2023-09-09,inc hosp,1,2023-09-16,Colorado,quantile,0.75,2,1.6214
2023-09-09,inc hosp,1,2023-09-16,Colorado,quantile,0.975,6,1.6214
2023-09-09,inc hosp,2,2023-09-23,Colorado,quantile,0.025,0,1.917
2023-09-09,inc hosp,2,2023-09-23,Colorado,quantile,0.25,1,1.917
2023-09-09,inc hosp,2,2023-09-23,Colorado,quantile,0.5,1,1.917
