reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,mean
2023-02-18,inc hosp,1,2023-02-25,California,quantile,0.025,9,25.4494
2023-02-18,inc hosp,1,2023-02-25,California,quantile,0.25,18,25.4494
2023-02-18,inc hosp,1,2023-02-25,California,quantile,0.5,24,25.4494
2023-02-18,inc hosp,1,2023-02-25,California,quantile,0.75,31,25.4494
2023-02-18,inc hosp,1,2023-02-25,California,quantile,0.975,50,25.4494
2023-02-18,inc hosp,2,2023-03-04,California,quantile,0.025,6,23.6878
2023-02-18,inc hosp,2,2023-03-04,California,quantile,0.25,15,23.6878
2023-02-18,inc hosp,2,2023-03-04,California,quantile,0.5,21,23.6878
2023-02-18,inc hosp,2,2023-03-04,California,quantile,0.75,30,23.6878
2023-02-18,inc hosp,2,2023-03-04,California,quantile,0.975,55,23.6878
2023-02-18,inc hosp,3,2023-03-11,California,quantile,0.025,5,22.0188
2023-02-18,inc hosp,3,2023-03-11,California,quantile,0.25,12,22.0188
2023-02-18,inc hosp,3,2023-03-11,California,quantile,0.5,19,22.0188
2023-02-18,inc hosp,3,2023-03-11,California,quantile,0.75,28,22.0188
2023-02-18,inc hosp,3,2023-03-11,California,quantile,0.975,58,22.0188
2023-02-18,inc hosp,4,2023-03-18,California,quantile,0.025,3,20.4004
2023-02-18,inc hosp,4,2023-03-18,California,quantile,0.25,10,20.4004
2023-02-18,inc hosp,4,2023-03-18,California,quantile,0.5,17,20.4004
2023-02-18,inc hosp,4,2023-03-18,California,quantile,0.75,26,20.4004
2023-02-18,inc hosp,4,2023-03-18,California,quantile,0.975,60,20.4004
2023-02-18,inc hosp,1,2023-02-25,Colorado,quantile,0.025,8,21.3974
2023-02-18,inc hosp,1,2023-02-25,Colorado,quantile,0.25,15,21.3974
2023-02-18,inc hosp,1,2023-02-25,Colorado,quantile,0.5,20,21.3974
2023-02-18,inc hosp,1,2023-02-25,Colorado,quantile,0.75,26,21.3974
2023-02-18,inc hosp,1,2023-02-25,Colorado,quantile,0.975,44,21.3974
2023-02-18,inc hosp,2,2023-03-04,Colorado,quantile,0.025,5,20.0802
2023-02-18,inc hosp,2,2023-03-04,Colorado,quantile,0.25,12,20.0802
2023-02-18,inc hosp,2,2023-03-04,Colorado,quantile,0.5,18,20.0802
2023-02-18,inc hosp,2,2023-03-04,Colorado,quantile,0.75,25,20.0802
2023-02-18,inc hosp,2,2023-03-04,Colorado,quantile,0.975,48,20.0802
2023-02-18,inc hosp,3,2023-03-11,Colorado,quantile,0.025,4,18.8106
2023-02-18,inc hosp,3,2023-03-11,Colorado,quantile,0.25,10,18.8106
2023-02-18,inc hosp,3,2023-03-11,Colorado,quantile,0.5,16,18.8106
