reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.01,49
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.025,56.19279542795428
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.05,62.07785227852279
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.1,67
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.15,71
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.2,74
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.25,77
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.3,79.0671406714067
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.35,80.33767437674375
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.4,81
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.45,84
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.5,84
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.55,84.28268382683827
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.6,87
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.65,87.89680646806468
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.7,89.42042120421186
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.75,91
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.8,94
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.85,97
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.9,101
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.95,105.87214472144714
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.975,111.80076125761255
2023-12-30,1,wk inc hosp,2024-01-06,06,quantile,0.99,119.00144121441222
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.01,105.76317343173432
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.025,124.12482149821498
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.05,140.98729937299373
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.1,158.6658956589566
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.15,166.55115801158007
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.2,173
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.25,177
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.3,179
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.35,182
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.4,182
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.45,185
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.5,185
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.55,185
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.6,188
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.65,188
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.7,191
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.75,193
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.8,197
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.85,203.69220142201416
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.9,211.66539465394655
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.95,229.31895118951178
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.975,245.68942639426388
2023-12-30,1,wk inc hosp,2024-01-06,08,quantile,0.99,263.5873584735845
2023-12-30,1,wk inc hosp,2024-01-06,09,quantile,0.01,26
2023-12-30,1,wk inc hosp,2024-01-06,09,quantile,0.025,30
2023-12-30,1,wk inc hosp,2024-01-06,09,quantile,0.05,33
2023-12-30,1,wk inc hosp,2024-01-06,09,quantile,0.1,35.76043260432604
