reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.01,0
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.025,0
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.05,0
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.1,0
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.15,0
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.2,0
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.25,0
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.3,0
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.35,0
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.4,3
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.45,3
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.5,3
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.55,6
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.6,6
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.65,7
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.7,10
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.75,11.595310953109543
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.8,14
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.85,17
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.9,21.54566345663452
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.95,28
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.975,34.88108781087795
2024-04-06,1,wk inc hosp,2024-04-13,06,quantile,0.99,45.475646456464446
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.01,0
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.025,0
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.05,1.8291202912029165
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.1,16.903143031430325
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.15,23
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.2,29
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.25,33.51473514735148
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.3,37
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.35,38
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.4,40
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.45,43
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.5,43
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.55,43
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.6,46
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.65,48
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.7,49
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.75,52.563510635106354
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.8,57
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.85,63
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.9,70
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.95,86
2024-04-06,1,wk inc hosp,2024-04-13,08,quantile,0.975,102.29832523325231
