reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,location_name,pop_served,population,percentage_participation,unscaled_value
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.01,1,California,3499789.59,38886551,9,11.111111111111112
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.025,1,California,3499789.59,38886551,9,11.111111111111112
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.05,2,California,3499789.59,38886551,9,22.222222222222225
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.1,3,California,3499789.59,38886551,9,33.333333333333336
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.15,3,California,3499789.59,38886551,9,33.333333333333336
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.2,4,California,3499789.59,38886551,9,44.44444444444445
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.25,4,California,3499789.59,38886551,9,44.44444444444445
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.3,5,California,3499789.59,38886551,9,55.55555555555556
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.35,5,California,3499789.59,38886551,9,55.55555555555556
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.4,6,California,3499789.59,38886551,9,66.66666666666667
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.45,6,California,3499789.59,38886551,9,66.66666666666667
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.5,7,California,3499789.59,38886551,9,77.77777777777779
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.55,8,California,3499789.59,38886551,9,88.8888888888889
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.6,8,California,3499789.59,38886551,9,88.8888888888889
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.65,9,California,3499789.59,38886551,9,100
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.7,10,California,3499789.59,38886551,9,111.11111111111111
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.75,10,California,3499789.59,38886551,9,111.11111111111111
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.8,11,California,3499789.59,38886551,9,122.22222222222223
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.85,12,California,3499789.59,38886551,9,133.33333333333334
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.9,14,California,3499789.59,38886551,9,155.55555555555557
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.95,17,California,3499789.59,38886551,9,188.88888888888891
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.975,19,California,3499789.59,38886551,9,211.11111111111111
2022-09-17,inc hosp,1,2022-09-24,06,quantile,0.99,22,California,3499789.59,38886551,9,244.44444444444446
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.01,0,California,3499789.59,38886551,9,0
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.025,1,California,3499789.59,38886551,9,11.111111111111112
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.05,1,California,3499789.59,38886551,9,11.111111111111112
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.1,2,California,3499789.59,38886551,9,22.222222222222225
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.15,3,California,3499789.59,38886551,9,33.333333333333336
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.2,4,California,3499789.59,38886551,9,44.44444444444445
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.25,4,California,3499789.59,38886551,9,44.44444444444445
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.3,5,California,3499789.59,38886551,9,55.55555555555556
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.35,5,California,3499789.59,38886551,9,55.55555555555556
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.4,6,California,3499789.59,38886551,9,66.66666666666667
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.45,6,California,3499789.59,38886551,9,66.66666666666667
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.5,7,California,3499789.59,38886551,9,77.77777777777779
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.55,8,California,3499789.59,38886551,9,88.8888888888889
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.6,8,California,3499789.59,38886551,9,88.8888888888889
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.65,9,California,3499789.59,38886551,9,100
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.7,10,California,3499789.59,38886551,9,111.11111111111111
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.75,11,California,3499789.59,38886551,9,122.22222222222223
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.8,12,California,3499789.59,38886551,9,133.33333333333334
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.85,14,California,3499789.59,38886551,9,155.55555555555557
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.9,16,California,3499789.59,38886551,9,177.7777777777778
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.95,20,California,3499789.59,38886551,9,222.22222222222223
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.975,24,California,3499789.59,38886551,9,266.6666666666667
2022-09-17,inc hosp,2,2022-10-01,06,quantile,0.99,29,California,3499789.59,38886551,9,322.22222222222223
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.01,0,California,3499789.59,38886551,9,0
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.025,1,California,3499789.59,38886551,9,11.111111111111112
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.05,1,California,3499789.59,38886551,9,11.111111111111112
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.1,2,California,3499789.59,38886551,9,22.222222222222225
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.15,3,California,3499789.59,38886551,9,33.333333333333336
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.2,3,California,3499789.59,38886551,9,33.333333333333336
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.25,4,California,3499789.59,38886551,9,44.44444444444445
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.3,4,California,3499789.59,38886551,9,44.44444444444445
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.35,5,California,3499789.59,38886551,9,55.55555555555556
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.4,6,California,3499789.59,38886551,9,66.66666666666667
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.45,6,California,3499789.59,38886551,9,66.66666666666667
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.5,7,California,3499789.59,38886551,9,77.77777777777779
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.55,8,California,3499789.59,38886551,9,88.8888888888889
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.6,9,California,3499789.59,38886551,9,100
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.65,9,California,3499789.59,38886551,9,100
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.7,10,California,3499789.59,38886551,9,111.11111111111111
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.75,12,California,3499789.59,38886551,9,133.33333333333334
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.8,13,California,3499789.59,38886551,9,144.44444444444446
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.85,15,California,3499789.59,38886551,9,166.66666666666666
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.9,18,California,3499789.59,38886551,9,200
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.95,24,California,3499789.59,38886551,9,266.6666666666667
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.975,30,California,3499789.59,38886551,9,333.3333333333333
2022-09-17,inc hosp,3,2022-10-08,06,quantile,0.99,37,California,3499789.59,38886551,9,411.11111111111114
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.01,0,California,3499789.59,38886551,9,0
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.025,0,California,3499789.59,38886551,9,0
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.05,1,California,3499789.59,38886551,9,11.111111111111112
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.1,2,California,3499789.59,38886551,9,22.222222222222225
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.15,3,California,3499789.59,38886551,9,33.333333333333336
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.2,3,California,3499789.59,38886551,9,33.333333333333336
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.25,4,California,3499789.59,38886551,9,44.44444444444445
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.3,4,California,3499789.59,38886551,9,44.44444444444445
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.35,5,California,3499789.59,38886551,9,55.55555555555556
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.4,6,California,3499789.59,38886551,9,66.66666666666667
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.45,6,California,3499789.59,38886551,9,66.66666666666667
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.5,7,California,3499789.59,38886551,9,77.77777777777779
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.55,8,California,3499789.59,38886551,9,88.8888888888889
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.6,9,California,3499789.59,38886551,9,100
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.65,10,California,3499789.59,38886551,9,111.11111111111111
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.7,11,California,3499789.59,38886551,9,122.22222222222223
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.75,13,California,3499789.59,38886551,9,144.44444444444446
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.8,14,California,3499789.59,38886551,9,155.55555555555557
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.85,17,California,3499789.59,38886551,9,188.88888888888891
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.9,21,California,3499789.59,38886551,9,233.33333333333334
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.95,27,California,3499789.59,38886551,9,300
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.975,35,California,3499789.59,38886551,9,388.88888888888886
2022-09-17,inc hosp,4,2022-10-15,06,quantile,0.99,48,California,3499789.59,38886551,9,533.3333333333334
2022-09-17,inc hosp,1,2022-09-24,08,quantile,0.01,2,Colorado,2843836.52,5803748,49,4.081632653061225
2022-09-17,inc hosp,1,2022-09-24,08,quantile,0.025,3,Colorado,2843836.52,5803748,49,6.122448979591836
2022-09-17,inc hosp,1,2022-09-24,08,quantile,0.05,4,Colorado,2843836.52,5803748,49,8.16326530612245
2022-09-17,inc hosp,1,2022-09-24,08,quantile,0.1,5,Colorado,2843836.52,5803748,49,10.204081632653061
2022-09-17,inc hosp,1,2022-09-24,08,quantile,0.15,6,Colorado,2843836.52,5803748,49,12.244897959183673
2022-09-17,inc hosp,1,2022-09-24,08,quantile,0.2,7,Colorado,2843836.52,5803748,49,14.285714285714285
2022-09-17,inc hosp,1,2022-09-24,08,quantile,0.25,7,Colorado,2843836.52,5803748,49,14.285714285714285
2022-09-17,inc hosp,1,2022-09-24,08,quantile,0.3,8,Colorado,2843836.52,5803748,49,16.3265306122449
2022-09-17,inc hosp,1,2022-09-24,08,quantile,0.35,9,Colorado,2843836.52,5803748,49,18.367346938775512
2022-09-17,inc hosp,1,2022-09-24,08,quantile,0.4,9,Colorado,2843836.52,5803748,49,18.367346938775512
2022-09-17,inc hosp,1,2022-09-24,08,quantile,0.45,10,Colorado,2843836.52,5803748,49,20.408163265306122
2022-09-17,inc hosp,1,2022-09-24,08,quantile,0.5,11,Colorado,2843836.52,5803748,49,22.448979591836736
2022-09-17,inc hosp,1,2022-09-24,08,quantile,0.55,12,Colorado,2843836.52,5803748,49,24.489795918367346
