reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,location_name,pop_served,population,percentage_participation,unscaled_value
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.01,37,California,3499789.59,38886551,9,411.11111111111114
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.025,43,California,3499789.59,38886551,9,477.77777777777777
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.05,49,California,3499789.59,38886551,9,544.4444444444445
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.1,58,California,3499789.59,38886551,9,644.4444444444445
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.15,63,California,3499789.59,38886551,9,700
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.2,68,California,3499789.59,38886551,9,755.5555555555557
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.25,72,California,3499789.59,38886551,9,800
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.3,77,California,3499789.59,38886551,9,855.5555555555555
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.35,81,California,3499789.59,38886551,9,900.0000000000001
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.4,85,California,3499789.59,38886551,9,944.4444444444445
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.45,89,California,3499789.59,38886551,9,988.8888888888889
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.5,94,California,3499789.59,38886551,9,1044.4444444444446
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.55,98,California,3499789.59,38886551,9,1088.888888888889
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.6,103,California,3499789.59,38886551,9,1144.4444444444443
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.65,108,California,3499789.59,38886551,9,1200
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.7,114,California,3499789.59,38886551,9,1266.6666666666665
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.75,120,California,3499789.59,38886551,9,1333.3333333333333
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.8,128,California,3499789.59,38886551,9,1422.2222222222224
2024-01-06,inc hosp,1,2024-01-13,06,quantile,0.85,138,California,3499789.59,38886551,9,1533.3333333333335
